2.466931e+14	1.477752e+14	9.727736e+13	7.205229e+13	5.903675e+13	5.201795e+13	4.807613e+13	4.579030e+13	4.443370e+13	4.361573e+13	4.311734e+13	4.281162e+13	4.262327e+13	4.250693e+13	4.243494e+13	4.239034e+13	4.236270e+13	4.234556e+13	4.233493e+13	4.232833e+13	4.232424e+13	4.232170e+13	4.232012e+13	4.231913e+13	4.231852e+13	4.231812e+13	4.231786e+13	4.231767e+13	4.231750e+13	4.231733e+13	4.231710e+13	4.231677e+13	4.231625e+13	4.231543e+13	4.231411e+13	4.231200e+13	4.230860e+13	4.230312e+13	4.229430e+13	4.228007e+13	4.225714e+13	4.222020e+13	4.216066e+13	4.206471e+13	4.191010e+13	4.166095e+13	4.125952e+13	4.061278e+13	3.957106e+13	3.789366e+13	3.519406e+13	3.085301e+13	2.388212e+13	1.271426e+13	-5.103107e+12	-3.329208e+13	-7.697775e+13	-1.402954e+14	-2.066798e+14	
-4.772652e+28	-2.961470e+28	-1.837617e+28	-1.140257e+28	-7.075389e+27	-4.390338e+27	-2.724241e+27	-1.690414e+27	-1.048916e+27	-6.508613e+26	-4.038649e+26	-2.506015e+26	-1.555003e+26	-9.648927e+25	-5.987240e+25	-3.715132e+25	-2.305271e+25	-1.430440e+25	-8.875997e+24	-5.507631e+24	-3.417531e+24	-2.120606e+24	-1.315854e+24	-8.164984e+23	-5.066441e+23	-3.143769e+23	-1.950735e+23	-1.210447e+23	-7.510926e+22	-4.660593e+22	-2.891937e+22	-1.794471e+22	-1.113484e+22	-6.909262e+21	-4.287255e+21	-2.660277e+21	-1.650724e+21	-1.024288e+21	-6.355794e+20	-3.943823e+20	-2.447175e+20	-1.518493e+20	-9.422372e+19	-5.846660e+19	-3.627902e+19	-2.251146e+19	-1.396859e+19	-8.667702e+18	-5.378514e+18	-3.337636e+18	-2.071401e+18	-1.285928e+18	-7.989156e+17	-4.973335e+17	-3.111872e+17	-1.972736e+17	-1.291530e+17	-9.100935e+16	-7.395859e+16	
-9.534896e+28	-5.916482e+28	-3.671227e+28	-2.278027e+28	-1.413535e+28	-8.771101e+27	-5.442541e+27	-3.377142e+27	-2.095545e+27	-1.300303e+27	-8.068490e+26	-5.006566e+26	-3.106616e+26	-1.927681e+26	-1.196142e+26	-7.422162e+25	-4.605514e+25	-2.857760e+25	-1.773264e+25	-1.100325e+25	-6.827609e+24	-4.236588e+24	-2.628838e+24	-1.631216e+24	-1.012183e+24	-6.280682e+23	-3.897216e+23	-2.418255e+23	-1.500547e+23	-9.311021e+22	-5.777567e+22	-3.585028e+22	-2.224540e+22	-1.380346e+22	-8.565160e+21	-5.314753e+21	-3.297849e+21	-2.046343e+21	-1.269773e+21	-7.879046e+20	-4.889014e+20	-3.033674e+20	-1.882420e+20	-1.168057e+20	-7.247897e+19	-4.497386e+19	-2.790675e+19	-1.731654e+19	-1.074534e+19	-6.668032e+18	-4.138320e+18	-2.569082e+18	-1.596113e+18	-9.935950e+17	-6.216906e+17	-3.940837e+17	-2.579475e+17	-1.816801e+17	-1.475495e+17	
-1.427635e+29	-8.858598e+28	-5.496834e+28	-3.410831e+28	-2.116449e+28	-1.313274e+28	-8.148978e+27	-5.056509e+27	-3.137606e+27	-1.946911e+27	-1.208074e+27	-7.496202e+26	-4.651456e+26	-2.886267e+26	-1.790953e+26	-1.111301e+26	-6.895718e+25	-4.278850e+25	-2.655062e+25	-1.647488e+25	-1.022280e+25	-6.343335e+24	-3.936092e+24	-2.442378e+24	-1.515516e+24	-9.403904e+23	-5.835201e+23	-3.620791e+23	-2.246731e+23	-1.394115e+23	-8.650602e+22	-5.367771e+22	-3.330747e+22	-2.066756e+22	-1.282439e+22	-7.957644e+21	-4.937785e+21	-3.063937e+21	-1.901198e+21	-1.179709e+21	-7.320195e+20	-4.542242e+20	-2.818499e+20	-1.748903e+20	-1.085209e+20	-6.733823e+19	-4.178409e+19	-2.592763e+19	-1.608874e+19	-9.983892e+18	-6.196218e+18	-3.846636e+18	-2.389831e+18	-1.487691e+18	-9.308389e+17	-5.900348e+17	-3.861798e+17	-2.719551e+17	-2.208190e+17	
-1.898672e+29	-1.178142e+29	-7.310468e+28	-4.536206e+28	-2.814754e+28	-1.746578e+28	-1.083766e+28	-6.724861e+27	-4.172833e+27	-2.589277e+27	-1.606668e+27	-9.969511e+26	-6.186165e+26	-3.838567e+26	-2.381863e+26	-1.477966e+26	-9.170901e+25	-5.690621e+25	-3.531078e+25	-2.191063e+25	-1.359573e+25	-8.436265e+24	-5.234773e+24	-3.248220e+24	-2.015548e+24	-1.250664e+24	-7.760476e+23	-4.815440e+23	-2.988021e+23	-1.854092e+23	-1.150480e+23	-7.138822e+22	-4.429698e+22	-2.748665e+22	-1.705570e+22	-1.058320e+22	-6.566965e+21	-4.074857e+21	-2.528483e+21	-1.568945e+21	-9.735432e+20	-6.040917e+20	-3.748440e+20	-2.325938e+20	-1.443265e+20	-8.955592e+19	-5.557041e+19	-3.448225e+19	-2.139709e+19	-1.327800e+19	-8.240620e+18	-5.115812e+18	-3.178343e+18	-1.978546e+18	-1.237960e+18	-7.847008e+17	-5.135710e+17	-3.616378e+17	-2.936079e+17	
-2.365577e+29	-1.467860e+29	-9.108194e+28	-5.651711e+28	-3.506934e+28	-2.176082e+28	-1.350277e+28	-8.378581e+27	-5.198979e+27	-3.226010e+27	-2.001766e+27	-1.242113e+27	-7.707413e+26	-4.782514e+26	-2.967590e+26	-1.841414e+26	-1.142613e+26	-7.090009e+25	-4.399410e+25	-2.729871e+25	-1.693907e+25	-1.051084e+25	-6.522062e+24	-4.046994e+24	-2.511194e+24	-1.558217e+24	-9.668865e+23	-5.999611e+23	-3.722809e+23	-2.310034e+23	-1.433395e+23	-8.894339e+22	-5.519011e+22	-3.424593e+22	-2.124988e+22	-1.318573e+22	-8.181856e+21	-5.076910e+21	-3.150265e+21	-1.954766e+21	-1.212948e+21	-7.526447e+20	-4.670223e+20	-2.897913e+20	-1.798180e+20	-1.115787e+20	-6.923581e+19	-4.296184e+19	-2.665889e+19	-1.654323e+19	-1.026709e+19	-6.373855e+18	-3.959939e+18	-2.465096e+18	-1.542387e+18	-9.776593e+17	-6.398448e+17	-4.505338e+17	-3.657581e+17	
-2.827341e+29	-1.754389e+29	-1.088613e+29	-6.754934e+28	-4.191493e+28	-2.600856e+28	-1.613853e+28	-1.001409e+28	-6.213828e+27	-3.855732e+27	-2.392514e+27	-1.484575e+27	-9.211912e+26	-5.716069e+26	-3.546868e+26	-2.200861e+26	-1.365653e+26	-8.473990e+25	-5.258182e+25	-3.262746e+25	-2.024561e+25	-1.256257e+25	-7.795180e+24	-4.836974e+24	-3.001383e+24	-1.862383e+24	-1.155624e+24	-7.170745e+23	-4.449507e+23	-2.760957e+23	-1.713197e+23	-1.063053e+23	-6.596331e+22	-4.093079e+22	-2.539790e+22	-1.575961e+22	-9.778968e+21	-6.067931e+21	-3.765202e+21	-2.336339e+21	-1.449718e+21	-8.995622e+20	-5.581859e+20	-3.463591e+20	-2.149188e+20	-1.333591e+20	-8.275076e+19	-5.134806e+19	-3.186276e+19	-1.977250e+19	-1.227125e+19	-7.618048e+18	-4.732930e+18	-2.946289e+18	-1.843462e+18	-1.168493e+18	-7.647284e+17	-5.384510e+17	-4.371138e+17	
-3.282972e+29	-2.037111e+29	-1.264045e+29	-7.843502e+28	-4.866959e+28	-3.019989e+28	-1.873928e+28	-1.162788e+28	-7.215197e+27	-4.477090e+27	-2.778072e+27	-1.723817e+27	-1.069643e+27	-6.637222e+26	-4.118452e+26	-2.555534e+26	-1.585730e+26	-9.839588e+25	-6.105547e+25	-3.788543e+25	-2.350822e+25	-1.458705e+25	-9.051386e+24	-5.616461e+24	-3.485061e+24	-2.162509e+24	-1.341855e+24	-8.326323e+23	-5.166553e+23	-3.205889e+23	-1.989281e+23	-1.234366e+23	-7.659341e+22	-4.752685e+22	-2.949081e+22	-1.829929e+22	-1.135486e+22	-7.045788e+21	-4.371970e+21	-2.712844e+21	-1.683343e+21	-1.044528e+21	-6.481385e+20	-4.021754e+20	-2.495533e+20	-1.548502e+20	-9.608619e+19	-5.962290e+19	-3.699750e+19	-2.295888e+19	-1.424879e+19	-8.845714e+18	-5.495654e+18	-3.421091e+18	-2.140538e+18	-1.356793e+18	-8.879530e+17	-6.252003e+17	-5.075215e+17	
-3.731494e+29	-2.315423e+29	-1.436739e+29	-8.915089e+28	-5.531887e+28	-3.432582e+28	-2.129946e+28	-1.321649e+28	-8.200944e+27	-5.088754e+27	-3.157614e+27	-1.959326e+27	-1.215778e+27	-7.544006e+26	-4.681119e+26	-2.904673e+26	-1.802374e+26	-1.118388e+26	-6.939692e+25	-4.306137e+25	-2.671994e+25	-1.657994e+25	-1.028799e+25	-6.383786e+24	-3.961193e+24	-2.457953e+24	-1.525180e+24	-9.463872e+23	-5.872412e+23	-3.643881e+23	-2.261058e+23	-1.403006e+23	-8.705767e+22	-5.402001e+22	-3.351987e+22	-2.079936e+22	-1.290618e+22	-8.008390e+21	-4.969273e+21	-3.083475e+21	-1.913322e+21	-1.187232e+21	-7.366877e+20	-4.571210e+20	-2.836475e+20	-1.760059e+20	-1.092136e+20	-6.776863e+19	-4.205214e+19	-2.609554e+19	-1.619547e+19	-1.005423e+19	-6.246478e+18	-3.888485e+18	-2.432980e+18	-1.542154e+18	-1.009255e+18	-7.105960e+17	-5.768306e+17	
-4.171956e+29	-2.588733e+29	-1.606331e+29	-9.967416e+28	-6.184865e+28	-3.837760e+28	-2.381362e+28	-1.477655e+28	-9.168974e+27	-5.689425e+27	-3.530336e+27	-2.190603e+27	-1.359287e+27	-8.434492e+26	-5.233672e+26	-3.247538e+26	-2.015124e+26	-1.250401e+26	-7.758845e+25	-4.814428e+25	-2.987393e+25	-1.853702e+25	-1.150238e+25	-7.137321e+24	-4.428767e+24	-2.748087e+24	-1.705211e+24	-1.058098e+24	-6.565585e+23	-4.074000e+23	-2.527951e+23	-1.568615e+23	-9.733386e+22	-6.039647e+22	-3.747652e+22	-2.325449e+22	-1.442961e+22	-8.953691e+21	-5.555840e+21	-3.447445e+21	-2.139169e+21	-1.327372e+21	-8.236455e+20	-5.110790e+20	-3.171290e+20	-1.967815e+20	-1.221050e+20	-7.576797e+19	-4.701593e+19	-2.917584e+19	-1.810717e+19	-1.124102e+19	-6.983809e+18	-4.347479e+18	-2.720165e+18	-1.724184e+18	-1.128377e+18	-7.944569e+17	-6.448939e+17	
