3	159.48722782093571
5	228.2691903522043
7	2.7552216401373714e7
9	423.39795198363146
11	486.9339117145023
13	540.9890701190528
15	584.7101790191156
17	619.2722966632252
19	646.1064005980942
21	666.6681764266734
23	694.3621585678309
25	694.0244976536642
27	446.15901108427977
29	312.06363359597265
31	256.3249664703398
33	223.6630393384422
35	201.54875845395853
37	185.3272478475864
39	172.80988196224948
41	162.81153550598577
43	725.9596537780658
45	726.5526962530987
47	726.9903661032208
49	727.3134537447746
51	727.5517915435678
53	727.7278044605528
55	727.8575014820956
57	727.9531949691834
59	728.0238722086817
61	728.0760146850616
63	728.1143847576258
65	728.1426638554026
67	728.1635786785749
69	728.1789512621555
71	728.1903922138224
73	728.1988432235623
75	728.2048466717087
77	728.2095610500522
79	728.2128102210135
81	728.2153826749923
83	728.2178067166104
85	728.2173403416856
