-8.400490e-16	-8.375593e-16	-8.352594e-16	-8.331472e-16	-8.312204e-16	-8.294768e-16	-8.279145e-16	-8.265317e-16	-8.253266e-16	-8.242975e-16	-8.234428e-16	-8.227612e-16	-8.222514e-16	-8.219120e-16	-8.217421e-16	-8.217407e-16	-8.219068e-16	-8.222397e-16	-8.227388e-16	-8.234034e-16	-8.242333e-16	-8.252280e-16	-8.263873e-16	-8.277111e-16	-8.291996e-16	-8.308527e-16	-8.326707e-16	-8.346540e-16	-8.368031e-16	
-3.734498e-02	-3.467648e-02	-3.200819e-02	-2.934012e-02	-2.667223e-02	-2.400451e-02	-2.133695e-02	-1.866953e-02	-1.600223e-02	-1.333503e-02	-1.066792e-02	-8.000879e-03	-5.333891e-03	-2.666937e-03	-5.975385e-12	2.666937e-03	5.333891e-03	8.000879e-03	1.066792e-02	1.333503e-02	1.600223e-02	1.866953e-02	2.133695e-02	2.400451e-02	2.667223e-02	2.934012e-02	3.200819e-02	3.467648e-02	3.734498e-02	
-7.471442e-02	-6.937567e-02	-6.403736e-02	-5.869946e-02	-5.336193e-02	-4.802476e-02	-4.268789e-02	-3.735130e-02	-3.201495e-02	-2.667880e-02	-2.134283e-02	-1.600700e-02	-1.067128e-02	-5.335622e-03	-1.195061e-11	5.335622e-03	1.067128e-02	1.600700e-02	2.134283e-02	2.667880e-02	3.201495e-02	3.735130e-02	4.268789e-02	4.802476e-02	5.336193e-02	5.869946e-02	6.403736e-02	6.937567e-02	7.471442e-02	
-1.121328e-01	-1.041203e-01	-9.610850e-02	-8.809729e-02	-8.008664e-02	-7.207650e-02	-6.406683e-02	-5.605757e-02	-4.804867e-02	-4.004008e-02	-3.203175e-02	-2.402363e-02	-1.601567e-02	-8.007808e-03	-1.792626e-11	8.007808e-03	1.601567e-02	2.402363e-02	3.203175e-02	4.004008e-02	4.804867e-02	5.605757e-02	6.406683e-02	7.207650e-02	8.008664e-02	8.809729e-02	9.610850e-02	1.041203e-01	1.121328e-01	
-1.496248e-01	-1.389334e-01	-1.282428e-01	-1.175530e-01	-1.068639e-01	-9.617558e-02	-8.548785e-02	-7.480066e-02	-6.411395e-02	-5.342766e-02	-4.274172e-02	-3.205605e-02	-2.137058e-02	-1.068526e-02	-2.390344e-11	1.068526e-02	2.137058e-02	3.205605e-02	4.274172e-02	5.342766e-02	6.411395e-02	7.480066e-02	8.548785e-02	9.617558e-02	1.068639e-01	1.175530e-01	1.282428e-01	1.389334e-01	1.496248e-01	
-1.872152e-01	-1.738378e-01	-1.604614e-01	-1.470860e-01	-1.337115e-01	-1.203380e-01	-1.069651e-01	-9.359299e-02	-8.022144e-02	-6.685042e-02	-5.347982e-02	-4.010956e-02	-2.673957e-02	-1.336974e-02	-2.988273e-11	1.336974e-02	2.673957e-02	4.010956e-02	5.347982e-02	6.685042e-02	8.022144e-02	9.359299e-02	1.069651e-01	1.203380e-01	1.337115e-01	1.470860e-01	1.604614e-01	1.738378e-01	1.872152e-01	
-2.249291e-01	-2.088568e-01	-1.927858e-01	-1.767160e-01	-1.606474e-01	-1.445797e-01	-1.285130e-01	-1.124471e-01	-9.638187e-02	-8.031728e-02	-6.425321e-02	-4.818955e-02	-3.212620e-02	-1.606305e-02	-3.586364e-11	1.606305e-02	3.212620e-02	4.818955e-02	6.425321e-02	8.031728e-02	9.638187e-02	1.124471e-01	1.285130e-01	1.445797e-01	1.606474e-01	1.767160e-01	1.927858e-01	2.088568e-01	2.249291e-01	
-2.627916e-01	-2.440139e-01	-2.252377e-01	-2.064629e-01	-1.876894e-01	-1.689171e-01	-1.501459e-01	-1.313756e-01	-1.126061e-01	-9.383731e-02	-7.506914e-02	-5.630144e-02	-3.753409e-02	-1.876699e-02	-4.184657e-11	1.876699e-02	3.753409e-02	5.630144e-02	7.506914e-02	9.383731e-02	1.126061e-01	1.313756e-01	1.501459e-01	1.689171e-01	1.876894e-01	2.064629e-01	2.252377e-01	2.440139e-01	2.627916e-01	
-3.008286e-01	-2.793330e-01	-2.578392e-01	-2.363469e-01	-2.148562e-01	-1.933667e-01	-1.718785e-01	-1.503913e-01	-1.289051e-01	-1.074197e-01	-8.593493e-02	-6.445073e-02	-4.296693e-02	-2.148340e-02	-4.783236e-11	2.148340e-02	4.296693e-02	6.445073e-02	8.593493e-02	1.074197e-01	1.289051e-01	1.503913e-01	1.718785e-01	1.933667e-01	2.148562e-01	2.363469e-01	2.578392e-01	2.793330e-01	3.008286e-01	
-3.390660e-01	-3.148383e-01	-2.906125e-01	-2.663885e-01	-2.421661e-01	-2.179453e-01	-1.937257e-01	-1.695074e-01	-1.452901e-01	-1.210737e-01	-9.685805e-02	-7.264301e-02	-4.842843e-02	-2.421414e-02	-5.382106e-11	2.421414e-02	4.842842e-02	7.264301e-02	9.685805e-02	1.210737e-01	1.452901e-01	1.695074e-01	1.937257e-01	2.179453e-01	2.421661e-01	2.663885e-01	2.906125e-01	3.148383e-01	3.390660e-01	
