-9.357321e-16	-9.385884e-16	-9.415499e-16	-9.446145e-16	-9.477797e-16	-9.510433e-16	-9.544029e-16	-9.578563e-16	-9.614012e-16	-9.650352e-16	-9.687560e-16	-9.725612e-16	-9.764486e-16	-9.804157e-16	-9.844602e-16	-9.885797e-16	-9.927716e-16	
-1.374209e-02	-1.203864e-02	-1.033520e-02	-8.631772e-03	-6.928358e-03	-5.224953e-03	-3.521555e-03	-1.818162e-03	-1.147718e-04	1.588619e-03	3.292011e-03	4.995408e-03	6.698811e-03	8.402224e-03	1.010565e-02	1.180908e-02	1.351254e-02	
-2.748603e-02	-2.407888e-02	-2.067177e-02	-1.726468e-02	-1.385762e-02	-1.045057e-02	-7.043541e-03	-3.636519e-03	-2.295031e-04	3.177513e-03	6.584533e-03	9.991562e-03	1.339860e-02	1.680566e-02	2.021275e-02	2.361986e-02	2.702700e-02	
-4.123364e-02	-3.612233e-02	-3.101107e-02	-2.589986e-02	-2.078867e-02	-1.567752e-02	-1.056639e-02	-5.455266e-03	-3.441533e-04	4.766959e-03	9.878077e-03	1.498921e-02	2.010036e-02	2.521154e-02	3.032275e-02	3.543400e-02	4.054530e-02	
-5.498677e-02	-4.817059e-02	-4.135449e-02	-3.453844e-02	-2.772243e-02	-2.090646e-02	-1.409052e-02	-7.274595e-03	-4.586814e-04	6.357231e-03	1.317315e-02	1.998909e-02	2.680506e-02	3.362106e-02	4.043710e-02	4.725320e-02	5.406936e-02	
-6.874723e-02	-6.022526e-02	-5.170337e-02	-4.318154e-02	-3.465978e-02	-2.613805e-02	-1.761636e-02	-9.094699e-03	-5.730461e-04	7.948606e-03	1.647027e-02	2.499195e-02	3.351367e-02	4.203543e-02	5.055724e-02	5.907912e-02	6.760108e-02	
-8.251686e-02	-7.228792e-02	-6.205907e-02	-5.183030e-02	-4.160160e-02	-3.137295e-02	-2.114435e-02	-1.091577e-02	-6.872054e-04	9.541357e-03	1.976993e-02	2.999853e-02	4.022717e-02	5.045586e-02	6.068462e-02	7.091345e-02	8.114238e-02	
-9.629746e-02	-8.436014e-02	-7.242294e-02	-6.048582e-02	-4.854879e-02	-3.661181e-02	-2.467489e-02	-1.273799e-02	-8.011164e-04	1.113576e-02	2.307265e-02	3.500957e-02	4.694653e-02	5.888356e-02	7.082066e-02	8.275785e-02	9.469514e-02	
-1.100908e-01	-9.644350e-02	-8.279630e-02	-6.914921e-02	-5.550221e-02	-4.185528e-02	-2.820840e-02	-1.456156e-02	-9.147355e-04	1.273209e-02	2.637892e-02	4.002580e-02	5.367272e-02	6.731971e-02	8.096678e-02	9.461396e-02	1.082613e-01	
-1.238987e-01	-1.085395e-01	-9.318049e-02	-7.782157e-02	-6.246274e-02	-4.710399e-02	-3.174530e-02	-1.638665e-02	-1.028018e-03	1.433061e-02	2.968926e-02	4.504794e-02	6.040668e-02	7.576549e-02	9.112440e-02	1.064834e-01	1.218426e-01	
