-6.07390e-16 	-3.92854e-16 	-1.83453e-16 	7.99760e-18 	1.99000e-16 	
-9.19255e-02 	-4.64780e-02 	1.21290e-05 	4.65004e-02 	9.05148e-02 	
-1.84387e-01 	-9.30373e-02 	2.52795e-05 	9.30841e-02 	1.87172e-01 	
-2.75535e-01 	-1.39796e-01 	4.05296e-05 	1.39872e-01 	2.71761e-01 	
-3.68133e-01 	-1.86956e-01 	5.90682e-05 	1.87066e-01 	3.72707e-01 	
-4.58630e-01 	-2.34861e-01 	8.22444e-05 	2.35015e-01 	4.54263e-01 	
-5.50866e-01 	-2.84094e-01 	1.11591e-04 	2.84305e-01 	5.54508e-01 	
-6.41642e-01 	-3.35592e-01 	1.48788e-04 	3.35877e-01 	6.40671e-01 	
-7.33110e-01 	-3.90792e-01 	1.95471e-04 	3.91172e-01 	7.30662e-01 	
-8.26469e-01 	-4.51715e-01 	2.52744e-04 	4.52216e-01 	8.35001e-01 	
-9.17571e-01 	-5.20832e-01 	3.20173e-04 	5.21482e-01 	9.03392e-01 	
-1.01694e+00 	-6.00338e-01 	3.94162e-04 	6.01159e-01 	1.03812e+00 	
-1.11002e+00 	-6.90448e-01 	4.66170e-04 	6.91445e-01 	1.08723e+00 	
-1.21538e+00 	-7.86918e-01 	5.22559e-04 	7.88067e-01 	1.23703e+00 	
-1.31273e+00 	-8.79619e-01 	5.48529e-04 	8.80856e-01 	1.30379e+00 	
-1.41325e+00 	-9.54890e-01 	5.35789e-04 	9.56124e-01 	1.40861e+00 	
-1.51091e+00 	-1.00142e+00 	4.87947e-04 	1.00256e+00 	1.53684e+00 	
-1.59339e+00 	-1.01486e+00 	4.17997e-04 	1.01583e+00 	1.55715e+00 	
-1.68371e+00 	-9.97435e-01 	3.40749e-04 	9.98212e-01 	1.73070e+00 	
-1.74768e+00 	-9.54573e-01 	2.67144e-04 	9.55154e-01 	1.70711e+00 	
-1.82294e+00 	-8.91869e-01 	2.02966e-04 	8.92273e-01 	1.85705e+00 	
