2.492279e+00	2.267097e+00	2.083462e+00	1.924777e+00	1.782293e+00	1.651156e+00	1.528365e+00	1.411733e+00	1.299373e+00	1.189438e+00	1.080001e+00	9.689759e-01	8.540665e-01	7.327158e-01	6.020393e-01	4.587419e-01	2.990074e-01	1.183516e-01	-8.857411e-02	-3.282499e-01	-6.086580e-01	-9.398107e-01	-1.334523e+00	-1.809584e+00	-2.387576e+00	
-7.790987e+14	-6.804801e+14	-5.976548e+14	-5.287005e+14	-4.720168e+14	-4.262881e+14	-3.904532e+14	-3.636803e+14	-3.453480e+14	-3.350310e+14	-3.324897e+14	-3.376652e+14	-3.506775e+14	-3.718287e+14	-4.016097e+14	-4.407116e+14	-4.900421e+14	-5.507459e+14	-6.242321e+14	-7.122060e+14	-8.167095e+14	-9.401681e+14	-1.085447e+15	-1.255918e+15	-1.455538e+15	
-1.556295e+15	-1.359298e+15	-1.193850e+15	-1.056110e+15	-9.428808e+14	-8.515352e+14	-7.799528e+14	-7.264724e+14	-6.898527e+14	-6.692438e+14	-6.641674e+14	-6.745057e+14	-7.004986e+14	-7.427493e+14	-8.022386e+14	-8.803470e+14	-9.788874e+14	-1.100147e+15	-1.246940e+15	-1.422673e+15	-1.631425e+15	-1.878040e+15	-2.168243e+15	-2.508769e+15	-2.907521e+15	
-2.329692e+15	-2.034799e+15	-1.787131e+15	-1.580941e+15	-1.411443e+15	-1.274704e+15	-1.167549e+15	-1.087491e+15	-1.032673e+15	-1.001823e+15	-9.942238e+14	-1.009700e+15	-1.048610e+15	-1.111857e+15	-1.200909e+15	-1.317833e+15	-1.465343e+15	-1.646862e+15	-1.866603e+15	-2.129666e+15	-2.442157e+15	-2.811328e+15	-3.245747e+15	-3.755496e+15	-4.352407e+15	
-3.097406e+15	-2.705335e+15	-2.376053e+15	-2.101916e+15	-1.876563e+15	-1.694762e+15	-1.552296e+15	-1.445857e+15	-1.372975e+15	-1.331958e+15	-1.321855e+15	-1.342431e+15	-1.394163e+15	-1.478252e+15	-1.596650e+15	-1.752105e+15	-1.948225e+15	-2.189560e+15	-2.481714e+15	-2.831465e+15	-3.246932e+15	-3.737757e+15	-4.315332e+15	-4.993062e+15	-5.786675e+15	
-3.857572e+15	-3.369279e+15	-2.959184e+15	-2.617768e+15	-2.337109e+15	-2.110691e+15	-1.933261e+15	-1.800700e+15	-1.709931e+15	-1.658848e+15	-1.646265e+15	-1.671890e+15	-1.736319e+15	-1.841045e+15	-1.988500e+15	-2.182107e+15	-2.426358e+15	-2.726923e+15	-3.090776e+15	-3.526364e+15	-4.043795e+15	-4.655079e+15	-5.374402e+15	-6.218460e+15	-7.206842e+15	
-4.608349e+15	-4.025023e+15	-3.535113e+15	-3.127250e+15	-2.791967e+15	-2.521483e+15	-2.309521e+15	-2.151160e+15	-2.042725e+15	-1.981700e+15	-1.966668e+15	-1.997281e+15	-2.074248e+15	-2.199357e+15	-2.375511e+15	-2.606798e+15	-2.898586e+15	-3.257648e+15	-3.692317e+15	-4.212680e+15	-4.830816e+15	-5.561070e+15	-6.420391e+15	-7.428723e+15	-8.609469e+15	
-5.347928e+15	-4.670985e+15	-4.102452e+15	-3.629132e+15	-3.240041e+15	-2.926148e+15	-2.680168e+15	-2.496392e+15	-2.370555e+15	-2.299736e+15	-2.282292e+15	-2.317818e+15	-2.407138e+15	-2.552325e+15	-2.756749e+15	-3.025155e+15	-3.363771e+15	-3.780457e+15	-4.284885e+15	-4.888760e+15	-5.606098e+15	-6.453548e+15	-7.450779e+15	-8.620935e+15	-9.991175e+15	
-6.074536e+15	-5.305619e+15	-4.659840e+15	-4.122212e+15	-3.680256e+15	-3.323715e+15	-3.044315e+15	-2.835570e+15	-2.692636e+15	-2.612195e+15	-2.592381e+15	-2.632733e+15	-2.734189e+15	-2.899102e+15	-3.131301e+15	-3.436174e+15	-3.820797e+15	-4.294098e+15	-4.867060e+15	-5.552981e+15	-6.367783e+15	-7.330374e+15	-8.463095e+15	-9.792237e+15	-1.134865e+16	
-6.786442e+15	-5.927412e+15	-5.205951e+15	-4.605315e+15	-4.111564e+15	-3.713239e+15	-3.401094e+15	-3.167885e+15	-3.008200e+15	-2.918332e+15	-2.896195e+15	-2.941277e+15	-3.054622e+15	-3.238863e+15	-3.498274e+15	-3.838877e+15	-4.268576e+15	-4.797345e+15	-5.437456e+15	-6.203764e+15	-7.114056e+15	-8.189458e+15	-9.454929e+15	-1.093984e+16	-1.267865e+16	
-7.481965e+15	-6.534895e+15	-5.739494e+15	-5.077301e+15	-4.532947e+15	-4.093798e+15	-3.749662e+15	-3.492552e+15	-3.316501e+15	-3.217423e+15	-3.193018e+15	-3.242720e+15	-3.367682e+15	-3.570805e+15	-3.856802e+15	-4.232312e+15	-4.706050e+15	-5.289011e+15	-5.994725e+15	-6.839570e+15	-7.843155e+15	-9.028772e+15	-1.042394e+16	-1.206103e+16	-1.397805e+16	
-8.159475e+15	-7.126646e+15	-6.259219e+15	-5.537063e+15	-4.943416e+15	-4.464501e+15	-4.089203e+15	-3.808811e+15	-3.616819e+15	-3.508768e+15	-3.482153e+15	-3.536356e+15	-3.672634e+15	-3.894149e+15	-4.206045e+15	-4.615558e+15	-5.132194e+15	-5.767944e+15	-6.537561e+15	-7.458909e+15	-8.553371e+15	-9.846349e+15	-1.136785e+16	-1.315319e+16	-1.524380e+16	
-8.817402e+15	-7.701292e+15	-6.763922e+15	-5.983536e+15	-5.342021e+15	-4.824490e+15	-4.418930e+15	-4.115929e+15	-3.908455e+15	-3.791693e+15	-3.762932e+15	-3.821505e+15	-3.968771e+15	-4.208149e+15	-4.545193e+15	-4.987727e+15	-5.546022e+15	-6.233034e+15	-7.064708e+15	-8.060348e+15	-9.243060e+15	-1.064029e+16	-1.228448e+16	-1.421378e+16	-1.647296e+16	
-9.454241e+15	-8.257520e+15	-7.252448e+15	-6.415698e+15	-5.727850e+15	-5.172939e+15	-4.738088e+15	-4.413203e+15	-4.190744e+15	-4.065549e+15	-4.034710e+15	-4.097514e+15	-4.255416e+15	-4.512083e+15	-4.873471e+15	-5.347967e+15	-5.946584e+15	-6.683216e+15	-7.574958e+15	-8.642508e+15	-9.910642e+15	-1.140879e+16	-1.317173e+16	-1.524037e+16	-1.766272e+16	
-1.006855e+16	-8.794072e+15	-7.723693e+15	-6.832573e+15	-6.100030e+15	-5.509064e+15	-5.045957e+15	-4.699962e+15	-4.463048e+15	-4.329717e+15	-4.296875e+15	-4.363759e+15	-4.531922e+15	-4.805266e+15	-5.190136e+15	-5.695464e+15	-6.332978e+15	-7.117474e+15	-8.067159e+15	-9.204076e+15	-1.055461e+16	-1.215011e+16	-1.402759e+16	-1.623065e+16	-1.881040e+16	
-1.065897e+16	-9.309757e+15	-8.176610e+15	-7.233235e+15	-6.457736e+15	-5.832115e+15	-5.341852e+15	-4.975568e+15	-4.724761e+15	-4.583612e+15	-4.548844e+15	-4.619651e+15	-4.797674e+15	-5.087047e+15	-5.494486e+15	-6.029446e+15	-6.704344e+15	-7.534843e+15	-8.540218e+15	-9.743803e+15	-1.117353e+16	-1.286259e+16	-1.485017e+16	-1.718242e+16	-1.991344e+16	
-1.122422e+16	-9.803450e+15	-8.610213e+15	-7.616811e+15	-6.800188e+15	-6.141390e+15	-5.625129e+15	-5.239420e+15	-4.975314e+15	-4.826680e+15	-4.790068e+15	-4.864629e+15	-5.052093e+15	-5.356812e+15	-5.785857e+15	-6.349186e+15	-7.059873e+15	-7.934413e+15	-8.993103e+15	-1.026051e+16	-1.176606e+16	-1.354469e+16	-1.563767e+16	-1.809359e+16	-2.096945e+16	
-1.176307e+16	-1.027410e+16	-9.023576e+15	-7.982482e+15	-7.126654e+15	-6.436229e+15	-5.895182e+15	-5.490956e+15	-5.214171e+15	-5.058401e+15	-5.020031e+15	-5.098172e+15	-5.294636e+15	-5.613984e+15	-6.063626e+15	-6.654000e+15	-7.398806e+15	-8.315331e+15	-9.424847e+15	-1.075310e+16	-1.233093e+16	-1.419495e+16	-1.638841e+16	-1.896224e+16	-2.197616e+16	
-1.227442e+16	-1.072072e+16	-9.415838e+15	-8.329487e+15	-7.436455e+15	-6.716017e+15	-6.151450e+15	-5.729653e+15	-5.440835e+15	-5.278293e+15	-5.238256e+15	-5.319794e+15	-5.524798e+15	-5.858028e+15	-6.327217e+15	-6.943254e+15	-7.720438e+15	-8.676805e+15	-9.834552e+15	-1.122055e+16	-1.286697e+16	-1.481201e+16	-1.710083e+16	-1.978654e+16	-2.293148e+16	
-1.275723e+16	-1.114242e+16	-9.786206e+15	-8.657124e+15	-7.728965e+15	-6.980189e+15	-6.393415e+15	-5.955026e+15	-5.654848e+15	-5.485913e+15	-5.444301e+15	-5.529046e+15	-5.742114e+15	-6.088451e+15	-6.576096e+15	-7.216365e+15	-8.024118e+15	-9.018104e+15	-1.022139e+16	-1.166191e+16	-1.337308e+16	-1.539464e+16	-1.777348e+16	-2.056484e+16	-2.383348e+16	
-1.321056e+16	-1.153836e+16	-1.013396e+16	-8.964754e+15	-8.003614e+15	-7.228229e+15	-6.620605e+15	-6.166638e+15	-5.855793e+15	-5.680855e+15	-5.637764e+15	-5.725520e+15	-5.946160e+15	-6.304804e+15	-6.809777e+15	-7.472798e+15	-8.309255e+15	-9.338562e+15	-1.058461e+16	-1.207631e+16	-1.384829e+16	-1.594168e+16	-1.840506e+16	-2.129561e+16	-2.468040e+16	
-1.363356e+16	-1.190782e+16	-1.045844e+16	-9.251802e+15	-8.259886e+15	-7.459674e+15	-6.832594e+15	-6.364091e+15	-6.043293e+15	-5.862753e+15	-5.818283e+15	-5.908849e+15	-6.136553e+15	-6.506681e+15	-7.027823e+15	-7.712074e+15	-8.575314e+15	-9.637579e+15	-1.092352e+16	-1.246299e+16	-1.429171e+16	-1.645213e+16	-1.899439e+16	-2.197748e+16	-2.547066e+16	
-1.402547e+16	-1.225012e+16	-1.075908e+16	-9.517757e+15	-8.497327e+15	-7.674112e+15	-7.029005e+15	-6.547035e+15	-6.217015e+15	-6.031286e+15	-5.985537e+15	-6.078706e+15	-6.312956e+15	-6.693724e+15	-7.229847e+15	-7.933767e+15	-8.821822e+15	-9.914623e+15	-1.123753e+16	-1.282125e+16	-1.470255e+16	-1.692507e+16	-1.954040e+16	-2.260925e+16	-2.620284e+16	
-1.438565e+16	-1.256471e+16	-1.103538e+16	-9.762175e+15	-8.715540e+15	-7.871184e+15	-7.209511e+15	-6.715164e+15	-6.376669e+15	-6.186170e+15	-6.139246e+15	-6.234808e+15	-6.475074e+15	-6.865620e+15	-7.415510e+15	-8.137507e+15	-9.048368e+15	-1.016923e+16	-1.152611e+16	-1.315051e+16	-1.508011e+16	-1.735971e+16	-2.004220e+16	-2.318986e+16	-2.687574e+16	
-1.471353e+16	-1.285109e+16	-1.128690e+16	-9.984679e+15	-8.914188e+15	-8.050588e+15	-7.373834e+15	-6.868219e+15	-6.522009e+15	-6.327168e+15	-6.279175e+15	-6.376915e+15	-6.622657e+15	-7.022104e+15	-7.584528e+15	-8.322981e+15	-9.254602e+15	-1.040101e+16	-1.178882e+16	-1.345024e+16	-1.542382e+16	-1.775538e+16	-2.049902e+16	-2.371842e+16	-2.748830e+16	
-1.500867e+16	-1.310887e+16	-1.151331e+16	-1.018496e+16	-9.092998e+15	-8.212075e+15	-7.521745e+15	-7.005988e+15	-6.652834e+15	-6.454085e+15	-6.405129e+15	-6.504829e+15	-6.755501e+15	-7.162961e+15	-7.736666e+15	-8.489932e+15	-9.440240e+15	-1.060965e+16	-1.202529e+16	-1.372004e+16	-1.573321e+16	-1.811153e+16	-2.091021e+16	-2.419418e+16	-2.803969e+16	
