-1.752725e-04	-1.746568e-04	-1.740870e-04	-1.735626e-04	-1.730832e-04	-1.726483e-04	-1.722576e-04	-1.719106e-04	-1.716070e-04	-1.713464e-04	-1.711287e-04	-1.709535e-04	-1.708206e-04	-1.707299e-04	-1.706810e-04	-1.706738e-04	-1.707083e-04	
-5.236904e+09	-4.582196e+09	-3.927527e+09	-3.272891e+09	-2.618283e+09	-1.963696e+09	-1.309127e+09	-6.545680e+08	-1.488937e+04	6.545383e+08	1.309097e+09	1.963667e+09	2.618253e+09	3.272861e+09	3.927497e+09	4.582167e+09	5.236874e+09	
-1.046137e+10	-9.153513e+09	-7.845730e+09	-6.538012e+09	-5.230349e+09	-3.922731e+09	-2.615145e+09	-1.307582e+09	-2.973511e+04	1.307523e+09	2.615086e+09	3.922671e+09	5.230290e+09	6.537953e+09	7.845670e+09	9.153454e+09	1.046131e+10	
-1.566101e+10	-1.370311e+10	-1.174531e+10	-9.787616e+09	-7.830003e+09	-5.872456e+09	-3.914958e+09	-1.957493e+09	-4.449375e+04	1.957404e+09	3.914869e+09	5.872367e+09	7.829914e+09	9.787527e+09	1.174522e+10	1.370302e+10	1.566092e+10	
-2.082350e+10	-1.822019e+10	-1.561703e+10	-1.301400e+10	-1.041108e+10	-7.808252e+09	-5.205485e+09	-2.602761e+09	-5.912209e+04	2.602643e+09	5.205367e+09	7.808134e+09	1.041097e+10	1.301389e+10	1.561692e+10	1.822007e+10	2.082339e+10	
-2.593664e+10	-2.269410e+10	-1.945174e+10	-1.620955e+10	-1.296749e+10	-9.725544e+09	-6.483675e+09	-3.241861e+09	-7.357738e+04	3.241714e+09	6.483528e+09	9.725397e+09	1.296735e+10	1.620940e+10	1.945160e+10	2.269395e+10	2.593649e+10	
-3.098837e+10	-2.711427e+10	-2.324040e+10	-1.936672e+10	-1.549320e+10	-1.161981e+10	-7.746517e+09	-3.873286e+09	-8.781746e+04	3.873111e+09	7.746341e+09	1.161964e+10	1.549303e+10	1.936655e+10	2.324023e+10	2.711410e+10	3.098819e+10	
-3.596682e+10	-3.147034e+10	-2.697411e+10	-2.247810e+10	-1.798228e+10	-1.348661e+10	-8.991043e+09	-4.495554e+09	-1.018009e+05	4.495351e+09	8.990840e+09	1.348640e+10	1.798208e+10	2.247790e+10	2.697391e+10	3.147013e+10	3.596662e+10	
-4.086037e+10	-3.575211e+10	-3.064414e+10	-2.553642e+10	-2.042891e+10	-1.532157e+10	-1.021435e+10	-5.107210e+09	-1.154870e+05	5.106979e+09	1.021412e+10	1.532133e+10	2.042868e+10	2.553619e+10	3.064391e+10	3.575188e+10	4.086013e+10	
-4.565762e+10	-3.994963e+10	-3.424196e+10	-2.853456e+10	-2.282740e+10	-1.712042e+10	-1.141358e+10	-5.706831e+09	-1.288363e+05	5.706574e+09	1.141332e+10	1.712016e+10	2.282714e+10	2.853431e+10	3.424170e+10	3.994937e+10	4.565736e+10	
-5.034749e+10	-4.405320e+10	-3.775925e+10	-3.146561e+10	-2.517221e+10	-1.887902e+10	-1.258598e+10	-6.293034e+09	-1.418103e+05	6.292750e+09	1.258569e+10	1.887873e+10	2.517193e+10	3.146532e+10	3.775897e+10	4.405291e+10	5.034721e+10	
-5.491924e+10	-4.805341e+10	-4.118796e+10	-3.432283e+10	-2.745797e+10	-2.059332e+10	-1.372884e+10	-6.864472e+09	-1.543718e+05	6.864163e+09	1.372854e+10	2.059302e+10	2.745766e+10	3.432252e+10	4.118765e+10	4.805310e+10	5.491893e+10	
-5.936246e+10	-5.194117e+10	-4.452027e+10	-3.709973e+10	-2.967947e+10	-2.225944e+10	-1.483959e+10	-7.419848e+09	-1.664849e+05	7.419515e+09	1.483925e+10	2.225911e+10	2.967914e+10	3.709940e+10	4.451994e+10	5.194083e+10	5.936213e+10	
-6.366716e+10	-5.570772e+10	-4.774871e+10	-3.979006e+10	-3.183172e+10	-2.387362e+10	-1.591570e+10	-7.957911e+09	-1.781153e+05	7.957555e+09	1.591535e+10	2.387326e+10	3.183136e+10	3.978971e+10	4.774835e+10	5.570737e+10	6.366680e+10	
-6.782375e+10	-5.934469e+10	-5.086608e+10	-4.238784e+10	-3.390993e+10	-2.543227e+10	-1.695480e+10	-8.477464e+09	-1.892303e+05	8.477086e+09	1.695443e+10	2.543189e+10	3.390955e+10	4.238747e+10	5.086570e+10	5.934431e+10	6.782337e+10	
-7.182312e+10	-6.284409e+10	-5.386553e+10	-4.488737e+10	-3.590953e+10	-2.693197e+10	-1.795460e+10	-8.977367e+09	-1.997988e+05	8.976968e+09	1.795420e+10	2.693157e+10	3.590914e+10	4.488697e+10	5.386513e+10	6.284369e+10	7.182272e+10	
-7.565660e+10	-6.619835e+10	-5.674058e+10	-4.728323e+10	-3.782621e+10	-2.836947e+10	-1.891294e+10	-9.456539e+09	-2.097917e+05	9.456119e+09	1.891252e+10	2.836905e+10	3.782579e+10	4.728281e+10	5.674016e+10	6.619793e+10	7.565618e+10	
-7.931605e+10	-6.940034e+10	-5.948513e+10	-4.957033e+10	-3.965589e+10	-2.974172e+10	-1.982777e+10	-9.913960e+09	-2.191817e+05	9.913521e+09	1.982733e+10	2.974128e+10	3.965545e+10	4.956989e+10	5.948469e+10	6.939990e+10	7.931561e+10	
-8.279385e+10	-7.244340e+10	-6.209344e+10	-5.174392e+10	-4.139475e+10	-3.104587e+10	-2.069720e+10	-1.034868e+10	-2.279436e+05	1.034822e+10	2.069675e+10	3.104541e+10	4.139429e+10	5.174346e+10	6.209299e+10	7.244294e+10	8.279340e+10	
-8.608294e+10	-7.532133e+10	-6.456023e+10	-5.379957e+10	-4.303926e+10	-3.227925e+10	-2.151946e+10	-1.075981e+10	-2.360541e+05	1.075934e+10	2.151899e+10	3.227878e+10	4.303879e+10	5.379909e+10	6.455976e+10	7.532086e+10	8.608246e+10	
-8.917679e+10	-7.802845e+10	-6.688061e+10	-5.573321e+10	-4.458618e+10	-3.343944e+10	-2.229292e+10	-1.114654e+10	-2.434921e+05	1.114606e+10	2.229243e+10	3.343895e+10	4.458569e+10	5.573273e+10	6.688012e+10	7.802796e+10	8.917631e+10	
-9.206951e+10	-8.055957e+10	-6.905015e+10	-5.754116e+10	-4.603254e+10	-3.452421e+10	-2.301610e+10	-1.150814e+10	-2.502389e+05	1.150764e+10	2.301560e+10	3.452371e+10	4.603204e+10	5.754066e+10	6.904965e+10	8.055907e+10	9.206901e+10	
-9.475577e+10	-8.291005e+10	-7.106485e+10	-5.922008e+10	-4.737568e+10	-3.553157e+10	-2.368768e+10	-1.184393e+10	-2.562780e+05	1.184342e+10	2.368716e+10	3.553106e+10	4.737517e+10	5.921957e+10	7.106434e+10	8.290954e+10	9.475525e+10	
-9.723087e+10	-8.507578e+10	-7.292120e+10	-6.076705e+10	-4.861326e+10	-3.645976e+10	-2.430647e+10	-1.215333e+10	-2.615950e+05	1.215281e+10	2.430595e+10	3.645923e+10	4.861273e+10	6.076652e+10	7.292067e+10	8.507526e+10	9.723034e+10	
-9.949074e+10	-8.705319e+10	-7.461613e+10	-6.217951e+10	-4.974323e+10	-3.730724e+10	-2.487146e+10	-1.243583e+10	-2.661782e+05	1.243530e+10	2.487093e+10	3.730671e+10	4.974270e+10	6.217897e+10	7.461560e+10	8.705266e+10	9.949020e+10	
-1.015319e+11	-8.883927e+10	-7.614708e+10	-6.345531e+10	-5.076389e+10	-3.807274e+10	-2.538180e+10	-1.269100e+10	-2.700181e+05	1.269046e+10	2.538126e+10	3.807220e+10	5.076335e+10	6.345477e+10	7.614654e+10	8.883873e+10	1.015314e+11	
-1.033517e+11	-9.043159e+10	-7.751195e+10	-6.459272e+10	-5.167383e+10	-3.875520e+10	-2.583678e+10	-1.291849e+10	-2.731077e+05	1.291795e+10	2.583623e+10	3.875466e+10	5.167328e+10	6.459218e+10	7.751141e+10	9.043104e+10	1.033511e+11	
-1.049478e+11	-9.182827e+10	-7.870914e+10	-6.559040e+10	-5.247198e+10	-3.935383e+10	-2.623587e+10	-1.311804e+10	-2.754425e+05	1.311749e+10	2.623532e+10	3.935328e+10	5.247143e+10	6.558985e+10	7.870859e+10	9.182772e+10	1.049473e+11	
-1.063189e+11	-9.302801e+10	-7.973753e+10	-6.644741e+10	-5.315761e+10	-3.986806e+10	-2.657870e+10	-1.328946e+10	-2.770202e+05	1.328890e+10	2.657814e+10	3.986751e+10	5.315706e+10	6.644686e+10	7.973697e+10	9.302745e+10	1.063184e+11	
-1.074641e+11	-9.403008e+10	-8.059649e+10	-6.716325e+10	-5.373030e+10	-4.029759e+10	-2.686505e+10	-1.343264e+10	-2.778412e+05	1.343208e+10	2.686450e+10	4.029703e+10	5.372974e+10	6.716269e+10	8.059593e+10	9.402953e+10	1.074635e+11	
-1.083832e+11	-9.483433e+10	-8.128589e+10	-6.773778e+10	-5.418995e+10	-4.064234e+10	-2.709489e+10	-1.354756e+10	-2.779082e+05	1.354700e+10	2.709434e+10	4.064178e+10	5.418939e+10	6.773723e+10	8.128534e+10	9.483378e+10	1.083826e+11	
-1.090766e+11	-9.544117e+10	-8.180609e+10	-6.817132e+10	-5.453680e+10	-4.090249e+10	-2.726833e+10	-1.363428e+10	-2.772265e+05	1.363372e+10	2.726778e+10	4.090193e+10	5.453624e+10	6.817076e+10	8.180554e+10	9.544062e+10	1.090761e+11	
-1.095456e+11	-9.585158e+10	-8.215792e+10	-6.846455e+10	-5.477141e+10	-4.107846e+10	-2.738565e+10	-1.369294e+10	-2.758036e+05	1.369239e+10	2.738510e+10	4.107791e+10	5.477086e+10	6.846399e+10	8.215737e+10	9.585103e+10	1.095450e+11	
-1.097918e+11	-9.606708e+10	-8.234269e+10	-6.861856e+10	-5.489465e+10	-4.117090e+10	-2.744729e+10	-1.372376e+10	-2.736494e+05	1.372321e+10	2.744674e+10	4.117036e+10	5.489410e+10	6.861802e+10	8.234214e+10	9.606653e+10	1.097912e+11	
-1.098176e+11	-9.608975e+10	-8.236219e+10	-6.863486e+10	-5.490771e+10	-4.118072e+10	-2.745384e+10	-1.372704e+10	-2.707761e+05	1.372649e+10	2.745330e+10	4.118018e+10	5.490717e+10	6.863431e+10	8.236165e+10	9.608921e+10	1.098170e+11	
-1.096260e+11	-9.592223e+10	-8.221866e+10	-6.851529e+10	-5.481209e+10	-4.110902e+10	-2.740605e+10	-1.370314e+10	-2.671982e+05	1.370261e+10	2.740551e+10	4.110848e+10	5.481156e+10	6.851476e+10	8.221813e+10	9.592169e+10	1.096255e+11	
-1.092207e+11	-9.556764e+10	-8.191480e+10	-6.826212e+10	-5.460958e+10	-4.095716e+10	-2.730481e+10	-1.365252e+10	-2.629325e+05	1.365200e+10	2.730429e+10	4.095663e+10	5.460906e+10	6.826159e+10	8.191427e+10	9.556711e+10	1.092201e+11	
