-5.013694e-18	-1.590648e-18	1.511113e-18	4.201090e-18	6.479789e-18	8.385936e-18	9.970467e-18	1.128442e-17	1.237389e-17	1.327842e-17	1.403103e-17	1.465886e-17	1.518408e-17	1.562470e-17	1.599540e-17	1.630812e-17	1.657262e-17	1.679691e-17	1.698759e-17	1.715011e-17	1.728901e-17	1.740808e-17	1.751050e-17	1.759895e-17	1.767572e-17	1.774276e-17	1.780175e-17	1.785414e-17	1.790122e-17	1.794414e-17	1.798393e-17	1.802153e-17	1.805784e-17	1.809372e-17	1.813000e-17	1.816754e-17	1.820721e-17	1.824994e-17	1.829671e-17	1.834860e-17	1.840683e-17	1.847272e-17	1.854779e-17	1.863378e-17	1.873265e-17	1.884667e-17	1.897843e-17	1.913093e-17	1.930764e-17	1.951253e-17	1.975022e-17	2.002601e-17	2.034602e-17	2.071731e-17	2.114797e-17	2.164731e-17	2.222595e-17	2.289606e-17	2.367141e-17	2.456764e-17	2.560228e-17	2.679494e-17	2.816721e-17	2.974265e-17	3.154638e-17	3.360439e-17	3.594239e-17	3.858356e-17	4.154509e-17	4.483212e-17	4.842791e-17	5.227710e-17	5.625766e-17	6.013273e-17	6.346744e-17	
-1.282125e-02	-1.101112e-02	-9.456553e-03	-8.121459e-03	-6.974856e-03	-5.990133e-03	-5.144435e-03	-4.418134e-03	-3.794373e-03	-3.258676e-03	-2.798610e-03	-2.403497e-03	-2.064167e-03	-1.772744e-03	-1.522465e-03	-1.307520e-03	-1.122922e-03	-9.643857e-04	-8.282319e-04	-7.113006e-04	-6.108778e-04	-5.246330e-04	-4.505643e-04	-3.869528e-04	-3.323221e-04	-2.854043e-04	-2.451104e-04	-2.105052e-04	-1.807858e-04	-1.552621e-04	-1.333420e-04	-1.145165e-04	-9.834895e-05	-8.446393e-05	-7.253924e-05	-6.229811e-05	-5.350286e-05	-4.594935e-05	-3.946229e-05	-3.389111e-05	-2.910651e-05	-2.499744e-05	-2.146854e-05	-1.843790e-05	-1.583519e-05	-1.360000e-05	-1.168045e-05	-1.003199e-05	-8.616364e-06	-7.400716e-06	-6.356831e-06	-5.460481e-06	-4.690865e-06	-4.030118e-06	-3.462907e-06	-2.976066e-06	-2.558297e-06	-2.199903e-06	-1.892567e-06	-1.629156e-06	-1.403556e-06	-1.210531e-06	-1.045601e-06	-9.049384e-07	-7.852786e-07	-6.838444e-07	-5.982816e-07	-5.266043e-07	-4.671490e-07	-4.185357e-07	-3.796362e-07	-3.495478e-07	-3.275719e-07	-3.131987e-07	-3.060946e-07	
-2.564373e-02	-2.202330e-02	-1.891401e-02	-1.624369e-02	-1.395038e-02	-1.198083e-02	-1.028936e-02	-8.836687e-03	-7.589107e-03	-6.517662e-03	-5.597486e-03	-4.807223e-03	-4.128530e-03	-3.545656e-03	-3.045074e-03	-2.615165e-03	-2.245951e-03	-1.928863e-03	-1.656543e-03	-1.422669e-03	-1.221814e-03	-1.049316e-03	-9.011714e-04	-7.739424e-04	-6.646758e-04	-5.708356e-04	-4.902440e-04	-4.210305e-04	-3.615887e-04	-3.105390e-04	-2.666966e-04	-2.290440e-04	-1.967072e-04	-1.689359e-04	-1.450854e-04	-1.246021e-04	-1.070108e-04	-9.190308e-05	-7.892834e-05	-6.778544e-05	-5.821579e-05	-4.999726e-05	-4.293912e-05	-3.687756e-05	-3.167189e-05	-2.720129e-05	-2.336201e-05	-2.006493e-05	-1.723355e-05	-1.480213e-05	-1.271427e-05	-1.092148e-05	-9.382175e-06	-8.060619e-06	-6.926142e-06	-5.952415e-06	-5.116837e-06	-4.400016e-06	-3.785314e-06	-3.258467e-06	-2.807245e-06	-2.421176e-06	-2.091301e-06	-1.809963e-06	-1.570632e-06	-1.367754e-06	-1.196620e-06	-1.053259e-06	-9.343423e-07	-8.371112e-07	-7.593085e-07	-6.991287e-07	-6.551750e-07	-6.264273e-07	-6.122183e-07	
-3.846863e-02	-3.303756e-02	-2.837325e-02	-2.436746e-02	-2.092722e-02	-1.797267e-02	-1.543526e-02	-1.325608e-02	-1.138456e-02	-9.777267e-03	-8.396894e-03	-7.211405e-03	-6.193285e-03	-5.318905e-03	-4.567972e-03	-3.923057e-03	-3.369193e-03	-2.893524e-03	-2.485011e-03	-2.134172e-03	-1.832866e-03	-1.574098e-03	-1.351864e-03	-1.161005e-03	-9.970925e-04	-8.563212e-04	-7.354242e-04	-6.315957e-04	-5.424259e-04	-4.658453e-04	-4.000766e-04	-3.435932e-04	-2.950842e-04	-2.534239e-04	-2.176453e-04	-1.869180e-04	-1.605289e-04	-1.378655e-04	-1.184019e-04	-1.016862e-04	-8.733059e-05	-7.500183e-05	-6.441378e-05	-5.532072e-05	-4.751159e-05	-4.080516e-05	-3.504578e-05	-3.009978e-05	-2.585237e-05	-2.220496e-05	-1.907291e-05	-1.638352e-05	-1.407438e-05	-1.209189e-05	-1.039004e-05	-8.929329e-06	-7.675863e-06	-6.600546e-06	-5.678421e-06	-4.888087e-06	-4.211201e-06	-3.632052e-06	-3.137200e-06	-2.715159e-06	-2.356134e-06	-2.051793e-06	-1.795072e-06	-1.580013e-06	-1.401624e-06	-1.255766e-06	-1.139053e-06	-1.048776e-06	-9.828403e-07	-9.397152e-07	-9.184001e-07	
-5.129719e-02	-4.405495e-02	-3.783519e-02	-3.249355e-02	-2.790605e-02	-2.396622e-02	-2.058262e-02	-1.767673e-02	-1.518110e-02	-1.303780e-02	-1.119710e-02	-9.616271e-03	-8.258628e-03	-7.092659e-03	-6.091304e-03	-5.231322e-03	-4.492754e-03	-3.858459e-03	-3.313714e-03	-2.845878e-03	-2.444091e-03	-2.099030e-03	-1.802685e-03	-1.548179e-03	-1.329604e-03	-1.141888e-03	-9.806742e-04	-8.422209e-04	-7.233147e-04	-6.211959e-04	-5.334945e-04	-4.581749e-04	-3.934892e-04	-3.379359e-04	-2.902258e-04	-2.492516e-04	-2.140622e-04	-1.838410e-04	-1.578866e-04	-1.355966e-04	-1.164537e-04	-1.000135e-04	-8.589455e-05	-7.376912e-05	-6.335580e-05	-5.441291e-05	-4.673288e-05	-4.013749e-05	-3.447364e-05	-2.960989e-05	-2.543336e-05	-2.184711e-05	-1.876791e-05	-1.612430e-05	-1.385491e-05	-1.190709e-05	-1.023562e-05	-8.801702e-06	-7.572066e-06	-6.518171e-06	-5.615556e-06	-4.843272e-06	-4.183396e-06	-3.620613e-06	-3.141860e-06	-2.736027e-06	-2.393694e-06	-2.106917e-06	-1.869039e-06	-1.674540e-06	-1.518905e-06	-1.398523e-06	-1.310599e-06	-1.253092e-06	-1.224669e-06	
-6.413060e-02	-5.507652e-02	-4.730072e-02	-4.062271e-02	-3.488752e-02	-2.996203e-02	-2.573194e-02	-2.209905e-02	-1.897907e-02	-1.629957e-02	-1.399836e-02	-1.202205e-02	-1.032475e-02	-8.867084e-03	-7.615213e-03	-6.540083e-03	-5.616741e-03	-4.823759e-03	-4.142732e-03	-3.557853e-03	-3.055549e-03	-2.624161e-03	-2.253677e-03	-1.935498e-03	-1.662241e-03	-1.427563e-03	-1.226017e-03	-1.052926e-03	-9.042719e-04	-7.766053e-04	-6.669629e-04	-5.728001e-04	-4.919314e-04	-4.224800e-04	-3.628339e-04	-3.116088e-04	-2.676158e-04	-2.298340e-04	-1.973864e-04	-1.695199e-04	-1.455878e-04	-1.250347e-04	-1.073835e-04	-9.222451e-05	-7.920601e-05	-6.802581e-05	-5.842441e-05	-5.017899e-05	-4.309818e-05	-3.701763e-05	-3.179622e-05	-2.731277e-05	-2.346323e-05	-2.015824e-05	-1.732111e-05	-1.488598e-05	-1.279634e-05	-1.100369e-05	-9.466429e-06	-8.148872e-06	-7.020443e-06	-6.054951e-06	-5.229989e-06	-4.526409e-06	-3.927884e-06	-3.420520e-06	-2.992544e-06	-2.634021e-06	-2.336631e-06	-2.093473e-06	-1.898902e-06	-1.748402e-06	-1.638481e-06	-1.566588e-06	-1.531054e-06	
-7.697008e-02	-6.610330e-02	-5.677071e-02	-4.875572e-02	-4.187229e-02	-3.596068e-02	-3.088369e-02	-2.652347e-02	-2.277883e-02	-1.956288e-02	-1.680095e-02	-1.442896e-02	-1.239185e-02	-1.064235e-02	-9.139841e-03	-7.849461e-03	-6.741260e-03	-5.789516e-03	-4.972141e-03	-4.270165e-03	-3.667295e-03	-3.149539e-03	-2.704882e-03	-2.323001e-03	-1.995036e-03	-1.713373e-03	-1.471476e-03	-1.263730e-03	-1.085315e-03	-9.320881e-04	-8.004944e-04	-6.874794e-04	-5.904202e-04	-5.070640e-04	-4.354762e-04	-3.739954e-04	-3.211947e-04	-2.758487e-04	-2.369048e-04	-2.034592e-04	-1.747357e-04	-1.500676e-04	-1.288825e-04	-1.106886e-04	-9.506372e-05	-8.164514e-05	-7.012146e-05	-6.022524e-05	-5.172679e-05	-4.442886e-05	-3.816209e-05	-3.278101e-05	-2.816076e-05	-2.419409e-05	-2.078894e-05	-1.786628e-05	-1.535827e-05	-1.320672e-05	-1.136169e-05	-9.780344e-06	-8.425994e-06	-7.267203e-06	-6.277076e-06	-5.432634e-06	-4.714279e-06	-4.105337e-06	-3.591676e-06	-3.161374e-06	-2.804444e-06	-2.512604e-06	-2.279078e-06	-2.098447e-06	-1.966519e-06	-1.880232e-06	-1.837584e-06	
-8.981682e-02	-7.713632e-02	-6.624606e-02	-5.689332e-02	-4.886101e-02	-4.196272e-02	-3.603835e-02	-3.095038e-02	-2.658075e-02	-2.282803e-02	-1.960513e-02	-1.683724e-02	-1.446012e-02	-1.241862e-02	-1.066533e-02	-9.159581e-03	-7.866414e-03	-6.755819e-03	-5.802019e-03	-4.982879e-03	-4.279387e-03	-3.675215e-03	-3.156342e-03	-2.710723e-03	-2.328018e-03	-1.999345e-03	-1.717073e-03	-1.474654e-03	-1.266460e-03	-1.087659e-03	-9.341015e-04	-8.022236e-04	-6.889646e-04	-5.916958e-04	-5.081596e-04	-4.364174e-04	-3.748040e-04	-3.218894e-04	-2.764455e-04	-2.374177e-04	-2.039001e-04	-1.751148e-04	-1.503937e-04	-1.291632e-04	-1.109304e-04	-9.527217e-05	-8.182513e-05	-7.027717e-05	-6.036028e-05	-5.184429e-05	-4.453155e-05	-3.825235e-05	-3.286095e-05	-2.823222e-05	-2.425873e-05	-2.084826e-05	-1.792166e-05	-1.541100e-05	-1.325802e-05	-1.141274e-05	-9.832340e-06	-8.480140e-06	-7.324755e-06	-6.339371e-06	-5.501118e-06	-4.790540e-06	-4.191147e-06	-3.689025e-06	-3.272522e-06	-2.931971e-06	-2.659469e-06	-2.448690e-06	-2.294742e-06	-2.194054e-06	-2.144287e-06	
-1.026720e-01	-8.817659e-02	-7.572765e-02	-6.503628e-02	-5.585433e-02	-4.796871e-02	-4.119640e-02	-3.538021e-02	-3.038517e-02	-2.609533e-02	-2.241114e-02	-1.924710e-02	-1.652975e-02	-1.419605e-02	-1.219183e-02	-1.047056e-02	-8.992308e-03	-7.722757e-03	-6.632444e-03	-5.696063e-03	-4.891882e-03	-4.201237e-03	-3.608098e-03	-3.098700e-03	-2.661220e-03	-2.285504e-03	-1.962833e-03	-1.685716e-03	-1.447724e-03	-1.243332e-03	-1.067796e-03	-9.170433e-04	-7.875739e-04	-6.763833e-04	-5.808909e-04	-4.988804e-04	-4.284484e-04	-3.679603e-04	-3.160122e-04	-2.713985e-04	-2.330836e-04	-2.001784e-04	-1.719191e-04	-1.476499e-04	-1.268075e-04	-1.089082e-04	-9.353650e-05	-8.033572e-05	-6.899945e-05	-5.926459e-05	-5.090521e-05	-4.372729e-05	-3.756423e-05	-3.227300e-05	-2.773080e-05	-2.383220e-05	-2.048672e-05	-1.761673e-05	-1.515559e-05	-1.304621e-05	-1.123961e-05	-9.693875e-06	-8.373124e-06	-7.246705e-06	-6.288475e-06	-5.476195e-06	-4.791012e-06	-4.217023e-06	-3.740908e-06	-3.351615e-06	-3.040110e-06	-2.799163e-06	-2.623181e-06	-2.508081e-06	-2.451192e-06	
-1.155368e-01	-9.922513e-02	-8.521634e-02	-7.318533e-02	-6.285289e-02	-5.397920e-02	-4.635831e-02	-3.981336e-02	-3.419243e-02	-2.936508e-02	-2.521926e-02	-2.165876e-02	-1.860094e-02	-1.597482e-02	-1.371947e-02	-1.178253e-02	-1.011905e-02	-8.690420e-03	-7.463490e-03	-6.409781e-03	-5.504836e-03	-4.727653e-03	-4.060194e-03	-3.486968e-03	-2.994672e-03	-2.571878e-03	-2.208776e-03	-1.896937e-03	-1.629124e-03	-1.399122e-03	-1.201591e-03	-1.031949e-03	-8.862570e-04	-7.611342e-04	-6.536766e-04	-5.613902e-04	-4.821331e-04	-4.140658e-04	-3.556086e-04	-3.054048e-04	-2.622890e-04	-2.252608e-04	-1.934606e-04	-1.661505e-04	-1.426965e-04	-1.225544e-04	-1.052566e-04	-9.040180e-05	-7.764510e-05	-6.669046e-05	-5.728364e-05	-4.920632e-05	-4.227103e-05	-3.631681e-05	-3.120547e-05	-2.681838e-05	-2.305371e-05	-1.982410e-05	-1.705459e-05	-1.468090e-05	-1.264794e-05	-1.090852e-05	-9.422278e-06	-8.154719e-06	-7.076423e-06	-6.162363e-06	-5.391326e-06	-4.745417e-06	-4.209644e-06	-3.771573e-06	-3.421036e-06	-3.149898e-06	-2.951866e-06	-2.822344e-06	-2.758326e-06	
