-1.346101e-10	-1.339151e-10	-1.332754e-10	-1.326905e-10	-1.321600e-10	-1.316836e-10	-1.312607e-10	-1.308913e-10	-1.305748e-10	-1.303112e-10	-1.301002e-10	
-4.305604e+03	-3.444403e+03	-2.583256e+03	-1.722148e+03	-8.610674e+02	-4.855792e-09	8.610674e+02	1.722148e+03	2.583256e+03	3.444403e+03	4.305604e+03	
-8.599457e+03	-6.879406e+03	-5.159462e+03	-3.439597e+03	-1.719785e+03	-9.578798e-09	1.719785e+03	3.439597e+03	5.159462e+03	6.879406e+03	8.599457e+03	
-1.286985e+04	-1.029564e+04	-7.721592e+03	-5.147662e+03	-2.573811e+03	-1.429817e-08	2.573811e+03	5.147662e+03	7.721592e+03	1.029564e+04	1.286985e+04	
-1.710514e+04	-1.368380e+04	-1.026267e+04	-6.841690e+03	-3.420819e+03	-1.891931e-08	3.420819e+03	6.841690e+03	1.026267e+04	1.368380e+04	1.710514e+04	
-2.129383e+04	-1.703467e+04	-1.277577e+04	-8.517074e+03	-4.258504e+03	-2.347042e-08	4.258504e+03	8.517074e+03	1.277577e+04	1.703467e+04	2.129383e+04	
-2.542453e+04	-2.033916e+04	-1.525410e+04	-1.016927e+04	-5.084596e+03	-2.801789e-08	5.084596e+03	1.016927e+04	1.525410e+04	2.033916e+04	2.542453e+04	
-2.948608e+04	-2.358833e+04	-1.769094e+04	-1.179381e+04	-5.896859e+03	-3.242531e-08	5.896859e+03	1.179381e+04	1.769094e+04	2.358833e+04	2.948608e+04	
-3.346754e+04	-2.677343e+04	-2.007972e+04	-1.338631e+04	-6.693106e+03	-3.682362e-08	6.693106e+03	1.338631e+04	2.007972e+04	2.677343e+04	3.346754e+04	
-3.735822e+04	-2.988591e+04	-2.241404e+04	-1.494251e+04	-7.471199e+03	-4.089452e-08	7.471199e+03	1.494251e+04	2.241404e+04	2.988591e+04	3.735822e+04	
-4.114775e+04	-3.291747e+04	-2.468768e+04	-1.645825e+04	-8.229063e+03	-4.506364e-08	8.229063e+03	1.645825e+04	2.468768e+04	3.291747e+04	4.114775e+04	
-4.482607e+04	-3.586007e+04	-2.689459e+04	-1.792951e+04	-8.964688e+03	-4.882531e-08	8.964688e+03	1.792951e+04	2.689459e+04	3.586007e+04	4.482607e+04	
-4.838349e+04	-3.870596e+04	-2.902898e+04	-1.935242e+04	-9.676139e+03	-5.259790e-08	9.676139e+03	1.935242e+04	2.902898e+04	3.870596e+04	4.838349e+04	
-5.181075e+04	-4.144771e+04	-3.108526e+04	-2.072326e+04	-1.036156e+04	-5.621769e-08	1.036156e+04	2.072326e+04	3.108526e+04	4.144771e+04	5.181075e+04	
-5.509897e+04	-4.407824e+04	-3.305814e+04	-2.203850e+04	-1.101917e+04	-5.951370e-08	1.101917e+04	2.203850e+04	3.305814e+04	4.407824e+04	5.509897e+04	
-5.823976e+04	-4.659084e+04	-3.494256e+04	-2.329477e+04	-1.164730e+04	-6.281698e-08	1.164730e+04	2.329477e+04	3.494256e+04	4.659084e+04	5.823976e+04	
-6.122519e+04	-4.897915e+04	-3.673377e+04	-2.448890e+04	-1.224437e+04	-6.570190e-08	1.224437e+04	2.448890e+04	3.673377e+04	4.897915e+04	6.122519e+04	
-6.404785e+04	-5.123725e+04	-3.842733e+04	-2.561794e+04	-1.280888e+04	-6.842311e-08	1.280888e+04	2.561794e+04	3.842733e+04	5.123725e+04	6.404785e+04	
-6.670086e+04	-5.335963e+04	-4.001911e+04	-2.667911e+04	-1.333947e+04	-7.122435e-08	1.333947e+04	2.667911e+04	4.001911e+04	5.335963e+04	6.670086e+04	
-6.917789e+04	-5.534124e+04	-4.150531e+04	-2.766991e+04	-1.383486e+04	-7.354538e-08	1.383486e+04	2.766991e+04	4.150531e+04	5.534124e+04	6.917789e+04	
-7.147318e+04	-5.717747e+04	-4.288247e+04	-2.858801e+04	-1.429392e+04	-7.556082e-08	1.429392e+04	2.858801e+04	4.288247e+04	5.717747e+04	7.147318e+04	
-7.358157e+04	-5.886417e+04	-4.414750e+04	-2.943136e+04	-1.471559e+04	-7.769995e-08	1.471559e+04	2.943136e+04	4.414750e+04	5.886417e+04	7.358157e+04	
-7.549850e+04	-6.039771e+04	-4.529765e+04	-3.019813e+04	-1.509898e+04	-7.950439e-08	1.509898e+04	3.019813e+04	4.529765e+04	6.039771e+04	7.549850e+04	
