-3.690410e-16	-3.607161e-16	-3.559188e-16	-3.529784e-16	-3.509519e-16	-3.494193e-16	-3.482114e-16	-3.472867e-16	-3.467216e-16	-3.469050e-16	-3.496893e-16	
-7.089967e-03	-6.359235e-03	-5.005701e-03	-3.239930e-03	-1.176788e-03	1.137892e-03	3.716665e-03	6.633381e-03	1.004031e-02	1.420349e-02	1.956445e-02	
-1.419378e-02	-1.273059e-02	-1.002084e-02	-6.486009e-03	-2.355983e-03	2.277498e-03	7.439564e-03	1.327802e-02	2.009765e-02	2.843092e-02	3.916153e-02	
-2.132540e-02	-1.912626e-02	-1.505494e-02	-9.744431e-03	-3.540010e-03	3.420546e-03	1.117498e-02	1.994527e-02	3.018918e-02	4.270639e-02	5.882416e-02	
-2.849898e-02	-2.555864e-02	-2.011765e-02	-1.302148e-02	-4.731328e-03	4.568789e-03	1.492928e-02	2.664665e-02	4.033230e-02	5.705438e-02	7.858568e-02	
-3.572900e-02	-3.204039e-02	-2.521884e-02	-1.632359e-02	-5.932454e-03	5.724017e-03	1.870898e-02	3.339391e-02	5.054481e-02	7.149991e-02	9.848024e-02	
-4.303036e-02	-3.858455e-02	-3.036868e-02	-1.965738e-02	-7.145979e-03	6.888077e-03	2.252079e-02	4.019919e-02	6.084504e-02	8.606872e-02	1.185430e-01	
-5.041852e-02	-4.520465e-02	-3.557770e-02	-2.302970e-02	-8.374590e-03	8.062882e-03	2.637167e-02	4.707504e-02	7.125199e-02	1.007875e-01	1.388103e-01	
-5.790963e-02	-5.191480e-02	-4.085691e-02	-2.644774e-02	-9.621091e-03	9.250427e-03	3.026888e-02	5.403460e-02	8.178550e-02	1.156842e-01	1.593202e-01	
-6.552065e-02	-5.872985e-02	-4.621787e-02	-2.991900e-02	-1.088843e-02	1.045281e-02	3.422005e-02	6.109166e-02	9.246642e-02	1.307881e-01	1.801127e-01	
-7.326954e-02	-6.566550e-02	-5.167283e-02	-3.345148e-02	-1.217973e-02	1.167226e-02	3.823326e-02	6.826079e-02	1.033168e-01	1.461302e-01	2.012301e-01	
-8.117539e-02	-7.273846e-02	-5.723481e-02	-3.705364e-02	-1.349831e-02	1.291112e-02	4.231710e-02	7.555754e-02	1.143602e-01	1.617436e-01	2.227174e-01	
-8.925870e-02	-7.996665e-02	-6.291777e-02	-4.073459e-02	-1.484774e-02	1.417194e-02	4.648079e-02	8.299854e-02	1.256217e-01	1.776634e-01	2.446228e-01	
-9.754152e-02	-8.736937e-02	-6.873676e-02	-4.450411e-02	-1.623184e-02	1.545744e-02	5.073424e-02	9.060171e-02	1.371283e-01	1.939280e-01	2.669983e-01	
-1.060478e-01	-9.496752e-02	-7.470806e-02	-4.837282e-02	-1.765477e-02	1.677058e-02	5.508821e-02	9.838649e-02	1.489096e-01	2.105784e-01	2.899002e-01	
-1.148035e-01	-1.027839e-01	-8.084946e-02	-5.235229e-02	-1.912106e-02	1.811457e-02	5.955440e-02	1.063740e-01	1.609975e-01	2.276598e-01	3.133898e-01	
-1.238373e-01	-1.108435e-01	-8.718042e-02	-5.645521e-02	-2.063569e-02	1.949294e-02	6.414568e-02	1.145876e-01	1.734271e-01	2.452215e-01	3.375344e-01	
-1.331806e-01	-1.191739e-01	-9.372240e-02	-6.069554e-02	-2.220412e-02	2.090958e-02	6.887618e-02	1.230526e-01	1.862370e-01	2.633177e-01	3.624081e-01	
-1.428684e-01	-1.278056e-01	-1.004992e-01	-6.508878e-02	-2.383242e-02	2.236879e-02	7.376159e-02	1.317976e-01	1.994701e-01	2.820088e-01	3.880930e-01	
-1.529395e-01	-1.367725e-01	-1.075373e-01	-6.965218e-02	-2.552736e-02	2.387539e-02	7.881938e-02	1.408540e-01	2.131742e-01	3.013617e-01	4.146806e-01	
-1.634375e-01	-1.461128e-01	-1.148664e-01	-7.440509e-02	-2.729650e-02	2.543473e-02	8.406912e-02	1.502572e-01	2.274026e-01	3.214517e-01	4.422734e-01	
-1.744115e-01	-1.558695e-01	-1.225200e-01	-7.936927e-02	-2.914838e-02	2.705288e-02	8.953285e-02	1.600471e-01	2.422157e-01	3.423633e-01	4.709868e-01	
-1.859170e-01	-1.660911e-01	-1.305359e-01	-8.456941e-02	-3.109267e-02	2.873670e-02	9.523556e-02	1.702688e-01	2.576816e-01	3.641925e-01	5.009516e-01	
-1.980175e-01	-1.768330e-01	-1.389573e-01	-9.003364e-02	-3.314038e-02	3.049399e-02	1.012057e-01	1.809736e-01	2.738782e-01	3.870486e-01	5.323169e-01	
-2.107855e-01	-1.881588e-01	-1.478338e-01	-9.579420e-02	-3.530416e-02	3.233372e-02	1.074759e-01	1.922207e-01	2.908946e-01	4.110570e-01	5.652535e-01	
-2.243051e-01	-2.001418e-01	-1.572225e-01	-1.018883e-01	-3.759858e-02	3.426623e-02	1.140839e-01	2.040780e-01	3.088337e-01	4.363621e-01	5.999588e-01	
-2.386735e-01	-2.128673e-01	-1.671898e-01	-1.083592e-01	-4.004059e-02	3.630352e-02	1.210733e-01	2.166246e-01	3.278151e-01	4.631321e-01	6.366617e-01	
-2.540048e-01	-2.264350e-01	-1.778134e-01	-1.152575e-01	-4.265001e-02	3.845966e-02	1.284954e-01	2.299530e-01	3.479785e-01	4.915634e-01	6.756303e-01	
-2.704334e-01	-2.409622e-01	-1.891849e-01	-1.226429e-01	-4.545021e-02	4.075119e-02	1.364106e-01	2.441722e-01	3.694889e-01	5.218877e-01	7.171805e-01	
-2.881189e-01	-2.565888e-01	-2.014131e-01	-1.305861e-01	-4.846897e-02	4.319781e-02	1.448904e-01	2.594117e-01	3.925422e-01	5.543805e-01	7.616878e-01	
-3.072530e-01	-2.734821e-01	-2.146284e-01	-1.391722e-01	-5.173958e-02	4.582311e-02	1.540209e-01	2.758271e-01	4.173732e-01	5.893717e-01	8.096025e-01	
-3.280673e-01	-2.918448e-01	-2.289890e-01	-1.485041e-01	-5.530237e-02	4.865565e-02	1.639062e-01	2.936062e-01	4.442663e-01	6.272611e-01	8.614693e-01	
-3.508454e-01	-3.119250e-01	-2.446879e-01	-1.587075e-01	-5.920663e-02	5.173035e-02	1.746734e-01	3.129791e-01	4.735693e-01	6.685372e-01	9.179548e-01	
-3.759381e-01	-3.340292e-01	-2.619642e-01	-1.699382e-01	-6.351337e-02	5.509043e-02	1.864802e-01	3.342303e-01	5.057122e-01	7.138048e-01	9.798833e-01	
-4.037848e-01	-3.585419e-01	-2.811173e-01	-1.823911e-01	-6.829902e-02	5.879003e-02	1.995237e-01	3.577163e-01	5.412343e-01	7.638213e-01	1.048288e+00	
