-5.063559e-16	-5.016630e-16	-4.976547e-16	-4.940922e-16	-4.908485e-16	-4.878519e-16	-4.850563e-16	-4.824266e-16	-4.799314e-16	-4.775385e-16	-4.752138e-16	-4.729192e-16	-4.706119e-16	-4.682433e-16	-4.657573e-16	-4.630882e-16	-4.601582e-16	-4.568736e-16	-4.531196e-16	-4.487530e-16	-4.435917e-16	-4.373981e-16	-4.298542e-16	
-6.146531e-03	-5.953678e-03	-5.520178e-03	-4.873860e-03	-4.037612e-03	-3.029913e-03	-1.865257e-03	-5.544976e-04	8.949069e-04	2.478716e-03	4.195810e-03	6.048162e-03	8.040886e-03	1.018235e-02	1.248439e-02	1.496254e-02	1.763644e-02	2.053027e-02	2.367331e-02	2.710062e-02	3.085387e-02	3.498227e-02	3.954374e-02	
-1.229973e-02	-1.191365e-02	-1.104612e-02	-9.752822e-03	-8.079551e-03	-6.063270e-03	-3.732981e-03	-1.110395e-03	1.789567e-03	4.958420e-03	8.393924e-03	1.210003e-02	1.608696e-02	2.037147e-02	2.497722e-02	2.993530e-02	3.528500e-02	4.107470e-02	4.736297e-02	5.421996e-02	6.172902e-02	6.998861e-02	7.911461e-02	
-1.846630e-02	-1.788622e-02	-1.658360e-02	-1.464200e-02	-1.213015e-02	-9.103528e-03	-5.605647e-03	-1.669094e-03	2.683733e-03	7.440104e-03	1.259666e-02	1.815932e-02	2.414343e-02	3.057415e-02	3.748695e-02	4.492854e-02	5.295786e-02	6.164750e-02	7.108539e-02	8.137679e-02	9.264679e-02	1.050432e-01	1.187398e-01	
-2.465296e-02	-2.387773e-02	-2.213843e-02	-1.954655e-02	-1.619379e-02	-1.215416e-02	-7.485742e-03	-2.232009e-03	3.577156e-03	9.924765e-03	1.680633e-02	2.422976e-02	3.221554e-02	4.079720e-02	5.002212e-02	5.995258e-02	7.066724e-02	8.226297e-02	9.485706e-02	1.085900e-01	1.236287e-01	1.401702e-01	1.584467e-01	
-3.086650e-02	-2.989459e-02	-2.771648e-02	-2.447166e-02	-2.027485e-02	-1.521867e-02	-9.375778e-03	-2.800563e-03	4.469584e-03	1.241341e-02	2.102529e-02	3.031513e-02	4.030856e-02	5.104753e-02	6.259130e-02	7.501781e-02	8.842549e-02	1.029355e-01	1.186946e-01	1.358786e-01	1.546963e-01	1.753943e-01	1.982630e-01	
-3.711380e-02	-3.594328e-02	-3.332369e-02	-2.942259e-02	-2.437781e-02	-1.830061e-02	-1.127830e-02	-3.376197e-03	5.360762e-03	1.490705e-02	2.525591e-02	3.641925e-02	4.842783e-02	6.133208e-02	7.520319e-02	9.013477e-02	1.062451e-01	1.236797e-01	1.426149e-01	1.632619e-01	1.858715e-01	2.107401e-01	2.382164e-01	
-4.340182e-02	-4.203037e-02	-3.896606e-02	-3.440466e-02	-2.850717e-02	-2.140358e-02	-1.319587e-02	-3.960374e-03	6.250433e-03	1.740672e-02	2.950060e-02	4.254597e-02	5.657879e-02	7.165794e-02	8.786660e-02	1.053141e-01	1.241387e-01	1.445103e-01	1.666350e-01	1.907595e-01	2.171766e-01	2.462328e-01	2.783355e-01	
-4.973765e-02	-4.816254e-02	-4.464973e-02	-3.942329e-02	-3.266753e-02	-2.453124e-02	-1.513113e-02	-4.554582e-03	7.138332e-03	1.991347e-02	3.376181e-02	4.869924e-02	6.476693e-02	8.203229e-02	1.005905e-01	1.205668e-01	1.421192e-01	1.654425e-01	1.907723e-01	2.183911e-01	2.486343e-01	2.818981e-01	3.186489e-01	
-5.612854e-02	-5.434662e-02	-5.038094e-02	-4.448403e-02	-3.686360e-02	-2.768732e-02	-1.708674e-02	-5.160340e-03	8.024192e-03	2.242837e-02	3.804203e-02	5.488307e-02	7.299789e-02	9.246246e-02	1.133841e-01	1.359038e-01	1.601998e-01	1.864915e-01	2.150446e-01	2.461772e-01	2.802674e-01	3.177619e-01	3.591862e-01	
