-6.987590e-16	-6.999990e-16	-7.021262e-16	-7.051437e-16	-7.090972e-16	-7.140799e-16	-7.202408e-16	-7.277978e-16	-7.370552e-16	
-4.972163e-02	-4.789986e-02	-4.630796e-02	-4.494126e-02	-4.379627e-02	-4.287062e-02	-4.216308e-02	-4.167357e-02	-4.140309e-02	
-9.944230e-02	-9.579877e-02	-9.261497e-02	-8.988159e-02	-8.759161e-02	-8.574032e-02	-8.432527e-02	-8.334625e-02	-8.280531e-02	
-1.491610e-01	-1.436958e-01	-1.389201e-01	-1.348201e-01	-1.313851e-01	-1.286082e-01	-1.264857e-01	-1.250172e-01	-1.242058e-01	
-1.988769e-01	-1.915899e-01	-1.852224e-01	-1.797557e-01	-1.751758e-01	-1.714734e-01	-1.686433e-01	-1.666854e-01	-1.656036e-01	
-2.485888e-01	-2.394802e-01	-2.315209e-01	-2.246876e-01	-2.189629e-01	-2.143348e-01	-2.107974e-01	-2.083501e-01	-2.069980e-01	
-2.982958e-01	-2.873656e-01	-2.778146e-01	-2.696148e-01	-2.627452e-01	-2.571917e-01	-2.529469e-01	-2.500103e-01	-2.483879e-01	
-3.479970e-01	-3.352452e-01	-3.241025e-01	-3.145363e-01	-3.065219e-01	-3.000430e-01	-2.950910e-01	-2.916651e-01	-2.897726e-01	
-3.976913e-01	-3.831180e-01	-3.703837e-01	-3.594511e-01	-3.502920e-01	-3.428878e-01	-3.372286e-01	-3.333135e-01	-3.311509e-01	
-4.473775e-01	-4.309830e-01	-4.166572e-01	-4.043582e-01	-3.940546e-01	-3.857251e-01	-3.793587e-01	-3.749547e-01	-3.725221e-01	
-4.970548e-01	-4.788390e-01	-4.629218e-01	-4.492566e-01	-4.378084e-01	-4.285538e-01	-4.214805e-01	-4.165875e-01	-4.138851e-01	
-5.467219e-01	-5.266850e-01	-5.091765e-01	-4.941452e-01	-4.815527e-01	-4.713730e-01	-4.635928e-01	-4.582110e-01	-4.552389e-01	
-5.963778e-01	-5.745198e-01	-5.554202e-01	-5.390229e-01	-5.252861e-01	-5.141816e-01	-5.056946e-01	-4.998241e-01	-4.965825e-01	
-6.460213e-01	-6.223425e-01	-6.016518e-01	-5.838886e-01	-5.690077e-01	-5.569784e-01	-5.477848e-01	-5.414258e-01	-5.379148e-01	
-6.956512e-01	-6.701517e-01	-6.478701e-01	-6.287412e-01	-6.127163e-01	-5.997623e-01	-5.898623e-01	-5.830150e-01	-5.792347e-01	
-7.452663e-01	-7.179462e-01	-6.940739e-01	-6.735795e-01	-6.564107e-01	-6.425323e-01	-6.319260e-01	-6.245904e-01	-6.205411e-01	
-7.948653e-01	-7.657249e-01	-7.402620e-01	-7.184022e-01	-7.000897e-01	-6.852870e-01	-6.739745e-01	-6.661509e-01	-6.618327e-01	
-8.444470e-01	-8.134864e-01	-7.864331e-01	-7.632081e-01	-7.437521e-01	-7.280252e-01	-7.160068e-01	-7.076953e-01	-7.031085e-01	
-8.940099e-01	-8.612293e-01	-8.325859e-01	-8.079958e-01	-7.873965e-01	-7.707456e-01	-7.580214e-01	-7.492223e-01	-7.443670e-01	
-9.435527e-01	-9.089524e-01	-8.787190e-01	-8.527641e-01	-8.310216e-01	-8.134469e-01	-8.000171e-01	-7.907305e-01	-7.856070e-01	
-9.930738e-01	-9.566541e-01	-9.248309e-01	-8.975114e-01	-8.746259e-01	-8.561277e-01	-8.419924e-01	-8.322186e-01	-8.268270e-01	
-1.042572e+00	-1.004333e+00	-9.709203e-01	-9.422364e-01	-9.182081e-01	-8.987864e-01	-8.839460e-01	-8.736851e-01	-8.680257e-01	
-1.092045e+00	-1.051987e+00	-1.016986e+00	-9.869374e-01	-9.617666e-01	-9.414217e-01	-9.258763e-01	-9.151286e-01	-9.092015e-01	
-1.141493e+00	-1.099616e+00	-1.063025e+00	-1.031613e+00	-1.005300e+00	-9.840320e-01	-9.677818e-01	-9.565474e-01	-9.503529e-01	
-1.190912e+00	-1.147217e+00	-1.109037e+00	-1.076261e+00	-1.048806e+00	-1.026616e+00	-1.009661e+00	-9.979399e-01	-9.914783e-01	
