-1.024419e-15	-1.027933e-15	-1.031498e-15	-1.035111e-15	-1.038766e-15	-1.042462e-15	-1.046193e-15	-1.049955e-15	-1.053744e-15	
-6.969770e-03	-5.778510e-03	-4.587250e-03	-3.395991e-03	-2.204732e-03	-1.013474e-03	1.777839e-04	1.369041e-03	2.560298e-03	
-1.393808e-02	-1.155549e-02	-9.172895e-03	-6.790302e-03	-4.407709e-03	-2.025117e-03	3.574734e-04	2.740063e-03	5.122652e-03	
-2.090349e-02	-1.732941e-02	-1.375533e-02	-1.018125e-02	-6.607174e-03	-3.033099e-03	5.409751e-04	4.115048e-03	7.689119e-03	
-2.786453e-02	-2.309873e-02	-1.833294e-02	-1.356716e-02	-8.801370e-03	-4.035585e-03	7.301977e-04	5.495979e-03	1.026176e-02	
-3.481973e-02	-2.886193e-02	-2.290413e-02	-1.694633e-02	-1.098853e-02	-5.030739e-03	9.270527e-04	6.884843e-03	1.284263e-02	
-4.176765e-02	-3.461746e-02	-2.746727e-02	-2.031708e-02	-1.316690e-02	-6.016721e-03	1.133456e-03	8.283630e-03	1.543380e-02	
-4.870680e-02	-4.036377e-02	-3.202074e-02	-2.367772e-02	-1.533470e-02	-6.991686e-03	1.351328e-03	9.694338e-03	1.803734e-02	
-5.563571e-02	-4.609932e-02	-3.656293e-02	-2.702654e-02	-1.749016e-02	-7.953781e-03	1.582595e-03	1.111897e-02	2.065533e-02	
-6.255290e-02	-5.182254e-02	-4.109219e-02	-3.036184e-02	-1.963149e-02	-8.901148e-03	1.829191e-03	1.255952e-02	2.328985e-02	
-6.945688e-02	-5.753188e-02	-4.560688e-02	-3.368189e-02	-2.175690e-02	-9.831922e-03	2.093057e-03	1.401803e-02	2.594300e-02	
-7.634614e-02	-6.322575e-02	-5.010536e-02	-3.698498e-02	-2.386460e-02	-1.074423e-02	2.376144e-03	1.549651e-02	2.861687e-02	
-8.321919e-02	-6.890258e-02	-5.458597e-02	-4.026937e-02	-2.595277e-02	-1.163617e-02	2.680413e-03	1.699699e-02	3.131357e-02	
-9.007449e-02	-7.456076e-02	-5.904703e-02	-4.353330e-02	-2.801959e-02	-1.250587e-02	3.007834e-03	1.852153e-02	3.403523e-02	
-9.691051e-02	-8.019868e-02	-6.348686e-02	-4.677504e-02	-3.006322e-02	-1.335141e-02	3.360392e-03	2.007219e-02	3.678397e-02	
-1.037257e-01	-8.581474e-02	-6.790376e-02	-4.999279e-02	-3.208183e-02	-1.417087e-02	3.740082e-03	2.165102e-02	3.956196e-02	
-1.105185e-01	-9.140729e-02	-7.229604e-02	-5.318479e-02	-3.407355e-02	-1.496231e-02	4.148914e-03	2.326013e-02	4.237134e-02	
-1.172874e-01	-9.697468e-02	-7.666195e-02	-5.634922e-02	-3.603650e-02	-1.572379e-02	4.588914e-03	2.490161e-02	4.521429e-02	
-1.240307e-01	-1.025153e-01	-8.099977e-02	-5.948428e-02	-3.796881e-02	-1.645334e-02	5.062122e-03	2.657757e-02	4.809301e-02	
-1.307469e-01	-1.080273e-01	-8.530773e-02	-6.258814e-02	-3.986855e-02	-1.714897e-02	5.570595e-03	2.829015e-02	5.100969e-02	
-1.374343e-01	-1.135092e-01	-8.958406e-02	-6.565893e-02	-4.173381e-02	-1.780869e-02	6.116410e-03	3.004150e-02	5.396658e-02	
-1.440913e-01	-1.189592e-01	-9.382698e-02	-6.869481e-02	-4.356264e-02	-1.843049e-02	6.701659e-03	3.183379e-02	5.696590e-02	
-1.507163e-01	-1.243755e-01	-9.803466e-02	-7.169387e-02	-4.535308e-02	-1.901231e-02	7.328457e-03	3.366920e-02	6.000993e-02	
-1.573074e-01	-1.297563e-01	-1.022053e-01	-7.465421e-02	-4.710315e-02	-1.955210e-02	7.998937e-03	3.554996e-02	6.310096e-02	
-1.638631e-01	-1.351001e-01	-1.063370e-01	-7.757391e-02	-4.881084e-02	-2.004779e-02	8.715254e-03	3.747828e-02	6.624128e-02	
-1.703817e-01	-1.404048e-01	-1.104279e-01	-8.045101e-02	-5.047413e-02	-2.049726e-02	9.479588e-03	3.945642e-02	6.943322e-02	
-1.768613e-01	-1.456687e-01	-1.144761e-01	-8.328354e-02	-5.209097e-02	-2.089841e-02	1.029414e-02	4.148666e-02	7.267915e-02	
-1.833002e-01	-1.508900e-01	-1.184797e-01	-8.606950e-02	-5.365928e-02	-2.124906e-02	1.116113e-02	4.357130e-02	7.598144e-02	
-1.896966e-01	-1.560667e-01	-1.224368e-01	-8.880688e-02	-5.517697e-02	-2.154707e-02	1.208281e-02	4.571267e-02	7.934249e-02	
-1.960488e-01	-1.611971e-01	-1.263453e-01	-9.149362e-02	-5.664191e-02	-2.179021e-02	1.306147e-02	4.791311e-02	8.276473e-02	
