-5.227081e-16	-5.260913e-16	-5.289047e-16	-5.312321e-16	-5.331522e-16	-5.347348e-16	-5.360410e-16	-5.371227e-16	-5.380243e-16	-5.387833e-16	-5.394311e-16	-5.399945e-16	-5.404959e-16	-5.409543e-16	-5.413859e-16	-5.418041e-16	-5.422206e-16	-5.426452e-16	-5.430861e-16	-5.435507e-16	-5.440450e-16	-5.445744e-16	-5.451435e-16	-5.457565e-16	-5.464169e-16	-5.471282e-16	-5.478935e-16	-5.487157e-16	-5.495976e-16	-5.505421e-16	-5.515523e-16	-5.526312e-16	-5.537822e-16	-5.550089e-16	-5.563154e-16	-5.577063e-16	-5.591867e-16	-5.607626e-16	-5.624408e-16	-5.642289e-16	-5.661360e-16	-5.681722e-16	-5.703496e-16	-5.726816e-16	-5.751840e-16	-5.778749e-16	-5.807750e-16	-5.839080e-16	-5.873011e-16	-5.909849e-16	-5.949943e-16	-5.993685e-16	-6.041508e-16	-6.093889e-16	-6.151336e-16	-6.214375e-16	-6.283512e-16	-6.359167e-16	-6.441556e-16	-6.530475e-16	-6.624912e-16	
-2.664197e-02	-2.649847e-02	-2.621734e-02	-2.581804e-02	-2.531725e-02	-2.472932e-02	-2.406657e-02	-2.333959e-02	-2.255746e-02	-2.172799e-02	-2.085788e-02	-1.995290e-02	-1.901801e-02	-1.805745e-02	-1.707490e-02	-1.607349e-02	-1.505593e-02	-1.402457e-02	-1.298142e-02	-1.192820e-02	-1.086643e-02	-9.797415e-03	-8.722284e-03	-7.642033e-03	-6.557537e-03	-5.469570e-03	-4.378826e-03	-3.285935e-03	-2.191476e-03	-1.095991e-03	-5.743832e-16	1.095991e-03	2.191476e-03	3.285935e-03	4.378826e-03	5.469570e-03	6.557537e-03	7.642033e-03	8.722284e-03	9.797415e-03	1.086643e-02	1.192820e-02	1.298142e-02	1.402457e-02	1.505593e-02	1.607349e-02	1.707490e-02	1.805745e-02	1.901801e-02	1.995290e-02	2.085788e-02	2.172799e-02	2.255746e-02	2.333959e-02	2.406657e-02	2.472932e-02	2.531725e-02	2.581804e-02	2.621734e-02	2.649847e-02	2.664197e-02	
-5.329042e-02	-5.300333e-02	-5.244096e-02	-5.164221e-02	-5.064048e-02	-4.946446e-02	-4.813879e-02	-4.668464e-02	-4.512018e-02	-4.346103e-02	-4.172061e-02	-3.991044e-02	-3.804042e-02	-3.611908e-02	-3.415374e-02	-3.215068e-02	-3.011534e-02	-2.805238e-02	-2.596582e-02	-2.385915e-02	-2.173536e-02	-1.959708e-02	-1.744657e-02	-1.528582e-02	-1.311658e-02	-1.094040e-02	-8.758658e-03	-6.572625e-03	-4.383455e-03	-2.192235e-03	-6.823697e-16	2.192235e-03	4.383455e-03	6.572625e-03	8.758658e-03	1.094040e-02	1.311658e-02	1.528582e-02	1.744657e-02	1.959708e-02	2.173536e-02	2.385915e-02	2.596582e-02	2.805238e-02	3.011534e-02	3.215068e-02	3.415374e-02	3.611908e-02	3.804042e-02	3.991044e-02	4.172061e-02	4.346103e-02	4.512018e-02	4.668464e-02	4.813879e-02	4.946446e-02	5.064048e-02	5.164221e-02	5.244096e-02	5.300333e-02	5.329042e-02	
-7.995182e-02	-7.952095e-02	-7.867712e-02	-7.747866e-02	-7.597569e-02	-7.421125e-02	-7.222231e-02	-7.004061e-02	-6.769342e-02	-6.520418e-02	-6.259302e-02	-5.987722e-02	-5.707164e-02	-5.418906e-02	-5.124046e-02	-4.823530e-02	-4.518169e-02	-4.208664e-02	-3.895620e-02	-3.579558e-02	-3.260929e-02	-2.940125e-02	-2.617487e-02	-2.293312e-02	-1.967864e-02	-1.641373e-02	-1.314050e-02	-9.860824e-03	-6.576441e-03	-3.288981e-03	-6.619596e-16	3.288981e-03	6.576441e-03	9.860824e-03	1.314050e-02	1.641373e-02	1.967864e-02	2.293312e-02	2.617487e-02	2.940125e-02	3.260929e-02	3.579558e-02	3.895620e-02	4.208664e-02	4.518169e-02	4.823530e-02	5.124046e-02	5.418906e-02	5.707164e-02	5.987722e-02	6.259302e-02	6.520418e-02	6.769342e-02	7.004061e-02	7.222231e-02	7.421125e-02	7.597569e-02	7.747866e-02	7.867712e-02	7.952095e-02	7.995182e-02	
-1.066326e-01	-1.060577e-01	-1.049321e-01	-1.033335e-01	-1.013289e-01	-9.897551e-02	-9.632275e-02	-9.341294e-02	-9.028244e-02	-8.696250e-02	-8.347996e-02	-7.985787e-02	-7.611606e-02	-7.227156e-02	-6.833901e-02	-6.433103e-02	-6.025844e-02	-5.613060e-02	-5.195555e-02	-4.774025e-02	-4.349072e-02	-3.921218e-02	-3.490918e-02	-3.058569e-02	-2.624521e-02	-2.189084e-02	-1.752536e-02	-1.315129e-02	-8.770936e-03	-4.386482e-03	-5.825418e-16	4.386482e-03	8.770936e-03	1.315129e-02	1.752536e-02	2.189084e-02	2.624521e-02	3.058569e-02	3.490918e-02	3.921218e-02	4.349072e-02	4.774025e-02	5.195555e-02	5.613060e-02	6.025844e-02	6.433103e-02	6.833901e-02	7.227156e-02	7.611606e-02	7.985787e-02	8.347996e-02	8.696250e-02	9.028244e-02	9.341294e-02	9.632275e-02	9.897551e-02	1.013289e-01	1.033335e-01	1.049321e-01	1.060577e-01	1.066326e-01	
-1.333393e-01	-1.326200e-01	-1.312121e-01	-1.292129e-01	-1.267060e-01	-1.237630e-01	-1.204458e-01	-1.168071e-01	-1.128925e-01	-1.087410e-01	-1.043863e-01	-9.985701e-02	-9.517807e-02	-9.037074e-02	-8.545332e-02	-8.044158e-02	-7.534907e-02	-7.018746e-02	-6.496683e-02	-5.969588e-02	-5.438213e-02	-4.903211e-02	-4.365150e-02	-3.824528e-02	-3.281781e-02	-2.737297e-02	-2.191424e-02	-1.644476e-02	-1.096744e-02	-5.484989e-03	-7.141640e-16	5.484989e-03	1.096744e-02	1.644476e-02	2.191424e-02	2.737297e-02	3.281781e-02	3.824528e-02	4.365150e-02	4.903211e-02	5.438213e-02	5.969588e-02	6.496683e-02	7.018746e-02	7.534907e-02	8.044158e-02	8.545332e-02	9.037074e-02	9.517807e-02	9.985701e-02	1.043863e-01	1.087410e-01	1.128925e-01	1.168071e-01	1.204458e-01	1.237630e-01	1.267060e-01	1.292129e-01	1.312121e-01	1.326200e-01	1.333393e-01	
-1.600784e-01	-1.592142e-01	-1.575235e-01	-1.551230e-01	-1.521130e-01	-1.485797e-01	-1.445970e-01	-1.402285e-01	-1.355288e-01	-1.305448e-01	-1.253167e-01	-1.198792e-01	-1.142621e-01	-1.084908e-01	-1.025873e-01	-9.657065e-02	-9.045702e-02	-8.426046e-02	-7.799305e-02	-7.166523e-02	-6.528603e-02	-5.886329e-02	-5.240384e-02	-4.591363e-02	-3.939792e-02	-3.286137e-02	-2.630814e-02	-1.974201e-02	-1.316646e-02	-6.584753e-03	-9.499779e-16	6.584753e-03	1.316646e-02	1.974201e-02	2.630814e-02	3.286137e-02	3.939792e-02	4.591363e-02	5.240384e-02	5.886329e-02	6.528603e-02	7.166523e-02	7.799305e-02	8.426046e-02	9.045702e-02	9.657065e-02	1.025873e-01	1.084908e-01	1.142621e-01	1.198792e-01	1.253167e-01	1.305448e-01	1.355288e-01	1.402285e-01	1.445970e-01	1.485797e-01	1.521130e-01	1.551230e-01	1.575235e-01	1.592142e-01	1.600784e-01	
-1.868562e-01	-1.858466e-01	-1.838724e-01	-1.810698e-01	-1.775558e-01	-1.734311e-01	-1.687820e-01	-1.636826e-01	-1.581966e-01	-1.523788e-01	-1.462762e-01	-1.399292e-01	-1.333724e-01	-1.266358e-01	-1.197449e-01	-1.127219e-01	-1.055858e-01	-9.835280e-02	-9.103716e-02	-8.365100e-02	-7.620489e-02	-6.870796e-02	-6.116818e-02	-5.359250e-02	-4.598706e-02	-3.835729e-02	-3.070806e-02	-2.304377e-02	-1.536849e-02	-7.686023e-03	-7.143808e-16	7.686023e-03	1.536849e-02	2.304377e-02	3.070806e-02	3.835729e-02	4.598706e-02	5.359250e-02	6.116818e-02	6.870796e-02	7.620489e-02	8.365100e-02	9.103716e-02	9.835280e-02	1.055858e-01	1.127219e-01	1.197449e-01	1.266358e-01	1.333724e-01	1.399292e-01	1.462762e-01	1.523788e-01	1.581966e-01	1.636826e-01	1.687820e-01	1.734311e-01	1.775558e-01	1.810698e-01	1.838724e-01	1.858466e-01	1.868562e-01	
-2.136792e-01	-2.125236e-01	-2.102651e-01	-2.070594e-01	-2.030405e-01	-1.983233e-01	-1.930064e-01	-1.871748e-01	-1.809012e-01	-1.742482e-01	-1.672695e-01	-1.600114e-01	-1.525135e-01	-1.448100e-01	-1.369301e-01	-1.288991e-01	-1.207387e-01	-1.124677e-01	-1.041021e-01	-9.565594e-02	-8.714120e-02	-7.856835e-02	-6.994651e-02	-6.128363e-02	-5.258672e-02	-4.386199e-02	-3.511500e-02	-2.635081e-02	-1.757404e-02	-8.789051e-03	-8.166211e-16	8.789051e-03	1.757404e-02	2.635081e-02	3.511500e-02	4.386199e-02	5.258672e-02	6.128363e-02	6.994651e-02	7.856835e-02	8.714120e-02	9.565594e-02	1.041021e-01	1.124677e-01	1.207387e-01	1.288991e-01	1.369301e-01	1.448100e-01	1.525135e-01	1.600114e-01	1.672695e-01	1.742482e-01	1.809012e-01	1.871748e-01	1.930064e-01	1.983233e-01	2.030405e-01	2.070594e-01	2.102651e-01	2.125236e-01	2.136792e-01	
-2.405538e-01	-2.392515e-01	-2.367077e-01	-2.330980e-01	-2.285729e-01	-2.232618e-01	-2.172759e-01	-2.107105e-01	-2.036477e-01	-1.961578e-01	-1.883014e-01	-1.801305e-01	-1.716897e-01	-1.630174e-01	-1.541466e-01	-1.451058e-01	-1.359194e-01	-1.266084e-01	-1.171909e-01	-1.076828e-01	-9.809743e-02	-8.844670e-02	-7.874083e-02	-6.898876e-02	-5.919839e-02	-4.937670e-02	-3.952996e-02	-2.966385e-02	-1.978359e-02	-9.894084e-03	-9.324139e-16	9.894084e-03	1.978359e-02	2.966385e-02	3.952996e-02	4.937670e-02	5.919839e-02	6.898876e-02	7.874083e-02	8.844670e-02	9.809743e-02	1.076828e-01	1.171909e-01	1.266084e-01	1.359194e-01	1.451058e-01	1.541466e-01	1.630174e-01	1.716897e-01	1.801305e-01	1.883014e-01	1.961578e-01	2.036477e-01	2.107105e-01	2.172759e-01	2.232618e-01	2.285729e-01	2.330980e-01	2.367077e-01	2.392515e-01	2.405538e-01	
