-1.110670e-16	-1.070380e-16	-1.035336e-16	-1.004916e-16	-9.786049e-17	-9.559778e-17	-9.366836e-17	-9.204331e-17	-9.069894e-17	-8.961601e-17	-8.877921e-17	-8.817672e-17	-8.779988e-17	-8.764299e-17	-8.770318e-17	-8.798043e-17	-8.847757e-17	-8.920052e-17	-9.015849e-17	-9.136450e-17	-9.283587e-17	-9.459511e-17	-9.667094e-17	-9.909970e-17	-1.019273e-16	-1.052116e-16	-1.090259e-16	-1.134627e-16	-1.186402e-16	-1.247089e-16	-1.318621e-16	-1.403488e-16	-1.504908e-16	-1.627056e-16	-1.775371e-16	
-3.015549e-02	-2.809643e-02	-2.618230e-02	-2.440322e-02	-2.275002e-02	-2.121416e-02	-1.978774e-02	-1.846338e-02	-1.723426e-02	-1.609404e-02	-1.503683e-02	-1.405719e-02	-1.315006e-02	-1.231076e-02	-1.153496e-02	-1.081866e-02	-1.015816e-02	-9.550064e-03	-8.991227e-03	-8.478769e-03	-8.010046e-03	-7.582641e-03	-7.194348e-03	-6.843166e-03	-6.527282e-03	-6.245066e-03	-5.995065e-03	-5.775987e-03	-5.586702e-03	-5.426235e-03	-5.293758e-03	-5.188587e-03	-5.110180e-03	-5.058132e-03	-5.032175e-03	
-6.031452e-02	-5.619616e-02	-5.236767e-02	-4.880930e-02	-4.550270e-02	-4.243082e-02	-3.957780e-02	-3.692893e-02	-3.447054e-02	-3.218997e-02	-3.007543e-02	-2.811603e-02	-2.630166e-02	-2.462296e-02	-2.307127e-02	-2.163858e-02	-2.031751e-02	-1.910125e-02	-1.798351e-02	-1.695853e-02	-1.602103e-02	-1.516617e-02	-1.438954e-02	-1.368713e-02	-1.305533e-02	-1.249086e-02	-1.199083e-02	-1.155265e-02	-1.117406e-02	-1.085311e-02	-1.058814e-02	-1.037778e-02	-1.022096e-02	-1.011686e-02	-1.006494e-02	
-9.048062e-02	-8.430247e-02	-7.855918e-02	-7.322110e-02	-6.826072e-02	-6.365244e-02	-5.937249e-02	-5.539880e-02	-5.171086e-02	-4.828966e-02	-4.511755e-02	-4.217817e-02	-3.945634e-02	-3.693805e-02	-3.461028e-02	-3.246104e-02	-3.047925e-02	-2.865467e-02	-2.697790e-02	-2.544028e-02	-2.403389e-02	-2.275148e-02	-2.158642e-02	-2.053271e-02	-1.958490e-02	-1.873813e-02	-1.798800e-02	-1.733067e-02	-1.676273e-02	-1.628125e-02	-1.588376e-02	-1.556819e-02	-1.533294e-02	-1.517677e-02	-1.509888e-02	
-1.206573e-01	-1.124187e-01	-1.047599e-01	-9.764148e-02	-9.102673e-02	-8.488151e-02	-7.917414e-02	-7.387516e-02	-6.895724e-02	-6.439502e-02	-6.016496e-02	-5.624524e-02	-5.261565e-02	-4.925746e-02	-4.615335e-02	-4.328731e-02	-4.064455e-02	-3.821144e-02	-3.597544e-02	-3.392501e-02	-3.204957e-02	-3.033945e-02	-2.878582e-02	-2.738068e-02	-2.611677e-02	-2.498758e-02	-2.398728e-02	-2.311071e-02	-2.235336e-02	-2.171130e-02	-2.118124e-02	-2.076043e-02	-2.044671e-02	-2.023845e-02	-2.013460e-02	
-1.508481e-01	-1.405480e-01	-1.309728e-01	-1.220733e-01	-1.138034e-01	-1.061205e-01	-9.898504e-02	-9.236015e-02	-8.621168e-02	-8.050790e-02	-7.521940e-02	-7.031889e-02	-6.578110e-02	-6.158263e-02	-5.770181e-02	-5.411863e-02	-5.081460e-02	-4.777269e-02	-4.497720e-02	-4.241371e-02	-4.006900e-02	-3.793097e-02	-3.598860e-02	-3.423186e-02	-3.265170e-02	-3.123996e-02	-2.998937e-02	-2.889346e-02	-2.794660e-02	-2.714389e-02	-2.648119e-02	-2.595509e-02	-2.556287e-02	-2.530251e-02	-2.517266e-02	
-1.810565e-01	-1.686937e-01	-1.572011e-01	-1.465193e-01	-1.365933e-01	-1.273719e-01	-1.188075e-01	-1.108559e-01	-1.034762e-01	-9.663018e-02	-9.028262e-02	-8.440075e-02	-7.895424e-02	-7.391499e-02	-6.925701e-02	-6.495627e-02	-6.099059e-02	-5.733952e-02	-5.398421e-02	-5.090736e-02	-4.809310e-02	-4.552692e-02	-4.319557e-02	-4.108704e-02	-3.919044e-02	-3.749599e-02	-3.599495e-02	-3.467959e-02	-3.354311e-02	-3.257965e-02	-3.178424e-02	-3.115278e-02	-3.068202e-02	-3.036952e-02	-3.021367e-02	
-2.112861e-01	-1.968591e-01	-1.834477e-01	-1.709825e-01	-1.593992e-01	-1.486382e-01	-1.386438e-01	-1.293646e-01	-1.207528e-01	-1.127637e-01	-1.053564e-01	-9.849245e-02	-9.213658e-02	-8.625597e-02	-8.082029e-02	-7.580149e-02	-7.117369e-02	-6.691302e-02	-6.299751e-02	-5.940694e-02	-5.612281e-02	-5.312817e-02	-5.040758e-02	-4.794700e-02	-4.573374e-02	-4.375639e-02	-4.200474e-02	-4.046975e-02	-3.914352e-02	-3.801920e-02	-3.709099e-02	-3.635411e-02	-3.580474e-02	-3.544007e-02	-3.525820e-02	
-2.415402e-01	-2.250475e-01	-2.097156e-01	-1.954655e-01	-1.822236e-01	-1.699217e-01	-1.584963e-01	-1.478884e-01	-1.380434e-01	-1.289104e-01	-1.204424e-01	-1.125956e-01	-1.053296e-01	-9.860699e-02	-9.239297e-02	-8.665553e-02	-8.136507e-02	-7.649432e-02	-7.201813e-02	-6.791344e-02	-6.415905e-02	-6.073561e-02	-5.762545e-02	-5.481254e-02	-5.228237e-02	-5.002187e-02	-4.801940e-02	-4.626463e-02	-4.474850e-02	-4.346318e-02	-4.240206e-02	-4.155966e-02	-4.093163e-02	-4.051474e-02	-4.030683e-02	
-2.718223e-01	-2.532619e-01	-2.360078e-01	-2.199712e-01	-2.050692e-01	-1.912249e-01	-1.783671e-01	-1.664293e-01	-1.553500e-01	-1.450720e-01	-1.355424e-01	-1.267118e-01	-1.185349e-01	-1.109694e-01	-1.039764e-01	-9.751962e-02	-9.156589e-02	-8.608449e-02	-8.104712e-02	-7.642781e-02	-7.220273e-02	-6.835009e-02	-6.485002e-02	-6.168445e-02	-5.883706e-02	-5.629317e-02	-5.403965e-02	-5.206487e-02	-5.035866e-02	-4.891221e-02	-4.771805e-02	-4.677004e-02	-4.606327e-02	-4.559411e-02	-4.536014e-02	
