-1.118396e-16	-1.079123e-16	-1.045122e-16	-1.015781e-16	-9.906005e-17	-9.691675e-17	-9.511439e-17	-9.362539e-17	-9.242746e-17	-9.150293e-17	-9.083821e-17	-9.042342e-17	-9.025215e-17	-9.032128e-17	-9.063105e-17	-9.118507e-17	-9.199061e-17	-9.305892e-17	-9.440584e-17	-9.605253e-17	-9.802652e-17	-1.003631e-16	-1.031073e-16	-1.063161e-16	-1.100619e-16	-1.144367e-16	-1.195579e-16	-1.255755e-16	-1.326821e-16	-1.411260e-16	-1.512285e-16	-1.634065e-16	-1.782030e-16	
-3.059214e-02	-2.851341e-02	-2.658176e-02	-2.478723e-02	-2.312055e-02	-2.157313e-02	-2.013700e-02	-1.880473e-02	-1.756946e-02	-1.642482e-02	-1.536490e-02	-1.438424e-02	-1.347777e-02	-1.264082e-02	-1.186908e-02	-1.115856e-02	-1.050560e-02	-9.906833e-03	-9.359164e-03	-8.859771e-03	-8.406079e-03	-7.995748e-03	-7.626660e-03	-7.296912e-03	-7.004802e-03	-6.748825e-03	-6.527660e-03	-6.340166e-03	-6.185376e-03	-6.062491e-03	-5.970878e-03	-5.910064e-03	-5.879735e-03	
-6.118801e-02	-5.703030e-02	-5.316677e-02	-4.957748e-02	-4.624392e-02	-4.314890e-02	-4.027645e-02	-3.761175e-02	-3.514107e-02	-3.285164e-02	-3.073168e-02	-2.877023e-02	-2.695718e-02	-2.528319e-02	-2.373961e-02	-2.231849e-02	-2.101249e-02	-1.981487e-02	-1.871947e-02	-1.772062e-02	-1.681318e-02	-1.599247e-02	-1.525425e-02	-1.459471e-02	-1.401046e-02	-1.349847e-02	-1.305612e-02	-1.268111e-02	-1.237151e-02	-1.212572e-02	-1.194249e-02	-1.182085e-02	-1.176019e-02	
-9.179135e-02	-8.555415e-02	-7.975826e-02	-7.437378e-02	-6.937294e-02	-6.472993e-02	-6.042082e-02	-5.642337e-02	-5.271696e-02	-4.928248e-02	-4.610220e-02	-4.315973e-02	-4.043989e-02	-3.792864e-02	-3.561304e-02	-3.348114e-02	-3.152194e-02	-2.972533e-02	-2.808206e-02	-2.658364e-02	-2.522234e-02	-2.399115e-02	-2.288370e-02	-2.189430e-02	-2.101783e-02	-2.024977e-02	-1.958617e-02	-1.902359e-02	-1.855915e-02	-1.819043e-02	-1.791555e-02	-1.773308e-02	-1.764208e-02	
-1.224059e-01	-1.140884e-01	-1.063595e-01	-9.917915e-02	-9.251041e-02	-8.631886e-02	-8.057256e-02	-7.524186e-02	-7.029928e-02	-6.571932e-02	-6.147835e-02	-5.755450e-02	-5.392752e-02	-5.057872e-02	-4.749081e-02	-4.464787e-02	-4.203523e-02	-3.963942e-02	-3.744807e-02	-3.544990e-02	-3.363457e-02	-3.199275e-02	-3.051594e-02	-2.919655e-02	-2.802776e-02	-2.700354e-02	-2.611861e-02	-2.536840e-02	-2.474905e-02	-2.425736e-02	-2.389080e-02	-2.364747e-02	-2.352611e-02	
-1.530353e-01	-1.426366e-01	-1.329737e-01	-1.239966e-01	-1.156592e-01	-1.079183e-01	-1.007341e-01	-9.406952e-02	-8.789016e-02	-8.216416e-02	-7.686198e-02	-7.195627e-02	-6.742173e-02	-6.323496e-02	-5.937437e-02	-5.582004e-02	-5.255364e-02	-4.955833e-02	-4.681865e-02	-4.432047e-02	-4.205090e-02	-3.999824e-02	-3.815190e-02	-3.650236e-02	-3.504110e-02	-3.376059e-02	-3.265423e-02	-3.171630e-02	-3.094197e-02	-3.032725e-02	-2.986896e-02	-2.956474e-02	-2.941302e-02	
-1.836834e-01	-1.712021e-01	-1.596040e-01	-1.488291e-01	-1.388220e-01	-1.295309e-01	-1.209079e-01	-1.129086e-01	-1.054917e-01	-9.861900e-02	-9.225497e-02	-8.636680e-02	-8.092413e-02	-7.589889e-02	-7.126514e-02	-6.699900e-02	-6.307845e-02	-5.948327e-02	-5.619492e-02	-5.319643e-02	-5.047235e-02	-4.800861e-02	-4.579250e-02	-4.381261e-02	-4.205871e-02	-4.052175e-02	-3.919382e-02	-3.806805e-02	-3.713865e-02	-3.640082e-02	-3.585075e-02	-3.548560e-02	-3.530350e-02	
-2.143537e-01	-1.997885e-01	-1.862537e-01	-1.736797e-01	-1.620016e-01	-1.511592e-01	-1.410964e-01	-1.317614e-01	-1.231061e-01	-1.150858e-01	-1.076592e-01	-1.007878e-01	-9.443636e-02	-8.857203e-02	-8.316457e-02	-7.818609e-02	-7.361091e-02	-6.941543e-02	-6.557801e-02	-6.207886e-02	-5.889992e-02	-5.602480e-02	-5.343866e-02	-5.112818e-02	-4.908142e-02	-4.728783e-02	-4.573817e-02	-4.442443e-02	-4.333984e-02	-4.247881e-02	-4.183689e-02	-4.141078e-02	-4.119827e-02	
-2.450501e-01	-2.283990e-01	-2.129260e-01	-1.985514e-01	-1.852009e-01	-1.728058e-01	-1.613020e-01	-1.506302e-01	-1.407354e-01	-1.315666e-01	-1.230764e-01	-1.152210e-01	-1.079600e-01	-1.012559e-01	-9.507408e-02	-8.938266e-02	-8.415230e-02	-7.935601e-02	-7.496906e-02	-7.096881e-02	-6.733463e-02	-6.404778e-02	-6.109130e-02	-5.844994e-02	-5.611008e-02	-5.405965e-02	-5.228806e-02	-5.078619e-02	-4.954629e-02	-4.856195e-02	-4.782811e-02	-4.734097e-02	-4.709803e-02	
-2.757760e-01	-2.570371e-01	-2.396241e-01	-2.234471e-01	-2.084226e-01	-1.944733e-01	-1.815271e-01	-1.695172e-01	-1.583817e-01	-1.480633e-01	-1.385085e-01	-1.296682e-01	-1.214968e-01	-1.139520e-01	-1.069951e-01	-1.005900e-01	-9.470386e-02	-8.930618e-02	-8.436916e-02	-7.986734e-02	-7.577748e-02	-7.207850e-02	-6.875132e-02	-6.577877e-02	-6.314553e-02	-6.083799e-02	-5.884428e-02	-5.715409e-02	-5.575872e-02	-5.465096e-02	-5.382511e-02	-5.327689e-02	-5.300349e-02	
-3.065352e-01	-2.857063e-01	-2.663510e-01	-2.483697e-01	-2.316694e-01	-2.161642e-01	-2.017740e-01	-1.884246e-01	-1.760472e-01	-1.645778e-01	-1.539573e-01	-1.441310e-01	-1.350481e-01	-1.266619e-01	-1.189290e-01	-1.118095e-01	-1.052668e-01	-9.926712e-02	-9.377944e-02	-8.877549e-02	-8.422947e-02	-8.011792e-02	-7.641963e-02	-7.311554e-02	-7.018858e-02	-6.762368e-02	-6.540759e-02	-6.352889e-02	-6.197788e-02	-6.074656e-02	-5.982859e-02	-5.921923e-02	-5.891533e-02	
-3.373313e-01	-3.144097e-01	-2.931100e-01	-2.733221e-01	-2.549441e-01	-2.378812e-01	-2.220453e-01	-2.073547e-01	-1.937337e-01	-1.811121e-01	-1.694246e-01	-1.586111e-01	-1.486158e-01	-1.393870e-01	-1.308772e-01	-1.230425e-01	-1.158425e-01	-1.092400e-01	-1.032010e-01	-9.769432e-02	-9.269158e-02	-8.816697e-02	-8.409713e-02	-8.046109e-02	-7.724008e-02	-7.441749e-02	-7.197876e-02	-6.991131e-02	-6.820448e-02	-6.684947e-02	-6.583927e-02	-6.516869e-02	-6.483426e-02	
-3.681678e-01	-3.431509e-01	-3.199040e-01	-2.983073e-01	-2.782493e-01	-2.596266e-01	-2.423431e-01	-2.263096e-01	-2.114435e-01	-1.976681e-01	-1.849123e-01	-1.731102e-01	-1.622012e-01	-1.521288e-01	-1.428411e-01	-1.342902e-01	-1.264320e-01	-1.192259e-01	-1.126349e-01	-1.066249e-01	-1.011648e-01	-9.622657e-02	-9.178470e-02	-8.781628e-02	-8.430083e-02	-8.122022e-02	-7.855856e-02	-7.630212e-02	-7.443926e-02	-7.296038e-02	-7.185784e-02	-7.112596e-02	-7.076096e-02	
-3.990482e-01	-3.719330e-01	-3.467363e-01	-3.233281e-01	-3.015877e-01	-2.814030e-01	-2.626698e-01	-2.452915e-01	-2.291785e-01	-2.142477e-01	-2.004219e-01	-1.876300e-01	-1.758059e-01	-1.648887e-01	-1.548220e-01	-1.455539e-01	-1.370366e-01	-1.292261e-01	-1.220823e-01	-1.155681e-01	-1.096501e-01	-1.042977e-01	-9.948323e-02	-9.518195e-02	-9.137163e-02	-8.803264e-02	-8.514773e-02	-8.270203e-02	-8.068292e-02	-7.908000e-02	-7.788498e-02	-7.709171e-02	-7.669610e-02	
-4.299760e-01	-4.007592e-01	-3.736097e-01	-3.483873e-01	-3.249620e-01	-3.032129e-01	-2.830278e-01	-2.643026e-01	-2.469408e-01	-2.308527e-01	-2.159554e-01	-2.021721e-01	-1.894316e-01	-1.776682e-01	-1.668213e-01	-1.568349e-01	-1.476575e-01	-1.392417e-01	-1.315441e-01	-1.245251e-01	-1.181484e-01	-1.123811e-01	-1.071936e-01	-1.025589e-01	-9.845330e-02	-9.485552e-02	-9.174701e-02	-8.911176e-02	-8.693617e-02	-8.520901e-02	-8.392138e-02	-8.306663e-02	-8.264035e-02	
-4.609547e-01	-4.296329e-01	-4.005273e-01	-3.734877e-01	-3.483747e-01	-3.250586e-01	-3.034192e-01	-2.833449e-01	-2.647322e-01	-2.474851e-01	-2.315145e-01	-2.167381e-01	-2.030797e-01	-1.904688e-01	-1.788404e-01	-1.681344e-01	-1.582958e-01	-1.492737e-01	-1.410215e-01	-1.334968e-01	-1.266607e-01	-1.204779e-01	-1.149166e-01	-1.099480e-01	-1.055466e-01	-1.016896e-01	-9.835715e-02	-9.553204e-02	-9.319970e-02	-9.134810e-02	-8.996770e-02	-8.905136e-02	-8.859438e-02	
-4.919876e-01	-4.585572e-01	-4.274921e-01	-3.986321e-01	-3.718283e-01	-3.469425e-01	-3.238463e-01	-3.024206e-01	-2.825548e-01	-2.641465e-01	-2.471007e-01	-2.313296e-01	-2.167516e-01	-2.032917e-01	-1.908805e-01	-1.794538e-01	-1.689528e-01	-1.593232e-01	-1.505155e-01	-1.424842e-01	-1.351879e-01	-1.285889e-01	-1.226531e-01	-1.173501e-01	-1.126523e-01	-1.085357e-01	-1.049789e-01	-1.019636e-01	-9.947419e-02	-9.749794e-02	-9.602460e-02	-9.504658e-02	-9.455883e-02	
-5.230781e-01	-4.875351e-01	-4.545069e-01	-4.238231e-01	-3.953255e-01	-3.688671e-01	-3.443114e-01	-3.215317e-01	-3.004105e-01	-2.808389e-01	-2.627159e-01	-2.459481e-01	-2.304489e-01	-2.161385e-01	-2.029429e-01	-1.907941e-01	-1.796295e-01	-1.693915e-01	-1.600272e-01	-1.514883e-01	-1.437309e-01	-1.367149e-01	-1.304040e-01	-1.247659e-01	-1.197712e-01	-1.153944e-01	-1.116129e-01	-1.084070e-01	-1.057603e-01	-1.036592e-01	-1.020927e-01	-1.010529e-01	-1.005343e-01	
