-5.206938e-16	-5.229413e-16	-5.248477e-16	-5.264915e-16	-5.279349e-16	-5.292273e-16	-5.304080e-16	-5.315083e-16	-5.325533e-16	-5.335629e-16	-5.345531e-16	-5.355367e-16	-5.365239e-16	-5.375226e-16	-5.385392e-16	-5.395785e-16	-5.406444e-16	-5.417396e-16	-5.428660e-16	-5.440249e-16	-5.452171e-16	-5.464428e-16	-5.477017e-16	-5.489933e-16	-5.503166e-16	-5.516702e-16	-5.530528e-16	-5.544622e-16	-5.558964e-16	-5.573528e-16	-5.588284e-16	-5.603199e-16	-5.618237e-16	-5.633354e-16	-5.648502e-16	-5.663625e-16	-5.678657e-16	-5.693524e-16	-5.708138e-16	-5.722395e-16	-5.736172e-16	-5.749319e-16	-5.761658e-16	-5.772969e-16	-5.782984e-16	-5.791369e-16	-5.797708e-16	-5.801478e-16	-5.802018e-16	-5.798485e-16	-5.789804e-16	
-9.273241e-03	-9.208409e-03	-9.076339e-03	-8.881132e-03	-8.626563e-03	-8.316100e-03	-7.952922e-03	-7.539938e-03	-7.079799e-03	-6.574911e-03	-6.027453e-03	-5.439381e-03	-4.812441e-03	-4.148182e-03	-3.447957e-03	-2.712934e-03	-1.944103e-03	-1.142279e-03	-3.081055e-04	5.579399e-04	1.455544e-03	2.384557e-03	3.344990e-03	4.337018e-03	5.360977e-03	6.417369e-03	7.506864e-03	8.630300e-03	9.788693e-03	1.098324e-02	1.221532e-02	1.348650e-02	1.479857e-02	1.615352e-02	1.755355e-02	1.900110e-02	2.049885e-02	2.204977e-02	2.365706e-02	2.532423e-02	2.705510e-02	2.885383e-02	3.072491e-02	3.267320e-02	3.470398e-02	3.682294e-02	3.903623e-02	4.135049e-02	4.377286e-02	4.631108e-02	4.897343e-02	
-1.854792e-02	-1.841822e-02	-1.815404e-02	-1.776359e-02	-1.725440e-02	-1.663342e-02	-1.590701e-02	-1.508098e-02	-1.416064e-02	-1.315079e-02	-1.205581e-02	-1.087959e-02	-9.625635e-03	-8.297037e-03	-6.896505e-03	-5.426376e-03	-3.888628e-03	-2.284891e-03	-6.164524e-04	1.115732e-03	2.911036e-03	4.769160e-03	6.690127e-03	8.674285e-03	1.072231e-02	1.283520e-02	1.501430e-02	1.726128e-02	1.957818e-02	2.196739e-02	2.443167e-02	2.697416e-02	2.959843e-02	3.230845e-02	3.510864e-02	3.800387e-02	4.099953e-02	4.410150e-02	4.731622e-02	5.065072e-02	5.411262e-02	5.771024e-02	6.145255e-02	6.534931e-02	6.941105e-02	7.364915e-02	7.807592e-02	8.270463e-02	8.754959e-02	9.262623e-02	9.795116e-02	
-2.782547e-02	-2.763084e-02	-2.723447e-02	-2.664868e-02	-2.588478e-02	-2.495317e-02	-2.386341e-02	-2.262422e-02	-2.124355e-02	-1.972862e-02	-1.808596e-02	-1.632145e-02	-1.444033e-02	-1.244724e-02	-1.034624e-02	-8.140834e-03	-5.833996e-03	-3.428168e-03	-9.252820e-04	1.673228e-03	4.366424e-03	7.153855e-03	1.003556e-02	1.301205e-02	1.608435e-02	1.925396e-02	2.252288e-02	2.589364e-02	2.936927e-02	3.295338e-02	3.665009e-02	4.046414e-02	4.440086e-02	4.846621e-02	5.266681e-02	5.701000e-02	6.150384e-02	6.615715e-02	7.097960e-02	7.598172e-02	8.117497e-02	8.657179e-02	9.218567e-02	9.803124e-02	1.041243e-01	1.104819e-01	1.171225e-01	1.240661e-01	1.313340e-01	1.389495e-01	1.469375e-01	
-3.710734e-02	-3.684767e-02	-3.631899e-02	-3.553772e-02	-3.451896e-02	-3.327658e-02	-3.182330e-02	-3.017077e-02	-2.832957e-02	-2.630935e-02	-2.411882e-02	-2.176580e-02	-1.925728e-02	-1.659946e-02	-1.379774e-02	-1.085681e-02	-7.780626e-03	-4.572441e-03	-1.234835e-03	2.230282e-03	5.821657e-03	9.538689e-03	1.338143e-02	1.735056e-02	2.144745e-02	2.567409e-02	3.003317e-02	3.452803e-02	3.916275e-02	4.394210e-02	4.887161e-02	5.395759e-02	5.920713e-02	6.462819e-02	7.022962e-02	7.602117e-02	8.201359e-02	8.821868e-02	9.464929e-02	1.013195e-01	1.082445e-01	1.154411e-01	1.229270e-01	1.307219e-01	1.388468e-01	1.473244e-01	1.561795e-01	1.654385e-01	1.751300e-01	1.852850e-01	1.959367e-01	
-4.639493e-02	-4.607009e-02	-4.540895e-02	-4.443203e-02	-4.315822e-02	-4.160485e-02	-3.978783e-02	-3.772171e-02	-3.541974e-02	-3.289396e-02	-3.015527e-02	-2.721345e-02	-2.407723e-02	-2.075436e-02	-1.725161e-02	-1.357482e-02	-9.728937e-03	-5.718040e-03	-1.545350e-03	2.786746e-03	7.276682e-03	1.192371e-02	1.672788e-02	2.169007e-02	2.681196e-02	3.209607e-02	3.754574e-02	4.316516e-02	4.895941e-02	5.493448e-02	6.109727e-02	6.745565e-02	7.401852e-02	8.079581e-02	8.779858e-02	9.503903e-02	1.025306e-01	1.102880e-01	1.183274e-01	1.266663e-01	1.353237e-01	1.443206e-01	1.536793e-01	1.634241e-01	1.735816e-01	1.841800e-01	1.952503e-01	2.068255e-01	2.189414e-01	2.316368e-01	2.449530e-01	
-5.568968e-02	-5.529949e-02	-5.450569e-02	-5.333290e-02	-5.180379e-02	-4.993917e-02	-4.775813e-02	-4.527812e-02	-4.251506e-02	-3.948340e-02	-3.619620e-02	-3.266521e-02	-2.890092e-02	-2.491261e-02	-2.070842e-02	-1.629535e-02	-1.167934e-02	-6.865293e-03	-1.857065e-03	3.342476e-03	8.731449e-03	1.430895e-02	2.007506e-02	2.603082e-02	3.217824e-02	3.852035e-02	4.506115e-02	5.180568e-02	5.876005e-02	6.593141e-02	7.332807e-02	8.095948e-02	8.883629e-02	9.697046e-02	1.053752e-01	1.140653e-01	1.230567e-01	1.323671e-01	1.420160e-01	1.520243e-01	1.624150e-01	1.732129e-01	1.844451e-01	1.961409e-01	2.083317e-01	2.210519e-01	2.343382e-01	2.482306e-01	2.627720e-01	2.780087e-01	2.939906e-01	
-6.499299e-02	-6.453724e-02	-6.361055e-02	-6.224163e-02	-6.045694e-02	-5.828075e-02	-5.573535e-02	-5.284110e-02	-4.961657e-02	-4.607862e-02	-4.224249e-02	-3.812190e-02	-3.372908e-02	-2.907487e-02	-2.416875e-02	-1.901890e-02	-1.363226e-02	-8.014525e-03	-2.170216e-03	3.897326e-03	1.018591e-02	1.669448e-02	2.342312e-02	3.037305e-02	3.754663e-02	4.494737e-02	5.257996e-02	6.045027e-02	6.856543e-02	7.693379e-02	8.556503e-02	9.447019e-02	1.036617e-01	1.131535e-01	1.229611e-01	1.331015e-01	1.435935e-01	1.544579e-01	1.657171e-01	1.773957e-01	1.895205e-01	2.021206e-01	2.152273e-01	2.288749e-01	2.431002e-01	2.579432e-01	2.734468e-01	2.896576e-01	3.066256e-01	3.244050e-01	3.430538e-01	
-7.430625e-02	-7.378470e-02	-7.272484e-02	-7.115949e-02	-6.911888e-02	-6.663077e-02	-6.372061e-02	-6.041170e-02	-5.672526e-02	-5.268056e-02	-4.829502e-02	-4.358432e-02	-3.856245e-02	-3.324178e-02	-2.763317e-02	-2.174597e-02	-1.558809e-02	-9.166059e-03	-2.485038e-03	4.451153e-03	1.164001e-02	1.908032e-02	2.677219e-02	3.471700e-02	4.291746e-02	5.137759e-02	6.010272e-02	6.909960e-02	7.837634e-02	8.794251e-02	9.780917e-02	1.079889e-01	1.184960e-01	1.293463e-01	1.405576e-01	1.521493e-01	1.641430e-01	1.765622e-01	1.894328e-01	2.027828e-01	2.166428e-01	2.310460e-01	2.460284e-01	2.616291e-01	2.778901e-01	2.948571e-01	3.125793e-01	3.311098e-01	3.505059e-01	3.708294e-01	3.921468e-01	
-8.363084e-02	-8.304323e-02	-8.184989e-02	-8.008776e-02	-7.779084e-02	-7.499038e-02	-7.171503e-02	-6.799099e-02	-6.384213e-02	-5.929015e-02	-5.435465e-02	-4.905327e-02	-4.340174e-02	-3.741400e-02	-3.110226e-02	-2.447703e-02	-1.754724e-02	-1.032021e-02	-2.801761e-03	5.003816e-03	1.309370e-02	2.146653e-02	3.012241e-02	3.906293e-02	4.829110e-02	5.781144e-02	6.762999e-02	7.775431e-02	8.819354e-02	9.895844e-02	1.100615e-01	1.215168e-01	1.333404e-01	1.455503e-01	1.581663e-01	1.712104e-01	1.847068e-01	1.986820e-01	2.131651e-01	2.281877e-01	2.437841e-01	2.599918e-01	2.768512e-01	2.944062e-01	3.127043e-01	3.317968e-01	3.517390e-01	3.725908e-01	3.944166e-01	4.172859e-01	4.412736e-01	
