-4.656216e-16	-4.630318e-16	-4.605508e-16	-4.583025e-16	-4.563172e-16	-4.545833e-16	-4.530736e-16	-4.517574e-16	-4.506055e-16	-4.495923e-16	-4.486963e-16	-4.478991e-16	-4.471858e-16	-4.465440e-16	-4.459634e-16	-4.454366e-16	-4.449586e-16	-4.445281e-16	-4.441491e-16	-4.438328e-16	-4.436019e-16	-4.434967e-16	-4.435844e-16	-4.439750e-16	-4.448466e-16	-4.464885e-16	-4.493732e-16	
-4.077124e-02	-3.638733e-02	-3.241050e-02	-2.878490e-02	-2.546285e-02	-2.240371e-02	-1.957294e-02	-1.694129e-02	-1.448414e-02	-1.218091e-02	-1.001459e-02	-7.971360e-03	-6.040240e-03	-4.212861e-03	-2.483258e-03	-8.477363e-04	6.952148e-04	2.144958e-03	3.498690e-03	4.751381e-03	5.895653e-03	6.921611e-03	7.816611e-03	8.564969e-03	9.147594e-03	9.541546e-03	9.719506e-03	
-8.156773e-02	-7.279730e-02	-6.484122e-02	-5.758782e-02	-5.094168e-02	-4.482151e-02	-3.915819e-02	-3.389322e-02	-2.897735e-02	-2.436939e-02	-2.003534e-02	-1.594753e-02	-1.208400e-02	-8.428015e-03	-4.967631e-03	-1.695462e-03	1.391516e-03	4.292027e-03	7.000465e-03	9.506765e-03	1.179617e-02	1.384888e-02	1.563960e-02	1.713696e-02	1.830276e-02	1.909111e-02	1.944736e-02	
-1.224148e-01	-1.092526e-01	-9.731247e-02	-8.642684e-02	-7.645252e-02	-6.726750e-02	-5.876808e-02	-5.086646e-02	-4.348871e-02	-3.657305e-02	-3.006843e-02	-2.393334e-02	-1.813483e-02	-1.264776e-02	-7.454239e-03	-2.543166e-03	2.089993e-03	6.443325e-03	1.050842e-02	1.427016e-02	1.770641e-02	2.078746e-02	2.347535e-02	2.572299e-02	2.747308e-02	2.865673e-02	2.919193e-02	
-1.633379e-01	-1.457760e-01	-1.298446e-01	-1.153201e-01	-1.020115e-01	-8.975589e-02	-7.841501e-02	-6.787171e-02	-5.802735e-02	-4.879950e-02	-4.012006e-02	-3.193363e-02	-2.419626e-02	-1.687441e-02	-9.944206e-03	-3.390839e-03	2.791741e-03	8.600979e-03	1.402565e-02	1.904561e-02	2.363129e-02	2.774307e-02	3.133030e-02	3.433016e-02	3.666618e-02	3.824648e-02	3.896163e-02	
-2.043626e-01	-1.823905e-01	-1.624582e-01	-1.442860e-01	-1.276347e-01	-1.123010e-01	-9.811148e-02	-8.491979e-02	-7.260248e-02	-6.105645e-02	-5.019649e-02	-3.995329e-02	-3.027187e-02	-2.111029e-02	-1.243866e-02	-4.238469e-03	3.497863e-03	1.076713e-02	1.755530e-02	2.383716e-02	2.957573e-02	3.472143e-02	3.921091e-02	4.296557e-02	4.588975e-02	4.786850e-02	4.876492e-02	
-2.455148e-01	-2.191193e-01	-1.951740e-01	-1.733428e-01	-1.533387e-01	-1.349171e-01	-1.178701e-01	-1.020216e-01	-8.722340e-02	-7.335166e-02	-6.030402e-02	-4.799725e-02	-3.636529e-02	-2.535776e-02	-1.493876e-02	-5.086044e-03	4.209473e-03	1.294395e-02	2.110053e-02	2.864892e-02	3.554472e-02	4.172835e-02	4.712372e-02	5.163643e-02	5.515155e-02	5.753102e-02	5.861038e-02	
-2.868208e-01	-2.559859e-01	-2.280130e-01	-2.025094e-01	-1.791401e-01	-1.576191e-01	-1.377037e-01	-1.191882e-01	-1.018995e-01	-8.569299e-02	-7.044907e-02	-5.607051e-02	-4.248017e-02	-2.961919e-02	-1.744564e-02	-5.933554e-03	4.927700e-03	1.513363e-02	2.466454e-02	3.348505e-02	4.154330e-02	4.876969e-02	5.507536e-02	6.035001e-02	6.445944e-02	6.724235e-02	6.850667e-02	
-3.283072e-01	-2.930142e-01	-2.609965e-01	-2.318048e-01	-2.050555e-01	-1.804216e-01	-1.576251e-01	-1.364307e-01	-1.166404e-01	-9.808842e-02	-8.063810e-02	-6.417813e-02	-4.862021e-02	-3.389700e-02	-1.996050e-02	-6.780987e-03	5.653689e-03	1.733839e-02	2.825058e-02	3.834977e-02	4.757659e-02	5.585142e-02	6.307254e-02	6.911373e-02	7.382139e-02	7.701095e-02	7.846258e-02	
-3.700009e-01	-3.302283e-01	-2.941461e-01	-2.612482e-01	-2.311023e-01	-2.033398e-01	-1.776476e-01	-1.537607e-01	-1.314557e-01	-1.105461e-01	-9.087774e-02	-7.232528e-02	-5.478921e-02	-3.819364e-02	-2.248451e-02	-7.628330e-03	6.388606e-03	1.956051e-02	3.186196e-02	4.324736e-02	5.364981e-02	6.297960e-02	7.112209e-02	7.793509e-02	8.324552e-02	8.684541e-02	8.848706e-02	
-4.119297e-01	-3.676531e-01	-3.274841e-01	-2.908594e-01	-2.572977e-01	-2.263890e-01	-1.977847e-01	-1.711896e-01	-1.463553e-01	-1.230742e-01	-1.011747e-01	-8.051720e-02	-6.099100e-02	-4.251163e-02	-2.501891e-02	-8.475571e-03	7.133639e-03	2.180228e-02	3.550206e-02	4.818221e-02	5.976827e-02	7.016040e-02	7.923099e-02	8.682178e-02	9.274011e-02	9.675450e-02	9.858925e-02	
-4.541218e-01	-4.053138e-01	-3.610331e-01	-3.206585e-01	-2.836598e-01	-2.495851e-01	-2.180500e-01	-1.887294e-01	-1.613495e-01	-1.356814e-01	-1.115359e-01	-8.875929e-02	-6.722953e-02	-4.685353e-02	-2.756494e-02	-9.322697e-03	7.890006e-03	2.406606e-02	3.917431e-02	5.315878e-02	6.593741e-02	7.740015e-02	8.740637e-02	9.578163e-02	1.023136e-01	1.067472e-01	1.087785e-01	
-4.966059e-01	-4.432364e-01	-3.948161e-01	-3.506661e-01	-3.102068e-01	-2.729440e-01	-2.384577e-01	-2.063924e-01	-1.764486e-01	-1.483761e-01	-1.219683e-01	-9.705704e-02	-7.350884e-02	-5.122195e-02	-3.012387e-02	-1.016969e-02	8.658951e-03	2.635429e-02	4.288226e-02	5.818166e-02	7.216279e-02	8.470532e-02	9.565553e-02	1.048227e-01	1.119747e-01	1.168326e-01	1.190643e-01	
-5.394119e-01	-4.814474e-01	-4.288569e-01	-3.809035e-01	-3.369575e-01	-2.964825e-01	-2.590223e-01	-2.241909e-01	-1.916631e-01	-1.611674e-01	-1.324793e-01	-1.054161e-01	-7.983305e-02	-5.561960e-02	-3.269702e-02	-1.101655e-02	9.441754e-03	2.866945e-02	4.662953e-02	6.325556e-02	7.845013e-02	9.208258e-02	1.039860e-01	1.139532e-01	1.217323e-01	1.270203e-01	1.294565e-01	
-5.825703e-01	-5.199741e-01	-4.631801e-01	-4.113924e-01	-3.639312e-01	-3.202174e-01	-2.797585e-01	-2.421378e-01	-2.070042e-01	-1.740645e-01	-1.430762e-01	-1.138423e-01	-8.620645e-02	-6.004924e-02	-3.528572e-02	-1.186324e-02	1.023973e-02	3.101408e-02	5.041986e-02	6.838532e-02	8.480531e-02	9.953875e-02	1.124054e-01	1.231817e-01	1.315955e-01	1.373199e-01	1.399653e-01	
-6.261125e-01	-5.588450e-01	-4.978109e-01	-4.421553e-01	-3.911479e-01	-3.441664e-01	-3.006819e-01	-2.602465e-01	-2.224831e-01	-1.870766e-01	-1.537668e-01	-1.223417e-01	-9.263341e-02	-6.451374e-02	-3.789138e-02	-1.270976e-02	1.105425e-02	3.339084e-02	5.425710e-02	7.357595e-02	9.123441e-02	1.070809e-01	1.209218e-01	1.325169e-01	1.415739e-01	1.477414e-01	1.506010e-01	
-6.700712e-01	-5.980890e-01	-5.327754e-01	-4.732155e-01	-4.186282e-01	-3.683477e-01	-3.218082e-01	-2.785306e-01	-2.381114e-01	-2.002137e-01	-1.645589e-01	-1.309204e-01	-9.911848e-02	-6.901606e-02	-4.051543e-02	-1.355608e-02	1.188670e-02	3.580245e-02	5.814523e-02	7.883261e-02	9.774369e-02	1.147163e-01	1.295434e-01	1.419679e-01	1.516771e-01	1.582952e-01	1.613745e-01	
-7.144800e-01	-6.377366e-01	-5.681005e-01	-5.045970e-01	-4.463934e-01	-3.927800e-01	-3.431539e-01	-2.970043e-01	-2.539014e-01	-2.134859e-01	-1.754608e-01	-1.395849e-01	-1.056664e-01	-7.355924e-02	-4.315935e-02	-1.440220e-02	1.273855e-02	3.825173e-02	6.208839e-02	8.416065e-02	1.043397e-01	1.224526e-01	1.382787e-01	1.515441e-01	1.619154e-01	1.689920e-01	1.722968e-01	
-7.593739e-01	-6.778189e-01	-6.038144e-01	-5.363248e-01	-4.744656e-01	-4.174829e-01	-3.647360e-01	-3.156825e-01	-2.698655e-01	-2.269036e-01	-1.864811e-01	-1.483418e-01	-1.122820e-01	-7.814648e-02	-4.582468e-02	-1.524808e-02	1.361131e-02	4.074162e-02	6.609085e-02	8.956563e-02	1.110291e-01	1.302976e-01	1.471366e-01	1.612552e-01	1.722991e-01	1.798429e-01	1.833797e-01	
-8.047895e-01	-7.183687e-01	-6.399463e-01	-5.684250e-01	-5.028680e-01	-4.424767e-01	-3.865723e-01	-3.345803e-01	-2.860169e-01	-2.404777e-01	-1.976287e-01	-1.571981e-01	-1.189704e-01	-8.278107e-02	-4.851304e-02	-1.609372e-02	1.450654e-02	4.327517e-02	7.015707e-02	9.505332e-02	1.178189e-01	1.382594e-01	1.561263e-01	1.711113e-01	1.828393e-01	1.908595e-01	1.946350e-01	
-8.507645e-01	-7.594200e-01	-6.765264e-01	-6.009245e-01	-5.316245e-01	-4.677824e-01	-4.086813e-01	-3.537139e-01	-3.023691e-01	-2.542197e-01	-2.089127e-01	-1.661610e-01	-1.257368e-01	-8.746645e-02	-5.122609e-02	-1.693908e-02	1.542590e-02	4.585556e-02	7.429169e-02	1.006298e-01	1.247166e-01	1.463466e-01	1.652573e-01	1.811230e-01	1.935473e-01	2.020539e-01	2.060755e-01	
-8.973386e-01	-8.010082e-01	-7.135865e-01	-6.338517e-01	-5.607602e-01	-4.934223e-01	-4.310822e-01	-3.730999e-01	-3.189364e-01	-2.681414e-01	-2.203428e-01	-1.752380e-01	-1.325869e-01	-9.220622e-02	-5.396558e-02	-1.778415e-02	1.637109e-02	4.848612e-02	7.849956e-02	1.063012e-01	1.317296e-01	1.545680e-01	1.745397e-01	1.913014e-01	2.044351e-01	2.134387e-01	2.177142e-01	
-9.445532e-01	-8.431704e-01	-7.511599e-01	-6.672362e-01	-5.903013e-01	-5.194194e-01	-4.537953e-01	-3.927557e-01	-3.357336e-01	-2.822553e-01	-2.319292e-01	-1.844371e-01	-1.395263e-01	-9.700413e-02	-5.673333e-02	-1.862890e-02	1.734390e-02	5.117031e-02	8.278575e-02	1.120743e-01	1.388660e-01	1.629330e-01	1.839840e-01	2.016579e-01	2.155150e-01	2.250270e-01	2.295649e-01	
-9.924518e-01	-8.859457e-01	-7.892813e-01	-7.011088e-01	-6.202752e-01	-5.457979e-01	-4.768418e-01	-4.126997e-01	-3.527763e-01	-2.965743e-01	-2.436824e-01	-1.937665e-01	-1.465611e-01	-1.018641e-01	-5.953126e-02	-1.947330e-02	1.834622e-02	5.391179e-02	8.715558e-02	1.179559e-01	1.461342e-01	1.714512e-01	1.936011e-01	2.122047e-01	2.268001e-01	2.368327e-01	2.416419e-01	
-1.041080e+00	-9.293747e-01	-8.279873e-01	-7.355022e-01	-6.507110e-01	-5.725833e-01	-5.002437e-01	-4.329510e-01	-3.700810e-01	-3.111122e-01	-2.556136e-01	-2.032349e-01	-1.536978e-01	-1.067903e-01	-6.236136e-02	-2.031732e-02	1.938001e-02	5.671436e-02	9.161463e-02	1.239532e-01	1.535429e-01	1.801330e-01	2.034027e-01	2.229544e-01	2.383041e-01	2.488703e-01	2.539603e-01	
-1.090485e+00	-9.735005e-01	-8.673162e-01	-7.704506e-01	-6.816388e-01	-5.998023e-01	-5.240246e-01	-4.535298e-01	-3.876647e-01	-3.258833e-01	-2.677345e-01	-2.128514e-01	-1.609429e-01	-1.117871e-01	-6.522575e-02	-2.116094e-02	2.044735e-02	5.958207e-02	9.616878e-02	1.300739e-01	1.611015e-01	1.889890e-01	2.134007e-01	2.339204e-01	2.500414e-01	2.611550e-01	2.665360e-01	
-1.140719e+00	-1.018368e+00	-9.073085e-01	-8.059901e-01	-7.130907e-01	-6.274830e-01	-5.482090e-01	-4.744575e-01	-4.055457e-01	-3.409028e-01	-2.800572e-01	-2.226256e-01	-1.683036e-01	-1.168590e-01	-6.812666e-02	-2.200411e-02	2.155043e-02	6.251915e-02	1.008242e-01	1.363260e-01	1.688196e-01	1.980306e-01	2.236081e-01	2.451168e-01	2.620273e-01	2.737029e-01	2.793859e-01	
-1.191833e+00	-1.064026e+00	-9.480069e-01	-8.421586e-01	-7.451004e-01	-6.556552e-01	-5.728228e-01	-4.957565e-01	-4.237430e-01	-3.561866e-01	-2.925950e-01	-2.325677e-01	-1.757871e-01	-1.220109e-01	-7.106642e-02	-2.284681e-02	2.269155e-02	6.553008e-02	1.055875e-01	1.427179e-01	1.767076e-01	2.072698e-01	2.340382e-01	2.565585e-01	2.742776e-01	2.865310e-01	2.925275e-01	
-1.243886e+00	-1.110524e+00	-9.894567e-01	-8.789965e-01	-7.777036e-01	-6.843503e-01	-5.978937e-01	-5.174505e-01	-4.422769e-01	-3.717518e-01	-3.053615e-01	-2.426885e-01	-1.834016e-01	-1.272479e-01	-7.404753e-02	-2.368900e-02	2.387317e-02	6.861959e-02	1.104655e-01	1.492587e-01	1.847763e-01	2.167192e-01	2.447054e-01	2.682611e-01	2.868094e-01	2.996573e-01	3.059795e-01	
-1.296935e+00	-1.157916e+00	-1.031706e+00	-9.165464e-01	-8.109381e-01	-7.136018e-01	-6.234507e-01	-5.395647e-01	-4.611690e-01	-3.876162e-01	-3.183713e-01	-2.529993e-01	-1.911551e-01	-1.325754e-01	-7.707260e-02	-2.453064e-02	2.509788e-02	7.179271e-02	1.154655e-01	1.559578e-01	1.930373e-01	2.263923e-01	2.556249e-01	2.802413e-01	2.996406e-01	3.131008e-01	3.197618e-01	
-1.351046e+00	-1.206259e+00	-1.074805e+00	-9.548536e-01	-8.448440e-01	-7.434448e-01	-6.495247e-01	-5.621258e-01	-4.804418e-01	-4.037987e-01	-3.316398e-01	-2.635122e-01	-1.990567e-01	-1.379991e-01	-8.014441e-02	-2.537167e-02	2.636841e-02	7.505475e-02	1.205954e-01	1.628253e-01	2.015027e-01	2.363033e-01	2.668126e-01	2.925168e-01	3.127903e-01	3.268816e-01	3.338955e-01	
-1.406284e+00	-1.255613e+00	-1.118808e+00	-9.939661e-01	-8.794640e-01	-7.739170e-01	-6.761484e-01	-5.851622e-01	-5.001196e-01	-4.203198e-01	-3.451836e-01	-2.742401e-01	-2.071156e-01	-1.435252e-01	-8.326595e-02	-2.621206e-02	2.768770e-02	7.841139e-02	1.258634e-01	1.698720e-01	2.101857e-01	2.464672e-01	2.782856e-01	3.051063e-01	3.262788e-01	3.410212e-01	3.484027e-01	
-1.462723e+00	-1.306042e+00	-1.163772e+00	-1.033935e+00	-9.148435e-01	-8.050584e-01	-7.033570e-01	-6.087042e-01	-5.202282e-01	-4.372007e-01	-3.590200e-01	-2.851965e-01	-2.153419e-01	-1.491602e-01	-8.644034e-02	-2.705175e-02	2.905885e-02	8.186864e-02	1.312782e-01	1.771092e-01	2.191001e-01	2.569004e-01	2.900622e-01	3.180299e-01	3.401275e-01	3.555425e-01	3.633074e-01	
-1.520437e+00	-1.357615e+00	-1.209759e+00	-1.074815e+00	-9.510308e-01	-8.369116e-01	-7.311877e-01	-6.327839e-01	-5.407950e-01	-4.544646e-01	-3.731677e-01	-2.963960e-01	-2.237463e-01	-1.549110e-01	-8.967096e-02	-2.789068e-02	3.048519e-02	8.543295e-02	1.368493e-01	1.845490e-01	2.282606e-01	2.676198e-01	3.021616e-01	3.313089e-01	3.543596e-01	3.704699e-01	3.786349e-01	
-1.579510e+00	-1.410406e+00	-1.256834e+00	-1.116665e+00	-9.880778e-01	-8.695223e-01	-7.596802e-01	-6.574358e-01	-5.618493e-01	-4.721359e-01	-3.876467e-01	-3.078543e-01	-2.323401e-01	-1.607849e-01	-9.296140e-02	-2.872880e-02	3.197027e-02	8.911118e-02	1.425867e-01	1.922046e-01	2.376830e-01	2.786439e-01	3.146046e-01	3.449661e-01	3.689996e-01	3.858294e-01	3.944124e-01	
-1.640028e+00	-1.464492e+00	-1.305068e+00	-1.159547e+00	-1.026040e+00	-9.029392e-01	-7.888774e-01	-6.826967e-01	-5.834226e-01	-4.902408e-01	-4.024783e-01	-3.195880e-01	-2.411356e-01	-1.667900e-01	-9.631550e-02	-2.956604e-02	3.351788e-02	9.291070e-02	1.485012e-01	2.000898e-01	2.473842e-01	2.899923e-01	3.274133e-01	3.590258e-01	3.840738e-01	4.016488e-01	4.106689e-01	
-1.702086e+00	-1.519957e+00	-1.354535e+00	-1.203527e+00	-1.064976e+00	-9.372147e-01	-8.188247e-01	-7.086062e-01	-6.055486e-01	-5.088076e-01	-4.176855e-01	-3.316149e-01	-2.501457e-01	-1.729347e-01	-9.973737e-02	-3.040232e-02	3.513210e-02	9.683938e-02	1.546042e-01	2.082196e-01	2.573824e-01	3.016862e-01	3.406116e-01	3.735143e-01	3.996105e-01	4.179582e-01	4.274355e-01	
-1.765783e+00	-1.576893e+00	-1.405316e+00	-1.248678e+00	-1.104951e+00	-9.724049e-01	-8.495715e-01	-7.352067e-01	-6.282633e-01	-5.278663e-01	-4.332926e-01	-3.439542e-01	-2.593847e-01	-1.792282e-01	-1.032314e-01	-3.123758e-02	3.681731e-02	1.009057e-01	1.609081e-01	2.166099e-01	2.676970e-01	3.137481e-01	3.542249e-01	3.884597e-01	4.156400e-01	4.347895e-01	4.447457e-01	
-1.831229e+00	-1.635395e+00	-1.457499e+00	-1.295078e+00	-1.146032e+00	-1.008570e+00	-8.811704e-01	-7.625439e-01	-6.516058e-01	-5.474496e-01	-4.493263e-01	-3.566266e-01	-2.688675e-01	-1.856803e-01	-1.068025e-01	-3.207172e-02	3.857822e-02	1.051188e-01	1.674261e-01	2.252781e-01	2.783490e-01	3.262025e-01	3.682807e-01	4.038921e-01	4.321948e-01	4.521774e-01	4.626354e-01	
-1.898540e+00	-1.695570e+00	-1.511175e+00	-1.342809e+00	-1.188294e+00	-1.045776e+00	-9.136784e-01	-7.906669e-01	-6.756179e-01	-5.675925e-01	-4.658149e-01	-3.696544e-01	-2.786105e-01	-1.923015e-01	-1.104556e-01	-3.290465e-02	4.041990e-02	1.094885e-01	1.741728e-01	2.342427e-01	2.893609e-01	3.390755e-01	3.828087e-01	4.198442e-01	4.493102e-01	4.701591e-01	4.811435e-01	
