-5.642378e-17	-5.461540e-17	-5.326839e-17	-5.228945e-17	-5.160476e-17	-5.115574e-17	-5.089585e-17	-5.078800e-17	-5.080265e-17	-5.091625e-17	-5.111008e-17	-5.136931e-17	-5.168229e-17	-5.203996e-17	-5.243540e-17	-5.286350e-17	-5.332068e-17	-5.380468e-17	-5.431440e-17	-5.484980e-17	-5.541182e-17	-5.600237e-17	-5.662429e-17	-5.728142e-17	-5.797867e-17	-5.872215e-17	-5.951933e-17	-6.037928e-17	-6.131304e-17	-6.233395e-17	-6.345831e-17	-6.470603e-17	-6.610159e-17	-6.767532e-17	-6.946495e-17	-7.151778e-17	-7.389341e-17	-7.666743e-17	-7.993615e-17	
-2.114658e-02	-2.000703e-02	-1.897069e-02	-1.803221e-02	-1.718674e-02	-1.642992e-02	-1.575785e-02	-1.516706e-02	-1.465450e-02	-1.421754e-02	-1.385391e-02	-1.356175e-02	-1.333954e-02	-1.318614e-02	-1.310075e-02	-1.308294e-02	-1.313262e-02	-1.325004e-02	-1.343580e-02	-1.369087e-02	-1.401655e-02	-1.441454e-02	-1.488688e-02	-1.543601e-02	-1.606477e-02	-1.677638e-02	-1.757454e-02	-1.846334e-02	-1.944739e-02	-2.053175e-02	-2.172201e-02	-2.302433e-02	-2.444540e-02	-2.599257e-02	-2.767382e-02	-2.949781e-02	-3.147396e-02	-3.361246e-02	-3.592434e-02	
-4.229540e-02	-4.001619e-02	-3.794340e-02	-3.606633e-02	-3.437529e-02	-3.286158e-02	-3.151736e-02	-3.033572e-02	-2.931056e-02	-2.843659e-02	-2.770930e-02	-2.712494e-02	-2.668050e-02	-2.637368e-02	-2.620290e-02	-2.616728e-02	-2.626663e-02	-2.650148e-02	-2.687302e-02	-2.738318e-02	-2.803459e-02	-2.883061e-02	-2.977534e-02	-3.087366e-02	-3.213124e-02	-3.355455e-02	-3.515094e-02	-3.692865e-02	-3.889684e-02	-4.106568e-02	-4.344633e-02	-4.605110e-02	-4.889340e-02	-5.198790e-02	-5.535057e-02	-5.899875e-02	-6.295126e-02	-6.722848e-02	-7.185248e-02	
-6.344870e-02	-6.002959e-02	-5.692013e-02	-5.410428e-02	-5.156750e-02	-4.929672e-02	-4.728022e-02	-4.550761e-02	-4.396973e-02	-4.265866e-02	-4.156762e-02	-4.069101e-02	-4.002428e-02	-3.956401e-02	-3.930782e-02	-3.925438e-02	-3.940343e-02	-3.975573e-02	-4.031310e-02	-4.107841e-02	-4.205561e-02	-4.324974e-02	-4.466697e-02	-4.631459e-02	-4.820112e-02	-5.033627e-02	-5.273107e-02	-5.539787e-02	-5.835042e-02	-6.160396e-02	-6.517526e-02	-6.908275e-02	-7.334658e-02	-7.798875e-02	-8.303320e-02	-8.850595e-02	-9.443524e-02	-1.008516e-01	-1.077883e-01	
-8.460873e-02	-8.004936e-02	-7.590290e-02	-7.214796e-02	-6.876517e-02	-6.573709e-02	-6.304809e-02	-6.068431e-02	-5.863356e-02	-5.688524e-02	-5.543035e-02	-5.426139e-02	-5.337231e-02	-5.275854e-02	-5.241691e-02	-5.234565e-02	-5.254441e-02	-5.301420e-02	-5.375745e-02	-5.477799e-02	-5.608108e-02	-5.767345e-02	-5.956332e-02	-6.176042e-02	-6.427610e-02	-6.712333e-02	-7.031679e-02	-7.387296e-02	-7.781019e-02	-8.214877e-02	-8.691110e-02	-9.212173e-02	-9.780754e-02	-1.039979e-01	-1.107246e-01	-1.180225e-01	-1.259292e-01	-1.344855e-01	-1.437354e-01	
-1.057777e-01	-1.000776e-01	-9.489369e-02	-9.019927e-02	-8.597012e-02	-8.218442e-02	-7.882264e-02	-7.586744e-02	-7.330359e-02	-7.111785e-02	-6.929895e-02	-6.783751e-02	-6.672599e-02	-6.595865e-02	-6.553154e-02	-6.544246e-02	-6.569094e-02	-6.627827e-02	-6.720748e-02	-6.848336e-02	-7.011249e-02	-7.210327e-02	-7.446598e-02	-7.721280e-02	-8.035789e-02	-8.391749e-02	-8.790996e-02	-9.235588e-02	-9.727819e-02	-1.027023e-01	-1.086561e-01	-1.151705e-01	-1.222788e-01	-1.300180e-01	-1.384278e-01	-1.475516e-01	-1.574365e-01	-1.681336e-01	-1.796979e-01	
-1.269579e-01	-1.201164e-01	-1.138945e-01	-1.082601e-01	-1.031842e-01	-9.864043e-02	-9.460551e-02	-9.105859e-02	-8.798137e-02	-8.535797e-02	-8.317487e-02	-8.142080e-02	-8.008671e-02	-7.916573e-02	-7.865310e-02	-7.854618e-02	-7.884442e-02	-7.954936e-02	-8.066462e-02	-8.219597e-02	-8.415131e-02	-8.654071e-02	-8.937651e-02	-9.267333e-02	-9.644818e-02	-1.007205e-01	-1.055124e-01	-1.108485e-01	-1.167565e-01	-1.232666e-01	-1.304126e-01	-1.382314e-01	-1.467631e-01	-1.560518e-01	-1.661456e-01	-1.770963e-01	-1.889605e-01	-2.017994e-01	-2.156793e-01	
-1.481514e-01	-1.401679e-01	-1.329074e-01	-1.263324e-01	-1.204091e-01	-1.151068e-01	-1.103984e-01	-1.062593e-01	-1.026684e-01	-9.960710e-02	-9.705956e-02	-9.501268e-02	-9.345589e-02	-9.238116e-02	-9.178296e-02	-9.165819e-02	-9.200622e-02	-9.282883e-02	-9.413027e-02	-9.591725e-02	-9.819900e-02	-1.009873e-01	-1.042965e-01	-1.081436e-01	-1.125486e-01	-1.175342e-01	-1.231260e-01	-1.293529e-01	-1.362471e-01	-1.438440e-01	-1.521829e-01	-1.613068e-01	-1.712628e-01	-1.821022e-01	-1.938808e-01	-2.066596e-01	-2.205044e-01	-2.354865e-01	-2.516834e-01	
-1.693606e-01	-1.602341e-01	-1.519342e-01	-1.444179e-01	-1.376466e-01	-1.315854e-01	-1.262028e-01	-1.214713e-01	-1.173663e-01	-1.138667e-01	-1.109545e-01	-1.086145e-01	-1.068349e-01	-1.056063e-01	-1.049225e-01	-1.047798e-01	-1.051777e-01	-1.061181e-01	-1.076058e-01	-1.096486e-01	-1.122570e-01	-1.154445e-01	-1.192274e-01	-1.236253e-01	-1.286609e-01	-1.343602e-01	-1.407525e-01	-1.478709e-01	-1.557520e-01	-1.644365e-01	-1.739692e-01	-1.843993e-01	-1.957805e-01	-2.081716e-01	-2.216365e-01	-2.362447e-01	-2.520715e-01	-2.691984e-01	-2.877140e-01	
-1.905875e-01	-1.803171e-01	-1.709769e-01	-1.625186e-01	-1.548987e-01	-1.480777e-01	-1.420205e-01	-1.366959e-01	-1.320765e-01	-1.281382e-01	-1.248610e-01	-1.222278e-01	-1.202251e-01	-1.188425e-01	-1.180730e-01	-1.179125e-01	-1.183602e-01	-1.194184e-01	-1.210927e-01	-1.233915e-01	-1.263268e-01	-1.299138e-01	-1.341708e-01	-1.391200e-01	-1.447867e-01	-1.512003e-01	-1.583938e-01	-1.664044e-01	-1.752733e-01	-1.850462e-01	-1.957737e-01	-2.075111e-01	-2.203188e-01	-2.342630e-01	-2.494155e-01	-2.658546e-01	-2.836650e-01	-3.029386e-01	-3.237748e-01	
