-6.346971e+12	-6.356145e+12	-6.366020e+12	-6.376588e+12	-6.387837e+12	-6.399760e+12	-6.412346e+12	-6.425589e+12	-6.439479e+12	-6.454008e+12	-6.469170e+12	-6.484956e+12	-6.501361e+12	-6.518376e+12	-6.535996e+12	-6.554214e+12	-6.573025e+12	-6.592423e+12	-6.612403e+12	-6.632959e+12	-6.654088e+12	-6.675784e+12	-6.698043e+12	-6.720862e+12	-6.744237e+12	-6.768165e+12	-6.792641e+12	-6.817665e+12	-6.843232e+12	-6.869340e+12	-6.895988e+12	-6.923173e+12	-6.950895e+12	-6.979150e+12	-7.007939e+12	-7.037260e+12	-7.067113e+12	-7.097497e+12	-7.128412e+12	
-2.219514e+26	-2.102677e+26	-1.985843e+26	-1.869012e+26	-1.752184e+26	-1.635359e+26	-1.518537e+26	-1.401717e+26	-1.284899e+26	-1.168083e+26	-1.051270e+26	-9.344580e+25	-8.176476e+25	-7.008386e+25	-5.840308e+25	-4.672239e+25	-3.504178e+25	-2.336123e+25	-1.168071e+25	-2.186381e+20	1.168028e+25	2.336079e+25	3.504134e+25	4.672195e+25	5.840264e+25	7.008342e+25	8.176432e+25	9.344536e+25	1.051265e+26	1.168079e+26	1.284895e+26	1.401712e+26	1.518532e+26	1.635355e+26	1.752180e+26	1.869008e+26	1.985838e+26	2.102673e+26	2.219510e+26	
-4.435294e+26	-4.201816e+26	-3.968344e+26	-3.734879e+26	-3.501420e+26	-3.267966e+26	-3.034518e+26	-2.801075e+26	-2.567636e+26	-2.334202e+26	-2.100771e+26	-1.867344e+26	-1.633920e+26	-1.400498e+26	-1.167079e+26	-9.336618e+25	-7.002461e+25	-4.668315e+25	-2.334178e+25	-4.368221e+20	2.334090e+25	4.668228e+25	7.002373e+25	9.336530e+25	1.167070e+26	1.400489e+26	1.633911e+26	1.867335e+26	2.100762e+26	2.334193e+26	2.567628e+26	2.801066e+26	3.034510e+26	3.267958e+26	3.501411e+26	3.734870e+26	3.968336e+26	4.201807e+26	4.435285e+26	
-6.643613e+26	-6.293887e+26	-5.944171e+26	-5.594465e+26	-5.244767e+26	-4.895078e+26	-4.545396e+26	-4.195723e+26	-3.846055e+26	-3.496395e+26	-3.146739e+26	-2.797089e+26	-2.447444e+26	-2.097803e+26	-1.748165e+26	-1.398530e+26	-1.048897e+26	-6.992658e+25	-3.496359e+25	-6.540993e+20	3.496228e+25	6.992527e+25	1.048884e+26	1.398517e+26	1.748152e+26	2.097790e+26	2.447431e+26	2.797076e+26	3.146726e+26	3.496382e+26	3.846042e+26	4.195709e+26	4.545383e+26	4.895065e+26	5.244754e+26	5.594451e+26	5.944158e+26	6.293874e+26	6.643600e+26	
-8.840765e+26	-8.375380e+26	-7.910007e+26	-7.444647e+26	-6.979299e+26	-6.513962e+26	-6.048635e+26	-5.583319e+26	-5.118011e+26	-4.652711e+26	-4.187420e+26	-3.722134e+26	-3.256855e+26	-2.791582e+26	-2.326313e+26	-1.861047e+26	-1.395785e+26	-9.305249e+25	-4.652664e+25	-8.700192e+20	4.652490e+25	9.305075e+25	1.395768e+26	1.861030e+26	2.326295e+26	2.791564e+26	3.256838e+26	3.722117e+26	4.187402e+26	4.652694e+26	5.117994e+26	5.583301e+26	6.048618e+26	6.513945e+26	6.979281e+26	7.444630e+26	7.909990e+26	8.375362e+26	8.840748e+26	
-1.102307e+27	-1.044281e+27	-9.862560e+26	-9.282329e+26	-8.702112e+26	-8.121909e+26	-7.541718e+26	-6.961540e+26	-6.381373e+26	-5.801217e+26	-5.221069e+26	-4.640930e+26	-4.060799e+26	-3.480674e+26	-2.900555e+26	-2.320440e+26	-1.740330e+26	-1.160222e+26	-5.801159e+25	-1.084135e+21	5.800942e+25	1.160200e+26	1.740308e+26	2.320419e+26	2.900533e+26	3.480652e+26	4.060777e+26	4.640909e+26	5.221048e+26	5.801195e+26	6.381352e+26	6.961519e+26	7.541697e+26	8.121887e+26	8.702090e+26	9.282307e+26	9.862539e+26	1.044279e+27	1.102305e+27	
-1.318689e+27	-1.249272e+27	-1.179857e+27	-1.110444e+27	-1.041033e+27	-9.716235e+26	-9.022154e+26	-8.328088e+26	-7.634035e+26	-6.939994e+26	-6.245964e+26	-5.551944e+26	-4.857933e+26	-4.163930e+26	-3.469934e+26	-2.775943e+26	-2.081956e+26	-1.387973e+26	-6.939926e+25	-1.296005e+21	6.939667e+25	1.387947e+26	2.081930e+26	2.775917e+26	3.469908e+26	4.163904e+26	4.857907e+26	5.551918e+26	6.245938e+26	6.939968e+26	7.634009e+26	8.328062e+26	9.022128e+26	9.716209e+26	1.041030e+27	1.110442e+27	1.179855e+27	1.249270e+27	1.318686e+27	
-1.532862e+27	-1.452171e+27	-1.371483e+27	-1.290796e+27	-1.210112e+27	-1.129429e+27	-1.048748e+27	-9.680691e+26	-8.873914e+26	-8.067151e+26	-7.260401e+26	-6.453662e+26	-5.646934e+26	-4.840214e+26	-4.033503e+26	-3.226797e+26	-2.420097e+26	-1.613401e+26	-8.067074e+25	-1.505193e+21	8.066773e+25	1.613371e+26	2.420067e+26	3.226767e+26	4.033473e+26	4.840184e+26	5.646904e+26	6.453632e+26	7.260371e+26	8.067121e+26	8.873884e+26	9.680661e+26	1.048745e+27	1.129426e+27	1.210109e+27	1.290793e+27	1.371480e+27	1.452168e+27	1.532859e+27	
-1.744473e+27	-1.652643e+27	-1.560816e+27	-1.468991e+27	-1.377168e+27	-1.285347e+27	-1.193528e+27	-1.101711e+27	-1.009896e+27	-9.180825e+26	-8.262703e+26	-7.344594e+26	-6.426497e+26	-5.508409e+26	-4.590331e+26	-3.672259e+26	-2.754194e+26	-1.836132e+26	-9.180740e+25	-1.711270e+21	9.180398e+25	1.836098e+26	2.754159e+26	3.672225e+26	4.590296e+26	5.508375e+26	6.426462e+26	7.344560e+26	8.262669e+26	9.180791e+26	1.009893e+27	1.101708e+27	1.193525e+27	1.285344e+27	1.377164e+27	1.468987e+27	1.560812e+27	1.652640e+27	1.744470e+27	
-1.953174e+27	-1.850358e+27	-1.747545e+27	-1.644735e+27	-1.541927e+27	-1.439121e+27	-1.336317e+27	-1.233516e+27	-1.130716e+27	-1.027919e+27	-9.251224e+26	-8.223276e+26	-7.195341e+26	-6.167417e+26	-5.139503e+26	-4.111597e+26	-3.083697e+26	-2.055801e+26	-1.027909e+26	-1.913816e+21	1.027871e+26	2.055763e+26	3.083658e+26	4.111558e+26	5.139465e+26	6.167379e+26	7.195303e+26	8.223238e+26	9.251186e+26	1.027915e+27	1.130713e+27	1.233512e+27	1.336314e+27	1.439117e+27	1.541923e+27	1.644731e+27	1.747541e+27	1.850354e+27	1.953170e+27	
