-2.841135e+08	-2.833244e+08	-2.825947e+08	-2.819236e+08	-2.813104e+08	-2.807543e+08	-2.802546e+08	-2.798107e+08	-2.794221e+08	-2.790880e+08	-2.788079e+08	-2.785814e+08	-2.784080e+08	-2.782872e+08	-2.782185e+08	-2.782016e+08	-2.782362e+08	-2.783219e+08	-2.784585e+08	-2.786457e+08	-2.788832e+08	-2.791709e+08	-2.795087e+08	-2.798964e+08	-2.803339e+08	-2.808212e+08	-2.813582e+08	-2.819450e+08	-2.825817e+08	-2.832683e+08	-2.840048e+08	-2.847916e+08	-2.856287e+08	-2.865165e+08	-2.874550e+08	
-1.403975e+22	-1.321349e+22	-1.238730e+22	-1.156117e+22	-1.073511e+22	-9.909104e+21	-9.083154e+21	-8.257253e+21	-7.431398e+21	-6.605584e+21	-5.779806e+21	-4.954060e+21	-4.128341e+21	-3.302646e+21	-2.476968e+21	-1.651304e+21	-8.256500e+20	-1.889953e+10	8.256500e+20	1.651304e+21	2.476968e+21	3.302646e+21	4.128341e+21	4.954060e+21	5.779806e+21	6.605584e+21	7.431398e+21	8.257253e+21	9.083154e+21	9.909104e+21	1.073511e+22	1.156117e+22	1.238730e+22	1.321349e+22	1.403975e+22	
-2.804925e+22	-2.639850e+22	-2.474790e+22	-2.309743e+22	-2.144708e+22	-1.979685e+22	-1.814673e+22	-1.649671e+22	-1.484678e+22	-1.319693e+22	-1.154716e+22	-9.897446e+21	-8.247788e+21	-6.598176e+21	-4.948600e+21	-3.299051e+21	-1.649521e+21	-3.751805e+10	1.649521e+21	3.299051e+21	4.948600e+21	6.598176e+21	8.247788e+21	9.897446e+21	1.154716e+22	1.319693e+22	1.484678e+22	1.649671e+22	1.814673e+22	1.979685e+22	2.144708e+22	2.309743e+22	2.474790e+22	2.639850e+22	2.804925e+22	
-4.199830e+22	-3.952664e+22	-3.705518e+22	-3.458392e+22	-3.211285e+22	-2.964196e+22	-2.717123e+22	-2.470064e+22	-2.223019e+22	-1.975986e+22	-1.728964e+22	-1.481951e+22	-1.234947e+22	-9.879495e+21	-7.409574e+21	-4.939693e+21	-2.469840e+21	-5.595621e+10	2.469840e+21	4.939693e+21	7.409574e+21	9.879495e+21	1.234947e+22	1.481951e+22	1.728964e+22	1.975986e+22	2.223019e+22	2.470064e+22	2.717123e+22	2.964196e+22	3.211285e+22	3.458392e+22	3.705518e+22	3.952664e+22	4.199830e+22	
-5.585693e+22	-5.256966e+22	-4.928268e+22	-4.599596e+22	-4.270949e+22	-3.942325e+22	-3.613723e+22	-3.285140e+22	-2.956574e+22	-2.628025e+22	-2.299491e+22	-1.970969e+22	-1.642457e+22	-1.313955e+22	-9.854600e+21	-6.569703e+21	-3.284842e+21	-7.423918e+10	3.284842e+21	6.569703e+21	9.854600e+21	1.313955e+22	1.642457e+22	1.970969e+22	2.299491e+22	2.628025e+22	2.956574e+22	3.285140e+22	3.613723e+22	3.942325e+22	4.270949e+22	4.599596e+22	4.928268e+22	5.256966e+22	5.585693e+22	
-6.959539e+22	-6.549960e+22	-6.140417e+22	-5.730906e+22	-5.321427e+22	-4.911975e+22	-4.502550e+22	-4.093150e+22	-3.683771e+22	-3.274413e+22	-2.865072e+22	-2.455747e+22	-2.046436e+22	-1.637135e+22	-1.227843e+22	-8.185586e+21	-4.092782e+21	-9.239213e+10	4.092782e+21	8.185586e+21	1.227843e+22	1.637135e+22	2.046436e+22	2.455747e+22	2.865072e+22	3.274413e+22	3.683771e+22	4.093150e+22	4.502550e+22	4.911975e+22	5.321427e+22	5.730906e+22	6.140417e+22	6.549960e+22	6.959539e+22	
-8.318430e+22	-7.828880e+22	-7.339373e+22	-6.849904e+22	-6.360471e+22	-5.871073e+22	-5.381705e+22	-4.892367e+22	-4.403055e+22	-3.913767e+22	-3.424500e+22	-2.935251e+22	-2.446018e+22	-1.956799e+22	-1.467590e+22	-9.783887e+21	-4.891930e+21	-1.103479e+11	4.891930e+21	9.783887e+21	1.467590e+22	1.956799e+22	2.446018e+22	2.935251e+22	3.424500e+22	3.913767e+22	4.403055e+22	4.892367e+22	5.381705e+22	5.871073e+22	6.360471e+22	6.849904e+22	7.339373e+22	7.828880e+22	8.318430e+22	
-9.659471e+22	-9.091002e+22	-8.522581e+22	-7.954204e+22	-7.385870e+22	-6.817575e+22	-6.249315e+22	-5.681089e+22	-5.112894e+22	-4.544725e+22	-3.976581e+22	-3.408459e+22	-2.840354e+22	-2.272265e+22	-1.704188e+22	-1.136120e+22	-5.680586e+21	-1.277543e+11	5.680586e+21	1.136120e+22	1.704188e+22	2.272265e+22	2.840354e+22	3.408459e+22	3.976581e+22	4.544725e+22	5.112894e+22	5.681089e+22	6.249315e+22	6.817575e+22	7.385870e+22	7.954204e+22	8.522581e+22	9.091002e+22	9.659471e+22	
-1.097982e+23	-1.033365e+23	-9.687534e+22	-9.041468e+22	-8.395450e+22	-7.749475e+22	-7.103541e+22	-6.457645e+22	-5.811783e+22	-5.165952e+22	-4.520147e+22	-3.874367e+22	-3.228608e+22	-2.582866e+22	-1.937137e+22	-1.291419e+22	-6.457078e+21	-1.451649e+11	6.457078e+21	1.291419e+22	1.937137e+22	2.582866e+22	3.228608e+22	3.874367e+22	4.520147e+22	5.165952e+22	5.811783e+22	6.457645e+22	7.103541e+22	7.749475e+22	8.395450e+22	9.041468e+22	9.687534e+22	1.033365e+23	1.097982e+23	
-1.227669e+23	-1.155421e+23	-1.083178e+23	-1.010940e+23	-9.387083e+22	-8.664811e+22	-7.942584e+22	-7.220398e+22	-6.498251e+22	-5.776137e+22	-5.054053e+22	-4.331996e+22	-3.609962e+22	-2.887947e+22	-2.165947e+22	-1.443958e+22	-7.219771e+21	-1.621015e+11	7.219771e+21	1.443958e+22	2.165947e+22	2.887947e+22	3.609962e+22	4.331996e+22	5.054053e+22	5.776137e+22	6.498251e+22	7.220398e+22	7.942584e+22	8.664811e+22	9.387083e+22	1.010940e+23	1.083178e+23	1.155421e+23	1.227669e+23	
-1.354738e+23	-1.275011e+23	-1.195292e+23	-1.115578e+23	-1.035869e+23	-9.561666e+22	-8.764687e+22	-7.967753e+22	-7.170860e+22	-6.374004e+22	-5.577181e+22	-4.780387e+22	-3.983618e+22	-3.186869e+22	-2.390137e+22	-1.593418e+22	-7.967069e+21	-1.780734e+11	7.967069e+21	1.593418e+22	2.390137e+22	3.186869e+22	3.983618e+22	4.780387e+22	5.577181e+22	6.374004e+22	7.170860e+22	7.967753e+22	8.764687e+22	9.561666e+22	1.035869e+23	1.115578e+23	1.195292e+23	1.275011e+23	1.354738e+23	
-1.478924e+23	-1.391889e+23	-1.304862e+23	-1.217841e+23	-1.130827e+23	-1.043818e+23	-9.568144e+22	-8.698158e+22	-7.828215e+22	-6.958312e+22	-6.088445e+22	-5.218609e+22	-4.348800e+22	-3.479013e+22	-2.609244e+22	-1.739489e+22	-8.697421e+21	-1.942214e+11	8.697421e+21	1.739489e+22	2.609244e+22	3.479013e+22	4.348800e+22	5.218609e+22	6.088445e+22	6.958312e+22	7.828215e+22	8.698158e+22	9.568144e+22	1.043818e+23	1.130827e+23	1.217841e+23	1.304862e+23	1.391889e+23	1.478924e+23	
