-1.854179e+06	-6.234572e+05	4.659541e+05	1.405100e+06	2.204777e+06	2.883182e+06	3.460002e+06	3.953822e+06	4.381170e+06	4.756366e+06	5.091708e+06	5.397801e+06	5.683895e+06	5.958216e+06	6.228256e+06	6.501025e+06	6.783267e+06	7.081650e+06	7.402925e+06	7.754061e+06	8.142360e+06	8.575538e+06	9.061774e+06	9.609707e+06	1.022835e+07	1.092689e+07	1.171430e+07	1.259866e+07	1.358599e+07	1.467827e+07	1.587023e+07	1.714385e+07	1.845907e+07	1.973803e+07	2.083760e+07	
-6.375259e+21	-5.475241e+21	-4.702299e+21	-4.038492e+21	-3.468414e+21	-2.978836e+21	-2.558393e+21	-2.197327e+21	-1.887260e+21	-1.620994e+21	-1.392350e+21	-1.196020e+21	-1.027450e+21	-8.827250e+20	-7.584875e+20	-6.518538e+20	-5.603490e+20	-4.818493e+20	-4.145329e+20	-3.568374e+20	-3.074237e+20	-2.651450e+20	-2.290201e+20	-1.982105e+20	-1.720012e+20	-1.497838e+20	-1.310428e+20	-1.153432e+20	-1.023206e+20	-9.167273e+19	-8.315250e+19	-7.656216e+19	-7.174875e+19	-6.860056e+19	-6.704453e+19	
-1.273598e+22	-1.093800e+22	-9.393873e+21	-8.067773e+21	-6.928919e+21	-5.950878e+21	-5.110950e+21	-4.389643e+21	-3.770216e+21	-3.238291e+21	-2.781524e+21	-2.389313e+21	-2.052556e+21	-1.763437e+21	-1.515245e+21	-1.302221e+21	-1.119420e+21	-9.625997e+20	-8.281204e+20	-7.128609e+20	-6.141463e+20	-5.296853e+20	-4.575179e+20	-3.959690e+20	-3.436101e+20	-2.992261e+20	-2.617868e+20	-2.304234e+20	-2.044078e+20	-1.831364e+20	-1.661154e+20	-1.529497e+20	-1.433339e+20	-1.370447e+20	-1.339361e+20	
-1.906766e+22	-1.637582e+22	-1.406403e+22	-1.207866e+22	-1.037363e+22	-8.909354e+21	-7.651857e+21	-6.571953e+21	-5.644577e+21	-4.848206e+21	-4.164357e+21	-3.577159e+21	-3.072984e+21	-2.640129e+21	-2.268549e+21	-1.949620e+21	-1.675939e+21	-1.441156e+21	-1.239820e+21	-1.067259e+21	-9.194688e+20	-7.930182e+20	-6.849727e+20	-5.928248e+20	-5.144357e+20	-4.479862e+20	-3.919340e+20	-3.449783e+20	-3.060291e+20	-2.741826e+20	-2.486995e+20	-2.289886e+20	-2.145923e+20	-2.051764e+20	-2.005224e+20	
-2.535591e+22	-2.177633e+22	-1.870216e+22	-1.606204e+22	-1.379471e+22	-1.184754e+22	-1.017533e+22	-8.739292e+21	-7.506080e+21	-6.447077e+21	-5.537705e+21	-4.756857e+21	-4.086411e+21	-3.510807e+21	-3.016685e+21	-2.592577e+21	-2.228641e+21	-1.916429e+21	-1.648696e+21	-1.419227e+21	-1.222697e+21	-1.054545e+21	-9.108672e+20	-7.883301e+20	-6.840895e+20	-5.957259e+20	-5.211884e+20	-4.587473e+20	-4.069533e+20	-3.646042e+20	-3.307172e+20	-3.045059e+20	-2.853618e+20	-2.728407e+20	-2.666520e+20	
-3.158647e+22	-2.712729e+22	-2.329772e+22	-2.000886e+22	-1.718439e+22	-1.475876e+22	-1.267565e+22	-1.088674e+22	-9.350502e+21	-8.031277e+21	-6.898450e+21	-5.925729e+21	-5.090539e+21	-4.373495e+21	-3.757956e+21	-3.229635e+21	-2.776271e+21	-2.387341e+21	-2.053819e+21	-1.767965e+21	-1.523143e+21	-1.313671e+21	-1.134689e+21	-9.820416e+20	-8.521865e+20	-7.421099e+20	-6.492568e+20	-5.714724e+20	-5.069513e+20	-4.541961e+20	-4.119823e+20	-3.793302e+20	-3.554820e+20	-3.398841e+20	-3.321747e+20	
-3.774523e+22	-3.241661e+22	-2.784034e+22	-2.391022e+22	-2.053503e+22	-1.763644e+22	-1.514717e+22	-1.300945e+22	-1.117367e+22	-9.597225e+21	-8.243518e+21	-7.081135e+21	-6.083099e+21	-5.226245e+21	-4.490687e+21	-3.859353e+21	-3.317591e+21	-2.852828e+21	-2.454275e+21	-2.112684e+21	-1.820127e+21	-1.569812e+21	-1.355932e+21	-1.173521e+21	-1.018347e+21	-8.868074e+20	-7.758497e+20	-6.828988e+20	-6.057973e+20	-5.427558e+20	-4.923111e+20	-4.532925e+20	-4.247943e+20	-4.061552e+20	-3.969425e+20	
-4.381836e+22	-3.763237e+22	-3.231979e+22	-2.775732e+22	-2.383907e+22	-2.047410e+22	-1.758432e+22	-1.510265e+22	-1.297150e+22	-1.114140e+22	-9.569883e+21	-8.220475e+21	-7.061856e+21	-6.067136e+21	-5.213229e+21	-4.480315e+21	-3.851385e+21	-3.311842e+21	-2.849163e+21	-2.452611e+21	-2.112981e+21	-1.822392e+21	-1.574099e+21	-1.362338e+21	-1.182197e+21	-1.029493e+21	-9.006823e+20	-7.927758e+20	-7.032688e+20	-6.300841e+20	-5.715229e+20	-5.262262e+20	-4.931428e+20	-4.715047e+20	-4.608097e+20	
-4.979226e+22	-4.276291e+22	-3.672605e+22	-3.154157e+22	-2.708913e+22	-2.326540e+22	-1.998164e+22	-1.716164e+22	-1.473994e+22	-1.266034e+22	-1.087458e+22	-9.341199e+21	-8.024622e+21	-6.894289e+21	-5.923965e+21	-5.091131e+21	-4.376457e+21	-3.763356e+21	-3.237599e+21	-2.786983e+21	-2.401051e+21	-2.070845e+21	-1.788700e+21	-1.548070e+21	-1.343369e+21	-1.169847e+21	-1.023475e+21	-9.008575e+20	-7.991478e+20	-7.159855e+20	-6.494405e+20	-5.979684e+20	-5.603745e+20	-5.357865e+20	-5.236334e+20	
-5.565366e+22	-4.779684e+22	-4.104933e+22	-3.525455e+22	-3.027798e+22	-2.600414e+22	-2.233382e+22	-1.918186e+22	-1.647508e+22	-1.415068e+22	-1.215470e+22	-1.044082e+22	-8.969257e+21	-7.705864e+21	-6.621317e+21	-5.690444e+21	-4.891640e+21	-4.206367e+21	-3.618719e+21	-3.115059e+21	-2.683696e+21	-2.314618e+21	-1.999261e+21	-1.730305e+21	-1.501507e+21	-1.307558e+21	-1.143956e+21	-1.006904e+21	-8.932211e+20	-8.002692e+20	-7.258907e+20	-6.683595e+20	-6.263402e+20	-5.988576e+20	-5.852740e+20	
