-2.392712e+14	-8.385539e+13	5.449785e+13	1.735770e+14	2.742525e+14	3.586105e+14	4.290475e+14	4.878606e+14	5.370882e+14	5.784694e+14	6.134594e+14	6.432647e+14	6.688840e+14	6.911470e+14	7.107481e+14	7.282756e+14	7.442358e+14	7.590725e+14	7.731835e+14	7.869351e+14	8.006734e+14	8.147348e+14	8.294560e+14	8.451820e+14	8.622747e+14	8.811212e+14	9.021415e+14	9.257969e+14	9.525980e+14	9.831129e+14	1.017976e+15	1.057893e+15	1.103652e+15	1.156122e+15	1.216260e+15	1.285102e+15	1.363749e+15	1.453340e+15	1.554998e+15	1.669736e+15	1.798306e+15	1.940936e+15	2.096905e+15	2.263819e+15	2.436392e+15	2.604362e+15	2.748889e+15	
-7.344892e+29	-6.307928e+29	-5.417365e+29	-4.652533e+29	-3.995682e+29	-3.431567e+29	-2.947095e+29	-2.531023e+29	-2.173693e+29	-1.866812e+29	-1.603258e+29	-1.376915e+29	-1.182528e+29	-1.015586e+29	-8.722154e+28	-7.490879e+28	-6.433459e+28	-5.525354e+28	-4.745487e+28	-4.075757e+28	-3.500622e+28	-3.006734e+28	-2.582628e+28	-2.218463e+28	-1.905786e+28	-1.637340e+28	-1.406896e+28	-1.209104e+28	-1.039375e+28	-8.937680e+27	-7.689048e+27	-6.618871e+27	-5.702311e+27	-4.918096e+27	-4.248026e+27	-3.676548e+27	-3.190399e+27	-2.778296e+27	-2.430675e+27	-2.139467e+27	-1.897914e+27	-1.700410e+27	-1.542371e+27	-1.420129e+27	-1.330846e+27	-1.272452e+27	-1.243589e+27	
-1.467445e+30	-1.260268e+30	-1.082342e+30	-9.295350e+29	-7.983020e+29	-6.855968e+29	-5.888036e+29	-5.056760e+29	-4.342846e+29	-3.729726e+29	-3.203169e+29	-2.750954e+29	-2.362586e+29	-2.029052e+29	-1.742609e+29	-1.496611e+29	-1.285348e+29	-1.103917e+29	-9.481063e+28	-8.143003e+28	-6.993934e+28	-6.007188e+28	-5.159863e+28	-4.432293e+28	-3.807592e+28	-3.271262e+28	-2.810854e+28	-2.415684e+28	-2.076579e+28	-1.785670e+28	-1.536204e+28	-1.322392e+28	-1.139271e+28	-9.825922e+27	-8.487180e+27	-7.345418e+27	-6.374135e+27	-5.550790e+27	-4.856274e+27	-4.274466e+27	-3.791865e+27	-3.397270e+27	-3.081521e+27	-2.837292e+27	-2.658913e+27	-2.542246e+27	-2.484581e+27	
-2.197337e+30	-1.887113e+30	-1.620687e+30	-1.391876e+30	-1.195369e+30	-1.026606e+30	-8.816686e+29	-7.571942e+29	-6.502935e+29	-5.584854e+29	-4.796393e+29	-4.119251e+29	-3.537713e+29	-3.038282e+29	-2.609366e+29	-2.241011e+29	-1.924668e+29	-1.652994e+29	-1.419685e+29	-1.219325e+29	-1.047265e+29	-8.995103e+28	-7.726327e+28	-6.636871e+28	-5.701450e+28	-4.898354e+28	-4.208945e+28	-3.617220e+28	-3.109448e+28	-2.673844e+28	-2.300296e+28	-1.980136e+28	-1.705933e+28	-1.471324e+28	-1.270862e+28	-1.099895e+28	-9.544566e+27	-8.311698e+27	-7.271735e+27	-6.400543e+27	-5.677901e+27	-5.087037e+27	-4.614239e+27	-4.248532e+27	-3.981430e+27	-3.806733e+27	-3.720387e+27	
-2.922646e+30	-2.510022e+30	-2.155653e+30	-1.851315e+30	-1.589943e+30	-1.365473e+30	-1.172695e+30	-1.007133e+30	-8.649459e+29	-7.428333e+29	-6.379612e+29	-5.478956e+29	-4.705460e+29	-4.041174e+29	-3.470679e+29	-2.980736e+29	-2.559972e+29	-2.198623e+29	-1.888302e+29	-1.621807e+29	-1.392952e+29	-1.196426e+29	-1.027667e+29	-8.827605e+28	-7.583416e+28	-6.515230e+28	-5.598256e+28	-4.811212e+28	-4.135832e+28	-3.556441e+28	-3.059590e+28	-2.633751e+28	-2.269037e+28	-1.956986e+28	-1.690355e+28	-1.462955e+28	-1.269509e+28	-1.105527e+28	-9.672029e+27	-8.513269e+27	-7.552093e+27	-6.766194e+27	-6.137332e+27	-5.650911e+27	-5.295643e+27	-5.063280e+27	-4.948432e+27	
-3.641865e+30	-3.127700e+30	-2.686127e+30	-2.306895e+30	-1.981205e+30	-1.701496e+30	-1.461277e+30	-1.254973e+30	-1.077796e+30	-9.256334e+29	-7.949539e+29	-6.827244e+29	-5.863403e+29	-5.035646e+29	-4.324761e+29	-3.714250e+29	-3.189943e+29	-2.739671e+29	-2.352985e+29	-2.020909e+29	-1.735736e+29	-1.490848e+29	-1.280561e+29	-1.099995e+29	-9.449580e+28	-8.118530e+28	-6.975903e+28	-5.995179e+28	-5.153598e+28	-4.431627e+28	-3.812510e+28	-3.281877e+28	-2.827413e+28	-2.438571e+28	-2.106326e+28	-1.822966e+28	-1.581916e+28	-1.377580e+28	-1.205217e+28	-1.060826e+28	-9.410550e+27	-8.431253e+27	-7.647637e+27	-7.041515e+27	-6.598820e+27	-6.309278e+27	-6.166167e+27	
-4.353506e+30	-3.738871e+30	-3.211011e+30	-2.757676e+30	-2.368343e+30	-2.033978e+30	-1.746819e+30	-1.500202e+30	-1.288404e+30	-1.106507e+30	-9.502924e+29	-8.161327e+29	-7.009146e+29	-6.019640e+29	-5.169844e+29	-4.440036e+29	-3.813276e+29	-3.275019e+29	-2.812771e+29	-2.415806e+29	-2.074909e+29	-1.782168e+29	-1.530790e+29	-1.314940e+29	-1.129608e+29	-9.704937e+28	-8.339034e+28	-7.166671e+28	-6.160641e+28	-5.297592e+28	-4.557496e+28	-3.923174e+28	-3.379906e+28	-2.915082e+28	-2.517914e+28	-2.179184e+28	-1.891031e+28	-1.646767e+28	-1.440723e+28	-1.268117e+28	-1.124942e+28	-1.007877e+28	-9.142029e+27	-8.417468e+27	-7.888267e+27	-7.542146e+27	-7.371071e+27	
-5.056103e+30	-4.342274e+30	-3.729225e+30	-3.202727e+30	-2.750562e+30	-2.362234e+30	-2.028732e+30	-1.742315e+30	-1.496335e+30	-1.285083e+30	-1.103657e+30	-9.478455e+29	-8.140327e+29	-6.991129e+29	-6.004188e+29	-5.156598e+29	-4.428688e+29	-3.803563e+29	-3.266715e+29	-2.805684e+29	-2.409771e+29	-2.069786e+29	-1.777839e+29	-1.527153e+29	-1.311912e+29	-1.127118e+29	-9.684841e+28	-8.323276e+28	-7.154885e+28	-6.152552e+28	-5.293014e+28	-4.556322e+28	-3.925377e+28	-3.385537e+28	-2.924271e+28	-2.530875e+28	-2.196218e+28	-1.912533e+28	-1.673237e+28	-1.472774e+28	-1.306493e+28	-1.170535e+28	-1.061743e+28	-9.775934e+27	-9.161328e+27	-8.759347e+27	-8.560663e+27	
-5.748218e+30	-4.936675e+30	-4.239707e+30	-3.641139e+30	-3.127078e+30	-2.685594e+30	-2.306439e+30	-1.980815e+30	-1.701163e+30	-1.460994e+30	-1.254733e+30	-1.077593e+30	-9.254632e+29	-7.948123e+29	-6.826083e+29	-5.862469e+29	-5.034917e+29	-4.324221e+29	-3.713886e+29	-3.189746e+29	-2.739637e+29	-2.353113e+29	-2.021202e+29	-1.736201e+29	-1.491495e+29	-1.281406e+29	-1.101057e+29	-9.462624e+28	-8.134296e+28	-6.994757e+28	-6.017559e+28	-5.180023e+28	-4.462710e+28	-3.848973e+28	-3.324566e+28	-2.877319e+28	-2.496852e+28	-2.174334e+28	-1.902281e+28	-1.674378e+28	-1.485335e+28	-1.330765e+28	-1.207082e+28	-1.111413e+28	-1.041539e+28	-9.958388e+27	-9.732506e+27	
-6.428442e+30	-5.520864e+30	-4.741420e+30	-4.072019e+30	-3.497126e+30	-3.003398e+30	-2.579375e+30	-2.215218e+30	-1.902473e+30	-1.633883e+30	-1.403214e+30	-1.205112e+30	-1.034979e+30	-8.888677e+29	-7.633858e+29	-6.556213e+29	-5.630732e+29	-4.835934e+29	-4.153374e+29	-3.567210e+29	-3.063837e+29	-2.631572e+29	-2.260384e+29	-1.941657e+29	-1.667994e+29	-1.433043e+29	-1.231352e+29	-1.058240e+29	-9.096880e+28	-7.822492e+28	-6.729656e+28	-5.793009e+28	-4.990812e+28	-4.304447e+28	-3.717984e+28	-3.217811e+28	-2.792321e+28	-2.431638e+28	-2.127390e+28	-1.872518e+28	-1.661104e+28	-1.488244e+28	-1.349924e+28	-1.242934e+28	-1.164792e+28	-1.113683e+28	-1.088422e+28	
-7.095404e+30	-6.093663e+30	-5.233350e+30	-4.494498e+30	-3.859958e+30	-3.315005e+30	-2.846990e+30	-2.445050e+30	-2.099858e+30	-1.803401e+30	-1.548800e+30	-1.330144e+30	-1.142360e+30	-9.810892e+29	-8.425884e+29	-7.236432e+29	-6.214930e+29	-5.337671e+29	-4.584294e+29	-3.937314e+29	-3.381715e+29	-2.904602e+29	-2.494902e+29	-2.143107e+29	-1.841051e+29	-1.581724e+29	-1.359107e+29	-1.168034e+29	-1.004070e+29	-8.634089e+28	-7.427869e+28	-6.394044e+28	-5.508617e+28	-4.751040e+28	-4.103731e+28	-3.551664e+28	-3.082029e+28	-2.683924e+28	-2.348111e+28	-2.066795e+28	-1.833447e+28	-1.642651e+28	-1.489980e+28	-1.371890e+28	-1.285641e+28	-1.229229e+28	-1.201347e+28	
-7.747770e+30	-6.653927e+30	-5.714515e+30	-4.907731e+30	-4.214851e+30	-3.619793e+30	-3.108748e+30	-2.669853e+30	-2.292923e+30	-1.969210e+30	-1.691199e+30	-1.452440e+30	-1.247391e+30	-1.071293e+30	-9.200577e+29	-7.901764e+29	-6.786343e+29	-5.828427e+29	-5.005783e+29	-4.299318e+29	-3.692637e+29	-3.171657e+29	-2.724289e+29	-2.340149e+29	-2.010321e+29	-1.727151e+29	-1.484066e+29	-1.275425e+29	-1.096386e+29	-9.427925e+28	-8.110803e+28	-6.981925e+28	-6.015091e+28	-5.187861e+28	-4.481036e+28	-3.878212e+28	-3.365397e+28	-2.930690e+28	-2.564001e+28	-2.256820e+28	-2.002018e+28	-1.793680e+28	-1.626972e+28	-1.498025e+28	-1.403845e+28	-1.342247e+28	-1.311802e+28	
