6.28555e-17 	9.98263e-17 	1.03935e-16 	8.94206e-17 	4.78590e-17 	
3.84085e-02 	7.68175e-02 	1.26200e-01 	1.81070e-01 	2.46914e-01 	
7.68170e-02 	1.53635e-01 	2.52401e-01 	3.62140e-01 	4.93827e-01 	
1.15225e-01 	2.30452e-01 	3.78601e-01 	5.43210e-01 	7.40741e-01 	
1.53634e-01 	3.07270e-01 	5.04801e-01 	7.24280e-01 	9.87654e-01 	
1.92042e-01 	3.84087e-01 	6.31001e-01 	9.05350e-01 	1.23457e+00 	
2.30449e-01 	4.60904e-01 	7.57201e-01 	1.08642e+00 	1.48148e+00 	
2.68856e-01 	5.37721e-01 	8.83401e-01 	1.26749e+00 	1.72840e+00 	
3.07262e-01 	6.14537e-01 	1.00960e+00 	1.44856e+00 	1.97531e+00 	
3.45666e-01 	6.91353e-01 	1.13580e+00 	1.62963e+00 	2.22222e+00 	
3.84068e-01 	7.68168e-01 	1.26200e+00 	1.81070e+00 	2.46914e+00 	
4.22468e-01 	8.44982e-01 	1.38820e+00 	1.99177e+00 	2.71605e+00 	
4.60863e-01 	9.21794e-01 	1.51440e+00 	2.17284e+00 	2.96296e+00 	
4.99252e-01 	9.98604e-01 	1.64060e+00 	2.35392e+00 	3.20988e+00 	
5.37633e-01 	1.07541e+00 	1.76680e+00 	2.53499e+00 	3.45679e+00 	
5.76002e-01 	1.15221e+00 	1.89299e+00 	2.71606e+00 	3.70370e+00 	
6.14357e-01 	1.22901e+00 	2.01919e+00 	2.89714e+00 	3.95062e+00 	
6.52688e-01 	1.30579e+00 	2.14538e+00 	3.07821e+00 	4.19753e+00 	
6.90865e-01 	1.38231e+00 	2.27115e+00 	3.25868e+00 	4.44418e+00 	
7.20854e-01 	1.44250e+00 	2.37010e+00 	3.40069e+00 	4.64931e+00 	
3.62455e-01 	7.25391e-01 	1.19189e+00 	1.71016e+00 	2.36154e+00 	
-6.83173e-01 	-1.36719e+00 	-2.24640e+00 	-3.22321e+00 	-4.42701e+00 	
-7.09086e-01 	-1.41886e+00 	-2.33122e+00 	-3.34489e+00 	-4.56415e+00 	
-6.71831e-01 	-1.34415e+00 	-2.20843e+00 	-3.16868e+00 	-4.32097e+00 	
-6.33526e-01 	-1.26740e+00 	-2.08229e+00 	-2.98768e+00 	-4.07407e+00 	
-5.95182e-01 	-1.19061e+00 	-1.95609e+00 	-2.80660e+00 	-3.82716e+00 	
