-5.396952e-16	-5.427525e-16	-5.456554e-16	-5.484184e-16	-5.510550e-16	-5.535775e-16	-5.559974e-16	-5.583250e-16	-5.605699e-16	-5.627408e-16	-5.648457e-16	-5.668917e-16	-5.688856e-16	-5.708333e-16	-5.727403e-16	-5.746114e-16	-5.764513e-16	-5.782639e-16	-5.800530e-16	-5.818217e-16	-5.835730e-16	-5.853096e-16	-5.870336e-16	-5.887473e-16	-5.904522e-16	-5.921499e-16	-5.938416e-16	-5.955285e-16	-5.972111e-16	-5.988902e-16	-6.005661e-16	-6.022388e-16	-6.039082e-16	-6.055741e-16	-6.072358e-16	-6.088925e-16	-6.105432e-16	-6.121865e-16	-6.138207e-16	-6.154438e-16	-6.170534e-16	-6.186469e-16	-6.202207e-16	-6.217713e-16	-6.232941e-16	-6.247839e-16	-6.262345e-16	-6.276388e-16	-6.289882e-16	-6.302725e-16	-6.314795e-16	-6.325944e-16	-6.335994e-16	-6.344722e-16	-6.351859e-16	-6.357063e-16	-6.359911e-16	-6.359867e-16	-6.356250e-16	-6.348190e-16	-6.334569e-16	-6.313946e-16	-6.284452e-16	-6.243658e-16	-6.188391e-16	
-1.564304e-02	-1.558985e-02	-1.548379e-02	-1.532862e-02	-1.512784e-02	-1.488471e-02	-1.460228e-02	-1.428339e-02	-1.393070e-02	-1.354668e-02	-1.313365e-02	-1.269380e-02	-1.222913e-02	-1.174157e-02	-1.123289e-02	-1.070477e-02	-1.015878e-02	-9.596407e-03	-9.019050e-03	-8.428030e-03	-7.824596e-03	-7.209936e-03	-6.585178e-03	-5.951398e-03	-5.309626e-03	-4.660852e-03	-4.006026e-03	-3.346071e-03	-2.681882e-03	-2.014330e-03	-1.344273e-03	-6.725512e-04	-1.099065e-11	6.725512e-04	1.344273e-03	2.014330e-03	2.681882e-03	3.346071e-03	4.006026e-03	4.660852e-03	5.309626e-03	5.951398e-03	6.585178e-03	7.209936e-03	7.824596e-03	8.428030e-03	9.019050e-03	9.596407e-03	1.015878e-02	1.070477e-02	1.123289e-02	1.174157e-02	1.222913e-02	1.269380e-02	1.313365e-02	1.354668e-02	1.393070e-02	1.428339e-02	1.460228e-02	1.488471e-02	1.512784e-02	1.532862e-02	1.548379e-02	1.558985e-02	1.564304e-02	
-3.128731e-02	-3.118091e-02	-3.096877e-02	-3.065841e-02	-3.025682e-02	-2.977053e-02	-2.920564e-02	-2.856783e-02	-2.786241e-02	-2.709434e-02	-2.626826e-02	-2.538850e-02	-2.445914e-02	-2.348398e-02	-2.246658e-02	-2.141029e-02	-2.031827e-02	-1.919349e-02	-1.803873e-02	-1.685665e-02	-1.564974e-02	-1.442037e-02	-1.317081e-02	-1.190321e-02	-1.061962e-02	-9.322027e-03	-8.012330e-03	-6.692375e-03	-5.363949e-03	-4.028800e-03	-2.688638e-03	-1.345149e-03	-2.198425e-11	1.345149e-03	2.688638e-03	4.028800e-03	5.363949e-03	6.692375e-03	8.012330e-03	9.322027e-03	1.061962e-02	1.190321e-02	1.317081e-02	1.442037e-02	1.564974e-02	1.685665e-02	1.803873e-02	1.919349e-02	2.031827e-02	2.141029e-02	2.246658e-02	2.348398e-02	2.445914e-02	2.538850e-02	2.626826e-02	2.709434e-02	2.786241e-02	2.856783e-02	2.920564e-02	2.977053e-02	3.025682e-02	3.065841e-02	3.096877e-02	3.118091e-02	3.128731e-02	
-4.693402e-02	-4.677437e-02	-4.645612e-02	-4.599052e-02	-4.538807e-02	-4.465857e-02	-4.381116e-02	-4.285436e-02	-4.179615e-02	-4.064396e-02	-3.940475e-02	-3.808504e-02	-3.669090e-02	-3.522806e-02	-3.370186e-02	-3.211733e-02	-3.047920e-02	-2.879192e-02	-2.705968e-02	-2.528645e-02	-2.347597e-02	-2.163182e-02	-1.975737e-02	-1.785585e-02	-1.593035e-02	-1.398385e-02	-1.201919e-02	-1.003914e-02	-8.046388e-03	-6.043548e-03	-4.033190e-03	-2.017839e-03	-3.298511e-11	2.017839e-03	4.033190e-03	6.043548e-03	8.046388e-03	1.003914e-02	1.201919e-02	1.398385e-02	1.593035e-02	1.785585e-02	1.975737e-02	2.163182e-02	2.347597e-02	2.528645e-02	2.705968e-02	2.879192e-02	3.047920e-02	3.211733e-02	3.370186e-02	3.522806e-02	3.669090e-02	3.808504e-02	3.940475e-02	4.064396e-02	4.179615e-02	4.285436e-02	4.381116e-02	4.465857e-02	4.538807e-02	4.599052e-02	4.645612e-02	4.677437e-02	4.693402e-02	
-6.258440e-02	-6.237145e-02	-6.194701e-02	-6.132610e-02	-6.052272e-02	-5.954992e-02	-5.841991e-02	-5.714403e-02	-5.573293e-02	-5.419652e-02	-5.254409e-02	-5.078429e-02	-4.892527e-02	-4.697464e-02	-4.493952e-02	-4.282664e-02	-4.064227e-02	-3.839237e-02	-3.608252e-02	-3.371801e-02	-3.130385e-02	-2.884477e-02	-2.634529e-02	-2.380973e-02	-2.124219e-02	-1.864664e-02	-1.602688e-02	-1.338660e-02	-1.072938e-02	-8.058713e-03	-5.378019e-03	-2.690669e-03	-4.399661e-11	2.690669e-03	5.378019e-03	8.058713e-03	1.072938e-02	1.338660e-02	1.602688e-02	1.864664e-02	2.124219e-02	2.380973e-02	2.634529e-02	2.884477e-02	3.130385e-02	3.371801e-02	3.608252e-02	3.839237e-02	4.064227e-02	4.282663e-02	4.493952e-02	4.697464e-02	4.892527e-02	5.078429e-02	5.254409e-02	5.419652e-02	5.573293e-02	5.714403e-02	5.841991e-02	5.954992e-02	6.052272e-02	6.132610e-02	6.194701e-02	6.237145e-02	6.258440e-02	
-7.823966e-02	-7.797333e-02	-7.744262e-02	-7.666630e-02	-7.566188e-02	-7.444569e-02	-7.303295e-02	-7.143788e-02	-6.967376e-02	-6.775300e-02	-6.568719e-02	-6.348718e-02	-6.116313e-02	-5.872455e-02	-5.618036e-02	-5.353895e-02	-5.080820e-02	-4.799551e-02	-4.510788e-02	-4.215193e-02	-3.913389e-02	-3.605972e-02	-3.293504e-02	-2.976525e-02	-2.655549e-02	-2.331071e-02	-2.003567e-02	-1.673498e-02	-1.341311e-02	-1.007443e-02	-6.723219e-03	-3.363684e-03	-5.502270e-11	3.363684e-03	6.723219e-03	1.007443e-02	1.341311e-02	1.673498e-02	2.003567e-02	2.331071e-02	2.655549e-02	2.976525e-02	3.293504e-02	3.605972e-02	3.913389e-02	4.215193e-02	4.510788e-02	4.799551e-02	5.080820e-02	5.353895e-02	5.618036e-02	5.872455e-02	6.116313e-02	6.348718e-02	6.568719e-02	6.775300e-02	6.967376e-02	7.143788e-02	7.303295e-02	7.444569e-02	7.566188e-02	7.666630e-02	7.744262e-02	7.797333e-02	7.823966e-02	
-9.390099e-02	-9.358119e-02	-9.294410e-02	-9.201227e-02	-9.080669e-02	-8.934695e-02	-8.765134e-02	-8.573693e-02	-8.361963e-02	-8.131435e-02	-7.883500e-02	-7.619460e-02	-7.340533e-02	-7.047861e-02	-6.742516e-02	-6.425503e-02	-6.097768e-02	-5.760200e-02	-5.413638e-02	-5.058877e-02	-4.696665e-02	-4.327716e-02	-3.952707e-02	-3.572283e-02	-3.187062e-02	-2.797639e-02	-2.404585e-02	-2.008451e-02	-1.609777e-02	-1.209084e-02	-8.068879e-03	-4.036930e-03	-6.606603e-11	4.036929e-03	8.068879e-03	1.209084e-02	1.609777e-02	2.008451e-02	2.404585e-02	2.797639e-02	3.187062e-02	3.572283e-02	3.952707e-02	4.327716e-02	4.696665e-02	5.058877e-02	5.413638e-02	5.760200e-02	6.097768e-02	6.425503e-02	6.742516e-02	7.047861e-02	7.340533e-02	7.619460e-02	7.883500e-02	8.131435e-02	8.361963e-02	8.573693e-02	8.765134e-02	8.934695e-02	9.080669e-02	9.201227e-02	9.294410e-02	9.358119e-02	9.390099e-02	
-1.095696e-01	-1.091962e-01	-1.084526e-01	-1.073651e-01	-1.059582e-01	-1.042548e-01	-1.022761e-01	-1.000422e-01	-9.757153e-02	-9.488153e-02	-9.198843e-02	-8.890742e-02	-8.565271e-02	-8.223763e-02	-7.867469e-02	-7.497560e-02	-7.115141e-02	-6.721249e-02	-6.316864e-02	-5.902911e-02	-5.480266e-02	-5.049759e-02	-4.612181e-02	-4.168286e-02	-3.718794e-02	-3.264399e-02	-2.805766e-02	-2.343542e-02	-1.878352e-02	-1.410808e-02	-9.415091e-03	-4.710451e-03	-7.713108e-11	4.710451e-03	9.415091e-03	1.410808e-02	1.878352e-02	2.343542e-02	2.805766e-02	3.264399e-02	3.718794e-02	4.168286e-02	4.612181e-02	5.049759e-02	5.480266e-02	5.902911e-02	6.316864e-02	6.721249e-02	7.115141e-02	7.497560e-02	7.867469e-02	8.223763e-02	8.565271e-02	8.890742e-02	9.198843e-02	9.488153e-02	9.757153e-02	1.000422e-01	1.022761e-01	1.042548e-01	1.059582e-01	1.073651e-01	1.084526e-01	1.091962e-01	1.095696e-01	
-1.252466e-01	-1.248195e-01	-1.239693e-01	-1.227260e-01	-1.211176e-01	-1.191703e-01	-1.169084e-01	-1.143547e-01	-1.115304e-01	-1.084555e-01	-1.051484e-01	-1.016265e-01	-9.790612e-02	-9.400242e-02	-8.992971e-02	-8.570139e-02	-8.133007e-02	-7.682763e-02	-7.220525e-02	-6.747352e-02	-6.264243e-02	-5.772148e-02	-5.271972e-02	-4.764574e-02	-4.250780e-02	-3.731381e-02	-3.207140e-02	-2.678792e-02	-2.147055e-02	-1.612628e-02	-1.076194e-02	-5.384292e-03	-8.822101e-11	5.384292e-03	1.076194e-02	1.612628e-02	2.147055e-02	2.678792e-02	3.207139e-02	3.731381e-02	4.250780e-02	4.764574e-02	5.271972e-02	5.772148e-02	6.264243e-02	6.747352e-02	7.220525e-02	7.682763e-02	8.133007e-02	8.570139e-02	8.992970e-02	9.400242e-02	9.790612e-02	1.016265e-01	1.051484e-01	1.084555e-01	1.115304e-01	1.143547e-01	1.169084e-01	1.191703e-01	1.211176e-01	1.227260e-01	1.239693e-01	1.248195e-01	1.252466e-01	
-1.409333e-01	-1.404523e-01	-1.394952e-01	-1.380959e-01	-1.362858e-01	-1.340944e-01	-1.315491e-01	-1.286754e-01	-1.254973e-01	-1.220371e-01	-1.183158e-01	-1.143528e-01	-1.101664e-01	-1.057738e-01	-1.011910e-01	-9.643311e-02	-9.151435e-02	-8.644806e-02	-8.124683e-02	-7.592254e-02	-7.048648e-02	-6.494931e-02	-5.932121e-02	-5.361187e-02	-4.783055e-02	-4.198617e-02	-3.608730e-02	-3.014224e-02	-2.415904e-02	-1.814557e-02	-1.210952e-02	-6.058498e-03	-9.933880e-11	6.058498e-03	1.210952e-02	1.814557e-02	2.415904e-02	3.014224e-02	3.608730e-02	4.198617e-02	4.783055e-02	5.361187e-02	5.932121e-02	6.494931e-02	7.048648e-02	7.592254e-02	8.124683e-02	8.644806e-02	9.151435e-02	9.643311e-02	1.011910e-01	1.057738e-01	1.101664e-01	1.143528e-01	1.183158e-01	1.220371e-01	1.254973e-01	1.286754e-01	1.315491e-01	1.340944e-01	1.362858e-01	1.380959e-01	1.394952e-01	1.404523e-01	1.409333e-01	
-1.566306e-01	-1.560956e-01	-1.550316e-01	-1.534760e-01	-1.514640e-01	-1.490283e-01	-1.461992e-01	-1.430053e-01	-1.394731e-01	-1.356274e-01	-1.314915e-01	-1.270870e-01	-1.224343e-01	-1.175524e-01	-1.124592e-01	-1.071715e-01	-1.017049e-01	-9.607440e-02	-9.029394e-02	-8.437674e-02	-7.833532e-02	-7.218155e-02	-6.592672e-02	-5.958161e-02	-5.315653e-02	-4.666136e-02	-4.010564e-02	-3.349858e-02	-2.684915e-02	-2.016608e-02	-1.345792e-02	-6.733111e-03	-1.104884e-10	6.733111e-03	1.345792e-02	2.016608e-02	2.684915e-02	3.349858e-02	4.010564e-02	4.666136e-02	5.315653e-02	5.958161e-02	6.592672e-02	7.218155e-02	7.833532e-02	8.437674e-02	9.029394e-02	9.607440e-02	1.017049e-01	1.071715e-01	1.124592e-01	1.175524e-01	1.224343e-01	1.270870e-01	1.314915e-01	1.356274e-01	1.394731e-01	1.430053e-01	1.461992e-01	1.490283e-01	1.514640e-01	1.534760e-01	1.550316e-01	1.560956e-01	1.566306e-01	
-1.723399e-01	-1.717506e-01	-1.705794e-01	-1.688674e-01	-1.666532e-01	-1.639728e-01	-1.608598e-01	-1.573453e-01	-1.534586e-01	-1.492271e-01	-1.446763e-01	-1.398300e-01	-1.347107e-01	-1.293392e-01	-1.237352e-01	-1.179171e-01	-1.119024e-01	-1.057073e-01	-9.934718e-02	-9.283664e-02	-8.618945e-02	-7.941865e-02	-7.253667e-02	-6.555536e-02	-5.848607e-02	-5.133967e-02	-4.412666e-02	-3.685717e-02	-2.954106e-02	-2.218793e-02	-1.480721e-02	-7.408173e-03	-1.216717e-10	7.408173e-03	1.480721e-02	2.218793e-02	2.954106e-02	3.685717e-02	4.412666e-02	5.133967e-02	5.848607e-02	6.555536e-02	7.253667e-02	7.941865e-02	8.618945e-02	9.283664e-02	9.934718e-02	1.057073e-01	1.119024e-01	1.179171e-01	1.237352e-01	1.293392e-01	1.347107e-01	1.398300e-01	1.446763e-01	1.492271e-01	1.534586e-01	1.573453e-01	1.608598e-01	1.639728e-01	1.666532e-01	1.688674e-01	1.705794e-01	1.717506e-01	1.723399e-01	
-1.880620e-01	-1.874183e-01	-1.861396e-01	-1.842710e-01	-1.818544e-01	-1.789291e-01	-1.755317e-01	-1.716964e-01	-1.674550e-01	-1.628373e-01	-1.578712e-01	-1.525827e-01	-1.469963e-01	-1.411348e-01	-1.350195e-01	-1.286708e-01	-1.221074e-01	-1.153473e-01	-1.084071e-01	-1.013028e-01	-9.404935e-02	-8.666105e-02	-7.915145e-02	-7.153348e-02	-6.381951e-02	-5.602140e-02	-4.815061e-02	-4.021820e-02	-3.223492e-02	-2.421126e-02	-1.615749e-02	-8.083726e-03	-1.328935e-10	8.083726e-03	1.615749e-02	2.421126e-02	3.223492e-02	4.021820e-02	4.815061e-02	5.602140e-02	6.381950e-02	7.153348e-02	7.915145e-02	8.666105e-02	9.404935e-02	1.013028e-01	1.084071e-01	1.153473e-01	1.221074e-01	1.286708e-01	1.350195e-01	1.411347e-01	1.469963e-01	1.525827e-01	1.578712e-01	1.628373e-01	1.674550e-01	1.716964e-01	1.755317e-01	1.789291e-01	1.818544e-01	1.842710e-01	1.861396e-01	1.874183e-01	1.880620e-01	
-2.037982e-01	-2.030999e-01	-2.017135e-01	-1.996878e-01	-1.970685e-01	-1.938981e-01	-1.902160e-01	-1.860594e-01	-1.814629e-01	-1.764586e-01	-1.710768e-01	-1.653458e-01	-1.592919e-01	-1.529399e-01	-1.463130e-01	-1.394331e-01	-1.323207e-01	-1.249950e-01	-1.174742e-01	-1.097756e-01	-1.019155e-01	-9.390920e-02	-8.577148e-02	-7.751633e-02	-6.915715e-02	-6.070682e-02	-5.217774e-02	-4.358188e-02	-3.493091e-02	-2.623618e-02	-1.750882e-02	-8.759811e-03	-1.441559e-10	8.759810e-03	1.750882e-02	2.623618e-02	3.493091e-02	4.358188e-02	5.217774e-02	6.070682e-02	6.915715e-02	7.751633e-02	8.577148e-02	9.390920e-02	1.019155e-01	1.097756e-01	1.174742e-01	1.249950e-01	1.323207e-01	1.394331e-01	1.463130e-01	1.529399e-01	1.592919e-01	1.653458e-01	1.710768e-01	1.764586e-01	1.814629e-01	1.860594e-01	1.902160e-01	1.938981e-01	1.970685e-01	1.996878e-01	2.017135e-01	2.030998e-01	2.037982e-01	
-2.195493e-01	-2.187961e-01	-2.173018e-01	-2.151189e-01	-2.122966e-01	-2.088806e-01	-2.049135e-01	-2.004354e-01	-1.954833e-01	-1.900920e-01	-1.842942e-01	-1.781201e-01	-1.715982e-01	-1.647553e-01	-1.576163e-01	-1.502047e-01	-1.425427e-01	-1.346510e-01	-1.265491e-01	-1.182558e-01	-1.097883e-01	-1.011635e-01	-9.239712e-02	-8.350424e-02	-7.449932e-02	-6.539621e-02	-5.620826e-02	-4.694840e-02	-3.762917e-02	-2.826280e-02	-1.886130e-02	-9.436465e-03	-1.554620e-10	9.436465e-03	1.886130e-02	2.826280e-02	3.762917e-02	4.694840e-02	5.620826e-02	6.539621e-02	7.449932e-02	8.350424e-02	9.239712e-02	1.011635e-01	1.097883e-01	1.182558e-01	1.265491e-01	1.346510e-01	1.425427e-01	1.502047e-01	1.576163e-01	1.647553e-01	1.715982e-01	1.781201e-01	1.842942e-01	1.900920e-01	1.954833e-01	2.004354e-01	2.049135e-01	2.088806e-01	2.122966e-01	2.151189e-01	2.173018e-01	2.187961e-01	2.195493e-01	
-2.353165e-01	-2.345082e-01	-2.329056e-01	-2.305652e-01	-2.275395e-01	-2.238776e-01	-2.196252e-01	-2.148250e-01	-2.095169e-01	-2.037383e-01	-1.975238e-01	-1.909062e-01	-1.839160e-01	-1.765816e-01	-1.689300e-01	-1.609862e-01	-1.527741e-01	-1.443158e-01	-1.356323e-01	-1.267436e-01	-1.176683e-01	-1.084244e-01	-9.902876e-02	-8.949757e-02	-7.984631e-02	-7.008982e-02	-6.024242e-02	-5.031795e-02	-4.032986e-02	-3.029125e-02	-2.021499e-02	-1.011373e-02	-1.668143e-10	1.011373e-02	2.021499e-02	3.029125e-02	4.032986e-02	5.031795e-02	6.024242e-02	7.008982e-02	7.984631e-02	8.949757e-02	9.902876e-02	1.084244e-01	1.176683e-01	1.267436e-01	1.356323e-01	1.443158e-01	1.527741e-01	1.609862e-01	1.689300e-01	1.765816e-01	1.839160e-01	1.909062e-01	1.975238e-01	2.037383e-01	2.095169e-01	2.148250e-01	2.196252e-01	2.238776e-01	2.275395e-01	2.305652e-01	2.329056e-01	2.345082e-01	2.353165e-01	
-2.511007e-01	-2.502370e-01	-2.485259e-01	-2.460276e-01	-2.427982e-01	-2.388900e-01	-2.343518e-01	-2.292291e-01	-2.235647e-01	-2.173981e-01	-2.107667e-01	-2.037051e-01	-1.962458e-01	-1.884195e-01	-1.802547e-01	-1.717782e-01	-1.630154e-01	-1.539899e-01	-1.447243e-01	-1.352396e-01	-1.255559e-01	-1.156923e-01	-1.056668e-01	-9.549664e-02	-8.519840e-02	-7.478791e-02	-6.428042e-02	-5.369071e-02	-4.303312e-02	-3.232163e-02	-2.156997e-02	-1.079163e-02	-1.782168e-10	1.079163e-02	2.156997e-02	3.232163e-02	4.303312e-02	5.369071e-02	6.428042e-02	7.478791e-02	8.519840e-02	9.549664e-02	1.056668e-01	1.156923e-01	1.255559e-01	1.352396e-01	1.447243e-01	1.539899e-01	1.630154e-01	1.717782e-01	1.802547e-01	1.884195e-01	1.962458e-01	2.037051e-01	2.107667e-01	2.173981e-01	2.235647e-01	2.292291e-01	2.343518e-01	2.388900e-01	2.427982e-01	2.460276e-01	2.485259e-01	2.502370e-01	2.511007e-01	
-2.669027e-01	-2.659833e-01	-2.641634e-01	-2.615069e-01	-2.580734e-01	-2.539185e-01	-2.490941e-01	-2.436486e-01	-2.376273e-01	-2.310724e-01	-2.240234e-01	-2.165172e-01	-2.085885e-01	-2.002697e-01	-1.915911e-01	-1.825813e-01	-1.732672e-01	-1.636740e-01	-1.538255e-01	-1.437442e-01	-1.334515e-01	-1.229675e-01	-1.123115e-01	-1.015017e-01	-9.055589e-02	-7.949072e-02	-6.832248e-02	-5.706686e-02	-4.573909e-02	-3.435404e-02	-2.292630e-02	-1.147022e-02	-1.896697e-10	1.147022e-02	2.292630e-02	3.435404e-02	4.573909e-02	5.706686e-02	6.832248e-02	7.949072e-02	9.055589e-02	1.015017e-01	1.123115e-01	1.229675e-01	1.334515e-01	1.437442e-01	1.538255e-01	1.636740e-01	1.732672e-01	1.825813e-01	1.915911e-01	2.002697e-01	2.085885e-01	2.165172e-01	2.240233e-01	2.310724e-01	2.376273e-01	2.436486e-01	2.490941e-01	2.539185e-01	2.580734e-01	2.615069e-01	2.641634e-01	2.659833e-01	2.669027e-01	
-2.827235e-01	-2.817482e-01	-2.798191e-01	-2.770040e-01	-2.733660e-01	-2.689640e-01	-2.638530e-01	-2.580842e-01	-2.517055e-01	-2.447616e-01	-2.372945e-01	-2.293433e-01	-2.209445e-01	-2.121326e-01	-2.029397e-01	-1.933960e-01	-1.835300e-01	-1.733683e-01	-1.629364e-01	-1.522579e-01	-1.413554e-01	-1.302504e-01	-1.189632e-01	-1.075132e-01	-9.591902e-02	-8.419849e-02	-7.236880e-02	-6.044655e-02	-4.844790e-02	-3.638859e-02	-2.428406e-02	-1.214952e-02	-2.011778e-10	1.214952e-02	2.428406e-02	3.638859e-02	4.844790e-02	6.044655e-02	7.236880e-02	8.419849e-02	9.591902e-02	1.075132e-01	1.189632e-01	1.302504e-01	1.413554e-01	1.522579e-01	1.629364e-01	1.733683e-01	1.835300e-01	1.933960e-01	2.029397e-01	2.121326e-01	2.209445e-01	2.293433e-01	2.372945e-01	2.447616e-01	2.517055e-01	2.580842e-01	2.638530e-01	2.689640e-01	2.733660e-01	2.770040e-01	2.798191e-01	2.817482e-01	2.827235e-01	
-2.985639e-01	-2.975324e-01	-2.954938e-01	-2.925197e-01	-2.886769e-01	-2.840273e-01	-2.786291e-01	-2.725365e-01	-2.657999e-01	-2.584666e-01	-2.505809e-01	-2.421840e-01	-2.333146e-01	-2.240089e-01	-2.143010e-01	-2.042228e-01	-1.938042e-01	-1.830735e-01	-1.720574e-01	-1.607810e-01	-1.492681e-01	-1.375413e-01	-1.256222e-01	-1.135313e-01	-1.012881e-01	-8.891143e-02	-7.641955e-02	-6.382995e-02	-5.115968e-02	-3.842537e-02	-2.564331e-02	-1.282956e-02	-2.127428e-10	1.282956e-02	2.564331e-02	3.842537e-02	5.115968e-02	6.382995e-02	7.641955e-02	8.891143e-02	1.012881e-01	1.135313e-01	1.256222e-01	1.375413e-01	1.492681e-01	1.607810e-01	1.720574e-01	1.830735e-01	1.938042e-01	2.042228e-01	2.143010e-01	2.240089e-01	2.333146e-01	2.421840e-01	2.505809e-01	2.584666e-01	2.657999e-01	2.725365e-01	2.786291e-01	2.840273e-01	2.886769e-01	2.925197e-01	2.954938e-01	2.975324e-01	2.985639e-01	
