-1.264618e-16	-1.236162e-16	-1.214167e-16	-1.198185e-16	-1.187905e-16	-1.183145e-16	-1.183846e-16	-1.190075e-16	-1.202033e-16	-1.220074e-16	-1.244727e-16	-1.276738e-16	-1.317116e-16	-1.367210e-16	-1.428795e-16	-1.504205e-16	-1.596495e-16	-1.709666e-16	-1.848962e-16	
-3.341165e-02	-3.141153e-02	-2.957344e-02	-2.788789e-02	-2.634619e-02	-2.494039e-02	-2.366324e-02	-2.250815e-02	-2.146917e-02	-2.054092e-02	-1.971863e-02	-1.899805e-02	-1.837547e-02	-1.784767e-02	-1.741193e-02	-1.706601e-02	-1.680811e-02	-1.663692e-02	-1.655155e-02	
-6.682684e-02	-6.282639e-02	-5.915001e-02	-5.577873e-02	-5.269518e-02	-4.988343e-02	-4.732900e-02	-4.501869e-02	-4.294061e-02	-4.108402e-02	-3.943935e-02	-3.799811e-02	-3.675288e-02	-3.569723e-02	-3.482571e-02	-3.413382e-02	-3.361801e-02	-3.327561e-02	-3.310485e-02	
-1.002491e-01	-9.424790e-02	-8.873284e-02	-8.367549e-02	-7.904974e-02	-7.483175e-02	-7.099976e-02	-6.753400e-02	-6.441660e-02	-6.163147e-02	-5.916424e-02	-5.700220e-02	-5.513419e-02	-5.355057e-02	-5.224317e-02	-5.120526e-02	-5.043147e-02	-4.991782e-02	-4.966165e-02	
-1.336820e-01	-1.256794e-01	-1.183251e-01	-1.115811e-01	-1.054127e-01	-9.978800e-02	-9.467804e-02	-9.005646e-02	-8.589941e-02	-8.218544e-02	-7.889540e-02	-7.601232e-02	-7.352133e-02	-7.140957e-02	-6.966617e-02	-6.828211e-02	-6.725027e-02	-6.656531e-02	-6.622372e-02	
-1.671290e-01	-1.571242e-01	-1.479298e-01	-1.394985e-01	-1.317868e-01	-1.247548e-01	-1.183663e-01	-1.125884e-01	-1.073913e-01	-1.027481e-01	-9.863490e-02	-9.503048e-02	-9.191624e-02	-8.927613e-02	-8.709653e-02	-8.536618e-02	-8.407617e-02	-8.321984e-02	-8.279278e-02	
-2.005937e-01	-1.885855e-01	-1.775502e-01	-1.674306e-01	-1.581747e-01	-1.497347e-01	-1.420671e-01	-1.351323e-01	-1.288945e-01	-1.233216e-01	-1.183848e-01	-1.140587e-01	-1.103209e-01	-1.071521e-01	-1.045361e-01	-1.024593e-01	-1.009109e-01	-9.988316e-02	-9.937058e-02	
-2.340794e-01	-2.200668e-01	-2.071892e-01	-1.953804e-01	-1.845794e-01	-1.747305e-01	-1.657829e-01	-1.576904e-01	-1.504113e-01	-1.439081e-01	-1.381472e-01	-1.330989e-01	-1.287371e-01	-1.250394e-01	-1.219866e-01	-1.195631e-01	-1.177564e-01	-1.165570e-01	-1.159589e-01	
-2.675898e-01	-2.515711e-01	-2.368500e-01	-2.233507e-01	-2.110034e-01	-1.997446e-01	-1.895160e-01	-1.802650e-01	-1.719439e-01	-1.645097e-01	-1.579241e-01	-1.521530e-01	-1.471669e-01	-1.429398e-01	-1.394500e-01	-1.366796e-01	-1.346141e-01	-1.332431e-01	-1.325593e-01	
-3.011282e-01	-2.831018e-01	-2.665357e-01	-2.513444e-01	-2.374496e-01	-2.247796e-01	-2.132690e-01	-2.028586e-01	-1.934945e-01	-1.851286e-01	-1.777175e-01	-1.712232e-01	-1.656120e-01	-1.608552e-01	-1.569280e-01	-1.538103e-01	-1.514860e-01	-1.499431e-01	-1.491736e-01	
-3.346981e-01	-3.146620e-01	-2.962491e-01	-2.793643e-01	-2.639205e-01	-2.498380e-01	-2.370443e-01	-2.254733e-01	-2.150653e-01	-2.057667e-01	-1.975295e-01	-1.903112e-01	-1.840745e-01	-1.787873e-01	-1.744224e-01	-1.709571e-01	-1.683737e-01	-1.666588e-01	-1.658035e-01	
-3.683027e-01	-3.462550e-01	-3.259934e-01	-3.074133e-01	-2.904189e-01	-2.749225e-01	-2.608442e-01	-2.481115e-01	-2.366585e-01	-2.264263e-01	-2.173620e-01	-2.094190e-01	-2.025561e-01	-1.967381e-01	-1.919349e-01	-1.881217e-01	-1.852789e-01	-1.833918e-01	-1.824507e-01	
-4.019455e-01	-3.778839e-01	-3.557714e-01	-3.354941e-01	-3.169473e-01	-3.000354e-01	-2.846712e-01	-2.707754e-01	-2.582762e-01	-2.471093e-01	-2.372171e-01	-2.285484e-01	-2.210587e-01	-2.147092e-01	-2.094673e-01	-2.053058e-01	-2.022033e-01	-2.001438e-01	-1.991168e-01	
-4.356298e-01	-4.095517e-01	-3.855861e-01	-3.636095e-01	-3.435085e-01	-3.251793e-01	-3.085275e-01	-2.934671e-01	-2.799205e-01	-2.678178e-01	-2.570966e-01	-2.477015e-01	-2.395841e-01	-2.327025e-01	-2.270213e-01	-2.225110e-01	-2.191486e-01	-2.169165e-01	-2.158033e-01	
-4.693587e-01	-4.412615e-01	-4.154404e-01	-3.917622e-01	-3.701048e-01	-3.503565e-01	-3.324154e-01	-3.161890e-01	-3.015936e-01	-2.885538e-01	-2.770024e-01	-2.668799e-01	-2.581340e-01	-2.507196e-01	-2.445985e-01	-2.397391e-01	-2.361163e-01	-2.337114e-01	-2.325121e-01	
-5.031355e-01	-4.730163e-01	-4.453370e-01	-4.199549e-01	-3.967389e-01	-3.755695e-01	-3.563373e-01	-3.389432e-01	-3.232974e-01	-3.093192e-01	-2.969366e-01	-2.860856e-01	-2.767103e-01	-2.687624e-01	-2.622007e-01	-2.569916e-01	-2.531081e-01	-2.505301e-01	-2.492445e-01	
-5.369632e-01	-5.048190e-01	-4.752788e-01	-4.481901e-01	-4.234133e-01	-4.008205e-01	-3.802952e-01	-3.617316e-01	-3.450339e-01	-3.301159e-01	-3.169008e-01	-3.053203e-01	-2.953146e-01	-2.868323e-01	-2.798295e-01	-2.742701e-01	-2.701255e-01	-2.673743e-01	-2.660022e-01	
-5.708450e-01	-5.366726e-01	-5.052683e-01	-4.764704e-01	-4.501302e-01	-4.261119e-01	-4.042915e-01	-3.845565e-01	-3.668052e-01	-3.509459e-01	-3.368969e-01	-3.245856e-01	-3.139487e-01	-3.049311e-01	-2.974865e-01	-2.915763e-01	-2.871702e-01	-2.842453e-01	-2.827866e-01	
-6.047839e-01	-5.685797e-01	-5.353084e-01	-5.047983e-01	-4.768921e-01	-4.514458e-01	-4.283281e-01	-4.074198e-01	-3.886131e-01	-3.718109e-01	-3.569266e-01	-3.438835e-01	-3.326141e-01	-3.230604e-01	-3.151731e-01	-3.089116e-01	-3.042435e-01	-3.011447e-01	-2.995993e-01	
-6.387827e-01	-6.005432e-01	-5.654015e-01	-5.331763e-01	-5.037013e-01	-4.768244e-01	-4.524072e-01	-4.303235e-01	-4.104595e-01	-3.927128e-01	-3.769918e-01	-3.632154e-01	-3.513125e-01	-3.412217e-01	-3.328910e-01	-3.262775e-01	-3.213470e-01	-3.180740e-01	-3.164417e-01	
-6.728442e-01	-6.325657e-01	-5.955502e-01	-5.616066e-01	-5.305599e-01	-5.022499e-01	-4.765307e-01	-4.532695e-01	-4.323463e-01	-4.136533e-01	-3.970940e-01	-3.825829e-01	-3.700453e-01	-3.594165e-01	-3.506416e-01	-3.436755e-01	-3.384820e-01	-3.350345e-01	-3.333152e-01	
-7.069712e-01	-6.646498e-01	-6.257568e-01	-5.900916e-01	-5.574702e-01	-5.277243e-01	-5.007005e-01	-4.762595e-01	-4.542751e-01	-4.346340e-01	-4.172348e-01	-4.019877e-01	-3.888142e-01	-3.776463e-01	-3.684264e-01	-3.611068e-01	-3.556500e-01	-3.520276e-01	-3.502211e-01	
-7.411663e-01	-6.967978e-01	-6.560236e-01	-6.186333e-01	-5.844341e-01	-5.532495e-01	-5.249186e-01	-4.992954e-01	-4.762477e-01	-4.556565e-01	-4.374157e-01	-4.214312e-01	-4.076205e-01	-3.959124e-01	-3.862466e-01	-3.785730e-01	-3.728522e-01	-3.690546e-01	-3.671608e-01	
-7.754319e-01	-7.290122e-01	-6.863530e-01	-6.472340e-01	-6.114537e-01	-5.788273e-01	-5.491867e-01	-5.223789e-01	-4.982656e-01	-4.767225e-01	-4.576384e-01	-4.409148e-01	-4.264657e-01	-4.142163e-01	-4.041035e-01	-3.960752e-01	-3.900899e-01	-3.861168e-01	-3.841354e-01	
-8.097705e-01	-7.612952e-01	-7.167468e-01	-6.758956e-01	-6.385308e-01	-6.044596e-01	-5.735064e-01	-5.455115e-01	-5.203304e-01	-4.978332e-01	-4.779040e-01	-4.604400e-01	-4.453509e-01	-4.325591e-01	-4.219985e-01	-4.136147e-01	-4.073643e-01	-4.032153e-01	-4.011461e-01	
-8.441842e-01	-7.936488e-01	-7.472073e-01	-7.046199e-01	-6.656672e-01	-6.301481e-01	-5.978794e-01	-5.686947e-01	-5.424434e-01	-5.189902e-01	-4.982141e-01	-4.800078e-01	-4.642775e-01	-4.509421e-01	-4.399327e-01	-4.311925e-01	-4.246766e-01	-4.203512e-01	-4.181941e-01	
-8.786753e-01	-8.260751e-01	-7.777361e-01	-7.334088e-01	-6.928645e-01	-6.558942e-01	-6.223071e-01	-5.919300e-01	-5.646062e-01	-5.401947e-01	-5.185697e-01	-4.996196e-01	-4.832466e-01	-4.693663e-01	-4.579071e-01	-4.488099e-01	-4.420277e-01	-4.375256e-01	-4.352803e-01	
-9.132455e-01	-8.585759e-01	-8.083350e-01	-7.622637e-01	-7.201243e-01	-6.816994e-01	-6.467909e-01	-6.152186e-01	-5.868198e-01	-5.614479e-01	-5.389721e-01	-5.192764e-01	-5.022593e-01	-4.878329e-01	-4.759228e-01	-4.664677e-01	-4.594186e-01	-4.547394e-01	-4.524058e-01	
-9.478967e-01	-8.911528e-01	-8.390056e-01	-7.911862e-01	-7.474479e-01	-7.075651e-01	-6.713320e-01	-6.385618e-01	-6.090855e-01	-5.827509e-01	-5.594223e-01	-5.389793e-01	-5.213165e-01	-5.063427e-01	-4.939807e-01	-4.841668e-01	-4.768503e-01	-4.719935e-01	-4.695714e-01	
-9.826304e-01	-9.238072e-01	-8.697492e-01	-8.201776e-01	-7.748366e-01	-7.334923e-01	-6.959316e-01	-6.619606e-01	-6.314042e-01	-6.041046e-01	-5.799212e-01	-5.587291e-01	-5.404190e-01	-5.248966e-01	-5.120816e-01	-5.019081e-01	-4.943235e-01	-4.892888e-01	-4.867779e-01	
-1.017448e+00	-9.565406e-01	-9.005672e-01	-8.492390e-01	-8.022914e-01	-7.594822e-01	-7.205906e-01	-6.854159e-01	-6.537768e-01	-6.255099e-01	-6.004696e-01	-5.785266e-01	-5.595677e-01	-5.434953e-01	-5.302263e-01	-5.196923e-01	-5.118389e-01	-5.066258e-01	-5.040259e-01	
-1.052351e+00	-9.893539e-01	-9.314603e-01	-8.783715e-01	-8.298134e-01	-7.855356e-01	-7.453099e-01	-7.089285e-01	-6.762040e-01	-6.469675e-01	-6.210682e-01	-5.983724e-01	-5.787632e-01	-5.621394e-01	-5.484152e-01	-5.375199e-01	-5.293971e-01	-5.240052e-01	-5.213161e-01	
-1.087339e+00	-1.022248e+00	-9.624296e-01	-9.075756e-01	-8.574031e-01	-8.116532e-01	-7.700900e-01	-7.324991e-01	-6.986865e-01	-6.684780e-01	-6.417175e-01	-6.182672e-01	-5.980060e-01	-5.808295e-01	-5.666490e-01	-5.553914e-01	-5.469986e-01	-5.414273e-01	-5.386489e-01	
-1.122415e+00	-1.055224e+00	-9.934756e-01	-9.368521e-01	-8.850611e-01	-8.378355e-01	-7.949315e-01	-7.561280e-01	-7.212247e-01	-6.900417e-01	-6.624180e-01	-6.382112e-01	-6.172965e-01	-5.995658e-01	-5.849279e-01	-5.733072e-01	-5.646436e-01	-5.588927e-01	-5.560246e-01	
-1.157577e+00	-1.088281e+00	-1.024599e+00	-9.662013e-01	-9.127878e-01	-8.640827e-01	-8.198347e-01	-7.798155e-01	-7.438188e-01	-7.116589e-01	-6.831698e-01	-6.582047e-01	-6.366348e-01	-6.183487e-01	-6.032522e-01	-5.912674e-01	-5.823325e-01	-5.764013e-01	-5.734434e-01	
-1.192827e+00	-1.121420e+00	-1.055799e+00	-9.956232e-01	-9.405832e-01	-8.903949e-01	-8.447995e-01	-8.035617e-01	-7.664689e-01	-7.333297e-01	-7.039731e-01	-6.782478e-01	-6.560210e-01	-6.371781e-01	-6.216219e-01	-6.092721e-01	-6.000651e-01	-5.939534e-01	-5.909054e-01	
-1.228163e+00	-1.154641e+00	-1.087076e+00	-1.025118e+00	-9.684471e-01	-9.167721e-01	-8.698259e-01	-8.273665e-01	-7.891748e-01	-7.550539e-01	-7.248276e-01	-6.983402e-01	-6.754550e-01	-6.560539e-01	-6.400368e-01	-6.273212e-01	-6.178415e-01	-6.115487e-01	-6.084104e-01	
-1.263586e+00	-1.187944e+00	-1.118429e+00	-1.054684e+00	-9.963791e-01	-9.432136e-01	-8.949135e-01	-8.512295e-01	-8.119363e-01	-7.768312e-01	-7.457332e-01	-7.184818e-01	-6.949365e-01	-6.749758e-01	-6.584968e-01	-6.454145e-01	-6.356613e-01	-6.291870e-01	-6.259582e-01	
-1.299094e+00	-1.221326e+00	-1.149858e+00	-1.084322e+00	-1.024378e+00	-9.697190e-01	-9.200615e-01	-8.751500e-01	-8.347526e-01	-7.986610e-01	-7.666891e-01	-7.386719e-01	-7.144650e-01	-6.939434e-01	-6.770013e-01	-6.635513e-01	-6.535241e-01	-6.468679e-01	-6.435483e-01	
-1.334686e+00	-1.254788e+00	-1.181362e+00	-1.114030e+00	-1.052444e+00	-9.962871e-01	-9.452692e-01	-8.991271e-01	-8.576229e-01	-8.205425e-01	-7.876947e-01	-7.589099e-01	-7.340397e-01	-7.129559e-01	-6.955496e-01	-6.817312e-01	-6.714292e-01	-6.645906e-01	-6.611801e-01	
-1.370361e+00	-1.288327e+00	-1.212938e+00	-1.143807e+00	-1.080575e+00	-1.022917e+00	-9.705351e-01	-9.231597e-01	-8.805462e-01	-8.424747e-01	-8.087488e-01	-7.791947e-01	-7.536598e-01	-7.320124e-01	-7.141409e-01	-6.999530e-01	-6.893757e-01	-6.823543e-01	-6.788527e-01	
-1.406116e+00	-1.321941e+00	-1.244586e+00	-1.173650e+00	-1.108769e+00	-1.049606e+00	-9.958579e-01	-9.472464e-01	-9.035210e-01	-8.644561e-01	-8.298503e-01	-7.995251e-01	-7.733239e-01	-7.511117e-01	-7.327739e-01	-7.182159e-01	-7.073626e-01	-7.001580e-01	-6.965650e-01	
-1.441948e+00	-1.355629e+00	-1.276302e+00	-1.203559e+00	-1.137024e+00	-1.076353e+00	-1.021235e+00	-9.713852e-01	-9.265456e-01	-8.864852e-01	-8.509975e-01	-8.198995e-01	-7.930306e-01	-7.702524e-01	-7.514473e-01	-7.365183e-01	-7.253884e-01	-7.180002e-01	-7.143157e-01	
-1.477854e+00	-1.389386e+00	-1.308084e+00	-1.233529e+00	-1.165337e+00	-1.103156e+00	-1.046666e+00	-9.955741e-01	-9.496179e-01	-9.085600e-01	-8.721886e-01	-8.403162e-01	-8.127782e-01	-7.894328e-01	-7.701594e-01	-7.548587e-01	-7.434516e-01	-7.358795e-01	-7.321031e-01	
-1.513831e+00	-1.423209e+00	-1.339928e+00	-1.263558e+00	-1.193706e+00	-1.130012e+00	-1.072146e+00	-1.019810e+00	-9.727355e-01	-9.306781e-01	-8.934213e-01	-8.607729e-01	-8.325646e-01	-8.086509e-01	-7.889083e-01	-7.732350e-01	-7.615503e-01	-7.537938e-01	-7.499256e-01	
-1.549875e+00	-1.457095e+00	-1.371831e+00	-1.293643e+00	-1.222127e+00	-1.156916e+00	-1.097673e+00	-1.044091e+00	-9.958957e-01	-9.528369e-01	-9.146930e-01	-8.812673e-01	-8.523874e-01	-8.279043e-01	-8.076916e-01	-7.916452e-01	-7.796823e-01	-7.717411e-01	-7.677808e-01	
-1.585979e+00	-1.491038e+00	-1.403787e+00	-1.323778e+00	-1.250597e+00	-1.183867e+00	-1.123243e+00	-1.068414e+00	-1.019095e+00	-9.750333e-01	-9.360009e-01	-9.017965e-01	-8.722438e-01	-8.471904e-01	-8.265069e-01	-8.100867e-01	-7.978451e-01	-7.897189e-01	-7.856663e-01	
-1.622139e+00	-1.525033e+00	-1.435793e+00	-1.353960e+00	-1.279110e+00	-1.210859e+00	-1.148853e+00	-1.092773e+00	-1.042330e+00	-9.972638e-01	-9.573415e-01	-9.223573e-01	-8.921308e-01	-8.665061e-01	-8.453511e-01	-8.285565e-01	-8.160358e-01	-8.077243e-01	-8.035793e-01	
-1.658348e+00	-1.559075e+00	-1.467843e+00	-1.384183e+00	-1.307662e+00	-1.237887e+00	-1.174498e+00	-1.117166e+00	-1.065597e+00	-1.019525e+00	-9.787111e-01	-9.429460e-01	-9.120448e-01	-8.858481e-01	-8.642208e-01	-8.470514e-01	-8.342512e-01	-8.257542e-01	-8.215167e-01	
