-8.925895e-16	-8.889124e-16	-8.854251e-16	-8.821244e-16	-8.790072e-16	-8.760707e-16	-8.733120e-16	-8.707285e-16	-8.683174e-16	-8.660763e-16	-8.640027e-16	-8.620942e-16	-8.603486e-16	-8.587637e-16	-8.573374e-16	-8.560678e-16	-8.549530e-16	-8.539911e-16	-8.531804e-16	-8.525194e-16	-8.520065e-16	-8.516403e-16	-8.514193e-16	-8.513425e-16	-8.514086e-16	-8.516165e-16	-8.519653e-16	-8.524541e-16	-8.530820e-16	-8.538485e-16	-8.547528e-16	-8.557944e-16	-8.569730e-16	-8.582881e-16	-8.597396e-16	-8.613273e-16	-8.630510e-16	-8.649110e-16	-8.669072e-16	-8.690399e-16	-8.713095e-16	-8.737162e-16	-8.762608e-16	-8.789436e-16	-8.817655e-16	-8.847272e-16	-8.878297e-16	-8.910739e-16	-8.944610e-16	-8.979921e-16	-9.016685e-16	-9.054916e-16	-9.094630e-16	-9.135842e-16	-9.178570e-16	
-6.631741e-02	-6.385839e-02	-6.139968e-02	-5.894127e-02	-5.648315e-02	-5.402531e-02	-5.156773e-02	-4.911042e-02	-4.665335e-02	-4.419652e-02	-4.173991e-02	-3.928351e-02	-3.682731e-02	-3.437130e-02	-3.191546e-02	-2.945979e-02	-2.700427e-02	-2.454889e-02	-2.209364e-02	-1.963850e-02	-1.718346e-02	-1.472852e-02	-1.227365e-02	-9.818840e-03	-7.364085e-03	-4.909369e-03	-2.454678e-03	-8.178755e-16	2.454678e-03	4.909369e-03	7.364085e-03	9.818840e-03	1.227365e-02	1.472852e-02	1.718346e-02	1.963850e-02	2.209364e-02	2.454889e-02	2.700427e-02	2.945979e-02	3.191546e-02	3.437130e-02	3.682731e-02	3.928351e-02	4.173991e-02	4.419652e-02	4.665335e-02	4.911042e-02	5.156773e-02	5.402531e-02	5.648315e-02	5.894127e-02	6.139968e-02	6.385839e-02	6.631741e-02	
-1.326686e-01	-1.277493e-01	-1.228306e-01	-1.179126e-01	-1.129951e-01	-1.080782e-01	-1.031618e-01	-9.824589e-02	-9.333050e-02	-8.841559e-02	-8.350112e-02	-7.858707e-02	-7.367342e-02	-6.876015e-02	-6.384723e-02	-5.893463e-02	-5.402234e-02	-4.911033e-02	-4.419857e-02	-3.928704e-02	-3.437571e-02	-2.946456e-02	-2.455357e-02	-1.964270e-02	-1.473194e-02	-9.821248e-03	-4.910611e-03	-8.829967e-16	4.910611e-03	9.821248e-03	1.473194e-02	1.964270e-02	2.455357e-02	2.946456e-02	3.437571e-02	3.928704e-02	4.419857e-02	4.911033e-02	5.402234e-02	5.893463e-02	6.384723e-02	6.876015e-02	7.367342e-02	7.858707e-02	8.350112e-02	8.841559e-02	9.333050e-02	9.824589e-02	1.031618e-01	1.080782e-01	1.129951e-01	1.179126e-01	1.228306e-01	1.277493e-01	1.326686e-01	
-1.990873e-01	-1.917053e-01	-1.843242e-01	-1.769440e-01	-1.695646e-01	-1.621861e-01	-1.548084e-01	-1.474315e-01	-1.400553e-01	-1.326798e-01	-1.253050e-01	-1.179308e-01	-1.105572e-01	-1.031841e-01	-9.581162e-02	-8.843959e-02	-8.106802e-02	-7.369687e-02	-6.632610e-02	-5.895567e-02	-5.158554e-02	-4.421568e-02	-3.684605e-02	-2.947661e-02	-2.210732e-02	-1.473815e-02	-7.369056e-03	-8.227032e-16	7.369056e-03	1.473815e-02	2.210732e-02	2.947661e-02	3.684605e-02	4.421568e-02	5.158554e-02	5.895567e-02	6.632610e-02	7.369687e-02	8.106802e-02	8.843959e-02	9.581162e-02	1.031841e-01	1.105572e-01	1.179308e-01	1.253050e-01	1.326798e-01	1.400553e-01	1.474315e-01	1.548084e-01	1.621861e-01	1.695646e-01	1.769440e-01	1.843242e-01	1.917053e-01	1.990873e-01	
-2.656075e-01	-2.557590e-01	-2.459117e-01	-2.360657e-01	-2.262207e-01	-2.163769e-01	-2.065341e-01	-1.966924e-01	-1.868516e-01	-1.770118e-01	-1.671729e-01	-1.573348e-01	-1.474974e-01	-1.376609e-01	-1.278250e-01	-1.179898e-01	-1.081552e-01	-9.832112e-02	-8.848757e-02	-7.865447e-02	-6.882177e-02	-5.898943e-02	-4.915739e-02	-3.932561e-02	-2.949403e-02	-1.966260e-02	-9.831275e-03	-7.140385e-16	9.831275e-03	1.966260e-02	2.949403e-02	3.932561e-02	4.915739e-02	5.898943e-02	6.882177e-02	7.865447e-02	8.848757e-02	9.832112e-02	1.081552e-01	1.179898e-01	1.278250e-01	1.376609e-01	1.474974e-01	1.573348e-01	1.671729e-01	1.770118e-01	1.868516e-01	1.966924e-01	2.065341e-01	2.163769e-01	2.262207e-01	2.360657e-01	2.459117e-01	2.557590e-01	2.656075e-01	
-3.322633e-01	-3.199433e-01	-3.076249e-01	-2.953079e-01	-2.829924e-01	-2.706782e-01	-2.583654e-01	-2.460539e-01	-2.337435e-01	-2.214344e-01	-2.091263e-01	-1.968193e-01	-1.845132e-01	-1.722081e-01	-1.599039e-01	-1.476004e-01	-1.352977e-01	-1.229957e-01	-1.106944e-01	-9.839357e-02	-8.609327e-02	-7.379341e-02	-6.149393e-02	-4.919476e-02	-3.689585e-02	-2.459713e-02	-1.229853e-02	-7.638814e-16	1.229853e-02	2.459713e-02	3.689585e-02	4.919476e-02	6.149393e-02	7.379341e-02	8.609327e-02	9.839357e-02	1.106944e-01	1.229957e-01	1.352977e-01	1.476004e-01	1.599039e-01	1.722081e-01	1.845132e-01	1.968193e-01	2.091263e-01	2.214344e-01	2.337435e-01	2.460539e-01	2.583654e-01	2.706782e-01	2.829924e-01	2.953079e-01	3.076249e-01	3.199433e-01	3.322633e-01	
-3.990888e-01	-3.842912e-01	-3.694953e-01	-3.547012e-01	-3.399089e-01	-3.251181e-01	-3.103290e-01	-2.955414e-01	-2.807552e-01	-2.659704e-01	-2.511869e-01	-2.364047e-01	-2.216236e-01	-2.068436e-01	-1.920647e-01	-1.772868e-01	-1.625097e-01	-1.477335e-01	-1.329580e-01	-1.181832e-01	-1.034090e-01	-8.863527e-02	-7.386203e-02	-5.908917e-02	-4.431661e-02	-2.954428e-02	-1.477210e-02	-5.825828e-16	1.477210e-02	2.954428e-02	4.431661e-02	5.908917e-02	7.386203e-02	8.863527e-02	1.034090e-01	1.181832e-01	1.329580e-01	1.477335e-01	1.625097e-01	1.772868e-01	1.920647e-01	2.068436e-01	2.216236e-01	2.364047e-01	2.511869e-01	2.659704e-01	2.807552e-01	2.955414e-01	3.103290e-01	3.251181e-01	3.399089e-01	3.547012e-01	3.694953e-01	3.842912e-01	3.990888e-01	
-4.661188e-01	-4.488359e-01	-4.315551e-01	-4.142763e-01	-3.969996e-01	-3.797247e-01	-3.624517e-01	-3.451805e-01	-3.279109e-01	-3.106429e-01	-2.933764e-01	-2.761114e-01	-2.588478e-01	-2.415854e-01	-2.243243e-01	-2.070642e-01	-1.898052e-01	-1.725471e-01	-1.552899e-01	-1.380335e-01	-1.207778e-01	-1.035227e-01	-8.626811e-02	-6.901397e-02	-5.176017e-02	-3.450663e-02	-1.725327e-02	-7.284553e-16	1.725327e-02	3.450663e-02	5.176017e-02	6.901397e-02	8.626811e-02	1.035227e-01	1.207778e-01	1.380335e-01	1.552899e-01	1.725471e-01	1.898052e-01	2.070642e-01	2.243243e-01	2.415854e-01	2.588478e-01	2.761114e-01	2.933764e-01	3.106429e-01	3.279109e-01	3.451805e-01	3.624517e-01	3.797247e-01	3.969996e-01	4.142763e-01	4.315551e-01	4.488359e-01	4.661188e-01	
-5.333878e-01	-5.136109e-01	-4.938364e-01	-4.740642e-01	-4.542943e-01	-4.345265e-01	-4.147608e-01	-3.949970e-01	-3.752352e-01	-3.554752e-01	-3.357169e-01	-3.159603e-01	-2.962052e-01	-2.764516e-01	-2.566993e-01	-2.369483e-01	-2.171984e-01	-1.974497e-01	-1.777019e-01	-1.579550e-01	-1.382089e-01	-1.184635e-01	-9.871866e-02	-7.897433e-02	-5.923040e-02	-3.948677e-02	-1.974333e-02	-6.535875e-16	1.974333e-02	3.948677e-02	5.923040e-02	7.897433e-02	9.871866e-02	1.184635e-01	1.382089e-01	1.579550e-01	1.777019e-01	1.974497e-01	2.171984e-01	2.369483e-01	2.566993e-01	2.764516e-01	2.962052e-01	3.159603e-01	3.357169e-01	3.554752e-01	3.752352e-01	3.949970e-01	4.147608e-01	4.345265e-01	4.542943e-01	4.740642e-01	4.938364e-01	5.136109e-01	5.333878e-01	
-6.009313e-01	-5.786503e-01	-5.563719e-01	-5.340962e-01	-5.118229e-01	-4.895521e-01	-4.672835e-01	-4.450172e-01	-4.227530e-01	-4.004909e-01	-3.782306e-01	-3.559722e-01	-3.337155e-01	-3.114604e-01	-2.892068e-01	-2.669547e-01	-2.447038e-01	-2.224542e-01	-2.002056e-01	-1.779581e-01	-1.557114e-01	-1.334655e-01	-1.112202e-01	-8.897550e-02	-6.673124e-02	-4.448731e-02	-2.224360e-02	-1.011863e-15	2.224360e-02	4.448731e-02	6.673124e-02	8.897550e-02	1.112202e-01	1.334655e-01	1.557114e-01	1.779581e-01	2.002056e-01	2.224542e-01	2.447038e-01	2.669547e-01	2.892068e-01	3.114604e-01	3.337155e-01	3.559722e-01	3.782306e-01	4.004909e-01	4.227530e-01	4.450172e-01	4.672835e-01	4.895521e-01	5.118229e-01	5.340962e-01	5.563719e-01	5.786503e-01	6.009313e-01	
