-5.082946e+28	-4.898225e+28	-4.755986e+28	-4.647710e+28	-4.566632e+28	-4.507362e+28	-4.465593e+28	-4.437869e+28	-4.421414e+28	-4.413988e+28	-4.413784e+28	-4.419341e+28	-4.429478e+28	-4.443239e+28	-4.459854e+28	-4.478703e+28	-4.499291e+28	-4.521222e+28	-4.544187e+28	-4.567947e+28	-4.592320e+28	-4.617174e+28	-4.642419e+28	-4.668000e+28	-4.693891e+28	-4.720095e+28	-4.746635e+28	-4.773557e+28	-4.800923e+28	-4.828814e+28	-4.857326e+28	-4.886571e+28	-4.916676e+28	-4.947786e+28	-4.980058e+28	-5.013670e+28	-5.048816e+28	-5.085712e+28	-5.124595e+28	-5.165730e+28	-5.209407e+28	-5.255954e+28	-5.305733e+28	-5.359154e+28	-5.416678e+28	-5.478830e+28	-5.546210e+28	-5.619505e+28	-5.699516e+28	-5.787173e+28	-5.883572e+28	-5.990011e+28	-6.108040e+28	-6.239528e+28	-6.386742e+28	-6.552458e+28	-6.740100e+28	-6.953921e+28	-7.199247e+28	-7.482788e+28	-7.813051e+28	-8.200884e+28	-8.660193e+28	
-1.246749e+43	-1.164383e+43	-1.088024e+43	-1.017276e+43	-9.517762e+42	-8.911856e+42	-8.351920e+42	-7.835065e+42	-7.358624e+42	-6.920141e+42	-6.517353e+42	-6.148183e+42	-5.810727e+42	-5.503244e+42	-5.224147e+42	-4.971998e+42	-4.745495e+42	-4.543471e+42	-4.364882e+42	-4.208809e+42	-4.074445e+42	-3.961099e+42	-3.868184e+42	-3.795223e+42	-3.741837e+42	-3.707754e+42	-3.692795e+42	-3.696885e+42	-3.720044e+42	-3.762391e+42	-3.824146e+42	-3.905627e+42	-4.007253e+42	-4.129550e+42	-4.273148e+42	-4.438788e+42	-4.627323e+42	-4.839728e+42	-5.077097e+42	-5.340654e+42	-5.631760e+42	-5.951915e+42	-6.302772e+42	-6.686140e+42	-7.103996e+42	-7.558496e+42	-8.051984e+42	-8.587006e+42	-9.166322e+42	-9.792919e+42	-1.047003e+43	-1.120115e+43	-1.199004e+43	-1.284079e+43	-1.375776e+43	-1.474571e+43	-1.580971e+43	-1.695527e+43	-1.818828e+43	-1.951511e+43	-2.094261e+43	-2.247813e+43	-2.412960e+43	
-2.491646e+43	-2.327037e+43	-2.174431e+43	-2.033042e+43	-1.902139e+43	-1.781048e+43	-1.669144e+43	-1.565849e+43	-1.470632e+43	-1.383001e+43	-1.302503e+43	-1.228724e+43	-1.161283e+43	-1.099832e+43	-1.044054e+43	-9.936612e+42	-9.483943e+42	-9.080194e+42	-8.723283e+42	-8.411368e+42	-8.142840e+42	-7.916315e+42	-7.730624e+42	-7.584809e+42	-7.478119e+42	-7.410001e+42	-7.380106e+42	-7.388280e+42	-7.434563e+42	-7.519195e+42	-7.642613e+42	-7.805454e+42	-8.008556e+42	-8.252968e+42	-8.539950e+42	-8.870984e+42	-9.247775e+42	-9.672269e+42	-1.014665e+43	-1.067338e+43	-1.125516e+43	-1.189499e+43	-1.259619e+43	-1.336235e+43	-1.419744e+43	-1.510577e+43	-1.609201e+43	-1.716126e+43	-1.831903e+43	-1.957130e+43	-2.092451e+43	-2.238566e+43	-2.396228e+43	-2.566251e+43	-2.749510e+43	-2.946952e+43	-3.159595e+43	-3.388536e+43	-3.634955e+43	-3.900125e+43	-4.185412e+43	-4.492288e+43	-4.822337e+43	
-3.732845e+43	-3.486237e+43	-3.257612e+43	-3.045790e+43	-2.849679e+43	-2.668267e+43	-2.500618e+43	-2.345868e+43	-2.203219e+43	-2.071934e+43	-1.951337e+43	-1.840805e+43	-1.739769e+43	-1.647706e+43	-1.564143e+43	-1.488648e+43	-1.420831e+43	-1.360344e+43	-1.306874e+43	-1.260144e+43	-1.219915e+43	-1.185978e+43	-1.158159e+43	-1.136314e+43	-1.120330e+43	-1.110125e+43	-1.105646e+43	-1.106871e+43	-1.113805e+43	-1.126484e+43	-1.144974e+43	-1.169369e+43	-1.199797e+43	-1.236414e+43	-1.279408e+43	-1.329001e+43	-1.385450e+43	-1.449045e+43	-1.520115e+43	-1.599026e+43	-1.686185e+43	-1.782041e+43	-1.887090e+43	-2.001873e+43	-2.126982e+43	-2.263062e+43	-2.410815e+43	-2.571004e+43	-2.744455e+43	-2.932062e+43	-3.134794e+43	-3.353695e+43	-3.589896e+43	-3.844613e+43	-4.119162e+43	-4.414959e+43	-4.733529e+43	-5.076515e+43	-5.445687e+43	-5.842949e+43	-6.270350e+43	-6.730095e+43	-7.224555e+43	
-4.968508e+43	-4.640266e+43	-4.335960e+43	-4.054020e+43	-3.792991e+43	-3.551528e+43	-3.328383e+43	-3.122408e+43	-2.932538e+43	-2.757795e+43	-2.597277e+43	-2.450156e+43	-2.315674e+43	-2.193137e+43	-2.081912e+43	-1.981426e+43	-1.891161e+43	-1.810651e+43	-1.739480e+43	-1.677282e+43	-1.623736e+43	-1.578566e+43	-1.541538e+43	-1.512461e+43	-1.491186e+43	-1.477603e+43	-1.471642e+43	-1.473272e+43	-1.482501e+43	-1.499377e+43	-1.523988e+43	-1.556459e+43	-1.596959e+43	-1.645696e+43	-1.702923e+43	-1.768933e+43	-1.844068e+43	-1.928715e+43	-2.023310e+43	-2.128342e+43	-2.244353e+43	-2.371940e+43	-2.511763e+43	-2.664541e+43	-2.831064e+43	-3.012190e+43	-3.208854e+43	-3.422069e+43	-3.652936e+43	-3.902646e+43	-4.172487e+43	-4.463850e+43	-4.778238e+43	-5.117274e+43	-5.482705e+43	-5.876418e+43	-6.300442e+43	-6.756965e+43	-7.248342e+43	-7.777107e+43	-8.345989e+43	-8.957920e+43	-9.616059e+43	
-6.196808e+43	-5.787419e+43	-5.407884e+43	-5.056243e+43	-4.730684e+43	-4.429526e+43	-4.151217e+43	-3.894320e+43	-3.657511e+43	-3.439569e+43	-3.239368e+43	-3.055877e+43	-2.888149e+43	-2.735318e+43	-2.596596e+43	-2.471269e+43	-2.358689e+43	-2.258275e+43	-2.169510e+43	-2.091935e+43	-2.025152e+43	-1.968814e+43	-1.922632e+43	-1.886368e+43	-1.859833e+43	-1.842892e+43	-1.835457e+43	-1.837490e+43	-1.849001e+43	-1.870049e+43	-1.900744e+43	-1.941242e+43	-1.991755e+43	-2.052541e+43	-2.123914e+43	-2.206243e+43	-2.299953e+43	-2.405526e+43	-2.523507e+43	-2.654505e+43	-2.799195e+43	-2.958325e+43	-3.132713e+43	-3.323262e+43	-3.530952e+43	-3.756855e+43	-4.002137e+43	-4.268063e+43	-4.556005e+43	-4.867447e+43	-5.203997e+43	-5.567390e+43	-5.959500e+43	-6.382351e+43	-6.838124e+43	-7.329168e+43	-7.858019e+43	-8.427402e+43	-9.040256e+43	-9.699741e+43	-1.040926e+44	-1.117247e+44	-1.199331e+44	
-7.415937e+43	-6.926008e+43	-6.471804e+43	-6.050984e+43	-5.661375e+43	-5.300969e+43	-4.967907e+43	-4.660470e+43	-4.377072e+43	-4.116253e+43	-3.876666e+43	-3.657075e+43	-3.456349e+43	-3.273451e+43	-3.107438e+43	-2.957454e+43	-2.822725e+43	-2.702557e+43	-2.596328e+43	-2.503493e+43	-2.423570e+43	-2.356149e+43	-2.300881e+43	-2.257482e+43	-2.225728e+43	-2.205454e+43	-2.196556e+43	-2.198989e+43	-2.212764e+43	-2.237953e+43	-2.274687e+43	-2.323153e+43	-2.383603e+43	-2.456348e+43	-2.541763e+43	-2.640289e+43	-2.752434e+43	-2.878777e+43	-3.019969e+43	-3.176739e+43	-3.349895e+43	-3.540331e+43	-3.749028e+43	-3.977064e+43	-4.225614e+43	-4.495960e+43	-4.789498e+43	-5.107741e+43	-5.452331e+43	-5.825045e+43	-6.227806e+43	-6.662691e+43	-7.131943e+43	-7.637984e+43	-8.183423e+43	-8.771073e+43	-9.403967e+43	-1.008537e+44	-1.081879e+44	-1.160802e+44	-1.245713e+44	-1.337049e+44	-1.435282e+44	
-8.624110e+43	-8.054363e+43	-7.526163e+43	-7.036784e+43	-6.583702e+43	-6.164580e+43	-5.777256e+43	-5.419733e+43	-5.090166e+43	-4.786855e+43	-4.508235e+43	-4.252870e+43	-4.019442e+43	-3.806747e+43	-3.613688e+43	-3.439270e+43	-3.282591e+43	-3.142845e+43	-3.019311e+43	-2.911351e+43	-2.818408e+43	-2.740003e+43	-2.675731e+43	-2.625261e+43	-2.588333e+43	-2.564757e+43	-2.554409e+43	-2.557238e+43	-2.573258e+43	-2.602551e+43	-2.645269e+43	-2.701631e+43	-2.771929e+43	-2.856525e+43	-2.955856e+43	-3.070433e+43	-3.200849e+43	-3.347775e+43	-3.511970e+43	-3.694280e+43	-3.895646e+43	-4.117106e+43	-4.359803e+43	-4.624990e+43	-4.914032e+43	-5.228423e+43	-5.569782e+43	-5.939872e+43	-6.340601e+43	-6.774036e+43	-7.242412e+43	-7.748147e+43	-8.293848e+43	-8.882331e+43	-9.516630e+43	-1.020002e+44	-1.093602e+44	-1.172843e+44	-1.258134e+44	-1.349915e+44	-1.448659e+44	-1.554875e+44	-1.669112e+44	
-9.819563e+43	-9.170839e+43	-8.569421e+43	-8.012206e+43	-7.496319e+43	-7.019099e+43	-6.578086e+43	-6.171003e+43	-5.795752e+43	-5.450397e+43	-5.133156e+43	-4.842393e+43	-4.576608e+43	-4.334429e+43	-4.114609e+43	-3.916013e+43	-3.737616e+43	-3.578499e+43	-3.437841e+43	-3.314915e+43	-3.209089e+43	-3.119815e+43	-3.046634e+43	-2.989169e+43	-2.947122e+43	-2.920277e+43	-2.908495e+43	-2.911717e+43	-2.929957e+43	-2.963310e+43	-3.011949e+43	-3.076125e+43	-3.156167e+43	-3.252490e+43	-3.365589e+43	-3.496049e+43	-3.644543e+43	-3.811835e+43	-3.998790e+43	-4.206372e+43	-4.435651e+43	-4.687809e+43	-4.964149e+43	-5.266095e+43	-5.595204e+43	-5.953174e+43	-6.341852e+43	-6.763243e+43	-7.219520e+43	-7.713036e+43	-8.246338e+43	-8.822177e+43	-9.443521e+43	-1.011358e+44	-1.083580e+44	-1.161392e+44	-1.245194e+44	-1.335420e+44	-1.432534e+44	-1.537037e+44	-1.649468e+44	-1.770408e+44	-1.900480e+44	
-1.100057e+44	-1.027382e+44	-9.600069e+43	-8.975836e+43	-8.397904e+43	-7.863289e+43	-7.369235e+43	-6.913192e+43	-6.492810e+43	-6.105918e+43	-5.750523e+43	-5.424789e+43	-5.127038e+43	-4.855733e+43	-4.609475e+43	-4.386993e+43	-4.187141e+43	-4.008887e+43	-3.851311e+43	-3.713601e+43	-3.595047e+43	-3.495036e+43	-3.413054e+43	-3.348677e+43	-3.301574e+43	-3.271500e+43	-3.258301e+43	-3.261910e+43	-3.282344e+43	-3.319709e+43	-3.374198e+43	-3.446091e+43	-3.535760e+43	-3.643668e+43	-3.770370e+43	-3.916521e+43	-4.082873e+43	-4.270286e+43	-4.479726e+43	-4.712274e+43	-4.969128e+43	-5.251614e+43	-5.561189e+43	-5.899450e+43	-6.268141e+43	-6.669165e+43	-7.104589e+43	-7.576661e+43	-8.087814e+43	-8.640686e+43	-9.238128e+43	-9.883223e+43	-1.057930e+44	-1.132994e+44	-1.213903e+44	-1.301073e+44	-1.394954e+44	-1.496031e+44	-1.604825e+44	-1.721897e+44	-1.847850e+44	-1.983336e+44	-2.129051e+44	
