-1.067602e-15	-1.070990e-15	-1.074399e-15	-1.077822e-15	-1.081257e-15	-1.084697e-15	-1.088139e-15	
-7.460050e-03	-6.487777e-03	-5.515502e-03	-4.543226e-03	-3.570948e-03	-2.598668e-03	-1.626386e-03	
-1.491599e-02	-1.297134e-02	-1.102669e-02	-9.082029e-03	-7.137369e-03	-5.192705e-03	-3.248038e-03	
-2.236371e-02	-1.944648e-02	-1.652923e-02	-1.361199e-02	-1.069474e-02	-7.777482e-03	-4.860222e-03	
-2.979911e-02	-2.590897e-02	-2.201883e-02	-1.812868e-02	-1.423853e-02	-1.034837e-02	-6.458205e-03	
-3.721807e-02	-3.235462e-02	-2.749116e-02	-2.262770e-02	-1.776423e-02	-1.290075e-02	-8.037260e-03	
-4.461650e-02	-3.877922e-02	-3.294193e-02	-2.710462e-02	-2.126731e-02	-1.542999e-02	-9.592659e-03	
-5.199031e-02	-4.517857e-02	-3.836681e-02	-3.155505e-02	-2.474327e-02	-1.793148e-02	-1.111968e-02	
-5.933541e-02	-5.154848e-02	-4.376153e-02	-3.597457e-02	-2.818759e-02	-2.040061e-02	-1.261361e-02	
-6.664772e-02	-5.788475e-02	-4.912178e-02	-4.035879e-02	-3.159578e-02	-2.283277e-02	-1.406974e-02	
-7.392316e-02	-6.418323e-02	-5.444328e-02	-4.470332e-02	-3.496335e-02	-2.522336e-02	-1.548336e-02	
-8.115767e-02	-7.043973e-02	-5.972177e-02	-4.900379e-02	-3.828581e-02	-2.756780e-02	-1.684978e-02	
-8.834721e-02	-7.665010e-02	-6.495297e-02	-5.325583e-02	-4.155867e-02	-2.986150e-02	-1.816431e-02	
-9.548772e-02	-8.281019e-02	-7.013264e-02	-5.745508e-02	-4.477749e-02	-3.209990e-02	-1.942228e-02	
-1.025752e-01	-8.891587e-02	-7.525653e-02	-6.159718e-02	-4.793781e-02	-3.427842e-02	-2.061902e-02	
-1.096056e-01	-9.496302e-02	-8.032042e-02	-6.567781e-02	-5.103518e-02	-3.639253e-02	-2.174987e-02	
-1.165749e-01	-1.009475e-01	-8.532009e-02	-6.969264e-02	-5.406517e-02	-3.843769e-02	-2.281019e-02	
-1.234792e-01	-1.068653e-01	-9.025135e-02	-7.363737e-02	-5.702338e-02	-4.040937e-02	-2.379535e-02	
-1.303145e-01	-1.127123e-01	-9.511000e-02	-7.750771e-02	-5.990540e-02	-4.230307e-02	-2.470073e-02	
-1.370769e-01	-1.184844e-01	-9.989189e-02	-8.129937e-02	-6.270684e-02	-4.411430e-02	-2.552174e-02	
-1.437623e-01	-1.241776e-01	-1.045929e-01	-8.500811e-02	-6.542335e-02	-4.583857e-02	-2.625377e-02	
-1.503670e-01	-1.297879e-01	-1.092088e-01	-8.862968e-02	-6.805056e-02	-4.747142e-02	-2.689228e-02	
-1.568869e-01	-1.353113e-01	-1.137356e-01	-9.215987e-02	-7.058415e-02	-4.900842e-02	-2.743269e-02	
-1.633183e-01	-1.407437e-01	-1.181691e-01	-9.559446e-02	-7.301981e-02	-5.044514e-02	-2.787048e-02	
-1.696574e-01	-1.460814e-01	-1.225053e-01	-9.892929e-02	-7.535324e-02	-5.177718e-02	-2.820112e-02	
-1.759002e-01	-1.513202e-01	-1.267402e-01	-1.021602e-01	-7.758017e-02	-5.300014e-02	-2.842012e-02	
-1.820430e-01	-1.564563e-01	-1.308697e-01	-1.052830e-01	-7.969635e-02	-5.410968e-02	-2.852301e-02	
-1.880820e-01	-1.614859e-01	-1.348898e-01	-1.082937e-01	-8.169756e-02	-5.510143e-02	-2.850532e-02	
-1.940136e-01	-1.664051e-01	-1.387966e-01	-1.111881e-01	-8.357959e-02	-5.597110e-02	-2.836262e-02	
-1.998339e-01	-1.712100e-01	-1.425861e-01	-1.139622e-01	-8.533826e-02	-5.671437e-02	-2.809049e-02	
-2.055393e-01	-1.758968e-01	-1.462544e-01	-1.166119e-01	-8.696942e-02	-5.732698e-02	-2.768456e-02	
-2.111262e-01	-1.804619e-01	-1.497975e-01	-1.191332e-01	-8.846895e-02	-5.780468e-02	-2.714044e-02	
-2.165909e-01	-1.849013e-01	-1.532118e-01	-1.215222e-01	-8.983273e-02	-5.814325e-02	-2.645380e-02	
-2.219298e-01	-1.892115e-01	-1.564932e-01	-1.237750e-01	-9.105671e-02	-5.833850e-02	-2.562033e-02	
-2.271395e-01	-1.933888e-01	-1.596381e-01	-1.258874e-01	-9.213683e-02	-5.838625e-02	-2.463572e-02	
-2.322163e-01	-1.974295e-01	-1.626426e-01	-1.278558e-01	-9.306907e-02	-5.828237e-02	-2.349572e-02	
-2.371568e-01	-2.013299e-01	-1.655031e-01	-1.296762e-01	-9.384946e-02	-5.802274e-02	-2.219609e-02	
-2.419576e-01	-2.050867e-01	-1.682157e-01	-1.313449e-01	-9.447404e-02	-5.760329e-02	-2.073261e-02	
-2.466152e-01	-2.086961e-01	-1.707769e-01	-1.328579e-01	-9.493887e-02	-5.701995e-02	-1.910111e-02	
-2.511264e-01	-2.121547e-01	-1.731831e-01	-1.342115e-01	-9.524008e-02	-5.626871e-02	-1.729743e-02	
-2.554876e-01	-2.154591e-01	-1.754306e-01	-1.354021e-01	-9.537380e-02	-5.534557e-02	-1.531744e-02	
-2.596957e-01	-2.186057e-01	-1.775158e-01	-1.364260e-01	-9.533621e-02	-5.424657e-02	-1.315706e-02	
-2.637475e-01	-2.215914e-01	-1.794353e-01	-1.372794e-01	-9.512351e-02	-5.296779e-02	-1.081221e-02	
-2.676397e-01	-2.244126e-01	-1.811856e-01	-1.379587e-01	-9.473195e-02	-5.150533e-02	-8.278854e-03	
-2.713691e-01	-2.270661e-01	-1.827632e-01	-1.384604e-01	-9.415780e-02	-4.985532e-02	-5.552996e-03	
-2.749327e-01	-2.295487e-01	-1.841648e-01	-1.387810e-01	-9.339739e-02	-4.801393e-02	-2.630660e-03	
-2.783273e-01	-2.318571e-01	-1.853869e-01	-1.389169e-01	-9.244705e-02	-4.597737e-02	4.920968e-04	
-2.815501e-01	-2.339881e-01	-1.864263e-01	-1.388647e-01	-9.130317e-02	-4.374188e-02	3.819185e-03	
-2.845979e-01	-2.359387e-01	-1.872797e-01	-1.386208e-01	-8.996218e-02	-4.130373e-02	7.354483e-03	
-2.874679e-01	-2.377058e-01	-1.879439e-01	-1.381821e-01	-8.842055e-02	-3.865923e-02	1.110184e-02	
-2.901572e-01	-2.392863e-01	-1.884156e-01	-1.375451e-01	-8.667476e-02	-3.580471e-02	1.506506e-02	
-2.926630e-01	-2.406773e-01	-1.886917e-01	-1.367064e-01	-8.472135e-02	-3.273656e-02	1.924794e-02	
-2.949824e-01	-2.418757e-01	-1.887692e-01	-1.356629e-01	-8.255692e-02	-2.945119e-02	2.365422e-02	
-2.971129e-01	-2.428788e-01	-1.886450e-01	-1.344114e-01	-8.017806e-02	-2.594504e-02	2.828763e-02	
-2.990517e-01	-2.436838e-01	-1.883160e-01	-1.329486e-01	-7.758143e-02	-2.221461e-02	3.315184e-02	
-3.007962e-01	-2.442877e-01	-1.877794e-01	-1.312714e-01	-7.476373e-02	-1.825641e-02	3.825051e-02	
-3.023439e-01	-2.446879e-01	-1.870322e-01	-1.293768e-01	-7.172170e-02	-1.406700e-02	4.358727e-02	
-3.036922e-01	-2.448817e-01	-1.860715e-01	-1.272616e-01	-6.845209e-02	-9.642974e-03	4.916571e-02	
-3.048388e-01	-2.448665e-01	-1.848946e-01	-1.249230e-01	-6.495174e-02	-4.980948e-03	5.498938e-02	
-3.057812e-01	-2.446397e-01	-1.834986e-01	-1.223578e-01	-6.121749e-02	-7.758888e-05	6.106181e-02	
-3.065171e-01	-2.441988e-01	-1.818809e-01	-1.195633e-01	-5.724622e-02	5.070407e-03	6.738651e-02	
-3.070443e-01	-2.435413e-01	-1.800388e-01	-1.165366e-01	-5.303489e-02	1.046631e-02	7.396695e-02	
-3.073605e-01	-2.426649e-01	-1.779696e-01	-1.132748e-01	-4.858044e-02	1.611336e-02	8.080657e-02	
-3.074636e-01	-2.415670e-01	-1.756708e-01	-1.097751e-01	-4.387990e-02	2.201475e-02	8.790878e-02	
-3.073516e-01	-2.402456e-01	-1.731400e-01	-1.060349e-01	-3.893032e-02	2.817365e-02	9.527698e-02	
-3.070224e-01	-2.386982e-01	-1.703745e-01	-1.020514e-01	-3.372877e-02	3.459321e-02	1.029145e-01	
-3.064740e-01	-2.369228e-01	-1.673721e-01	-9.782194e-02	-2.827238e-02	4.127653e-02	1.108247e-01	
-3.057046e-01	-2.349172e-01	-1.641303e-01	-9.334400e-02	-2.255831e-02	4.822669e-02	1.190110e-01	
-3.047123e-01	-2.326793e-01	-1.606469e-01	-8.861498e-02	-1.658377e-02	5.544673e-02	1.274765e-01	
-3.034954e-01	-2.302072e-01	-1.569195e-01	-8.363237e-02	-1.034597e-02	6.293968e-02	1.362245e-01	
-3.020522e-01	-2.274988e-01	-1.529459e-01	-7.839369e-02	-3.842192e-03	7.070853e-02	1.452584e-01	
-3.003810e-01	-2.245522e-01	-1.487240e-01	-7.289652e-02	2.930269e-03	7.875624e-02	1.545813e-01	
-2.984804e-01	-2.213658e-01	-1.442518e-01	-6.713846e-02	9.974081e-03	8.708577e-02	1.641965e-01	
-2.963488e-01	-2.179375e-01	-1.395270e-01	-6.111715e-02	1.729188e-02	9.570004e-02	1.741072e-01	
-2.939847e-01	-2.142659e-01	-1.345477e-01	-5.483030e-02	2.488627e-02	1.046019e-01	1.843166e-01	
-2.913869e-01	-2.103491e-01	-1.293120e-01	-4.827563e-02	3.275984e-02	1.137944e-01	1.948279e-01	
-2.885540e-01	-2.061856e-01	-1.238178e-01	-4.145090e-02	4.091513e-02	1.232802e-01	2.056442e-01	
-2.854849e-01	-2.017738e-01	-1.180634e-01	-3.435391e-02	4.935468e-02	1.330623e-01	2.167687e-01	
-2.821783e-01	-1.971123e-01	-1.120470e-01	-2.698251e-02	5.808098e-02	1.431434e-01	2.282047e-01	
