-2.408992e+01	-2.414962e+01	-2.421228e+01	-2.427784e+01	-2.434627e+01	-2.441751e+01	-2.449151e+01	-2.456824e+01	-2.464765e+01	-2.472969e+01	-2.481432e+01	-2.490150e+01	-2.499119e+01	-2.508335e+01	-2.517793e+01	-2.527490e+01	-2.537421e+01	-2.547584e+01	-2.557973e+01	-2.568585e+01	-2.579416e+01	-2.590463e+01	-2.601721e+01	
-5.233766e+14	-4.758232e+14	-4.282708e+14	-3.807191e+14	-3.331681e+14	-2.856178e+14	-2.380680e+14	-1.905186e+14	-1.429696e+14	-9.542083e+13	-4.787226e+13	-3.237771e+11	4.722470e+13	9.477327e+13	1.423220e+14	1.898710e+14	2.374204e+14	2.849702e+14	3.325205e+14	3.800715e+14	4.276232e+14	4.751756e+14	5.227289e+14	
-1.045845e+15	-9.508211e+14	-8.557987e+14	-7.607778e+14	-6.657583e+14	-5.707401e+14	-4.757230e+14	-3.807067e+14	-2.856911e+14	-1.906761e+14	-9.566137e+13	-6.468570e+11	9.436765e+13	1.893823e+14	2.843974e+14	3.794129e+14	4.744292e+14	5.694464e+14	6.644646e+14	7.594840e+14	8.545048e+14	9.495273e+14	1.044551e+15	
-1.566501e+15	-1.424170e+15	-1.281843e+15	-1.139517e+15	-9.971942e+14	-8.548728e+14	-7.125530e+14	-5.702346e+14	-4.279171e+14	-2.856005e+14	-1.432844e+14	-9.685444e+11	1.413473e+14	2.836634e+14	4.259800e+14	5.682974e+14	7.106159e+14	8.529357e+14	9.952570e+14	1.137580e+15	1.279906e+15	1.422233e+15	1.564563e+15	
-2.084442e+15	-1.895052e+15	-1.705666e+15	-1.516283e+15	-1.326902e+15	-1.137524e+15	-9.481484e+14	-7.587742e+14	-5.694015e+14	-3.800298e+14	-1.906588e+14	-1.288148e+12	1.880825e+14	3.774535e+14	5.668252e+14	7.561979e+14	9.455720e+14	1.134948e+15	1.324326e+15	1.513706e+15	1.703089e+15	1.892476e+15	2.081865e+15	
-2.598775e+15	-2.362654e+15	-2.126536e+15	-1.890423e+15	-1.654313e+15	-1.418207e+15	-1.182102e+15	-9.460003e+14	-7.098999e+14	-4.738009e+14	-2.377027e+14	-1.604982e+12	2.344928e+14	4.705909e+14	7.066899e+14	9.427903e+14	1.178892e+15	1.414996e+15	1.651103e+15	1.887213e+15	2.123326e+15	2.359443e+15	2.595565e+15	
-3.108615e+15	-2.826170e+15	-2.543731e+15	-2.261295e+15	-1.978864e+15	-1.696437e+15	-1.414012e+15	-1.131591e+15	-8.491707e+14	-5.667524e+14	-2.843351e+14	-1.918367e+12	2.804984e+14	5.629156e+14	8.453339e+14	1.127754e+15	1.410176e+15	1.692600e+15	1.975027e+15	2.257458e+15	2.539894e+15	2.822333e+15	3.104778e+15	
-3.613089e+15	-3.284808e+15	-2.956534e+15	-2.628264e+15	-2.299999e+15	-1.971739e+15	-1.643481e+15	-1.315227e+15	-9.869751e+14	-6.587250e+14	-3.304760e+14	-2.227636e+12	3.260207e+14	6.542697e+14	9.825198e+14	1.310772e+15	1.639026e+15	1.967283e+15	2.295544e+15	2.623809e+15	2.952078e+15	3.280353e+15	3.608633e+15	
-4.111337e+15	-3.737786e+15	-3.364242e+15	-2.990704e+15	-2.617171e+15	-2.243642e+15	-1.870118e+15	-1.496597e+15	-1.123078e+15	-7.495618e+14	-3.760466e+14	-2.532131e+12	3.709824e+14	7.444975e+14	1.118014e+15	1.491532e+15	1.865054e+15	2.238578e+15	2.612106e+15	2.985639e+15	3.359178e+15	3.732722e+15	4.106272e+15	
-4.602516e+15	-4.184337e+15	-3.766166e+15	-3.348001e+15	-2.929842e+15	-2.511688e+15	-2.093538e+15	-1.675393e+15	-1.257250e+15	-8.391090e+14	-4.209697e+14	-2.831207e+12	4.153073e+14	8.334465e+14	1.251587e+15	1.669730e+15	2.087876e+15	2.506025e+15	2.924179e+15	3.342338e+15	3.760503e+15	4.178674e+15	4.596852e+15	
