-5.716089e-16	-5.747473e-16	-5.776959e-16	-5.804744e-16	-5.831000e-16	-5.855886e-16	-5.879543e-16	-5.902097e-16	-5.923663e-16	-5.944347e-16	-5.964242e-16	-5.983434e-16	-6.002000e-16	-6.020011e-16	-6.037531e-16	-6.054620e-16	-6.071329e-16	-6.087707e-16	-6.103799e-16	-6.119645e-16	-6.135282e-16	-6.150742e-16	-6.166057e-16	-6.181254e-16	-6.196359e-16	-6.211394e-16	-6.226380e-16	-6.241335e-16	-6.256278e-16	-6.271223e-16	-6.286185e-16	-6.301175e-16	-6.316204e-16	-6.331283e-16	-6.346420e-16	-6.361622e-16	-6.376896e-16	-6.392246e-16	-6.407679e-16	-6.423196e-16	-6.438800e-16	-6.454494e-16	-6.470277e-16	-6.486150e-16	-6.502111e-16	-6.518158e-16	-6.534289e-16	-6.550499e-16	-6.566784e-16	-6.583138e-16	-6.599554e-16	-6.616023e-16	-6.632537e-16	-6.649083e-16	-6.665651e-16	-6.682225e-16	-6.698790e-16	-6.715328e-16	-6.731818e-16	-6.748238e-16	-6.764562e-16	-6.780759e-16	-6.796797e-16	-6.812636e-16	-6.828233e-16	-6.843537e-16	-6.858488e-16	-6.873017e-16	-6.887043e-16	-6.900468e-16	-6.913177e-16	-6.925030e-16	-6.935858e-16	-6.945453e-16	-6.953558e-16	-6.959854e-16	-6.963940e-16	-6.965312e-16	-6.963325e-16	-6.957159e-16	-6.945760e-16	-6.927766e-16	-6.901411e-16	-6.864398e-16	-6.813730e-16	
-2.062140e-02	-2.057300e-02	-2.047825e-02	-2.034037e-02	-2.016238e-02	-1.994707e-02	-1.969706e-02	-1.941477e-02	-1.910247e-02	-1.876226e-02	-1.839612e-02	-1.800586e-02	-1.759320e-02	-1.715973e-02	-1.670693e-02	-1.623618e-02	-1.574878e-02	-1.524592e-02	-1.472874e-02	-1.419829e-02	-1.365554e-02	-1.310142e-02	-1.253679e-02	-1.196246e-02	-1.137917e-02	-1.078765e-02	-1.018856e-02	-9.582518e-03	-8.970130e-03	-8.351951e-03	-7.728512e-03	-7.100314e-03	-6.467838e-03	-5.831538e-03	-5.191851e-03	-4.549196e-03	-3.903977e-03	-3.256584e-03	-2.607397e-03	-1.956785e-03	-1.305110e-03	-6.527311e-04	-1.497088e-14	6.527311e-04	1.305110e-03	1.956785e-03	2.607397e-03	3.256584e-03	3.903977e-03	4.549196e-03	5.191851e-03	5.831538e-03	6.467838e-03	7.100314e-03	7.728512e-03	8.351951e-03	8.970130e-03	9.582518e-03	1.018856e-02	1.078765e-02	1.137917e-02	1.196246e-02	1.253679e-02	1.310142e-02	1.365554e-02	1.419829e-02	1.472874e-02	1.524592e-02	1.574878e-02	1.623618e-02	1.670693e-02	1.715973e-02	1.759320e-02	1.800586e-02	1.839612e-02	1.876226e-02	1.910247e-02	1.941477e-02	1.969706e-02	1.994707e-02	2.016238e-02	2.034037e-02	2.047825e-02	2.057300e-02	2.062140e-02	
-4.124349e-02	-4.114668e-02	-4.095717e-02	-4.068141e-02	-4.032541e-02	-3.989479e-02	-3.939475e-02	-3.883016e-02	-3.820555e-02	-3.752512e-02	-3.679281e-02	-3.601229e-02	-3.518695e-02	-3.431999e-02	-3.341437e-02	-3.247286e-02	-3.149804e-02	-3.049231e-02	-2.945794e-02	-2.839701e-02	-2.731150e-02	-2.620325e-02	-2.507397e-02	-2.392528e-02	-2.275870e-02	-2.157563e-02	-2.037742e-02	-1.916533e-02	-1.794053e-02	-1.670415e-02	-1.545726e-02	-1.420084e-02	-1.293587e-02	-1.166325e-02	-1.038386e-02	-9.098530e-03	-7.808072e-03	-6.513267e-03	-5.214873e-03	-3.913629e-03	-2.610260e-03	-1.305482e-03	-2.927714e-14	1.305482e-03	2.610260e-03	3.913629e-03	5.214873e-03	6.513267e-03	7.808072e-03	9.098530e-03	1.038386e-02	1.166325e-02	1.293587e-02	1.420084e-02	1.545726e-02	1.670415e-02	1.794053e-02	1.916533e-02	2.037742e-02	2.157563e-02	2.275870e-02	2.392528e-02	2.507397e-02	2.620325e-02	2.731150e-02	2.839701e-02	2.945794e-02	3.049231e-02	3.149804e-02	3.247286e-02	3.341437e-02	3.431999e-02	3.518695e-02	3.601229e-02	3.679281e-02	3.752512e-02	3.820555e-02	3.883016e-02	3.939475e-02	3.989479e-02	4.032541e-02	4.068141e-02	4.095717e-02	4.114668e-02	4.124349e-02	
-6.186695e-02	-6.172173e-02	-6.143743e-02	-6.102377e-02	-6.048975e-02	-5.984379e-02	-5.909370e-02	-5.824679e-02	-5.730983e-02	-5.628916e-02	-5.519066e-02	-5.401984e-02	-5.278180e-02	-5.148132e-02	-5.012286e-02	-4.871055e-02	-4.724827e-02	-4.573964e-02	-4.418803e-02	-4.259660e-02	-4.096830e-02	-3.930587e-02	-3.761191e-02	-3.588883e-02	-3.413891e-02	-3.236426e-02	-3.056691e-02	-2.874872e-02	-2.691148e-02	-2.505686e-02	-2.318647e-02	-2.130180e-02	-1.940429e-02	-1.749532e-02	-1.557618e-02	-1.364814e-02	-1.171240e-02	-9.770146e-03	-7.822505e-03	-5.870590e-03	-3.915489e-03	-1.958272e-03	-4.361659e-14	1.958272e-03	3.915489e-03	5.870590e-03	7.822505e-03	9.770146e-03	1.171240e-02	1.364814e-02	1.557618e-02	1.749532e-02	1.940429e-02	2.130180e-02	2.318647e-02	2.505686e-02	2.691148e-02	2.874872e-02	3.056691e-02	3.236426e-02	3.413891e-02	3.588883e-02	3.761191e-02	3.930587e-02	4.096830e-02	4.259660e-02	4.418803e-02	4.573964e-02	4.724827e-02	4.871055e-02	5.012286e-02	5.148132e-02	5.278180e-02	5.401984e-02	5.519066e-02	5.628916e-02	5.730983e-02	5.824679e-02	5.909370e-02	5.984379e-02	6.048975e-02	6.102377e-02	6.143743e-02	6.172173e-02	6.186695e-02	
-8.249247e-02	-8.229880e-02	-8.191971e-02	-8.136811e-02	-8.065604e-02	-7.979470e-02	-7.879453e-02	-7.766526e-02	-7.641592e-02	-7.505496e-02	-7.359024e-02	-7.202907e-02	-7.037829e-02	-6.864425e-02	-6.683288e-02	-6.494973e-02	-6.299996e-02	-6.098837e-02	-5.891948e-02	-5.679750e-02	-5.462634e-02	-5.240969e-02	-5.015099e-02	-4.785347e-02	-4.552015e-02	-4.315388e-02	-4.075731e-02	-3.833297e-02	-3.588323e-02	-3.341033e-02	-3.091638e-02	-2.840340e-02	-2.587330e-02	-2.332791e-02	-2.076897e-02	-1.819816e-02	-1.561708e-02	-1.302732e-02	-1.043037e-02	-7.827728e-03	-5.220835e-03	-2.611121e-03	-5.790117e-14	2.611121e-03	5.220835e-03	7.827728e-03	1.043037e-02	1.302732e-02	1.561708e-02	1.819816e-02	2.076897e-02	2.332791e-02	2.587330e-02	2.840340e-02	3.091638e-02	3.341033e-02	3.588323e-02	3.833297e-02	4.075731e-02	4.315388e-02	4.552015e-02	4.785347e-02	5.015099e-02	5.240969e-02	5.462634e-02	5.679750e-02	5.891948e-02	6.098837e-02	6.299996e-02	6.494973e-02	6.683288e-02	6.864425e-02	7.037829e-02	7.202907e-02	7.359024e-02	7.505496e-02	7.641592e-02	7.766526e-02	7.879453e-02	7.979470e-02	8.065604e-02	8.136811e-02	8.191971e-02	8.229880e-02	8.249247e-02	
-1.031207e-01	-1.028786e-01	-1.024047e-01	-1.017151e-01	-1.008249e-01	-9.974816e-02	-9.849787e-02	-9.708618e-02	-9.552442e-02	-9.382312e-02	-9.199211e-02	-9.004055e-02	-8.797696e-02	-8.580929e-02	-8.354497e-02	-8.119091e-02	-7.875357e-02	-7.623897e-02	-7.365273e-02	-7.100012e-02	-6.828604e-02	-6.551510e-02	-6.269160e-02	-5.981956e-02	-5.690278e-02	-5.394479e-02	-5.094895e-02	-4.791839e-02	-4.485607e-02	-4.176480e-02	-3.864722e-02	-3.550585e-02	-3.234309e-02	-2.916120e-02	-2.596238e-02	-2.274872e-02	-1.952223e-02	-1.628488e-02	-1.303855e-02	-9.785101e-03	-6.526337e-03	-3.264048e-03	-7.226771e-14	3.264048e-03	6.526337e-03	9.785101e-03	1.303855e-02	1.628488e-02	1.952223e-02	2.274872e-02	2.596238e-02	2.916120e-02	3.234309e-02	3.550585e-02	3.864722e-02	4.176480e-02	4.485607e-02	4.791839e-02	5.094895e-02	5.394479e-02	5.690278e-02	5.981956e-02	6.269160e-02	6.551510e-02	6.828604e-02	7.100012e-02	7.365273e-02	7.623897e-02	7.875357e-02	8.119091e-02	8.354497e-02	8.580929e-02	8.797696e-02	9.004055e-02	9.199211e-02	9.382312e-02	9.552442e-02	9.708618e-02	9.849787e-02	9.974816e-02	1.008249e-01	1.017151e-01	1.024047e-01	1.028786e-01	1.031207e-01	
-1.237524e-01	-1.234617e-01	-1.228929e-01	-1.220653e-01	-1.209970e-01	-1.197048e-01	-1.182043e-01	-1.165102e-01	-1.146359e-01	-1.125942e-01	-1.103968e-01	-1.080548e-01	-1.055783e-01	-1.029770e-01	-1.002596e-01	-9.743458e-02	-9.450959e-02	-9.149188e-02	-8.838822e-02	-8.520490e-02	-8.194782e-02	-7.862249e-02	-7.523409e-02	-7.178745e-02	-6.828711e-02	-6.473733e-02	-6.114212e-02	-5.750524e-02	-5.383025e-02	-5.012052e-02	-4.637922e-02	-4.260937e-02	-3.881384e-02	-3.499536e-02	-3.115657e-02	-2.729996e-02	-2.342797e-02	-1.954293e-02	-1.564712e-02	-1.174276e-02	-7.832034e-03	-3.917072e-03	-8.655663e-14	3.917072e-03	7.832034e-03	1.174276e-02	1.564712e-02	1.954293e-02	2.342797e-02	2.729996e-02	3.115657e-02	3.499536e-02	3.881384e-02	4.260937e-02	4.637922e-02	5.012052e-02	5.383025e-02	5.750524e-02	6.114212e-02	6.473733e-02	6.828711e-02	7.178745e-02	7.523409e-02	7.862249e-02	8.194782e-02	8.520490e-02	8.838822e-02	9.149188e-02	9.450959e-02	9.743458e-02	1.002596e-01	1.029770e-01	1.055783e-01	1.080548e-01	1.103968e-01	1.125942e-01	1.146359e-01	1.165102e-01	1.182043e-01	1.197048e-01	1.209970e-01	1.220653e-01	1.228929e-01	1.234617e-01	1.237524e-01	
-1.443881e-01	-1.440489e-01	-1.433852e-01	-1.424195e-01	-1.411730e-01	-1.396652e-01	-1.379145e-01	-1.359378e-01	-1.337510e-01	-1.313688e-01	-1.288050e-01	-1.260724e-01	-1.231830e-01	-1.201478e-01	-1.169773e-01	-1.136812e-01	-1.102685e-01	-1.067476e-01	-1.031264e-01	-9.941224e-02	-9.561205e-02	-9.173225e-02	-8.777885e-02	-8.375750e-02	-7.967349e-02	-7.553181e-02	-7.133711e-02	-6.709381e-02	-6.280604e-02	-5.847773e-02	-5.411260e-02	-4.971415e-02	-4.528574e-02	-4.083057e-02	-3.635168e-02	-3.185201e-02	-2.733440e-02	-2.280156e-02	-1.825615e-02	-1.370078e-02	-9.137963e-03	-4.570212e-03	-1.007493e-13	4.570212e-03	9.137963e-03	1.370078e-02	1.825615e-02	2.280156e-02	2.733440e-02	3.185201e-02	3.635168e-02	4.083057e-02	4.528574e-02	4.971415e-02	5.411260e-02	5.847773e-02	6.280604e-02	6.709381e-02	7.133711e-02	7.553181e-02	7.967349e-02	8.375750e-02	8.777885e-02	9.173225e-02	9.561205e-02	9.941224e-02	1.031264e-01	1.067476e-01	1.102685e-01	1.136812e-01	1.169773e-01	1.201478e-01	1.231830e-01	1.260724e-01	1.288050e-01	1.313688e-01	1.337510e-01	1.359378e-01	1.379145e-01	1.396652e-01	1.411730e-01	1.424195e-01	1.433852e-01	1.440489e-01	1.443881e-01	
-1.650286e-01	-1.646407e-01	-1.638820e-01	-1.627782e-01	-1.613534e-01	-1.596301e-01	-1.576290e-01	-1.553697e-01	-1.528702e-01	-1.501474e-01	-1.472171e-01	-1.440938e-01	-1.407913e-01	-1.373223e-01	-1.336986e-01	-1.299313e-01	-1.260307e-01	-1.220065e-01	-1.178676e-01	-1.136226e-01	-1.092792e-01	-1.048447e-01	-1.003262e-01	-9.573004e-02	-9.106225e-02	-8.632853e-02	-8.153422e-02	-7.668436e-02	-7.178369e-02	-6.683668e-02	-6.184758e-02	-5.682040e-02	-5.175899e-02	-4.666698e-02	-4.154787e-02	-3.640501e-02	-3.124163e-02	-2.606086e-02	-2.086573e-02	-1.565919e-02	-1.044416e-02	-5.223488e-03	-1.154346e-13	5.223488e-03	1.044416e-02	1.565919e-02	2.086573e-02	2.606086e-02	3.124163e-02	3.640501e-02	4.154787e-02	4.666698e-02	5.175899e-02	5.682040e-02	6.184758e-02	6.683668e-02	7.178369e-02	7.668436e-02	8.153422e-02	8.632853e-02	9.106225e-02	9.573004e-02	1.003262e-01	1.048447e-01	1.092792e-01	1.136226e-01	1.178676e-01	1.220065e-01	1.260307e-01	1.299313e-01	1.336986e-01	1.373223e-01	1.407913e-01	1.440938e-01	1.472171e-01	1.501474e-01	1.528702e-01	1.553697e-01	1.576290e-01	1.596301e-01	1.613534e-01	1.627782e-01	1.638820e-01	1.646407e-01	1.650286e-01	
-1.856744e-01	-1.852379e-01	-1.843841e-01	-1.831421e-01	-1.815389e-01	-1.795999e-01	-1.773484e-01	-1.748063e-01	-1.719941e-01	-1.689306e-01	-1.656337e-01	-1.621197e-01	-1.584040e-01	-1.545009e-01	-1.504239e-01	-1.461852e-01	-1.417967e-01	-1.372690e-01	-1.326124e-01	-1.278363e-01	-1.229495e-01	-1.179604e-01	-1.128766e-01	-1.077054e-01	-1.024537e-01	-9.712780e-02	-9.173374e-02	-8.627718e-02	-8.076345e-02	-7.519759e-02	-6.958438e-02	-6.392833e-02	-5.823375e-02	-5.250476e-02	-4.674527e-02	-4.095907e-02	-3.514978e-02	-2.932092e-02	-2.347591e-02	-1.761807e-02	-1.175067e-02	-5.876916e-03	-1.298059e-13	5.876916e-03	1.175067e-02	1.761807e-02	2.347591e-02	2.932092e-02	3.514978e-02	4.095907e-02	4.674527e-02	5.250476e-02	5.823375e-02	6.392833e-02	6.958438e-02	7.519759e-02	8.076345e-02	8.627718e-02	9.173374e-02	9.712780e-02	1.024537e-01	1.077054e-01	1.128766e-01	1.179604e-01	1.229495e-01	1.278363e-01	1.326124e-01	1.372690e-01	1.417967e-01	1.461852e-01	1.504239e-01	1.545009e-01	1.584040e-01	1.621197e-01	1.656337e-01	1.689306e-01	1.719941e-01	1.748063e-01	1.773484e-01	1.795999e-01	1.815389e-01	1.831421e-01	1.843841e-01	1.852379e-01	1.856744e-01	
