-1.009113e-15	-1.007460e-15	-1.005927e-15	-1.004510e-15	-1.003208e-15	-1.002020e-15	-1.000943e-15	-9.999756e-16	-9.991165e-16	-9.983638e-16	-9.977159e-16	-9.971713e-16	-9.967283e-16	-9.963856e-16	-9.961416e-16	-9.959949e-16	-9.959442e-16	-9.959880e-16	-9.961251e-16	-9.963542e-16	-9.966741e-16	-9.970836e-16	-9.975816e-16	-9.981669e-16	-9.988385e-16	-9.995954e-16	-1.000437e-15	-1.001361e-15	-1.002368e-15	-1.003456e-15	-1.004626e-15	-1.005875e-15	-1.007203e-15	-1.008610e-15	-1.010094e-15	-1.011656e-15	-1.013295e-15	-1.015010e-15	-1.016800e-15	-1.018665e-15	-1.020605e-15	-1.022620e-15	-1.024708e-15	-1.026871e-15	-1.029106e-15	-1.031415e-15	-1.033797e-15	-1.036252e-15	-1.038780e-15	-1.041381e-15	-1.044054e-15	-1.046801e-15	-1.049620e-15	-1.052512e-15	-1.055478e-15	-1.058517e-15	-1.061629e-15	-1.064816e-15	-1.068077e-15	-1.071412e-15	-1.074823e-15	-1.078309e-15	-1.081871e-15	-1.085510e-15	-1.089226e-15	-1.093020e-15	-1.096892e-15	-1.100844e-15	-1.104875e-15	-1.108988e-15	-1.113182e-15	-1.117459e-15	-1.121820e-15	-1.126265e-15	-1.130796e-15	-1.135414e-15	-1.140120e-15	-1.144915e-15	-1.149800e-15	-1.154778e-15	-1.159848e-15	-1.165014e-15	-1.170275e-15	
-6.523649e-02	-6.364449e-02	-6.205255e-02	-6.046066e-02	-5.886883e-02	-5.727707e-02	-5.568535e-02	-5.409369e-02	-5.250209e-02	-5.091054e-02	-4.931904e-02	-4.772758e-02	-4.613618e-02	-4.454483e-02	-4.295352e-02	-4.136225e-02	-3.977103e-02	-3.817985e-02	-3.658871e-02	-3.499761e-02	-3.340655e-02	-3.181553e-02	-3.022453e-02	-2.863357e-02	-2.704265e-02	-2.545175e-02	-2.386088e-02	-2.227003e-02	-2.067921e-02	-1.908841e-02	-1.749764e-02	-1.590688e-02	-1.431614e-02	-1.272542e-02	-1.113471e-02	-9.544014e-03	-7.953329e-03	-6.362652e-03	-4.771983e-03	-3.181319e-03	-1.590659e-03	-1.067901e-15	1.590659e-03	3.181319e-03	4.771983e-03	6.362652e-03	7.953329e-03	9.544014e-03	1.113471e-02	1.272542e-02	1.431614e-02	1.590688e-02	1.749764e-02	1.908841e-02	2.067921e-02	2.227003e-02	2.386088e-02	2.545175e-02	2.704265e-02	2.863357e-02	3.022453e-02	3.181553e-02	3.340655e-02	3.499761e-02	3.658871e-02	3.817985e-02	3.977103e-02	4.136225e-02	4.295352e-02	4.454483e-02	4.613618e-02	4.772758e-02	4.931904e-02	5.091054e-02	5.250209e-02	5.409369e-02	5.568535e-02	5.727707e-02	5.886883e-02	6.046066e-02	6.205255e-02	6.364449e-02	6.523649e-02	
-1.304795e-01	-1.272954e-01	-1.241113e-01	-1.209274e-01	-1.177436e-01	-1.145599e-01	-1.113763e-01	-1.081928e-01	-1.050095e-01	-1.018262e-01	-9.864304e-02	-9.545998e-02	-9.227701e-02	-8.909414e-02	-8.591137e-02	-8.272868e-02	-7.954608e-02	-7.636356e-02	-7.318113e-02	-6.999877e-02	-6.681648e-02	-6.363427e-02	-6.045213e-02	-5.727005e-02	-5.408803e-02	-5.090607e-02	-4.772417e-02	-4.454232e-02	-4.136052e-02	-3.817876e-02	-3.499705e-02	-3.181537e-02	-2.863374e-02	-2.545213e-02	-2.227055e-02	-1.908900e-02	-1.590746e-02	-1.272595e-02	-9.544450e-03	-6.362961e-03	-3.181479e-03	-1.221007e-15	3.181479e-03	6.362961e-03	9.544450e-03	1.272595e-02	1.590746e-02	1.908900e-02	2.227055e-02	2.545213e-02	2.863374e-02	3.181537e-02	3.499705e-02	3.817876e-02	4.136052e-02	4.454232e-02	4.772417e-02	5.090607e-02	5.408803e-02	5.727005e-02	6.045213e-02	6.363427e-02	6.681648e-02	6.999877e-02	7.318113e-02	7.636356e-02	7.954608e-02	8.272868e-02	8.591137e-02	8.909414e-02	9.227701e-02	9.545998e-02	9.864304e-02	1.018262e-01	1.050095e-01	1.081928e-01	1.113763e-01	1.145599e-01	1.177436e-01	1.209274e-01	1.241113e-01	1.272954e-01	1.304795e-01	
-1.957356e-01	-1.909590e-01	-1.861825e-01	-1.814062e-01	-1.766301e-01	-1.718542e-01	-1.670784e-01	-1.623028e-01	-1.575274e-01	-1.527521e-01	-1.479770e-01	-1.432020e-01	-1.384271e-01	-1.336524e-01	-1.288779e-01	-1.241035e-01	-1.193292e-01	-1.145550e-01	-1.097809e-01	-1.050070e-01	-1.002332e-01	-9.545945e-02	-9.068583e-02	-8.591231e-02	-8.113889e-02	-7.636555e-02	-7.159229e-02	-6.681912e-02	-6.204601e-02	-5.727298e-02	-5.250001e-02	-4.772709e-02	-4.295423e-02	-3.818142e-02	-3.340865e-02	-2.863592e-02	-2.386321e-02	-1.909054e-02	-1.431789e-02	-9.545248e-03	-4.772621e-03	-1.091582e-15	4.772621e-03	9.545248e-03	1.431789e-02	1.909054e-02	2.386321e-02	2.863592e-02	3.340865e-02	3.818142e-02	4.295423e-02	4.772709e-02	5.250001e-02	5.727298e-02	6.204601e-02	6.681912e-02	7.159229e-02	7.636555e-02	8.113889e-02	8.591231e-02	9.068583e-02	9.545945e-02	1.002332e-01	1.050070e-01	1.097809e-01	1.145550e-01	1.193292e-01	1.241035e-01	1.288779e-01	1.336524e-01	1.384271e-01	1.432020e-01	1.479770e-01	1.527521e-01	1.575274e-01	1.623028e-01	1.670784e-01	1.718542e-01	1.766301e-01	1.814062e-01	1.861825e-01	1.909590e-01	1.957356e-01	
-2.610112e-01	-2.546416e-01	-2.482723e-01	-2.419032e-01	-2.355344e-01	-2.291657e-01	-2.227973e-01	-2.164291e-01	-2.100611e-01	-2.036933e-01	-1.973257e-01	-1.909584e-01	-1.845912e-01	-1.782242e-01	-1.718574e-01	-1.654907e-01	-1.591242e-01	-1.527579e-01	-1.463918e-01	-1.400258e-01	-1.336600e-01	-1.272943e-01	-1.209287e-01	-1.145633e-01	-1.081979e-01	-1.018327e-01	-9.546765e-02	-8.910267e-02	-8.273778e-02	-7.637299e-02	-7.000828e-02	-6.364364e-02	-5.727908e-02	-5.091457e-02	-4.455013e-02	-3.818573e-02	-3.182138e-02	-2.545706e-02	-1.909277e-02	-1.272850e-02	-6.364247e-03	-1.103558e-15	6.364247e-03	1.272850e-02	1.909277e-02	2.545706e-02	3.182138e-02	3.818573e-02	4.455013e-02	5.091457e-02	5.727908e-02	6.364364e-02	7.000828e-02	7.637299e-02	8.273778e-02	8.910267e-02	9.546765e-02	1.018327e-01	1.081979e-01	1.145633e-01	1.209287e-01	1.272943e-01	1.336600e-01	1.400258e-01	1.463918e-01	1.527579e-01	1.591242e-01	1.654907e-01	1.718574e-01	1.782242e-01	1.845912e-01	1.909584e-01	1.973257e-01	2.036933e-01	2.100611e-01	2.164291e-01	2.227973e-01	2.291657e-01	2.355344e-01	2.419032e-01	2.482723e-01	2.546416e-01	2.610112e-01	
-3.263129e-01	-3.183497e-01	-3.103869e-01	-3.024244e-01	-2.944621e-01	-2.865002e-01	-2.785385e-01	-2.705770e-01	-2.626159e-01	-2.546550e-01	-2.466943e-01	-2.387339e-01	-2.307738e-01	-2.228138e-01	-2.148541e-01	-2.068946e-01	-1.989353e-01	-1.909763e-01	-1.830174e-01	-1.750587e-01	-1.671002e-01	-1.591419e-01	-1.511837e-01	-1.432257e-01	-1.352679e-01	-1.273102e-01	-1.193526e-01	-1.113952e-01	-1.034379e-01	-9.548071e-02	-8.752362e-02	-7.956662e-02	-7.160971e-02	-6.365287e-02	-5.569611e-02	-4.773941e-02	-3.978276e-02	-3.182616e-02	-2.386959e-02	-1.591304e-02	-7.956517e-03	-1.277535e-15	7.956517e-03	1.591304e-02	2.386959e-02	3.182616e-02	3.978276e-02	4.773941e-02	5.569611e-02	6.365287e-02	7.160971e-02	7.956662e-02	8.752362e-02	9.548071e-02	1.034379e-01	1.113952e-01	1.193526e-01	1.273102e-01	1.352679e-01	1.432257e-01	1.511837e-01	1.591419e-01	1.671002e-01	1.750587e-01	1.830174e-01	1.909763e-01	1.989353e-01	2.068946e-01	2.148541e-01	2.228138e-01	2.307738e-01	2.387339e-01	2.466943e-01	2.546550e-01	2.626159e-01	2.705770e-01	2.785385e-01	2.865002e-01	2.944621e-01	3.024244e-01	3.103869e-01	3.183497e-01	3.263129e-01	
-3.916470e-01	-3.820895e-01	-3.725324e-01	-3.629757e-01	-3.534193e-01	-3.438632e-01	-3.343074e-01	-3.247520e-01	-3.151969e-01	-3.056421e-01	-2.960876e-01	-2.865334e-01	-2.769794e-01	-2.674258e-01	-2.578724e-01	-2.483193e-01	-2.387664e-01	-2.292138e-01	-2.196614e-01	-2.101092e-01	-2.005573e-01	-1.910055e-01	-1.814540e-01	-1.719026e-01	-1.623515e-01	-1.528005e-01	-1.432497e-01	-1.336990e-01	-1.241484e-01	-1.145980e-01	-1.050478e-01	-9.549761e-02	-8.594755e-02	-7.639759e-02	-6.684771e-02	-5.729790e-02	-4.774815e-02	-3.819846e-02	-2.864881e-02	-1.909919e-02	-9.549589e-03	-1.235205e-15	9.549589e-03	1.909919e-02	2.864881e-02	3.819846e-02	4.774815e-02	5.729790e-02	6.684771e-02	7.639759e-02	8.594755e-02	9.549761e-02	1.050478e-01	1.145980e-01	1.241484e-01	1.336990e-01	1.432497e-01	1.528005e-01	1.623515e-01	1.719026e-01	1.814540e-01	1.910055e-01	2.005573e-01	2.101092e-01	2.196614e-01	2.292138e-01	2.387664e-01	2.483193e-01	2.578724e-01	2.674258e-01	2.769794e-01	2.865334e-01	2.960876e-01	3.056421e-01	3.151969e-01	3.247520e-01	3.343074e-01	3.438632e-01	3.534193e-01	3.629757e-01	3.725324e-01	3.820895e-01	3.916470e-01	
-4.570199e-01	-4.458672e-01	-4.347149e-01	-4.235630e-01	-4.124115e-01	-4.012604e-01	-3.901097e-01	-3.789593e-01	-3.678093e-01	-3.566597e-01	-3.455104e-01	-3.343614e-01	-3.232128e-01	-3.120644e-01	-3.009164e-01	-2.897687e-01	-2.786213e-01	-2.674742e-01	-2.563273e-01	-2.451807e-01	-2.340344e-01	-2.228883e-01	-2.117424e-01	-2.005968e-01	-1.894513e-01	-1.783061e-01	-1.671610e-01	-1.560162e-01	-1.448715e-01	-1.337269e-01	-1.225825e-01	-1.114382e-01	-1.002940e-01	-8.914998e-02	-7.800602e-02	-6.686215e-02	-5.571835e-02	-4.457461e-02	-3.343091e-02	-2.228725e-02	-1.114362e-02	-1.073941e-15	1.114362e-02	2.228725e-02	3.343091e-02	4.457461e-02	5.571835e-02	6.686215e-02	7.800602e-02	8.914998e-02	1.002940e-01	1.114382e-01	1.225825e-01	1.337269e-01	1.448715e-01	1.560162e-01	1.671610e-01	1.783061e-01	1.894513e-01	2.005968e-01	2.117424e-01	2.228883e-01	2.340344e-01	2.451807e-01	2.563273e-01	2.674742e-01	2.786213e-01	2.897687e-01	3.009164e-01	3.120644e-01	3.232128e-01	3.343614e-01	3.455104e-01	3.566597e-01	3.678093e-01	3.789593e-01	3.901097e-01	4.012604e-01	4.124115e-01	4.235630e-01	4.347149e-01	4.458672e-01	4.570199e-01	
-5.224380e-01	-5.096890e-01	-4.969404e-01	-4.841923e-01	-4.714446e-01	-4.586974e-01	-4.459506e-01	-4.332042e-01	-4.204582e-01	-4.077127e-01	-3.949675e-01	-3.822227e-01	-3.694782e-01	-3.567342e-01	-3.439905e-01	-3.312471e-01	-3.185040e-01	-3.057613e-01	-2.930189e-01	-2.802767e-01	-2.675349e-01	-2.547933e-01	-2.420520e-01	-2.293109e-01	-2.165701e-01	-2.038295e-01	-1.910891e-01	-1.783489e-01	-1.656089e-01	-1.528691e-01	-1.401295e-01	-1.273899e-01	-1.146506e-01	-1.019113e-01	-8.917215e-02	-7.643310e-02	-6.369412e-02	-5.095522e-02	-3.821636e-02	-2.547755e-02	-1.273877e-02	-1.517783e-15	1.273877e-02	2.547755e-02	3.821636e-02	5.095522e-02	6.369412e-02	7.643310e-02	8.917215e-02	1.019113e-01	1.146506e-01	1.273899e-01	1.401295e-01	1.528691e-01	1.656089e-01	1.783489e-01	1.910891e-01	2.038295e-01	2.165701e-01	2.293109e-01	2.420520e-01	2.547933e-01	2.675349e-01	2.802767e-01	2.930189e-01	3.057613e-01	3.185040e-01	3.312471e-01	3.439905e-01	3.567342e-01	3.694782e-01	3.822227e-01	3.949675e-01	4.077127e-01	4.204582e-01	4.332042e-01	4.459506e-01	4.586974e-01	4.714446e-01	4.841923e-01	4.969404e-01	5.096890e-01	5.224380e-01	
-5.879075e-01	-5.735609e-01	-5.592149e-01	-5.448693e-01	-5.305242e-01	-5.161797e-01	-5.018356e-01	-4.874919e-01	-4.731487e-01	-4.588060e-01	-4.444637e-01	-4.301218e-01	-4.157803e-01	-4.014393e-01	-3.870986e-01	-3.727583e-01	-3.584183e-01	-3.440787e-01	-3.297395e-01	-3.154006e-01	-3.010620e-01	-2.867237e-01	-2.723857e-01	-2.580479e-01	-2.437105e-01	-2.293732e-01	-2.150363e-01	-2.006995e-01	-1.863629e-01	-1.720266e-01	-1.576904e-01	-1.433544e-01	-1.290185e-01	-1.146828e-01	-1.003472e-01	-8.601167e-02	-7.167625e-02	-5.734091e-02	-4.300563e-02	-2.867039e-02	-1.433519e-02	-1.565098e-15	1.433519e-02	2.867039e-02	4.300563e-02	5.734091e-02	7.167625e-02	8.601167e-02	1.003472e-01	1.146828e-01	1.290185e-01	1.433544e-01	1.576904e-01	1.720266e-01	1.863629e-01	2.006995e-01	2.150363e-01	2.293732e-01	2.437105e-01	2.580479e-01	2.723857e-01	2.867237e-01	3.010620e-01	3.154006e-01	3.297395e-01	3.440787e-01	3.584183e-01	3.727583e-01	3.870986e-01	4.014393e-01	4.157803e-01	4.301218e-01	4.444637e-01	4.588060e-01	4.731487e-01	4.874919e-01	5.018356e-01	5.161797e-01	5.305242e-01	5.448693e-01	5.592149e-01	5.735609e-01	5.879075e-01	
