-5.354592e+15	-1.863534e+15	1.248410e+15	3.927919e+15	6.192918e+15	8.089622e+15	9.671669e+15	1.099065e+16	1.209239e+16	1.301596e+16	1.379403e+16	1.445361e+16	1.501699e+16	1.550257e+16	1.592569e+16	1.629919e+16	1.663403e+16	1.693965e+16	1.722439e+16	1.749576e+16	1.776072e+16	1.802585e+16	1.829762e+16	1.858251e+16	1.888719e+16	1.921867e+16	1.958449e+16	1.999286e+16	2.045280e+16	2.097436e+16	2.156875e+16	2.224853e+16	2.302777e+16	2.392226e+16	2.494957e+16	2.612923e+16	2.748269e+16	2.903325e+16	3.080569e+16	3.282565e+16	3.511841e+16	3.770680e+16	4.060774e+16	4.382636e+16	4.734635e+16	5.111362e+16	5.500885e+16	5.880037e+16	6.206284e+16	
-1.622820e+31	-1.393708e+31	-1.196942e+31	-1.027955e+31	-8.828270e+30	-7.581882e+30	-6.511461e+30	-5.592166e+30	-4.802659e+30	-4.124617e+30	-3.542303e+30	-3.042203e+30	-2.612709e+30	-2.243854e+30	-1.927076e+30	-1.655024e+30	-1.421384e+30	-1.220732e+30	-1.048412e+30	-9.004252e+29	-7.733361e+29	-6.641954e+29	-5.704700e+29	-4.899847e+29	-4.208714e+29	-3.615261e+29	-3.105715e+29	-2.668250e+29	-2.292712e+29	-1.970386e+29	-1.693791e+29	-1.456506e+29	-1.253026e+29	-1.078627e+29	-9.292625e+28	-8.014650e+28	-6.922687e+28	-5.991392e+28	-5.199152e+28	-4.527579e+28	-3.961087e+28	-3.486528e+28	-3.092888e+28	-2.771030e+28	-2.513486e+28	-2.314277e+28	-2.168780e+28	-2.073618e+28	-2.026583e+28	
-3.242302e+31	-2.784548e+31	-2.391421e+31	-2.053796e+31	-1.763838e+31	-1.514816e+31	-1.300953e+31	-1.117283e+31	-9.595437e+30	-8.240748e+30	-7.077319e+30	-6.078147e+30	-5.220043e+30	-4.483091e+30	-3.850188e+30	-3.306643e+30	-2.839843e+30	-2.438952e+30	-2.094668e+30	-1.798998e+30	-1.545081e+30	-1.327024e+30	-1.139766e+30	-9.789612e+29	-8.408769e+29	-7.223085e+29	-6.205041e+29	-5.331011e+29	-4.580708e+29	-3.936718e+29	-3.384096e+29	-2.910016e+29	-2.503474e+29	-2.155036e+29	-1.856613e+29	-1.601281e+29	-1.383113e+29	-1.197046e+29	-1.038761e+29	-9.045844e+28	-7.914025e+28	-6.965883e+28	-6.179412e+28	-5.536359e+28	-5.021800e+28	-4.623792e+28	-4.333098e+28	-4.142970e+28	-4.048997e+28	
-4.855116e+31	-4.169662e+31	-3.580982e+31	-3.075413e+31	-2.641221e+31	-2.268330e+31	-1.948084e+31	-1.673051e+31	-1.436848e+31	-1.233993e+31	-1.059778e+31	-9.101592e+30	-7.816642e+30	-6.713110e+30	-5.765382e+30	-4.951463e+30	-4.252462e+30	-3.652157e+30	-3.136615e+30	-2.693871e+30	-2.313649e+30	-1.987124e+30	-1.706719e+30	-1.465925e+30	-1.259153e+30	-1.081605e+30	-9.291607e+29	-7.982808e+29	-6.859283e+29	-5.894955e+29	-5.067443e+29	-4.357541e+29	-3.748774e+29	-3.227012e+29	-2.780146e+29	-2.397804e+29	-2.071113e+29	-1.792491e+29	-1.555470e+29	-1.354551e+29	-1.185069e+29	-1.043091e+29	-9.253229e+28	-8.290303e+28	-7.519788e+28	-6.923799e+28	-6.488505e+28	-6.203802e+28	-6.063084e+28	
-6.457953e+31	-5.546208e+31	-4.763185e+31	-4.090710e+31	-3.513177e+31	-3.017182e+31	-2.591212e+31	-2.225382e+31	-1.911200e+31	-1.641376e+31	-1.409646e+31	-1.210633e+31	-1.039718e+31	-8.929333e+30	-7.668729e+30	-6.586107e+30	-5.656343e+30	-4.857857e+30	-4.172118e+30	-3.583209e+30	-3.077462e+30	-2.643141e+30	-2.270164e+30	-1.949876e+30	-1.674842e+30	-1.438680e+30	-1.235908e+30	-1.061820e+30	-9.123763e+29	-7.841078e+29	-6.740377e+29	-5.796113e+29	-4.986371e+29	-4.292357e+29	-3.697966e+29	-3.189400e+29	-2.754858e+29	-2.384252e+29	-2.068983e+29	-1.801733e+29	-1.576300e+29	-1.387451e+29	-1.230803e+29	-1.102721e+29	-1.000232e+29	-9.209578e+28	-8.630579e+28	-8.251886e+28	-8.064712e+28	
-8.047534e+31	-6.911369e+31	-5.935610e+31	-5.097611e+31	-4.377922e+31	-3.759840e+31	-3.229021e+31	-2.773144e+31	-2.381629e+31	-2.045389e+31	-1.756621e+31	-1.508622e+31	-1.295637e+31	-1.112723e+31	-9.556334e+30	-8.207233e+30	-7.048613e+30	-6.053586e+30	-5.199056e+30	-4.465191e+30	-3.834959e+30	-3.293732e+30	-2.828950e+30	-2.429824e+30	-2.087093e+30	-1.792801e+30	-1.540118e+30	-1.323180e+30	-1.136952e+30	-9.771106e+29	-8.399474e+29	-7.222786e+29	-6.213732e+29	-5.348892e+29	-4.608195e+29	-3.974449e+29	-3.432947e+29	-2.971120e+29	-2.578249e+29	-2.245218e+29	-1.964295e+29	-1.728962e+29	-1.533757e+29	-1.374148e+29	-1.246433e+29	-1.147645e+29	-1.075494e+29	-1.028303e+29	-1.004979e+29	
-9.620618e+31	-8.262362e+31	-7.095868e+31	-6.094061e+31	-5.233692e+31	-4.494791e+31	-3.860211e+31	-3.315222e+31	-2.847176e+31	-2.445210e+31	-2.099995e+31	-1.803519e+31	-1.548901e+31	-1.330231e+31	-1.142435e+31	-9.811534e+30	-8.426434e+30	-7.236905e+30	-6.215336e+30	-5.338020e+30	-4.584593e+30	-3.937571e+30	-3.381936e+30	-2.904792e+30	-2.495065e+30	-2.143247e+30	-1.841171e+30	-1.581827e+30	-1.359196e+30	-1.168110e+30	-1.004135e+30	-8.634653e+29	-7.428355e+29	-6.394461e+29	-5.508977e+29	-4.751351e+29	-4.103999e+29	-3.551897e+29	-3.082230e+29	-2.684100e+29	-2.348264e+29	-2.066930e+29	-1.833567e+29	-1.642759e+29	-1.490078e+29	-1.371980e+29	-1.285725e+29	-1.229310e+29	-1.201426e+29	
-1.117401e+32	-9.596447e+31	-8.241604e+31	-7.078040e+31	-6.078751e+31	-5.220544e+31	-4.483501e+31	-3.850515e+31	-3.306896e+31	-2.840026e+31	-2.439071e+31	-2.094725e+31	-1.798995e+31	-1.545017e+31	-1.326898e+31	-1.139576e+31	-9.787011e+30	-8.405413e+30	-7.218897e+30	-6.199924e+30	-5.324846e+30	-4.573352e+30	-3.928001e+30	-3.373815e+30	-2.897932e+30	-2.489307e+30	-2.138456e+30	-1.837237e+30	-1.578659e+30	-1.356720e+30	-1.166268e+30	-1.002885e+30	-8.627776e+29	-7.426945e+29	-6.398485e+29	-5.518529e+29	-4.766652e+29	-4.125404e+29	-3.579903e+29	-3.117488e+29	-2.727427e+29	-2.400667e+29	-2.129624e+29	-1.908007e+29	-1.730674e+29	-1.593507e+29	-1.493325e+29	-1.427801e+29	-1.395414e+29	
-1.270459e+32	-1.091093e+32	-9.370506e+31	-8.047563e+31	-6.911395e+31	-5.935634e+31	-5.097633e+31	-4.377943e+31	-3.759861e+31	-3.229042e+31	-2.773166e+31	-2.381652e+31	-2.045414e+31	-1.756648e+31	-1.508652e+31	-1.295670e+31	-1.112760e+31	-9.556754e+30	-8.207713e+30	-7.049166e+30	-6.054222e+30	-5.199792e+30	-4.466043e+30	-3.835947e+30	-3.294879e+30	-2.830283e+30	-2.431374e+30	-2.088895e+30	-1.794897e+30	-1.542558e+30	-1.326019e+30	-1.140256e+30	-9.809575e+29	-8.444259e+29	-7.274925e+29	-6.274435e+29	-5.419569e+29	-4.690486e+29	-4.070265e+29	-3.544510e+29	-3.101020e+29	-2.729501e+29	-2.421331e+29	-2.169359e+29	-1.967735e+29	-1.811780e+29	-1.697874e+29	-1.623375e+29	-1.586553e+29	
-1.420927e+32	-1.220318e+32	-1.048031e+32	-9.000686e+31	-7.729955e+31	-6.638628e+31	-5.701378e+31	-4.896451e+31	-4.205165e+31	-3.611478e+31	-3.101609e+31	-2.663726e+31	-2.287665e+31	-1.964699e+31	-1.687331e+31	-1.449124e+31	-1.244551e+31	-1.068862e+31	-9.179804e+30	-7.884043e+30	-6.771262e+30	-5.815636e+30	-4.994984e+30	-4.290262e+30	-3.685112e+30	-3.165491e+30	-2.719337e+30	-2.336296e+30	-2.007478e+30	-1.725252e+30	-1.483068e+30	-1.275304e+30	-1.097138e+30	-9.444365e+29	-8.136540e+29	-7.017556e+29	-6.061443e+29	-5.246010e+29	-4.552331e+29	-3.964308e+29	-3.468293e+29	-3.052773e+29	-2.708105e+29	-2.426289e+29	-2.200786e+29	-2.026360e+29	-1.898964e+29	-1.815642e+29	-1.774458e+29	
-1.568507e+32	-1.347063e+32	-1.156882e+32	-9.935516e+31	-8.532804e+31	-7.328130e+31	-6.293534e+31	-5.405006e+31	-4.641922e+31	-3.986573e+31	-3.423749e+31	-2.940386e+31	-2.525267e+31	-2.168756e+31	-1.862580e+31	-1.599634e+31	-1.373812e+31	-1.179876e+31	-1.013324e+31	-8.702895e+30	-7.474539e+30	-6.419659e+30	-5.513774e+30	-4.735858e+30	-4.067856e+30	-3.494265e+30	-3.001773e+30	-2.578949e+30	-2.215979e+30	-1.904441e+30	-1.637102e+30	-1.407760e+30	-1.211089e+30	-1.042528e+30	-8.981618e+29	-7.746414e+29	-6.690997e+29	-5.790871e+29	-5.025146e+29	-4.376049e+29	-3.828517e+29	-3.369840e+29	-2.989374e+29	-2.678289e+29	-2.429364e+29	-2.236822e+29	-2.096195e+29	-2.004218e+29	-1.958757e+29	
-1.712909e+32	-1.471078e+32	-1.263388e+32	-1.085021e+32	-9.318361e+31	-8.002781e+31	-6.872938e+31	-5.902608e+31	-5.069273e+31	-4.353590e+31	-3.738950e+31	-3.211087e+31	-2.757751e+31	-2.368419e+31	-2.034056e+31	-1.746901e+31	-1.500290e+31	-1.288499e+31	-1.106614e+31	-9.504112e+30	-8.162669e+30	-7.010674e+30	-6.021390e+30	-5.171856e+30	-4.442356e+30	-3.815958e+30	-3.278126e+30	-2.816375e+30	-2.419989e+30	-2.079770e+30	-1.787819e+30	-1.537362e+30	-1.322586e+30	-1.138506e+30	-9.808494e+29	-8.459574e+29	-7.306992e+29	-6.323997e+29	-5.487777e+29	-4.778923e+29	-4.180982e+29	-3.680078e+29	-3.264586e+29	-2.924861e+29	-2.653019e+29	-2.442751e+29	-2.289177e+29	-2.188733e+29	-2.139086e+29	
-1.853851e+32	-1.592121e+32	-1.367343e+32	-1.174299e+32	-1.008510e+32	-8.661268e+31	-7.438458e+31	-6.388288e+31	-5.486384e+31	-4.711813e+31	-4.046599e+31	-3.475303e+31	-2.984665e+31	-2.563298e+31	-2.201422e+31	-1.890640e+31	-1.623737e+31	-1.394520e+31	-1.197668e+31	-1.028613e+31	-8.834312e+30	-7.587528e+30	-6.516843e+30	-5.597408e+30	-4.807883e+30	-4.129944e+30	-3.547857e+30	-3.048113e+30	-2.619112e+30	-2.250898e+30	-1.934925e+30	-1.663860e+30	-1.431412e+30	-1.232185e+30	-1.061556e+30	-9.155647e+29	-7.908227e+29	-6.844350e+29	-5.939324e+29	-5.172143e+29	-4.525003e+29	-3.982884e+29	-3.533203e+29	-3.165525e+29	-2.871315e+29	-2.643746e+29	-2.477536e+29	-2.368826e+29	-2.315095e+29	
-1.991062e+32	-1.709961e+32	-1.468545e+32	-1.261214e+32	-1.083154e+32	-9.302323e+31	-7.989009e+31	-6.861111e+31	-5.892453e+31	-5.060554e+31	-4.346104e+31	-3.732524e+31	-3.205572e+31	-2.753018e+31	-2.364359e+31	-2.030574e+31	-1.743917e+31	-1.497734e+31	-1.286313e+31	-1.104745e+31	-9.488175e+30	-8.149112e+30	-6.999181e+30	-6.011695e+30	-5.163734e+30	-4.435618e+30	-3.810448e+30	-3.273716e+30	-2.812963e+30	-2.417496e+30	-2.078137e+30	-1.787009e+30	-1.537356e+30	-1.323384e+30	-1.140126e+30	-9.833293e+29	-8.493547e+29	-7.350928e+29	-6.378917e+29	-5.554954e+29	-4.859917e+29	-4.277673e+29	-3.794710e+29	-3.399818e+29	-3.083833e+29	-2.839420e+29	-2.660908e+29	-2.544153e+29	-2.486445e+29	
