-1.90530e-14 	-1.95426e-14 	-1.99879e-14 	-2.04134e-14 	-2.08284e-14 	-2.12350e-14 	-2.16312e-14 	-2.20136e-14 	-2.23782e-14 	-2.27218e-14 	-2.30411e-14 	-2.33340e-14 	-2.35986e-14 	-2.38336e-14 	-2.40382e-14 	-2.42117e-14 	-2.43540e-14 	-2.44647e-14 	-2.45438e-14 	-2.45913e-14 	-2.46073e-14 	-2.45916e-14 	-2.45444e-14 	-2.44656e-14 	-2.43553e-14 	-2.42135e-14 	-2.40405e-14 	-2.38365e-14 	-2.36022e-14 	-2.33384e-14 	-2.30465e-14 	-2.27283e-14 	-2.23863e-14 	-2.20233e-14 	-2.16430e-14 	-2.12492e-14 	-2.08455e-14 	-2.04337e-14 	-2.00122e-14 	-1.95712e-14 	-1.90865e-14 	
6.40101e-02 	5.78781e-02 	5.23574e-02 	4.73957e-02 	4.29443e-02 	3.89589e-02 	3.53989e-02 	3.22274e-02 	2.94111e-02 	2.69203e-02 	2.47281e-02 	2.28110e-02 	2.11482e-02 	1.97215e-02 	1.85154e-02 	1.75165e-02 	1.67139e-02 	1.60986e-02 	1.56639e-02 	1.54051e-02 	1.53191e-02 	1.54051e-02 	1.56639e-02 	1.60986e-02 	1.67139e-02 	1.75165e-02 	1.85154e-02 	1.97215e-02 	2.11482e-02 	2.28110e-02 	2.47281e-02 	2.69203e-02 	2.94111e-02 	3.22274e-02 	3.53989e-02 	3.89589e-02 	4.29443e-02 	4.73957e-02 	5.23574e-02 	5.78781e-02 	6.40101e-02 	
1.28027e-01 	1.15763e-01 	1.04722e-01 	9.47978e-02 	8.58948e-02 	7.79238e-02 	7.08034e-02 	6.44601e-02 	5.88272e-02 	5.38452e-02 	4.94606e-02 	4.56262e-02 	4.23003e-02 	3.94468e-02 	3.70343e-02 	3.50363e-02 	3.34309e-02 	3.22003e-02 	3.13309e-02 	3.08131e-02 	3.06412e-02 	3.08131e-02 	3.13309e-02 	3.22003e-02 	3.34309e-02 	3.50363e-02 	3.70343e-02 	3.94468e-02 	4.23003e-02 	4.56262e-02 	4.94606e-02 	5.38452e-02 	5.88272e-02 	6.44601e-02 	7.08034e-02 	7.79238e-02 	8.58948e-02 	9.47978e-02 	1.04722e-01 	1.15763e-01 	1.28027e-01 	
1.92057e-01 	1.73661e-01 	1.57099e-01 	1.42213e-01 	1.28858e-01 	1.16900e-01 	1.06219e-01 	9.67033e-02 	8.82533e-02 	8.07795e-02 	7.42018e-02 	6.84495e-02 	6.34602e-02 	5.91793e-02 	5.55601e-02 	5.25629e-02 	5.01544e-02 	4.83083e-02 	4.70040e-02 	4.62272e-02 	4.59692e-02 	4.62272e-02 	4.70040e-02 	4.83083e-02 	5.01544e-02 	5.25629e-02 	5.55601e-02 	5.91793e-02 	6.34602e-02 	6.84495e-02 	7.42018e-02 	8.07795e-02 	8.82533e-02 	9.67033e-02 	1.06219e-01 	1.16900e-01 	1.28858e-01 	1.42213e-01 	1.57099e-01 	1.73661e-01 	1.92057e-01 	
2.56107e-01 	2.31580e-01 	2.09496e-01 	1.89647e-01 	1.71840e-01 	1.55895e-01 	1.41652e-01 	1.28962e-01 	1.17694e-01 	1.07728e-01 	9.89562e-02 	9.12853e-02 	8.46317e-02 	7.89229e-02 	7.40965e-02 	7.00994e-02 	6.68876e-02 	6.44256e-02 	6.26863e-02 	6.16504e-02 	6.13063e-02 	6.16504e-02 	6.26863e-02 	6.44256e-02 	6.68876e-02 	7.00994e-02 	7.40965e-02 	7.89229e-02 	8.46317e-02 	9.12853e-02 	9.89562e-02 	1.07728e-01 	1.17694e-01 	1.28962e-01 	1.41652e-01 	1.55895e-01 	1.71840e-01 	1.89647e-01 	2.09496e-01 	2.31580e-01 	2.56107e-01 	
3.20183e-01 	2.89525e-01 	2.61921e-01 	2.37108e-01 	2.14846e-01 	1.94913e-01 	1.77107e-01 	1.61243e-01 	1.47155e-01 	1.34695e-01 	1.23728e-01 	1.14138e-01 	1.05819e-01 	9.86813e-02 	9.26469e-02 	8.76494e-02 	8.36337e-02 	8.05555e-02 	7.83808e-02 	7.70856e-02 	7.66554e-02 	7.70856e-02 	7.83808e-02 	8.05555e-02 	8.36337e-02 	8.76494e-02 	9.26469e-02 	9.86813e-02 	1.05819e-01 	1.14138e-01 	1.23728e-01 	1.34695e-01 	1.47155e-01 	1.61243e-01 	1.77107e-01 	1.94913e-01 	2.14846e-01 	2.37108e-01 	2.61921e-01 	2.89525e-01 	3.20183e-01 	
3.84293e-01 	3.47505e-01 	3.14378e-01 	2.84601e-01 	2.57884e-01 	2.33961e-01 	2.12590e-01 	1.93550e-01 	1.76641e-01 	1.61685e-01 	1.48522e-01 	1.37010e-01 	1.27025e-01 	1.18458e-01 	1.11215e-01 	1.05216e-01 	1.00396e-01 	9.67010e-02 	9.40907e-02 	9.25359e-02 	9.20196e-02 	9.25359e-02 	9.40907e-02 	9.67010e-02 	1.00396e-01 	1.05216e-01 	1.11215e-01 	1.18458e-01 	1.27025e-01 	1.37010e-01 	1.48522e-01 	1.61685e-01 	1.76641e-01 	1.93550e-01 	2.12590e-01 	2.33961e-01 	2.57884e-01 	2.84601e-01 	3.14378e-01 	3.47505e-01 	3.84293e-01 	
4.48443e-01 	4.05524e-01 	3.66876e-01 	3.32133e-01 	3.00959e-01 	2.73045e-01 	2.48107e-01 	2.25888e-01 	2.06157e-01 	1.88703e-01 	1.73342e-01 	1.59908e-01 	1.48255e-01 	1.38257e-01 	1.29804e-01 	1.22803e-01 	1.17178e-01 	1.12865e-01 	1.09819e-01 	1.08004e-01 	1.07402e-01 	1.08004e-01 	1.09819e-01 	1.12865e-01 	1.17178e-01 	1.22803e-01 	1.29804e-01 	1.38257e-01 	1.48255e-01 	1.59908e-01 	1.73342e-01 	1.88703e-01 	2.06157e-01 	2.25888e-01 	2.48107e-01 	2.73045e-01 	3.00959e-01 	3.32133e-01 	3.66876e-01 	4.05524e-01 	4.48443e-01 	
5.12639e-01 	4.63592e-01 	4.19420e-01 	3.79711e-01 	3.44079e-01 	3.12170e-01 	2.83663e-01 	2.58264e-01 	2.35707e-01 	2.15755e-01 	1.98194e-01 	1.82835e-01 	1.69513e-01 	1.58082e-01 	1.48417e-01 	1.40413e-01 	1.33982e-01 	1.29052e-01 	1.25569e-01 	1.23494e-01 	1.22805e-01 	1.23494e-01 	1.25569e-01 	1.29052e-01 	1.33982e-01 	1.40413e-01 	1.48417e-01 	1.58082e-01 	1.69513e-01 	1.82835e-01 	1.98194e-01 	2.15755e-01 	2.35707e-01 	2.58264e-01 	2.83663e-01 	3.12170e-01 	3.44079e-01 	3.79711e-01 	4.19420e-01 	4.63592e-01 	5.12639e-01 	
5.76889e-01 	5.21713e-01 	4.72019e-01 	4.27341e-01 	3.87248e-01 	3.51344e-01 	3.19265e-01 	2.90683e-01 	2.65298e-01 	2.42844e-01 	2.23080e-01 	2.05795e-01 	1.90801e-01 	1.77936e-01 	1.67059e-01 	1.58051e-01 	1.50812e-01 	1.45263e-01 	1.41343e-01 	1.39008e-01 	1.38233e-01 	1.39008e-01 	1.41343e-01 	1.45263e-01 	1.50812e-01 	1.58051e-01 	1.67059e-01 	1.77936e-01 	1.90801e-01 	2.05795e-01 	2.23080e-01 	2.42844e-01 	2.65298e-01 	2.90683e-01 	3.19265e-01 	3.51344e-01 	3.87248e-01 	4.27341e-01 	4.72019e-01 	5.21713e-01 	5.76889e-01 	
