-8.658786e+39	-8.662949e+39	-8.667727e+39	-8.673110e+39	-8.679091e+39	-8.685661e+39	-8.692811e+39	-8.700535e+39	-8.708824e+39	-8.717670e+39	-8.727067e+39	-8.737006e+39	-8.747480e+39	-8.758483e+39	-8.770009e+39	-8.782049e+39	-8.794599e+39	-8.807651e+39	-8.821201e+39	-8.835241e+39	-8.849767e+39	-8.864773e+39	-8.880254e+39	-8.896205e+39	-8.912620e+39	-8.929497e+39	-8.946829e+39	-8.964613e+39	-8.982845e+39	-9.001520e+39	-9.020636e+39	-9.040190e+39	-9.060176e+39	-9.080594e+39	-9.101439e+39	-9.122710e+39	-9.144403e+39	-9.166518e+39	-9.189051e+39	-9.212001e+39	-9.235366e+39	-9.259145e+39	-9.283336e+39	-9.307940e+39	-9.332954e+39	-9.358379e+39	-9.384214e+39	-9.410458e+39	-9.437112e+39	-9.464177e+39	-9.491652e+39	-9.519538e+39	-9.547836e+39	-9.576548e+39	-9.605673e+39	-9.635215e+39	-9.665175e+39	-9.695553e+39	-9.726354e+39	-9.757578e+39	-9.789230e+39	-9.821310e+39	-9.853823e+39	-9.886771e+39	-9.920159e+39	-9.953989e+39	-9.988265e+39	-1.002299e+40	-1.005817e+40	-1.009382e+40	-1.012992e+40	-1.016650e+40	-1.020355e+40	-1.024108e+40	-1.027909e+40	-1.031760e+40	-1.035660e+40	
-4.084800e+53	-3.977286e+53	-3.869773e+53	-3.762261e+53	-3.654751e+53	-3.547242e+53	-3.439735e+53	-3.332229e+53	-3.224724e+53	-3.117220e+53	-3.009718e+53	-2.902217e+53	-2.794717e+53	-2.687218e+53	-2.579721e+53	-2.472224e+53	-2.364729e+53	-2.257234e+53	-2.149741e+53	-2.042248e+53	-1.934756e+53	-1.827265e+53	-1.719775e+53	-1.612285e+53	-1.504796e+53	-1.397308e+53	-1.289821e+53	-1.182334e+53	-1.074847e+53	-9.673611e+52	-8.598755e+52	-7.523902e+52	-6.449053e+52	-5.374207e+52	-4.299362e+52	-3.224520e+52	-2.149679e+52	-1.074839e+52	-2.131444e+41	1.074839e+52	2.149679e+52	3.224520e+52	4.299362e+52	5.374207e+52	6.449053e+52	7.523902e+52	8.598755e+52	9.673611e+52	1.074847e+53	1.182334e+53	1.289821e+53	1.397308e+53	1.504796e+53	1.612285e+53	1.719775e+53	1.827265e+53	1.934756e+53	2.042248e+53	2.149741e+53	2.257234e+53	2.364729e+53	2.472224e+53	2.579721e+53	2.687218e+53	2.794717e+53	2.902217e+53	3.009718e+53	3.117220e+53	3.224724e+53	3.332229e+53	3.439735e+53	3.547242e+53	3.654751e+53	3.762261e+53	3.869773e+53	3.977286e+53	4.084800e+53	
-8.164138e+53	-7.949253e+53	-7.734370e+53	-7.519491e+53	-7.304614e+53	-7.089741e+53	-6.874870e+53	-6.660001e+53	-6.445136e+53	-6.230272e+53	-6.015412e+53	-5.800553e+53	-5.585698e+53	-5.370844e+53	-5.155992e+53	-4.941143e+53	-4.726296e+53	-4.511451e+53	-4.296607e+53	-4.081765e+53	-3.866926e+53	-3.652087e+53	-3.437250e+53	-3.222415e+53	-3.007581e+53	-2.792749e+53	-2.577917e+53	-2.363087e+53	-2.148257e+53	-1.933429e+53	-1.718601e+53	-1.503775e+53	-1.288948e+53	-1.074123e+53	-8.592977e+52	-6.444730e+52	-4.296485e+52	-2.148242e+52	-4.161653e+41	2.148242e+52	4.296485e+52	6.444730e+52	8.592977e+52	1.074123e+53	1.288948e+53	1.503775e+53	1.718601e+53	1.933429e+53	2.148257e+53	2.363087e+53	2.577917e+53	2.792749e+53	3.007581e+53	3.222415e+53	3.437250e+53	3.652087e+53	3.866926e+53	4.081765e+53	4.296607e+53	4.511451e+53	4.726296e+53	4.941143e+53	5.155992e+53	5.370844e+53	5.585698e+53	5.800553e+53	6.015412e+53	6.230272e+53	6.445136e+53	6.660001e+53	6.874870e+53	7.089741e+53	7.304614e+53	7.519491e+53	7.734370e+53	7.949253e+53	8.164138e+53	
-1.223256e+54	-1.191059e+54	-1.158863e+54	-1.126667e+54	-1.094471e+54	-1.062276e+54	-1.030081e+54	-9.978872e+53	-9.656932e+53	-9.334997e+53	-9.013065e+53	-8.691137e+53	-8.369212e+53	-8.047291e+53	-7.725373e+53	-7.403458e+53	-7.081546e+53	-6.759637e+53	-6.437731e+53	-6.115828e+53	-5.793927e+53	-5.472029e+53	-5.150132e+53	-4.828239e+53	-4.506347e+53	-4.184457e+53	-3.862568e+53	-3.540682e+53	-3.218797e+53	-2.896913e+53	-2.575031e+53	-2.253150e+53	-1.931269e+53	-1.609390e+53	-1.287511e+53	-9.656327e+52	-6.437549e+52	-3.218774e+52	-6.177401e+41	3.218774e+52	6.437549e+52	9.656327e+52	1.287511e+53	1.609390e+53	1.931269e+53	2.253150e+53	2.575031e+53	2.896913e+53	3.218797e+53	3.540682e+53	3.862568e+53	4.184457e+53	4.506347e+53	4.828239e+53	5.150132e+53	5.472029e+53	5.793927e+53	6.115828e+53	6.437731e+53	6.759637e+53	7.081546e+53	7.403458e+53	7.725373e+53	8.047291e+53	8.369212e+53	8.691137e+53	9.013065e+53	9.334997e+53	9.656932e+53	9.978872e+53	1.030081e+54	1.062276e+54	1.094471e+54	1.126667e+54	1.158863e+54	1.191059e+54	1.223256e+54	
-1.628464e+54	-1.585602e+54	-1.542741e+54	-1.499880e+54	-1.457019e+54	-1.414159e+54	-1.371300e+54	-1.328441e+54	-1.285583e+54	-1.242725e+54	-1.199868e+54	-1.157011e+54	-1.114155e+54	-1.071299e+54	-1.028444e+54	-9.855885e+53	-9.427338e+53	-8.998796e+53	-8.570257e+53	-8.141722e+53	-7.713190e+53	-7.284662e+53	-6.856136e+53	-6.427614e+53	-5.999094e+53	-5.570576e+53	-5.142061e+53	-4.713548e+53	-4.285038e+53	-3.856529e+53	-3.428021e+53	-2.999515e+53	-2.571011e+53	-2.142507e+53	-1.714005e+53	-1.285503e+53	-8.570016e+52	-4.285007e+52	-8.213566e+41	4.285007e+52	8.570016e+52	1.285503e+53	1.714005e+53	2.142507e+53	2.571011e+53	2.999515e+53	3.428021e+53	3.856529e+53	4.285038e+53	4.713548e+53	5.142061e+53	5.570576e+53	5.999094e+53	6.427614e+53	6.856136e+53	7.284662e+53	7.713190e+53	8.141722e+53	8.570257e+53	8.998796e+53	9.427338e+53	9.855885e+53	1.028444e+54	1.071299e+54	1.114155e+54	1.157011e+54	1.199868e+54	1.242725e+54	1.285583e+54	1.328441e+54	1.371300e+54	1.414159e+54	1.457019e+54	1.499880e+54	1.542741e+54	1.585602e+54	1.628464e+54	
-2.031499e+54	-1.978029e+54	-1.924559e+54	-1.871090e+54	-1.817622e+54	-1.764155e+54	-1.710688e+54	-1.657222e+54	-1.603757e+54	-1.550292e+54	-1.496828e+54	-1.443365e+54	-1.389902e+54	-1.336439e+54	-1.282977e+54	-1.229516e+54	-1.176055e+54	-1.122595e+54	-1.069135e+54	-1.015675e+54	-9.622162e+53	-9.087575e+53	-8.552992e+53	-8.018412e+53	-7.483836e+53	-6.949263e+53	-6.414693e+53	-5.880126e+53	-5.345561e+53	-4.810998e+53	-4.276438e+53	-3.741879e+53	-3.207322e+53	-2.672766e+53	-2.138212e+53	-1.603658e+53	-1.069105e+53	-5.345523e+52	-1.020762e+42	5.345523e+52	1.069105e+53	1.603658e+53	2.138212e+53	2.672766e+53	3.207322e+53	3.741879e+53	4.276438e+53	4.810998e+53	5.345561e+53	5.880126e+53	6.414693e+53	6.949263e+53	7.483836e+53	8.018412e+53	8.552992e+53	9.087575e+53	9.622162e+53	1.015675e+54	1.069135e+54	1.122595e+54	1.176055e+54	1.229516e+54	1.282977e+54	1.336439e+54	1.389902e+54	1.443365e+54	1.496828e+54	1.550292e+54	1.603757e+54	1.657222e+54	1.710688e+54	1.764155e+54	1.817622e+54	1.871090e+54	1.924559e+54	1.978029e+54	2.031499e+54	
-2.431825e+54	-2.367818e+54	-2.303812e+54	-2.239807e+54	-2.175803e+54	-2.111799e+54	-2.047796e+54	-1.983794e+54	-1.919793e+54	-1.855793e+54	-1.791793e+54	-1.727794e+54	-1.663796e+54	-1.599798e+54	-1.535801e+54	-1.471805e+54	-1.407809e+54	-1.343813e+54	-1.279819e+54	-1.215825e+54	-1.151831e+54	-1.087838e+54	-1.023845e+54	-9.598524e+53	-8.958604e+53	-8.318688e+53	-7.678776e+53	-7.038866e+53	-6.398960e+53	-5.759056e+53	-5.119155e+53	-4.479256e+53	-3.839359e+53	-3.199463e+53	-2.559569e+53	-1.919676e+53	-1.279783e+53	-6.398915e+52	-1.218381e+42	6.398915e+52	1.279783e+53	1.919676e+53	2.559569e+53	3.199463e+53	3.839359e+53	4.479256e+53	5.119155e+53	5.759056e+53	6.398960e+53	7.038866e+53	7.678776e+53	8.318688e+53	8.958604e+53	9.598524e+53	1.023845e+54	1.087838e+54	1.151831e+54	1.215825e+54	1.279819e+54	1.343813e+54	1.407809e+54	1.471805e+54	1.535801e+54	1.599798e+54	1.663796e+54	1.727794e+54	1.791793e+54	1.855793e+54	1.919793e+54	1.983794e+54	2.047796e+54	2.111799e+54	2.175803e+54	2.239807e+54	2.303812e+54	2.367818e+54	2.431825e+54	
-2.828914e+54	-2.754455e+54	-2.679998e+54	-2.605542e+54	-2.531086e+54	-2.456632e+54	-2.382178e+54	-2.307726e+54	-2.233274e+54	-2.158823e+54	-2.084373e+54	-2.009924e+54	-1.935475e+54	-1.861028e+54	-1.786581e+54	-1.712134e+54	-1.637689e+54	-1.563244e+54	-1.488799e+54	-1.414356e+54	-1.339912e+54	-1.265470e+54	-1.191028e+54	-1.116586e+54	-1.042145e+54	-9.677043e+53	-8.932639e+53	-8.188240e+53	-7.443843e+53	-6.699450e+53	-5.955060e+53	-5.210672e+53	-4.466286e+53	-3.721902e+53	-2.977520e+53	-2.233139e+53	-1.488759e+53	-7.443792e+52	-1.412682e+42	7.443792e+52	1.488759e+53	2.233139e+53	2.977520e+53	3.721902e+53	4.466286e+53	5.210672e+53	5.955060e+53	6.699450e+53	7.443843e+53	8.188240e+53	8.932639e+53	9.677043e+53	1.042145e+54	1.116586e+54	1.191028e+54	1.265470e+54	1.339912e+54	1.414356e+54	1.488799e+54	1.563244e+54	1.637689e+54	1.712134e+54	1.786581e+54	1.861028e+54	1.935475e+54	2.009924e+54	2.084373e+54	2.158823e+54	2.233274e+54	2.307726e+54	2.382178e+54	2.456632e+54	2.531086e+54	2.605542e+54	2.679998e+54	2.754455e+54	2.828914e+54	
-3.222243e+54	-3.137432e+54	-3.052622e+54	-2.967814e+54	-2.883006e+54	-2.798200e+54	-2.713395e+54	-2.628590e+54	-2.543787e+54	-2.458985e+54	-2.374183e+54	-2.289383e+54	-2.204583e+54	-2.119784e+54	-2.034986e+54	-1.950189e+54	-1.865393e+54	-1.780597e+54	-1.695802e+54	-1.611008e+54	-1.526214e+54	-1.441421e+54	-1.356628e+54	-1.271836e+54	-1.187045e+54	-1.102254e+54	-1.017463e+54	-9.326734e+53	-8.478837e+53	-7.630943e+53	-6.783053e+53	-5.935165e+53	-5.087280e+53	-4.239397e+53	-3.391515e+53	-2.543635e+53	-1.695756e+53	-8.478779e+52	-1.608855e+42	8.478779e+52	1.695756e+53	2.543635e+53	3.391515e+53	4.239397e+53	5.087280e+53	5.935165e+53	6.783053e+53	7.630943e+53	8.478837e+53	9.326734e+53	1.017463e+54	1.102254e+54	1.187045e+54	1.271836e+54	1.356628e+54	1.441421e+54	1.526214e+54	1.611008e+54	1.695802e+54	1.780597e+54	1.865393e+54	1.950189e+54	2.034986e+54	2.119784e+54	2.204583e+54	2.289383e+54	2.374183e+54	2.458985e+54	2.543787e+54	2.628590e+54	2.713395e+54	2.798200e+54	2.883006e+54	2.967814e+54	3.052622e+54	3.137432e+54	3.222243e+54	
-3.611297e+54	-3.516247e+54	-3.421197e+54	-3.326149e+54	-3.231103e+54	-3.136057e+54	-3.041012e+54	-2.945969e+54	-2.850926e+54	-2.755885e+54	-2.660845e+54	-2.565805e+54	-2.470767e+54	-2.375730e+54	-2.280693e+54	-2.185658e+54	-2.090623e+54	-1.995589e+54	-1.900556e+54	-1.805523e+54	-1.710491e+54	-1.615460e+54	-1.520430e+54	-1.425400e+54	-1.330371e+54	-1.235342e+54	-1.140314e+54	-1.045286e+54	-9.502588e+53	-8.552318e+53	-7.602052e+53	-6.651788e+53	-5.701528e+53	-4.751270e+53	-3.801013e+53	-2.850759e+53	-1.900505e+53	-9.502524e+52	-1.800689e+42	9.502524e+52	1.900505e+53	2.850759e+53	3.801013e+53	4.751270e+53	5.701528e+53	6.651788e+53	7.602052e+53	8.552318e+53	9.502588e+53	1.045286e+54	1.140314e+54	1.235342e+54	1.330371e+54	1.425400e+54	1.520430e+54	1.615460e+54	1.710491e+54	1.805523e+54	1.900556e+54	1.995589e+54	2.090623e+54	2.185658e+54	2.280693e+54	2.375730e+54	2.470767e+54	2.565805e+54	2.660845e+54	2.755885e+54	2.850926e+54	2.945969e+54	3.041012e+54	3.136057e+54	3.231103e+54	3.326149e+54	3.421197e+54	3.516247e+54	3.611297e+54	
