-3.417428e-16	-3.365806e-16	-3.323932e-16	-3.282299e-16	-3.233331e-16	-3.170524e-16	-3.096025e-16	
-3.130752e-03	-2.502513e-03	-1.365274e-03	-1.755573e-09	1.365270e-03	2.502508e-03	3.130744e-03	
-6.268779e-03	-5.010565e-03	-2.733506e-03	-3.513125e-09	2.733499e-03	5.010555e-03	6.268764e-03	
-9.421416e-03	-7.529740e-03	-4.107681e-03	-5.274648e-09	4.107669e-03	7.529725e-03	9.421394e-03	
-1.259612e-02	-1.006572e-02	-5.490828e-03	-7.042164e-09	5.490813e-03	1.006570e-02	1.259609e-02	
-1.580052e-02	-1.262430e-02	-6.886055e-03	-8.817734e-09	6.886035e-03	1.262428e-02	1.580048e-02	
-1.904251e-02	-1.521151e-02	-8.296566e-03	-1.060348e-08	8.296543e-03	1.521148e-02	1.904246e-02	
-2.233028e-02	-1.783357e-02	-9.725699e-03	-1.240160e-08	9.725672e-03	1.783354e-02	2.233023e-02	
-2.567245e-02	-2.049705e-02	-1.117695e-02	-1.421438e-08	1.117692e-02	2.049701e-02	2.567239e-02	
-2.907808e-02	-2.320884e-02	-1.265401e-02	-1.604422e-08	1.265397e-02	2.320880e-02	2.907801e-02	
-3.255683e-02	-2.597630e-02	-1.416080e-02	-1.789365e-08	1.416076e-02	2.597625e-02	3.255676e-02	
-3.611904e-02	-2.880730e-02	-1.570153e-02	-1.976536e-08	1.570149e-02	2.880724e-02	3.611895e-02	
-3.977583e-02	-3.171031e-02	-1.728072e-02	-2.166223e-08	1.728067e-02	3.171024e-02	3.977574e-02	
-4.353929e-02	-3.469451e-02	-1.890328e-02	-2.358734e-08	1.890323e-02	3.469444e-02	4.353919e-02	
-4.742258e-02	-3.776995e-02	-2.057457e-02	-2.554405e-08	2.057451e-02	3.776987e-02	4.742248e-02	
-5.144018e-02	-4.094762e-02	-2.230047e-02	-2.753600e-08	2.230041e-02	4.094754e-02	5.144007e-02	
-5.560807e-02	-4.423970e-02	-2.408746e-02	-2.956716e-08	2.408740e-02	4.423961e-02	5.560794e-02	
-5.994398e-02	-4.765968e-02	-2.594277e-02	-3.164194e-08	2.594270e-02	4.765958e-02	5.994385e-02	
-6.446776e-02	-5.122266e-02	-2.787446e-02	-3.376520e-08	2.787438e-02	5.122256e-02	6.446762e-02	
-6.920170e-02	-5.494561e-02	-2.989158e-02	-3.594237e-08	2.989150e-02	5.494551e-02	6.920155e-02	
-7.417102e-02	-5.884772e-02	-3.200439e-02	-3.817953e-08	3.200430e-02	5.884761e-02	7.417087e-02	
-7.940443e-02	-6.295083e-02	-3.422454e-02	-4.048355e-08	3.422445e-02	6.295071e-02	7.940426e-02	
