-5.499291e+05	-5.483349e+05	-5.468618e+05	-5.455083e+05	-5.442729e+05	-5.431543e+05	-5.421511e+05	-5.412621e+05	-5.404861e+05	-5.398221e+05	-5.392690e+05	-5.388259e+05	-5.384918e+05	-5.382659e+05	-5.381476e+05	-5.381360e+05	-5.382307e+05	-5.384310e+05	-5.387365e+05	-5.391467e+05	-5.396615e+05	-5.402804e+05	-5.410033e+05	-5.418300e+05	-5.427606e+05	-5.437951e+05	-5.449334e+05	-5.461759e+05	-5.475226e+05	-5.489740e+05	-5.505304e+05	
-2.542426e+19	-2.372861e+19	-2.203310e+19	-2.033773e+19	-1.864248e+19	-1.694734e+19	-1.525231e+19	-1.355737e+19	-1.186252e+19	-1.016774e+19	-8.473018e+18	-6.778351e+18	-5.083727e+18	-3.389134e+18	-1.694562e+18	-8.198574e+08	1.694562e+18	3.389134e+18	5.083727e+18	6.778351e+18	8.473018e+18	1.016774e+19	1.186252e+19	1.355737e+19	1.525231e+19	1.694734e+19	1.864248e+19	2.033773e+19	2.203310e+19	2.372861e+19	2.542426e+19	
-5.079236e+19	-4.740480e+19	-4.401754e+19	-4.063054e+19	-3.724378e+19	-3.385726e+19	-3.047094e+19	-2.708481e+19	-2.369884e+19	-2.031302e+19	-1.692733e+19	-1.354174e+19	-1.015623e+19	-6.770784e+18	-3.385382e+18	-1.636954e+09	3.385382e+18	6.770784e+18	1.015623e+19	1.354174e+19	1.692733e+19	2.031302e+19	2.369884e+19	2.708481e+19	3.047094e+19	3.385726e+19	3.724378e+19	4.063054e+19	4.401754e+19	4.740480e+19	5.079236e+19	
-7.604831e+19	-7.097634e+19	-6.590479e+19	-6.083365e+19	-5.576287e+19	-5.069243e+19	-4.562230e+19	-4.055245e+19	-3.548285e+19	-3.041347e+19	-2.534427e+19	-2.027523e+19	-1.520631e+19	-1.013749e+19	-5.068730e+18	-2.449195e+09	5.068730e+18	1.013749e+19	1.520631e+19	2.027523e+19	2.534427e+19	3.041347e+19	3.548285e+19	4.055245e+19	4.562230e+19	5.069243e+19	5.576287e+19	6.083365e+19	6.590479e+19	7.097634e+19	7.604831e+19	
-1.011365e+20	-9.439126e+19	-8.764663e+19	-8.090254e+19	-7.415893e+19	-6.741577e+19	-6.067302e+19	-5.393064e+19	-4.718859e+19	-4.044683e+19	-3.370531e+19	-2.696400e+19	-2.022286e+19	-1.348184e+19	-6.740897e+18	-3.254829e+09	6.740897e+18	1.348184e+19	2.022286e+19	2.696400e+19	3.370531e+19	4.044683e+19	4.718859e+19	5.393064e+19	6.067302e+19	6.741577e+19	7.415893e+19	8.090254e+19	8.764663e+19	9.439126e+19	1.011365e+20	
-1.260016e+20	-1.175981e+20	-1.091953e+20	-1.007931e+20	-9.239152e+19	-8.399051e+19	-7.559001e+19	-6.718996e+19	-5.879032e+19	-5.039104e+19	-4.199207e+19	-3.359335e+19	-2.519483e+19	-1.679647e+19	-8.398208e+18	-4.051509e+09	8.398208e+18	1.679647e+19	2.519483e+19	3.359335e+19	4.199207e+19	5.039104e+19	5.879032e+19	6.718996e+19	7.559001e+19	8.399051e+19	9.239152e+19	1.007931e+20	1.091953e+20	1.175981e+20	1.260016e+20	
-1.505893e+20	-1.405460e+20	-1.305035e+20	-1.204617e+20	-1.104207e+20	-1.003803e+20	-9.034057e+19	-8.030136e+19	-7.026263e+19	-6.022432e+19	-5.018638e+19	-4.014874e+19	-3.011134e+19	-2.007413e+19	-1.003703e+19	-4.836729e+09	1.003703e+19	2.007413e+19	3.011134e+19	4.014874e+19	5.018638e+19	6.022432e+19	7.026263e+19	8.030136e+19	9.034057e+19	1.003803e+20	1.104207e+20	1.204617e+20	1.305035e+20	1.405460e+20	1.505893e+20	
-1.748459e+20	-1.631848e+20	-1.515247e+20	-1.398655e+20	-1.282071e+20	-1.165495e+20	-1.048925e+20	-9.323621e+19	-8.158046e+19	-6.992520e+19	-5.827036e+19	-4.661587e+19	-3.496166e+19	-2.330765e+19	-1.165379e+19	-5.608202e+09	1.165379e+19	2.330765e+19	3.496166e+19	4.661587e+19	5.827036e+19	6.992520e+19	8.158046e+19	9.323621e+19	1.048925e+20	1.165495e+20	1.282071e+20	1.398655e+20	1.515247e+20	1.631848e+20	1.748459e+20	
-1.987185e+20	-1.854654e+20	-1.722133e+20	-1.589622e+20	-1.457120e+20	-1.324627e+20	-1.192142e+20	-1.059664e+20	-9.271924e+19	-7.947261e+19	-6.622646e+19	-5.298069e+19	-3.973524e+19	-2.649003e+19	-1.324498e+19	-6.364692e+09	1.324498e+19	2.649003e+19	3.973524e+19	5.298069e+19	6.622646e+19	7.947261e+19	9.271924e+19	1.059664e+20	1.192142e+20	1.324627e+20	1.457120e+20	1.589622e+20	1.722133e+20	1.854654e+20	1.987185e+20	
-2.221558e+20	-2.073395e+20	-1.925245e+20	-1.777106e+20	-1.628978e+20	-1.480858e+20	-1.332748e+20	-1.184645e+20	-1.036549e+20	-8.884593e+19	-7.403748e+19	-5.922946e+19	-4.442179e+19	-2.961438e+19	-1.480715e+19	-7.102251e+09	1.480715e+19	2.961438e+19	4.442179e+19	5.922946e+19	7.403748e+19	8.884593e+19	1.036549e+20	1.184645e+20	1.332748e+20	1.480858e+20	1.628978e+20	1.777106e+20	1.925245e+20	2.073395e+20	2.221558e+20	
