-5.577938e-16	-5.521644e-16	-5.483087e-16	-5.454386e-16	-5.431156e-16	-5.411224e-16	-5.393504e-16	-5.377425e-16	-5.362673e-16	-5.349064e-16	-5.336486e-16	-5.324867e-16	-5.314159e-16	-5.304327e-16	-5.295346e-16	-5.287196e-16	-5.279860e-16	-5.273325e-16	-5.267578e-16	-5.262609e-16	-5.258405e-16	-5.254959e-16	-5.252261e-16	-5.250302e-16	-5.249074e-16	-5.248570e-16	-5.248782e-16	-5.249705e-16	-5.251331e-16	-5.253655e-16	-5.256671e-16	-5.260375e-16	-5.264762e-16	-5.269828e-16	-5.275569e-16	-5.281982e-16	-5.289064e-16	-5.296812e-16	-5.305225e-16	-5.314301e-16	-5.324039e-16	-5.334439e-16	-5.345498e-16	-5.357218e-16	-5.369600e-16	-5.382642e-16	-5.396346e-16	-5.410713e-16	-5.425742e-16	-5.441432e-16	-5.457780e-16	-5.474780e-16	-5.492420e-16	-5.510677e-16	-5.529516e-16	-5.548873e-16	-5.568646e-16	-5.588663e-16	-5.608649e-16	-5.628155e-16	-5.646456e-16	-5.662393e-16	-5.674113e-16	-5.678713e-16	-5.671831e-16	-5.647999e-16	-5.607358e-16	
-3.930481e-02	-3.884509e-02	-3.808327e-02	-3.713404e-02	-3.606857e-02	-3.493101e-02	-3.374877e-02	-3.253883e-02	-3.131176e-02	-3.007408e-02	-2.882987e-02	-2.758164e-02	-2.633094e-02	-2.507875e-02	-2.382566e-02	-2.257204e-02	-2.131813e-02	-2.006405e-02	-1.880990e-02	-1.755572e-02	-1.630155e-02	-1.504741e-02	-1.379329e-02	-1.253921e-02	-1.128517e-02	-1.003117e-02	-8.777196e-03	-7.523254e-03	-6.269338e-03	-5.015443e-03	-3.761567e-03	-2.507704e-03	-1.253850e-03	-5.066355e-16	1.253850e-03	2.507704e-03	3.761567e-03	5.015443e-03	6.269338e-03	7.523254e-03	8.777196e-03	1.003117e-02	1.128517e-02	1.253921e-02	1.379329e-02	1.504741e-02	1.630155e-02	1.755572e-02	1.880990e-02	2.006405e-02	2.131813e-02	2.257204e-02	2.382566e-02	2.507875e-02	2.633094e-02	2.758164e-02	2.882987e-02	3.007408e-02	3.131176e-02	3.253883e-02	3.374877e-02	3.493101e-02	3.606857e-02	3.713404e-02	3.808327e-02	3.884509e-02	3.930481e-02	
-7.862322e-02	-7.770356e-02	-7.617962e-02	-7.428082e-02	-7.214950e-02	-6.987399e-02	-6.750909e-02	-6.508881e-02	-6.263424e-02	-6.015847e-02	-5.766962e-02	-5.517273e-02	-5.267091e-02	-5.016610e-02	-4.765949e-02	-4.515183e-02	-4.264357e-02	-4.013498e-02	-3.762625e-02	-3.511747e-02	-3.260870e-02	-3.009998e-02	-2.759132e-02	-2.508274e-02	-2.257423e-02	-2.006578e-02	-1.755741e-02	-1.504909e-02	-1.254083e-02	-1.003261e-02	-7.524427e-03	-5.016270e-03	-2.508130e-03	-5.197744e-16	2.508130e-03	5.016270e-03	7.524427e-03	1.003261e-02	1.254083e-02	1.504909e-02	1.755741e-02	2.006578e-02	2.257423e-02	2.508274e-02	2.759132e-02	3.009998e-02	3.260870e-02	3.511747e-02	3.762625e-02	4.013498e-02	4.264357e-02	4.515183e-02	4.765949e-02	5.016610e-02	5.267091e-02	5.517273e-02	5.766962e-02	6.015847e-02	6.263424e-02	6.508881e-02	6.750909e-02	6.987399e-02	7.214950e-02	7.428082e-02	7.617962e-02	7.770356e-02	7.862322e-02	
-1.179688e-01	-1.165888e-01	-1.143021e-01	-1.114531e-01	-1.082552e-01	-1.048409e-01	-1.012925e-01	-9.766108e-02	-9.397818e-02	-9.026348e-02	-8.652914e-02	-8.278274e-02	-7.902894e-02	-7.527066e-02	-7.150968e-02	-6.774711e-02	-6.398365e-02	-6.021970e-02	-5.645553e-02	-5.269128e-02	-4.892706e-02	-4.516290e-02	-4.139884e-02	-3.763488e-02	-3.387104e-02	-3.010730e-02	-2.634366e-02	-2.258011e-02	-1.881664e-02	-1.505323e-02	-1.128988e-02	-7.526561e-03	-3.763274e-03	-4.488313e-16	3.763274e-03	7.526561e-03	1.128988e-02	1.505323e-02	1.881664e-02	2.258011e-02	2.634366e-02	3.010730e-02	3.387104e-02	3.763488e-02	4.139884e-02	4.516290e-02	4.892706e-02	5.269128e-02	5.645553e-02	6.021970e-02	6.398365e-02	6.774711e-02	7.150968e-02	7.527066e-02	7.902894e-02	8.278274e-02	8.652914e-02	9.026348e-02	9.397818e-02	9.766108e-02	1.012925e-01	1.048409e-01	1.082552e-01	1.114531e-01	1.143021e-01	1.165888e-01	1.179688e-01	
-1.573553e-01	-1.555142e-01	-1.524639e-01	-1.486636e-01	-1.443979e-01	-1.398437e-01	-1.351107e-01	-1.302668e-01	-1.253543e-01	-1.203994e-01	-1.154183e-01	-1.104211e-01	-1.054141e-01	-1.004010e-01	-9.538440e-02	-9.036565e-02	-8.534569e-02	-8.032509e-02	-7.530419e-02	-7.028319e-02	-6.526222e-02	-6.024133e-02	-5.522058e-02	-5.019996e-02	-4.517949e-02	-4.015917e-02	-3.513897e-02	-3.011889e-02	-2.509891e-02	-2.007903e-02	-1.505921e-02	-1.003944e-02	-5.019712e-03	-4.898699e-16	5.019712e-03	1.003944e-02	1.505921e-02	2.007903e-02	2.509891e-02	3.011889e-02	3.513897e-02	4.015917e-02	4.517949e-02	5.019996e-02	5.522058e-02	6.024133e-02	6.526222e-02	7.028319e-02	7.530419e-02	8.032509e-02	8.534569e-02	9.036565e-02	9.538440e-02	1.004010e-01	1.054141e-01	1.104211e-01	1.154183e-01	1.203994e-01	1.253543e-01	1.302668e-01	1.351107e-01	1.398437e-01	1.443979e-01	1.486636e-01	1.524639e-01	1.555142e-01	1.573553e-01	
-1.967962e-01	-1.944932e-01	-1.906781e-01	-1.859251e-01	-1.805902e-01	-1.748945e-01	-1.689751e-01	-1.629172e-01	-1.567734e-01	-1.505766e-01	-1.443471e-01	-1.380974e-01	-1.318354e-01	-1.255659e-01	-1.192919e-01	-1.130152e-01	-1.067370e-01	-1.004581e-01	-9.417873e-02	-8.789925e-02	-8.161981e-02	-7.534048e-02	-6.906130e-02	-6.278230e-02	-5.650349e-02	-5.022484e-02	-4.394636e-02	-3.766803e-02	-3.138982e-02	-2.511173e-02	-1.883372e-02	-1.255578e-02	-6.277877e-03	-4.080776e-16	6.277877e-03	1.255578e-02	1.883372e-02	2.511173e-02	3.138982e-02	3.766803e-02	4.394636e-02	5.022484e-02	5.650349e-02	6.278230e-02	6.906130e-02	7.534048e-02	8.161981e-02	8.789925e-02	9.417873e-02	1.004581e-01	1.067370e-01	1.130152e-01	1.192919e-01	1.255659e-01	1.318354e-01	1.380974e-01	1.443471e-01	1.505766e-01	1.567734e-01	1.629172e-01	1.689751e-01	1.748945e-01	1.805902e-01	1.859251e-01	1.906781e-01	1.944932e-01	1.967962e-01	
-2.363052e-01	-2.335392e-01	-2.289578e-01	-2.232504e-01	-2.168444e-01	-2.100052e-01	-2.028975e-01	-1.956234e-01	-1.882463e-01	-1.808054e-01	-1.733253e-01	-1.658210e-01	-1.583019e-01	-1.507738e-01	-1.432403e-01	-1.357036e-01	-1.281650e-01	-1.206256e-01	-1.130856e-01	-1.055455e-01	-9.800545e-02	-9.046552e-02	-8.292577e-02	-7.538623e-02	-6.784691e-02	-6.030779e-02	-5.276887e-02	-4.523013e-02	-3.769153e-02	-3.015307e-02	-2.261471e-02	-1.507643e-02	-7.538202e-03	-4.419170e-16	7.538202e-03	1.507643e-02	2.261471e-02	3.015307e-02	3.769153e-02	4.523013e-02	5.276887e-02	6.030779e-02	6.784691e-02	7.538623e-02	8.292577e-02	9.046552e-02	9.800545e-02	1.055455e-01	1.130856e-01	1.206256e-01	1.281650e-01	1.357036e-01	1.432403e-01	1.507738e-01	1.583019e-01	1.658210e-01	1.733253e-01	1.808054e-01	1.882463e-01	1.956234e-01	2.028975e-01	2.100052e-01	2.168444e-01	2.232504e-01	2.289578e-01	2.335392e-01	2.363052e-01	
-2.758961e-01	-2.726657e-01	-2.673163e-01	-2.606523e-01	-2.531729e-01	-2.451879e-01	-2.368894e-01	-2.283966e-01	-2.197836e-01	-2.110963e-01	-2.023630e-01	-1.936015e-01	-1.848227e-01	-1.760335e-01	-1.672378e-01	-1.584385e-01	-1.496371e-01	-1.408345e-01	-1.320314e-01	-1.232281e-01	-1.144248e-01	-1.056217e-01	-9.681876e-02	-8.801609e-02	-7.921367e-02	-7.041149e-02	-6.160954e-02	-5.280779e-02	-4.400622e-02	-3.520479e-02	-2.640349e-02	-1.760227e-02	-8.801122e-03	-4.297889e-16	8.801122e-03	1.760227e-02	2.640349e-02	3.520479e-02	4.400622e-02	5.280779e-02	6.160954e-02	7.041149e-02	7.921367e-02	8.801609e-02	9.681876e-02	1.056217e-01	1.144248e-01	1.232281e-01	1.320314e-01	1.408345e-01	1.496371e-01	1.584385e-01	1.672378e-01	1.760335e-01	1.848227e-01	1.936015e-01	2.023630e-01	2.110963e-01	2.197836e-01	2.283966e-01	2.368894e-01	2.451879e-01	2.531729e-01	2.606523e-01	2.673163e-01	2.726657e-01	2.758961e-01	
-3.155825e-01	-3.118862e-01	-3.057666e-01	-2.981437e-01	-2.895883e-01	-2.804547e-01	-2.709625e-01	-2.612482e-01	-2.513964e-01	-2.414595e-01	-2.314701e-01	-2.214485e-01	-2.114070e-01	-2.013536e-01	-1.912929e-01	-1.812279e-01	-1.711605e-01	-1.610918e-01	-1.510225e-01	-1.409530e-01	-1.308835e-01	-1.208141e-01	-1.107450e-01	-1.006762e-01	-9.060769e-02	-8.053943e-02	-7.047141e-02	-6.040363e-02	-5.033605e-02	-4.026863e-02	-3.020135e-02	-2.013418e-02	-1.006707e-02	-6.865427e-16	1.006707e-02	2.013418e-02	3.020135e-02	4.026863e-02	5.033605e-02	6.040363e-02	7.047141e-02	8.053943e-02	9.060769e-02	1.006762e-01	1.107450e-01	1.208141e-01	1.308835e-01	1.409530e-01	1.510225e-01	1.610918e-01	1.711605e-01	1.812279e-01	1.912929e-01	2.013536e-01	2.114070e-01	2.214485e-01	2.314701e-01	2.414595e-01	2.513964e-01	2.612482e-01	2.709625e-01	2.804547e-01	2.895883e-01	2.981437e-01	3.057666e-01	3.118862e-01	3.155825e-01	
-3.553783e-01	-3.512143e-01	-3.443222e-01	-3.357376e-01	-3.261031e-01	-3.158177e-01	-3.051286e-01	-2.941894e-01	-2.830954e-01	-2.719056e-01	-2.606567e-01	-2.493715e-01	-2.380639e-01	-2.267428e-01	-2.154136e-01	-2.040796e-01	-1.927428e-01	-1.814046e-01	-1.700656e-01	-1.587264e-01	-1.473872e-01	-1.360482e-01	-1.247095e-01	-1.133710e-01	-1.020329e-01	-9.069509e-02	-7.935755e-02	-6.802027e-02	-5.668321e-02	-4.534634e-02	-3.400962e-02	-2.267302e-02	-1.133649e-02	-5.785153e-16	1.133649e-02	2.267302e-02	3.400962e-02	4.534634e-02	5.668321e-02	6.802027e-02	7.935755e-02	9.069509e-02	1.020329e-01	1.133710e-01	1.247095e-01	1.360482e-01	1.473872e-01	1.587264e-01	1.700656e-01	1.814046e-01	1.927428e-01	2.040796e-01	2.154136e-01	2.267428e-01	2.380639e-01	2.493715e-01	2.606567e-01	2.719056e-01	2.830954e-01	2.941894e-01	3.051286e-01	3.158177e-01	3.261031e-01	3.357376e-01	3.443222e-01	3.512143e-01	3.553783e-01	
