0.00000e+00 	1.26250e+17 	
2.00000e-01 	1.25779e+17 	
4.00000e-01 	1.24375e+17 	
6.00000e-01 	1.22070e+17 	
8.00000e-01 	1.18916e+17 	
1.00000e+00 	1.14983e+17 	
1.20000e+00 	1.10354e+17 	
1.40000e+00 	1.05127e+17 	
1.60000e+00 	9.94078e+16 	
1.80000e+00 	9.33068e+16 	
2.00000e+00 	8.69369e+16 	
2.20000e+00 	8.04088e+16 	
2.40000e+00 	7.38288e+16 	
2.60000e+00 	6.72952e+16 	
2.80000e+00 	6.08967e+16 	
3.00000e+00 	5.47107e+16 	
3.20000e+00 	4.88021e+16 	
3.40000e+00 	4.32226e+16 	
3.60000e+00 	3.80112e+16 	
3.80000e+00 	3.31943e+16 	
4.00000e+00 	2.87867e+16 	
4.20000e+00 	2.47926e+16 	
4.40000e+00 	2.12072e+16 	
4.60000e+00 	1.80180e+16 	
4.80000e+00 	1.52062e+16 	
5.00000e+00 	1.27487e+16 	
5.20000e+00 	1.06187e+16 	
5.40000e+00 	8.78779e+15 	
5.60000e+00 	7.22658e+15 	
5.80000e+00 	5.90573e+15 	
6.00000e+00 	4.79676e+15 	
6.20000e+00 	3.87265e+15 	
6.40000e+00 	3.10816e+15 	
6.60000e+00 	2.48024e+15 	
6.80000e+00 	1.96805e+15 	
7.00000e+00 	1.55309e+15 	
7.20000e+00 	1.21910e+15 	
7.40000e+00 	9.52014e+14 	
7.60000e+00 	7.39744e+14 	
7.80000e+00 	5.72055e+14 	
8.00000e+00 	4.40354e+14 	
8.20000e+00 	3.37496e+14 	
8.40000e+00 	2.57597e+14 	
8.60000e+00 	1.95852e+14 	
8.80000e+00 	1.48371e+14 	
9.00000e+00 	1.12029e+14 	
9.20000e+00 	8.43357e+13 	
9.40000e+00 	6.33197e+13 	
9.60000e+00 	4.74323e+13 	
9.80000e+00 	3.54643e+13 	
1.00000e+01 	2.64776e+13 	
1.02000e+01 	1.97487e+13 	
1.04000e+01 	1.47230e+13 	
1.06000e+01 	1.09772e+13 	
1.08000e+01 	8.18993e+12 	
1.10000e+01 	6.11857e+12 	
1.12000e+01 	4.58042e+12 	
1.14000e+01 	3.43857e+12 	
1.16000e+01 	2.59076e+12 	
1.18000e+01 	1.96083e+12 	
1.20000e+01 	1.49223e+12 	
1.22000e+01 	1.14304e+12 	
1.24000e+01 	8.82281e+11 	
1.26000e+01 	6.87057e+11 	
1.28000e+01 	5.40483e+11 	
1.30000e+01 	4.30112e+11 	
1.32000e+01 	3.46772e+11 	
1.34000e+01 	2.83705e+11 	
1.36000e+01 	2.35937e+11 	
1.38000e+01 	1.99810e+11 	
1.40000e+01 	1.72640e+11 	
