-5.567653e-18	-1.961627e-18	1.244360e-18	4.002865e-18	6.335825e-18	8.292337e-18	9.928229e-18	1.129684e-17	1.244547e-17	1.341449e-17	1.423775e-17	1.494340e-17	1.555487e-17	1.609170e-17	1.657044e-17	1.700523e-17	1.740842e-17	1.779102e-17	1.816309e-17	1.853411e-17	1.891324e-17	1.930959e-17	1.973245e-17	2.019155e-17	2.069723e-17	2.126069e-17	2.189417e-17	2.261117e-17	2.342664e-17	2.435716e-17	2.542113e-17	2.663882e-17	2.803247e-17	2.962611e-17	3.144530e-17	3.351642e-17	3.586545e-17	3.851588e-17	4.148507e-17	4.477837e-17	4.837917e-17	5.223225e-17	5.621564e-17	6.009257e-17	6.342820e-17	
-1.732955e-02	-1.488294e-02	-1.278175e-02	-1.097720e-02	-9.427432e-03	-8.096462e-03	-6.953403e-03	-5.971726e-03	-5.128647e-03	-4.404598e-03	-3.782776e-03	-3.248748e-03	-2.790121e-03	-2.396249e-03	-2.057992e-03	-1.767500e-03	-1.518029e-03	-1.303790e-03	-1.119810e-03	-9.618208e-04	-8.261542e-04	-7.096617e-04	-6.096398e-04	-5.237671e-04	-4.500505e-04	-3.867791e-04	-3.324845e-04	-2.859065e-04	-2.459641e-04	-2.117303e-04	-1.824106e-04	-1.573245e-04	-1.358896e-04	-1.176087e-04	-1.020573e-04	-8.887462e-05	-7.775460e-05	-6.843919e-05	-6.071218e-05	-5.439424e-05	-4.933875e-05	-4.542835e-05	-4.257230e-05	-4.070432e-05	-3.978104e-05	
-3.466424e-02	-2.977029e-02	-2.556728e-02	-2.195766e-02	-1.885766e-02	-1.619533e-02	-1.390887e-02	-1.194522e-02	-1.025881e-02	-8.810503e-03	-7.566674e-03	-6.498460e-03	-5.581069e-03	-4.793209e-03	-4.116595e-03	-3.535524e-03	-3.036508e-03	-2.607966e-03	-2.239953e-03	-1.923927e-03	-1.652553e-03	-1.419534e-03	-1.219461e-03	-1.047690e-03	-9.002345e-04	-7.736730e-04	-6.650676e-04	-5.718978e-04	-4.920012e-04	-4.235235e-04	-3.648754e-04	-3.146956e-04	-2.718196e-04	-2.352523e-04	-2.041449e-04	-1.777756e-04	-1.555323e-04	-1.368987e-04	-1.214424e-04	-1.088046e-04	-9.869213e-05	-9.087018e-05	-8.515724e-05	-8.142071e-05	-7.957388e-05	
-5.200922e-02	-4.466648e-02	-3.836041e-02	-3.294464e-02	-2.829349e-02	-2.429900e-02	-2.086846e-02	-1.792227e-02	-1.539203e-02	-1.321902e-02	-1.135282e-02	-9.750101e-03	-8.373674e-03	-7.191592e-03	-6.176420e-03	-5.304597e-03	-4.555888e-03	-3.912917e-03	-3.360760e-03	-2.886604e-03	-2.479443e-03	-2.129828e-03	-1.829643e-03	-1.571923e-03	-1.350686e-03	-1.160796e-03	-9.978481e-04	-8.580589e-04	-7.381844e-04	-6.354424e-04	-5.474484e-04	-4.721601e-04	-4.078302e-04	-3.529657e-04	-3.062931e-04	-2.667294e-04	-2.333561e-04	-2.053988e-04	-1.822086e-04	-1.632473e-04	-1.480748e-04	-1.363390e-04	-1.277674e-04	-1.221613e-04	-1.193903e-04	
-6.936964e-02	-5.957593e-02	-5.116492e-02	-4.394140e-02	-3.773771e-02	-3.240988e-02	-2.783425e-02	-2.390463e-02	-2.052981e-02	-1.763147e-02	-1.514233e-02	-1.300464e-02	-1.116876e-02	-9.592110e-03	-8.238078e-03	-7.075245e-03	-6.076621e-03	-5.219029e-03	-4.482566e-03	-3.850138e-03	-3.307069e-03	-2.840753e-03	-2.440369e-03	-2.096623e-03	-1.801538e-03	-1.548265e-03	-1.330925e-03	-1.144475e-03	-9.845866e-04	-8.475499e-04	-7.301839e-04	-6.297648e-04	-5.439620e-04	-4.707839e-04	-4.085323e-04	-3.557623e-04	-3.112492e-04	-2.739599e-04	-2.430289e-04	-2.177384e-04	-1.975014e-04	-1.818482e-04	-1.704156e-04	-1.629381e-04	-1.592422e-04	
-8.675067e-02	-7.450308e-02	-6.398464e-02	-5.495121e-02	-4.719315e-02	-4.053040e-02	-3.480831e-02	-2.989409e-02	-2.567369e-02	-2.204915e-02	-1.893634e-02	-1.626303e-02	-1.396717e-02	-1.199548e-02	-1.030218e-02	-8.847995e-03	-7.599159e-03	-6.526691e-03	-5.605702e-03	-4.814816e-03	-4.135677e-03	-3.552523e-03	-3.051820e-03	-2.621946e-03	-2.252925e-03	-1.936193e-03	-1.664397e-03	-1.431230e-03	-1.231281e-03	-1.059909e-03	-9.131364e-04	-7.875566e-04	-6.802553e-04	-5.887420e-04	-5.108928e-04	-4.449009e-04	-3.892348e-04	-3.426024e-04	-3.039215e-04	-2.722943e-04	-2.469867e-04	-2.274115e-04	-2.131143e-04	-2.037633e-04	-1.991414e-04	
-1.041575e-01	-8.945238e-02	-7.682337e-02	-6.597736e-02	-5.666262e-02	-4.866296e-02	-4.179272e-02	-3.589245e-02	-3.082520e-02	-2.647339e-02	-2.273599e-02	-1.952627e-02	-1.676973e-02	-1.440241e-02	-1.236935e-02	-1.062338e-02	-9.123956e-03	-7.836294e-03	-6.730506e-03	-5.780926e-03	-4.965515e-03	-4.265349e-03	-3.664178e-03	-3.148049e-03	-2.704982e-03	-2.324696e-03	-1.998364e-03	-1.718412e-03	-1.478342e-03	-1.272584e-03	-1.096360e-03	-9.455826e-04	-8.167508e-04	-7.068751e-04	-6.134052e-04	-5.341718e-04	-4.673361e-04	-4.113467e-04	-3.649043e-04	-3.269310e-04	-2.965455e-04	-2.730425e-04	-2.558765e-04	-2.446491e-04	-2.390999e-04	
-1.215953e-01	-1.044283e-01	-8.968497e-02	-7.702314e-02	-6.614895e-02	-5.681000e-02	-4.878956e-02	-4.190148e-02	-3.598589e-02	-3.090550e-02	-2.654239e-02	-2.279531e-02	-1.957729e-02	-1.681363e-02	-1.444020e-02	-1.240192e-02	-1.065147e-02	-9.148229e-03	-7.857312e-03	-6.748755e-03	-5.796830e-03	-4.979444e-03	-4.277626e-03	-3.675088e-03	-3.157845e-03	-2.713892e-03	-2.332926e-03	-2.006104e-03	-1.725843e-03	-1.485637e-03	-1.279911e-03	-1.103890e-03	-9.534894e-04	-8.252185e-04	-7.161001e-04	-6.236017e-04	-5.455764e-04	-4.802135e-04	-4.259958e-04	-3.816651e-04	-3.461925e-04	-3.187546e-04	-2.987147e-04	-2.856077e-04	-2.791294e-04	
-1.390693e-01	-1.194353e-01	-1.025733e-01	-8.809187e-02	-7.565498e-02	-6.497397e-02	-5.580094e-02	-4.792300e-02	-4.115730e-02	-3.534682e-02	-3.035671e-02	-2.607115e-02	-2.239067e-02	-1.922986e-02	-1.651535e-02	-1.418415e-02	-1.218215e-02	-1.046289e-02	-8.986459e-03	-7.718596e-03	-6.629873e-03	-5.695023e-03	-4.892349e-03	-4.203222e-03	-3.611647e-03	-3.103896e-03	-2.668182e-03	-2.294395e-03	-1.973858e-03	-1.699132e-03	-1.463842e-03	-1.262526e-03	-1.090512e-03	-9.438078e-04	-8.190084e-04	-7.132173e-04	-6.239793e-04	-5.492233e-04	-4.872142e-04	-4.365129e-04	-3.959426e-04	-3.645617e-04	-3.416420e-04	-3.266514e-04	-3.192421e-04	
-1.565849e-01	-1.344780e-01	-1.154922e-01	-9.918688e-02	-8.518359e-02	-7.315732e-02	-6.282897e-02	-5.395881e-02	-4.634099e-02	-3.979869e-02	-3.418008e-02	-2.935476e-02	-2.521073e-02	-2.165182e-02	-1.859543e-02	-1.597062e-02	-1.371647e-02	-1.178067e-02	-1.011829e-02	-8.690738e-03	-7.464893e-03	-6.412301e-03	-5.508532e-03	-4.732610e-03	-4.066528e-03	-3.494826e-03	-3.004235e-03	-2.583370e-03	-2.222462e-03	-1.913135e-03	-1.648210e-03	-1.421539e-03	-1.227860e-03	-1.062679e-03	-9.221609e-04	-8.030457e-04	-7.025684e-04	-6.183970e-04	-5.485779e-04	-4.914909e-04	-4.458108e-04	-4.104776e-04	-3.846712e-04	-3.677926e-04	-3.594501e-04	
