-5.083566e-18	-1.636679e-18	1.476103e-18	4.171311e-18	6.452888e-18	8.361155e-18	9.947726e-18	1.126388e-17	1.235576e-17	1.326288e-17	1.401821e-17	1.464886e-17	1.517696e-17	1.562055e-17	1.599429e-17	1.631015e-17	1.657794e-17	1.680572e-17	1.700015e-17	1.716675e-17	1.731015e-17	1.743423e-17	1.754228e-17	1.763712e-17	1.772117e-17	1.779654e-17	1.786512e-17	1.792857e-17	1.798844e-17	1.804617e-17	1.810312e-17	1.816065e-17	1.822011e-17	1.828288e-17	1.835042e-17	1.842431e-17	1.850624e-17	1.859811e-17	1.870203e-17	1.882038e-17	1.895586e-17	1.911155e-17	1.929099e-17	1.949824e-17	1.973794e-17	2.001547e-17	2.033697e-17	2.070953e-17	2.114129e-17	2.164156e-17	2.222102e-17	2.289181e-17	2.366776e-17	2.456450e-17	2.559958e-17	2.679260e-17	2.816520e-17	2.974091e-17	3.154486e-17	3.360307e-17	3.594123e-17	3.858254e-17	4.154418e-17	4.483132e-17	4.842718e-17	5.227643e-17	5.625703e-17	6.013212e-17	6.346685e-17	
-1.355888e-02	-1.164461e-02	-1.000060e-02	-8.588698e-03	-7.376129e-03	-6.334753e-03	-5.440401e-03	-4.672315e-03	-4.012669e-03	-3.446152e-03	-2.959618e-03	-2.541774e-03	-2.182921e-03	-1.874732e-03	-1.610054e-03	-1.382744e-03	-1.187525e-03	-1.019868e-03	-8.758814e-04	-7.522229e-04	-6.460227e-04	-5.548161e-04	-4.764862e-04	-4.092151e-04	-3.514414e-04	-3.018244e-04	-2.592124e-04	-2.226165e-04	-1.911873e-04	-1.641954e-04	-1.410143e-04	-1.211060e-04	-1.040084e-04	-8.932477e-05	-7.671429e-05	-6.588426e-05	-5.658335e-05	-4.859568e-05	-4.173586e-05	-3.584470e-05	-3.078546e-05	-2.644071e-05	-2.270963e-05	-1.950562e-05	-1.675432e-05	-1.439186e-05	-1.236343e-05	-1.062194e-05	-9.126976e-06	-7.843839e-06	-6.742750e-06	-5.798153e-06	-4.988126e-06	-4.293869e-06	-3.699268e-06	-3.190523e-06	-2.755827e-06	-2.385092e-06	-2.069712e-06	-1.802368e-06	-1.576855e-06	-1.387939e-06	-1.231236e-06	-1.103109e-06	-1.000584e-06	-9.212821e-07	-8.633617e-07	-8.254792e-07	-8.067552e-07	
-2.711939e-02	-2.329062e-02	-2.000241e-02	-1.717843e-02	-1.475315e-02	-1.267027e-02	-1.088146e-02	-9.345192e-03	-8.025820e-03	-6.892720e-03	-5.919593e-03	-5.083853e-03	-4.366105e-03	-3.749690e-03	-3.220302e-03	-2.765654e-03	-2.375194e-03	-2.039859e-03	-1.751868e-03	-1.504536e-03	-1.292123e-03	-1.109699e-03	-9.530297e-04	-8.184794e-04	-7.029252e-04	-6.036851e-04	-5.184561e-04	-4.452598e-04	-3.823977e-04	-3.284105e-04	-2.820455e-04	-2.422265e-04	-2.080293e-04	-1.786603e-04	-1.534378e-04	-1.317765e-04	-1.131735e-04	-9.719721e-05	-8.347676e-05	-7.169372e-05	-6.157462e-05	-5.288461e-05	-4.542200e-05	-3.901359e-05	-3.351065e-05	-2.878546e-05	-2.472835e-05	-2.124516e-05	-1.825505e-05	-1.568862e-05	-1.348631e-05	-1.159700e-05	-9.976853e-06	-8.588255e-06	-7.398981e-06	-6.381430e-06	-5.511987e-06	-4.770471e-06	-4.139673e-06	-3.604953e-06	-3.153900e-06	-2.776046e-06	-2.462621e-06	-2.206352e-06	-2.001289e-06	-1.842675e-06	-1.726827e-06	-1.651058e-06	-1.613607e-06	
-4.068316e-02	-3.493944e-02	-3.000662e-02	-2.577023e-02	-2.213194e-02	-1.900731e-02	-1.632382e-02	-1.401919e-02	-1.203994e-02	-1.034012e-02	-8.880280e-03	-7.626545e-03	-6.549815e-03	-5.625100e-03	-4.830938e-03	-4.148897e-03	-3.563148e-03	-3.060096e-03	-2.628066e-03	-2.257031e-03	-1.938379e-03	-1.664715e-03	-1.429688e-03	-1.227842e-03	-1.054494e-03	-9.056186e-04	-7.777621e-04	-6.679568e-04	-5.736540e-04	-4.926652e-04	-4.231107e-04	-3.633762e-04	-3.120753e-04	-2.680173e-04	-2.301798e-04	-1.976845e-04	-1.697773e-04	-1.458104e-04	-1.252277e-04	-1.075514e-04	-9.237120e-05	-7.933488e-05	-6.813984e-05	-5.852626e-05	-5.027102e-05	-4.318252e-05	-3.709625e-05	-3.187094e-05	-2.738532e-05	-2.353529e-05	-2.023150e-05	-1.739725e-05	-1.496678e-05	-1.288367e-05	-1.109958e-05	-9.573106e-06	-8.268810e-06	-7.156424e-06	-6.210132e-06	-5.407971e-06	-4.731324e-06	-4.164487e-06	-3.694302e-06	-3.309860e-06	-3.002235e-06	-2.764290e-06	-2.590501e-06	-2.476835e-06	-2.420654e-06	
-5.425183e-02	-4.659246e-02	-4.001445e-02	-3.436513e-02	-2.951340e-02	-2.534664e-02	-2.176815e-02	-1.869488e-02	-1.605550e-02	-1.378876e-02	-1.184204e-02	-1.017015e-02	-8.734313e-03	-7.501186e-03	-6.442155e-03	-5.532639e-03	-4.751531e-03	-4.080701e-03	-3.504580e-03	-3.009797e-03	-2.584868e-03	-2.219932e-03	-1.906518e-03	-1.637353e-03	-1.406189e-03	-1.207661e-03	-1.037162e-03	-8.907340e-04	-7.649794e-04	-6.569792e-04	-5.642268e-04	-4.845696e-04	-4.161588e-04	-3.574066e-04	-3.069495e-04	-2.636164e-04	-2.264015e-04	-1.944412e-04	-1.669937e-04	-1.434220e-04	-1.231789e-04	-1.057947e-04	-9.086587e-05	-7.804597e-05	-6.703744e-05	-5.758478e-05	-4.946860e-05	-4.250055e-05	-3.651889e-05	-3.138480e-05	-2.697912e-05	-2.319959e-05	-1.995851e-05	-1.718064e-05	-1.480152e-05	-1.276593e-05	-1.102663e-05	-9.543238e-06	-8.281338e-06	-7.211641e-06	-6.309318e-06	-5.553428e-06	-4.926428e-06	-4.413766e-06	-4.003542e-06	-3.686237e-06	-3.454486e-06	-3.302910e-06	-3.227992e-06	
-6.782702e-02	-5.825107e-02	-5.002708e-02	-4.296416e-02	-3.689840e-02	-3.168901e-02	-2.721510e-02	-2.337282e-02	-2.007300e-02	-1.723906e-02	-1.480521e-02	-1.271499e-02	-1.091986e-02	-9.378174e-03	-8.054145e-03	-6.917046e-03	-5.940485e-03	-5.101796e-03	-4.381515e-03	-3.762925e-03	-3.231668e-03	-2.775416e-03	-2.383578e-03	-2.047060e-03	-1.758053e-03	-1.509848e-03	-1.296686e-03	-1.113618e-03	-9.563967e-04	-8.213721e-04	-7.054107e-04	-6.058213e-04	-5.202923e-04	-4.468388e-04	-3.837560e-04	-3.295799e-04	-2.830529e-04	-2.430953e-04	-2.087798e-04	-1.793098e-04	-1.540014e-04	-1.322672e-04	-1.136028e-04	-9.757506e-05	-8.381191e-05	-7.199395e-05	-6.184691e-05	-5.313527e-05	-4.565684e-05	-3.923807e-05	-3.372998e-05	-2.900472e-05	-2.495264e-05	-2.147968e-05	-1.850524e-05	-1.596029e-05	-1.378577e-05	-1.193120e-05	-1.035354e-05	-9.016176e-06	-7.888070e-06	-6.943037e-06	-6.159146e-06	-5.518202e-06	-5.005330e-06	-4.608627e-06	-4.318886e-06	-4.129382e-06	-4.035717e-06	
-8.141035e-02	-6.991668e-02	-6.004571e-02	-5.156834e-02	-4.428783e-02	-3.803519e-02	-3.266531e-02	-2.805356e-02	-2.409290e-02	-2.069142e-02	-1.777017e-02	-1.526134e-02	-1.310672e-02	-1.125629e-02	-9.667103e-03	-8.302283e-03	-7.130151e-03	-6.123503e-03	-5.258976e-03	-4.516504e-03	-3.878856e-03	-3.331232e-03	-2.860923e-03	-2.457013e-03	-2.110128e-03	-1.812217e-03	-1.556366e-03	-1.336636e-03	-1.147929e-03	-9.858635e-04	-8.466793e-04	-7.271456e-04	-6.244882e-04	-5.363247e-04	-4.606087e-04	-3.955829e-04	-3.397383e-04	-2.917786e-04	-2.505909e-04	-2.152191e-04	-1.848423e-04	-1.587556e-04	-1.363534e-04	-1.171158e-04	-1.005964e-04	-8.641177e-05	-7.423263e-05	-6.377636e-05	-5.480028e-05	-4.709605e-05	-4.048488e-05	-3.481333e-05	-2.994976e-05	-2.578129e-05	-2.221118e-05	-1.915657e-05	-1.654657e-05	-1.432059e-05	-1.242698e-05	-1.082179e-05	-9.467768e-06	-8.333479e-06	-7.392602e-06	-6.623300e-06	-6.007719e-06	-5.531571e-06	-5.183805e-06	-4.956350e-06	-4.843927e-06	
-9.500342e-02	-8.159066e-02	-7.007154e-02	-6.017870e-02	-5.168256e-02	-4.438592e-02	-3.811943e-02	-3.273766e-02	-2.811569e-02	-2.414627e-02	-2.073725e-02	-1.780953e-02	-1.529514e-02	-1.313575e-02	-1.128122e-02	-9.688514e-03	-8.320672e-03	-7.145944e-03	-6.137066e-03	-5.270624e-03	-4.526508e-03	-3.887447e-03	-3.338611e-03	-2.867260e-03	-2.462456e-03	-2.114803e-03	-1.816232e-03	-1.559814e-03	-1.339598e-03	-1.150473e-03	-9.880492e-04	-8.485570e-04	-7.287590e-04	-6.258747e-04	-5.375164e-04	-4.616334e-04	-3.964644e-04	-3.404969e-04	-2.924320e-04	-2.511542e-04	-2.157055e-04	-1.852630e-04	-1.591203e-04	-1.366707e-04	-1.173930e-04	-1.008399e-04	-8.662724e-05	-7.442509e-05	-6.395027e-05	-5.495968e-05	-4.724464e-05	-4.062611e-05	-3.495046e-05	-3.008599e-05	-2.591978e-05	-2.235514e-05	-1.930934e-05	-1.671170e-05	-1.450192e-05	-1.262871e-05	-1.104860e-05	-9.724919e-06	-8.626944e-06	-7.729192e-06	-7.010827e-06	-6.455177e-06	-6.049344e-06	-5.783911e-06	-5.652717e-06	
-1.086079e-01	-9.327439e-02	-8.010574e-02	-6.879626e-02	-5.908347e-02	-5.074196e-02	-4.357811e-02	-3.742567e-02	-3.214184e-02	-2.760400e-02	-2.370681e-02	-2.035984e-02	-1.748540e-02	-1.501678e-02	-1.289668e-02	-1.107590e-02	-9.512187e-03	-8.169239e-03	-7.015891e-03	-6.025374e-03	-5.174701e-03	-4.444128e-03	-3.816698e-03	-3.277850e-03	-2.815078e-03	-2.417641e-03	-2.076315e-03	-1.783179e-03	-1.531428e-03	-1.315220e-03	-1.129537e-03	-9.700699e-04	-8.331168e-04	-7.154996e-04	-6.144885e-04	-5.277390e-04	-4.532378e-04	-3.892558e-04	-3.343081e-04	-2.871193e-04	-2.465943e-04	-2.117926e-04	-1.819063e-04	-1.562418e-04	-1.342036e-04	-1.152801e-04	-9.903221e-05	-8.508272e-05	-7.310791e-05	-6.282987e-05	-5.401004e-05	-4.644374e-05	-3.995535e-05	-3.439428e-05	-2.963147e-05	-2.555638e-05	-2.207443e-05	-1.910480e-05	-1.657858e-05	-1.443713e-05	-1.263075e-05	-1.111752e-05	-9.862317e-06	-8.836008e-06	-8.014773e-06	-7.379554e-06	-6.915607e-06	-6.612164e-06	-6.462183e-06	
-1.222252e-01	-1.049693e-01	-9.014949e-02	-7.742202e-02	-6.649143e-02	-5.710404e-02	-4.904199e-02	-4.211815e-02	-3.617183e-02	-3.106502e-02	-2.667920e-02	-2.291258e-02	-1.967774e-02	-1.689960e-02	-1.451368e-02	-1.246461e-02	-1.070484e-02	-9.193508e-03	-7.895551e-03	-6.780843e-03	-5.823511e-03	-5.001338e-03	-4.295240e-03	-3.688831e-03	-3.168036e-03	-2.720768e-03	-2.336646e-03	-2.006756e-03	-1.723440e-03	-1.480124e-03	-1.271160e-03	-1.091698e-03	-9.375740e-04	-8.052098e-04	-6.915338e-04	-5.939075e-04	-5.100653e-04	-4.380612e-04	-3.762241e-04	-3.231187e-04	-2.775126e-04	-2.383474e-04	-2.047139e-04	-1.758316e-04	-1.510302e-04	-1.297341e-04	-1.114490e-04	-9.575049e-05	-8.227427e-05	-7.070755e-05	-6.078189e-05	-5.226691e-05	-4.496500e-05	-3.870668e-05	-3.334670e-05	-2.876067e-05	-2.484215e-05	-2.150019e-05	-1.865722e-05	-1.624728e-05	-1.421441e-05	-1.251145e-05	-1.109887e-05	-9.943877e-06	-9.019675e-06	-8.304811e-06	-7.782694e-06	-7.441205e-06	-7.272419e-06	
