-6.265636e-16	-6.233374e-16	-6.203594e-16	-6.176273e-16	-6.151389e-16	-6.128925e-16	-6.108861e-16	-6.091182e-16	-6.075875e-16	-6.062926e-16	-6.052326e-16	-6.044066e-16	-6.038138e-16	
-2.302354e-02	-1.918576e-02	-1.534827e-02	-1.151100e-02	-7.673905e-03	-3.836924e-03	-6.986552e-16	3.836924e-03	7.673905e-03	1.151100e-02	1.534827e-02	1.918576e-02	2.302354e-02	
-4.608626e-02	-3.840417e-02	-3.072266e-02	-2.304159e-02	-1.536087e-02	-7.680379e-03	-1.050294e-15	7.680379e-03	1.536087e-02	2.304159e-02	3.072266e-02	3.840417e-02	4.608626e-02	
-6.922764e-02	-5.768813e-02	-4.614948e-02	-3.461151e-02	-2.307406e-02	-1.153694e-02	-1.234140e-15	1.153694e-02	2.307406e-02	3.461151e-02	4.614948e-02	5.768813e-02	6.922764e-02	
-9.248769e-02	-7.707099e-02	-6.165543e-02	-4.624077e-02	-3.082680e-02	-1.541329e-02	-1.332407e-15	1.541329e-02	3.082680e-02	4.624077e-02	6.165543e-02	7.707099e-02	9.248769e-02	
-1.159073e-01	-9.658681e-02	-7.726774e-02	-5.794981e-02	-3.863274e-02	-1.931623e-02	-1.618787e-15	1.931623e-02	3.863274e-02	5.794981e-02	7.726774e-02	9.658681e-02	1.159073e-01	
-1.395285e-01	-1.162706e-01	-9.301445e-02	-6.975965e-02	-4.650586e-02	-2.325276e-02	-1.527091e-15	2.325276e-02	4.650586e-02	6.975965e-02	9.301445e-02	1.162706e-01	1.395285e-01	
-1.633947e-01	-1.361587e-01	-1.089246e-01	-8.169203e-02	-5.446070e-02	-2.723015e-02	-1.989146e-15	2.723015e-02	5.446070e-02	8.169203e-02	1.089246e-01	1.361587e-01	1.633947e-01	
-1.875515e-01	-1.562888e-01	-1.250283e-01	-9.376964e-02	-6.251234e-02	-3.125595e-02	-1.892448e-15	3.125595e-02	6.251234e-02	9.376964e-02	1.250283e-01	1.562888e-01	1.875515e-01	
-2.120462e-01	-1.767005e-01	-1.413574e-01	-1.060163e-01	-7.067666e-02	-3.533808e-02	-2.350587e-15	3.533808e-02	7.067666e-02	1.060163e-01	1.413574e-01	1.767005e-01	2.120462e-01	
-2.369290e-01	-1.974357e-01	-1.579452e-01	-1.184570e-01	-7.897037e-02	-3.948490e-02	-2.812293e-15	3.948490e-02	7.897037e-02	1.184570e-01	1.579452e-01	1.974357e-01	2.369290e-01	
-2.622533e-01	-2.185388e-01	-1.748274e-01	-1.311184e-01	-8.741123e-02	-4.370531e-02	-2.385124e-15	4.370531e-02	8.741123e-02	1.311184e-01	1.748274e-01	2.185388e-01	2.622533e-01	
-2.880759e-01	-2.400572e-01	-1.920418e-01	-1.440290e-01	-9.601821e-02	-4.800877e-02	-1.896160e-15	4.800877e-02	9.601821e-02	1.440290e-01	1.920418e-01	2.400572e-01	2.880759e-01	
-3.144580e-01	-2.620418e-01	-2.096291e-01	-1.572193e-01	-1.048117e-01	-5.240548e-02	-2.241898e-15	5.240548e-02	1.048117e-01	1.572193e-01	2.096291e-01	2.620418e-01	3.144580e-01	
-3.414655e-01	-2.845476e-01	-2.276334e-01	-1.707224e-01	-1.138136e-01	-5.690643e-02	-3.762172e-15	5.690643e-02	1.138136e-01	1.707224e-01	2.276334e-01	2.845476e-01	3.414655e-01	
-3.691701e-01	-3.076343e-01	-2.461025e-01	-1.845740e-01	-1.230480e-01	-6.152358e-02	-4.197315e-15	6.152358e-02	1.230480e-01	1.845740e-01	2.461025e-01	3.076343e-01	3.691701e-01	
-3.976501e-01	-3.313671e-01	-2.650885e-01	-1.988133e-01	-1.325408e-01	-6.626995e-02	-4.465413e-15	6.626995e-02	1.325408e-01	1.988133e-01	2.650885e-01	3.313671e-01	3.976501e-01	
-4.269913e-01	-3.558177e-01	-2.846486e-01	-2.134833e-01	-1.423207e-01	-7.115987e-02	-2.348004e-15	7.115987e-02	1.423207e-01	2.134833e-01	2.846486e-01	3.558177e-01	4.269913e-01	
-4.572884e-01	-3.810649e-01	-3.048461e-01	-2.286312e-01	-1.524192e-01	-7.620913e-02	-3.897581e-15	7.620913e-02	1.524192e-01	2.286312e-01	3.048461e-01	3.810649e-01	4.572884e-01	
-4.886466e-01	-4.071963e-01	-3.257510e-01	-2.443098e-01	-1.628715e-01	-8.143524e-02	-4.044945e-15	8.143524e-02	1.628715e-01	2.443098e-01	3.257510e-01	4.071963e-01	4.886466e-01	
-5.211831e-01	-4.343096e-01	-3.474414e-01	-2.605774e-01	-1.737165e-01	-8.685774e-02	-5.319133e-15	8.685774e-02	1.737165e-01	2.605774e-01	3.474414e-01	4.343096e-01	5.211831e-01	
-5.550291e-01	-4.625143e-01	-3.700049e-01	-2.774999e-01	-1.849981e-01	-9.249850e-02	-2.878474e-15	9.249850e-02	1.849981e-01	2.774999e-01	3.700049e-01	4.625143e-01	5.550291e-01	
-5.903325e-01	-4.919335e-01	-3.935400e-01	-2.951511e-01	-1.967655e-01	-9.838220e-02	-5.667991e-15	9.838220e-02	1.967655e-01	2.951511e-01	3.935400e-01	4.919335e-01	5.903325e-01	
-6.272612e-01	-5.227071e-01	-4.181587e-01	-3.136150e-01	-2.090747e-01	-1.045368e-01	-3.477038e-15	1.045368e-01	2.090747e-01	3.136150e-01	4.181587e-01	5.227071e-01	6.272612e-01	
-6.660063e-01	-5.549943e-01	-4.439883e-01	-3.329870e-01	-2.219894e-01	-1.109941e-01	-3.368624e-15	1.109941e-01	2.219894e-01	3.329870e-01	4.439883e-01	5.549943e-01	6.660063e-01	
-7.067867e-01	-5.889778e-01	-4.711749e-01	-3.533769e-01	-2.355826e-01	-1.177907e-01	-4.075811e-15	1.177907e-01	2.355826e-01	3.533769e-01	4.711749e-01	5.889778e-01	7.067867e-01	
-7.498554e-01	-6.248681e-01	-4.998870e-01	-3.749109e-01	-2.499385e-01	-1.249686e-01	-5.319440e-15	1.249686e-01	2.499385e-01	3.749109e-01	4.998870e-01	6.248681e-01	7.498554e-01	
-7.955060e-01	-6.629101e-01	-5.303205e-01	-3.977359e-01	-2.651552e-01	-1.325770e-01	-4.717340e-15	1.325770e-01	2.651552e-01	3.977359e-01	5.303205e-01	6.629101e-01	7.955060e-01	
-8.440818e-01	-7.033898e-01	-5.627042e-01	-4.220236e-01	-2.813470e-01	-1.406728e-01	-5.608049e-16	1.406728e-01	2.813470e-01	4.220236e-01	5.627042e-01	7.033898e-01	8.440818e-01	
-8.959874e-01	-7.466444e-01	-5.973078e-01	-4.479763e-01	-2.986487e-01	-1.493237e-01	-9.509399e-15	1.493237e-01	2.986487e-01	4.479763e-01	5.973078e-01	7.466444e-01	8.959874e-01	
-9.517034e-01	-7.930744e-01	-6.344517e-01	-4.758343e-01	-3.172207e-01	-1.586097e-01	-9.098272e-15	1.586097e-01	3.172207e-01	4.758343e-01	6.344517e-01	7.930744e-01	9.517034e-01	
-1.011806e+00	-8.431595e-01	-6.745199e-01	-5.058854e-01	-3.372548e-01	-1.686268e-01	-4.854650e-15	1.686268e-01	3.372548e-01	5.058854e-01	6.745199e-01	8.431595e-01	1.011806e+00	
-1.076990e+00	-8.974803e-01	-7.179766e-01	-5.384780e-01	-3.589832e-01	-1.794910e-01	-5.117477e-15	1.794910e-01	3.589832e-01	5.384780e-01	7.179766e-01	8.974803e-01	1.076990e+00	
-1.148109e+00	-9.567457e-01	-7.653890e-01	-5.740374e-01	-3.826895e-01	-1.913441e-01	-6.346471e-15	1.913441e-01	3.826895e-01	5.740374e-01	7.653890e-01	9.567457e-01	1.148109e+00	
-1.226212e+00	-1.021832e+00	-8.174586e-01	-6.130897e-01	-4.087244e-01	-2.043616e-01	-6.816219e-15	2.043616e-01	4.087244e-01	6.130897e-01	8.174586e-01	1.021832e+00	1.226212e+00	
