-6.538728e+41	-6.230548e+41	-5.957801e+41	-5.715486e+41	-5.499466e+41	-5.306289e+41	-5.133061e+41	-4.977340e+41	-4.837049e+41	-4.710416e+41	-4.595920e+41	-4.492246e+41	-4.398258e+41	-4.312962e+41	-4.235496e+41	-4.165098e+41	-4.101103e+41	-4.042922e+41	-3.990035e+41	-3.941983e+41	-3.898359e+41	-3.858801e+41	-3.822988e+41	-3.790636e+41	-3.761492e+41	-3.735331e+41	-3.711957e+41	-3.691195e+41	-3.672890e+41	-3.656910e+41	-3.643138e+41	-3.631475e+41	-3.621837e+41	-3.614154e+41	-3.608369e+41	-3.604441e+41	-3.602337e+41	-3.602040e+41	-3.603542e+41	-3.606850e+41	-3.611978e+41	-3.618957e+41	-3.627826e+41	-3.638638e+41	-3.651458e+41	-3.666365e+41	-3.683453e+41	-3.702828e+41	-3.724615e+41	-3.748956e+41	-3.776010e+41	-3.805958e+41	-3.839005e+41	-3.875379e+41	-3.915339e+41	-3.959174e+41	-4.007212e+41	-4.059821e+41	-4.117420e+41	-4.180483e+41	-4.249550e+41	-4.325241e+41	-4.408272e+41	-4.499470e+41	-4.599802e+41	-4.710405e+41	-4.832624e+41	-4.968068e+41	-5.118672e+41	-5.286787e+41	-5.475287e+41	-5.687722e+41	-5.928506e+41	-6.203168e+41	-6.518683e+41	-6.883908e+41	-7.310153e+41	-7.811942e+41	-8.408016e+41	-9.122653e+41	-9.987437e+41	
-1.224622e+56	-1.139772e+56	-1.060802e+56	-9.873029e+55	-9.188969e+55	-8.552308e+55	-7.959761e+55	-7.408272e+55	-6.894997e+55	-6.417287e+55	-5.972679e+55	-5.558880e+55	-5.173754e+55	-4.815315e+55	-4.481715e+55	-4.171233e+55	-3.882266e+55	-3.613326e+55	-3.363023e+55	-3.130067e+55	-2.913258e+55	-2.711475e+55	-2.523678e+55	-2.348900e+55	-2.186237e+55	-2.034851e+55	-1.893962e+55	-1.762842e+55	-1.640815e+55	-1.527252e+55	-1.421567e+55	-1.323214e+55	-1.231687e+55	-1.146513e+55	-1.067253e+55	-9.934981e+54	-9.248679e+54	-8.610084e+54	-8.015901e+54	-7.463067e+54	-6.948728e+54	-6.470232e+54	-6.025111e+54	-5.611068e+54	-5.225969e+54	-4.867826e+54	-4.534792e+54	-4.225150e+54	-3.937302e+54	-3.669764e+54	-3.421155e+54	-3.190193e+54	-2.975686e+54	-2.776529e+54	-2.591693e+54	-2.420227e+54	-2.261244e+54	-2.113925e+54	-1.977510e+54	-1.851296e+54	-1.734630e+54	-1.626913e+54	-1.527587e+54	-1.436142e+54	-1.352103e+54	-1.275040e+54	-1.204553e+54	-1.140280e+54	-1.081888e+54	-1.029077e+54	-9.815746e+53	-9.391350e+53	-9.015397e+53	-8.685946e+53	-8.401300e+53	-8.159989e+53	-7.960770e+53	-7.802613e+53	-7.684704e+53	-7.606434e+53	-7.567400e+53	
-2.447632e+56	-2.278044e+56	-2.120207e+56	-1.973307e+56	-1.836585e+56	-1.709336e+56	-1.590905e+56	-1.480680e+56	-1.378092e+56	-1.282613e+56	-1.193750e+56	-1.111044e+56	-1.034070e+56	-9.624294e+55	-8.957533e+55	-8.336977e+55	-7.759424e+55	-7.221896e+55	-6.721620e+55	-6.256016e+55	-5.822681e+55	-5.419381e+55	-5.044036e+55	-4.694708e+55	-4.369597e+55	-4.067025e+55	-3.785432e+55	-3.523364e+55	-3.279471e+55	-3.052494e+55	-2.841262e+55	-2.644687e+55	-2.461753e+55	-2.291517e+55	-2.133101e+55	-1.985689e+55	-1.848519e+55	-1.720884e+55	-1.602125e+55	-1.491631e+55	-1.388831e+55	-1.293195e+55	-1.204229e+55	-1.121475e+55	-1.044506e+55	-9.729246e+54	-9.063617e+54	-8.444740e+54	-7.869423e+54	-7.334698e+54	-6.837807e+54	-6.376187e+54	-5.947456e+54	-5.549404e+54	-5.179976e+54	-4.837268e+54	-4.519512e+54	-4.225068e+54	-3.952418e+54	-3.700155e+54	-3.466978e+54	-3.251685e+54	-3.053165e+54	-2.870393e+54	-2.702428e+54	-2.548402e+54	-2.407521e+54	-2.279059e+54	-2.162353e+54	-2.056800e+54	-1.961857e+54	-1.877034e+54	-1.801893e+54	-1.736046e+54	-1.679154e+54	-1.630924e+54	-1.591106e+54	-1.559496e+54	-1.535930e+54	-1.520286e+54	-1.512484e+54	
-3.667423e+56	-3.413320e+56	-3.176824e+56	-2.956715e+56	-2.751856e+56	-2.561193e+56	-2.383741e+56	-2.218584e+56	-2.064872e+56	-1.921810e+56	-1.788662e+56	-1.664739e+56	-1.549404e+56	-1.442061e+56	-1.342157e+56	-1.249175e+56	-1.162637e+56	-1.082097e+56	-1.007138e+56	-9.373735e+55	-8.724446e+55	-8.120159e+55	-7.557758e+55	-7.034341e+55	-6.547209e+55	-6.093849e+55	-5.671922e+55	-5.279252e+55	-4.913813e+55	-4.573721e+55	-4.257221e+55	-3.962681e+55	-3.688580e+55	-3.433507e+55	-3.196144e+55	-2.975268e+55	-2.769738e+55	-2.578495e+55	-2.400553e+55	-2.234994e+55	-2.080963e+55	-1.937666e+55	-1.804363e+55	-1.680368e+55	-1.565041e+55	-1.457787e+55	-1.358052e+55	-1.265322e+55	-1.179119e+55	-1.098998e+55	-1.024547e+55	-9.553794e+54	-8.911403e+54	-8.314979e+54	-7.761445e+54	-7.247947e+54	-6.771835e+54	-6.330653e+54	-5.922126e+54	-5.544147e+54	-5.194766e+54	-4.872180e+54	-4.574726e+54	-4.300869e+54	-4.049197e+54	-3.818412e+54	-3.607322e+54	-3.414841e+54	-3.239973e+54	-3.081818e+54	-2.939560e+54	-2.812464e+54	-2.699876e+54	-2.601214e+54	-2.515970e+54	-2.443704e+54	-2.384043e+54	-2.336679e+54	-2.301368e+54	-2.277929e+54	-2.266239e+54	
-4.882393e+56	-4.544109e+56	-4.229265e+56	-3.936236e+56	-3.663511e+56	-3.409683e+56	-3.173443e+56	-2.953572e+56	-2.748937e+56	-2.558481e+56	-2.381222e+56	-2.216246e+56	-2.062702e+56	-1.919797e+56	-1.786796e+56	-1.663011e+56	-1.547804e+56	-1.440581e+56	-1.340789e+56	-1.247913e+56	-1.161474e+56	-1.081026e+56	-1.006155e+56	-9.364727e+55	-8.716215e+55	-8.112662e+55	-7.550956e+55	-7.028199e+55	-6.541696e+55	-6.088935e+55	-5.667583e+55	-5.275465e+55	-4.910559e+55	-4.570983e+55	-4.254985e+55	-3.960935e+55	-3.687316e+55	-3.432718e+55	-3.195825e+55	-2.975418e+55	-2.770358e+55	-2.579589e+55	-2.402126e+55	-2.237053e+55	-2.083519e+55	-1.940733e+55	-1.807957e+55	-1.684507e+55	-1.569746e+55	-1.463082e+55	-1.363966e+55	-1.271884e+55	-1.186364e+55	-1.106962e+55	-1.033271e+55	-9.649098e+54	-9.015256e+54	-8.427916e+54	-7.884050e+54	-7.380851e+54	-6.915724e+54	-6.486270e+54	-6.090273e+54	-5.725691e+54	-5.390643e+54	-5.083402e+54	-4.802382e+54	-4.546133e+54	-4.313334e+54	-4.102784e+54	-3.913398e+54	-3.744197e+54	-3.594310e+54	-3.462963e+54	-3.349478e+54	-3.253271e+54	-3.173845e+54	-3.110790e+54	-3.063782e+54	-3.032577e+54	-3.017014e+54	
-6.090950e+56	-5.668930e+56	-5.276151e+56	-4.910587e+56	-4.570354e+56	-4.253695e+56	-3.958978e+56	-3.684681e+56	-3.429392e+56	-3.191791e+56	-2.970655e+56	-2.764842e+56	-2.573290e+56	-2.395012e+56	-2.229088e+56	-2.074663e+56	-1.930938e+56	-1.797174e+56	-1.672680e+56	-1.556814e+56	-1.448978e+56	-1.348617e+56	-1.255212e+56	-1.168281e+56	-1.087377e+56	-1.012082e+56	-9.420073e+55	-8.767917e+55	-8.160987e+55	-7.596153e+55	-7.070502e+55	-6.581322e+55	-6.126089e+55	-5.702456e+55	-5.308238e+55	-4.941401e+55	-4.600052e+55	-4.282431e+55	-3.986901e+55	-3.711935e+55	-3.456116e+55	-3.218125e+55	-2.996733e+55	-2.790799e+55	-2.599261e+55	-2.421130e+55	-2.255488e+55	-2.101480e+55	-1.958312e+55	-1.825245e+55	-1.701593e+55	-1.586719e+55	-1.480029e+55	-1.380973e+55	-1.289041e+55	-1.203758e+55	-1.124684e+55	-1.051411e+55	-9.835619e+54	-9.207862e+54	-8.627600e+54	-8.091841e+54	-7.597822e+54	-7.142994e+54	-6.725010e+54	-6.341716e+54	-5.991134e+54	-5.671455e+54	-5.381030e+54	-5.118363e+54	-4.882096e+54	-4.671013e+54	-4.484023e+54	-4.320163e+54	-4.178588e+54	-4.058566e+54	-3.959479e+54	-3.880816e+54	-3.822172e+54	-3.783242e+54	-3.763828e+54	
-7.291518e+56	-6.786314e+56	-6.316116e+56	-5.878498e+56	-5.471202e+56	-5.092127e+56	-4.739319e+56	-4.410957e+56	-4.105348e+56	-3.820915e+56	-3.556191e+56	-3.309811e+56	-3.080503e+56	-2.867086e+56	-2.668457e+56	-2.483593e+56	-2.311539e+56	-2.151409e+56	-2.002377e+56	-1.863673e+56	-1.734582e+56	-1.614438e+56	-1.502623e+56	-1.398558e+56	-1.301707e+56	-1.211570e+56	-1.127683e+56	-1.049613e+56	-9.769573e+55	-9.093407e+55	-8.464146e+55	-7.878545e+55	-7.333583e+55	-6.826449e+55	-6.354528e+55	-5.915384e+55	-5.506754e+55	-5.126528e+55	-4.772746e+55	-4.443582e+55	-4.137340e+55	-3.852439e+55	-3.587409e+55	-3.340885e+55	-3.111593e+55	-2.898351e+55	-2.700060e+55	-2.515696e+55	-2.344308e+55	-2.185013e+55	-2.036989e+55	-1.899472e+55	-1.771752e+55	-1.653172e+55	-1.543119e+55	-1.441026e+55	-1.346367e+55	-1.258651e+55	-1.177429e+55	-1.102279e+55	-1.032816e+55	-9.686798e+54	-9.095404e+54	-8.550926e+54	-8.050556e+54	-7.591712e+54	-7.172027e+54	-6.789337e+54	-6.441668e+54	-6.127227e+54	-5.844391e+54	-5.591701e+54	-5.367855e+54	-5.171697e+54	-5.002216e+54	-4.858537e+54	-4.739920e+54	-4.645752e+54	-4.575548e+54	-4.528945e+54	-4.505704e+54	
-8.482535e+56	-7.894810e+56	-7.347809e+56	-6.838708e+56	-6.364883e+56	-5.923890e+56	-5.513453e+56	-5.131456e+56	-4.775927e+56	-4.445034e+56	-4.137070e+56	-3.850445e+56	-3.583682e+56	-3.335404e+56	-3.104330e+56	-2.889270e+56	-2.689113e+56	-2.502827e+56	-2.329450e+56	-2.168090e+56	-2.017913e+56	-1.878145e+56	-1.748065e+56	-1.627002e+56	-1.514331e+56	-1.409472e+56	-1.311882e+56	-1.221060e+56	-1.136536e+56	-1.057875e+56	-9.846704e+55	-9.165449e+55	-8.531471e+55	-7.941501e+55	-7.392495e+55	-6.881620e+55	-6.406243e+55	-5.963910e+55	-5.552340e+55	-5.169410e+55	-4.813145e+55	-4.481707e+55	-4.173387e+55	-3.886594e+55	-3.619849e+55	-3.371776e+55	-3.141095e+55	-2.926616e+55	-2.727234e+55	-2.541919e+55	-2.369716e+55	-2.209737e+55	-2.061156e+55	-1.923206e+55	-1.795177e+55	-1.676408e+55	-1.566286e+55	-1.464243e+55	-1.369753e+55	-1.282329e+55	-1.201519e+55	-1.126907e+55	-1.058107e+55	-9.947659e+54	-9.365556e+54	-8.831763e+54	-8.343526e+54	-7.898327e+54	-7.493869e+54	-7.128065e+54	-6.799030e+54	-6.505066e+54	-6.244656e+54	-6.016457e+54	-5.819292e+54	-5.652144e+54	-5.514152e+54	-5.404602e+54	-5.322931e+54	-5.268716e+54	-5.241678e+54	
-9.662461e+56	-8.992984e+56	-8.369893e+56	-7.789977e+56	-7.250243e+56	-6.747907e+56	-6.280378e+56	-5.845245e+56	-5.440262e+56	-5.063342e+56	-4.712539e+56	-4.386044e+56	-4.082174e+56	-3.799360e+56	-3.536145e+56	-3.291169e+56	-3.063170e+56	-2.850971e+56	-2.653479e+56	-2.469673e+56	-2.298607e+56	-2.139397e+56	-1.991222e+56	-1.853319e+56	-1.724976e+56	-1.605530e+56	-1.494366e+56	-1.390910e+56	-1.294629e+56	-1.205026e+56	-1.121639e+56	-1.044037e+56	-9.718205e+55	-9.046169e+55	-8.420795e+55	-7.838858e+55	-7.297355e+55	-6.793493e+55	-6.324674e+55	-5.888478e+55	-5.482657e+55	-5.105116e+55	-4.753908e+55	-4.427222e+55	-4.123372e+55	-3.840792e+55	-3.578023e+55	-3.333711e+55	-3.106594e+55	-2.895502e+55	-2.699345e+55	-2.517113e+55	-2.347864e+55	-2.190725e+55	-2.044887e+55	-1.909597e+55	-1.784157e+55	-1.667920e+55	-1.560287e+55	-1.460702e+55	-1.368651e+55	-1.283660e+55	-1.205291e+55	-1.133138e+55	-1.066831e+55	-1.006027e+55	-9.504116e+54	-8.996989e+54	-8.536271e+54	-8.119584e+54	-7.744780e+54	-7.409925e+54	-7.113291e+54	-6.853350e+54	-6.628759e+54	-6.438361e+54	-6.281174e+54	-6.156386e+54	-6.063354e+54	-6.001598e+54	-5.970799e+54	
-1.082978e+57	-1.007942e+57	-9.381057e+56	-8.731081e+56	-8.126141e+56	-7.563119e+56	-7.039108e+56	-6.551406e+56	-6.097498e+56	-5.675042e+56	-5.281859e+56	-4.915921e+56	-4.575340e+56	-4.258360e+56	-3.963345e+56	-3.688774e+56	-3.433230e+56	-3.195396e+56	-2.974044e+56	-2.768033e+56	-2.576300e+56	-2.397856e+56	-2.231781e+56	-2.077218e+56	-1.933369e+56	-1.799494e+56	-1.674900e+56	-1.558946e+56	-1.451033e+56	-1.350605e+56	-1.257143e+56	-1.170167e+56	-1.089226e+56	-1.013903e+56	-9.438108e+55	-8.785867e+55	-8.178945e+55	-7.614212e+55	-7.088755e+55	-6.599863e+55	-6.145014e+55	-5.721863e+55	-5.328226e+55	-4.962073e+55	-4.621515e+55	-4.304797e+55	-4.010283e+55	-3.736455e+55	-3.481900e+55	-3.245306e+55	-3.025452e+55	-2.821204e+55	-2.631508e+55	-2.455386e+55	-2.291929e+55	-2.140295e+55	-1.999701e+55	-1.869421e+55	-1.748784e+55	-1.637168e+55	-1.533997e+55	-1.438739e+55	-1.350901e+55	-1.270032e+55	-1.195715e+55	-1.127564e+55	-1.065230e+55	-1.008391e+55	-9.567534e+54	-9.100507e+54	-8.680423e+54	-8.305114e+54	-7.972645e+54	-7.681300e+54	-7.429577e+54	-7.216177e+54	-7.040000e+54	-6.900136e+54	-6.795865e+54	-6.726648e+54	-6.692129e+54	
