-1.117056e-16	-1.065660e-16	-1.020164e-16	-9.797443e-17	-9.437190e-17	-9.115189e-17	-8.826662e-17	-8.567569e-17	-8.334479e-17	-8.124460e-17	-7.934995e-17	-7.763911e-17	-7.609328e-17	-7.469612e-17	-7.343337e-17	-7.229257e-17	-7.126280e-17	-7.033448e-17	-6.949918e-17	-6.874952e-17	-6.807900e-17	-6.748191e-17	-6.695326e-17	-6.648869e-17	-6.608444e-17	-6.573722e-17	-6.544427e-17	-6.520324e-17	-6.501219e-17	-6.486957e-17	-6.477419e-17	-6.472520e-17	-6.472210e-17	-6.476470e-17	-6.485314e-17	-6.498788e-17	-6.516970e-17	-6.539973e-17	-6.567942e-17	-6.601060e-17	-6.639547e-17	-6.683664e-17	-6.733717e-17	-6.790058e-17	-6.853093e-17	-6.923290e-17	-7.001178e-17	-7.087367e-17	-7.182549e-17	-7.287521e-17	-7.403193e-17	-7.530616e-17	-7.671007e-17	-7.825778e-17	-7.996586e-17	-8.185381e-17	-8.394476e-17	-8.626640e-17	-8.885208e-17	-9.174233e-17	-9.498679e-17	-9.864676e-17	-1.027985e-16	-1.075375e-16	-1.129843e-16	-1.192921e-16	-1.266564e-16	-1.353283e-16	-1.456319e-16	-1.579869e-16	-1.729395e-16	
-2.279915e-02	-2.121958e-02	-1.974946e-02	-1.838121e-02	-1.710778e-02	-1.592259e-02	-1.481954e-02	-1.379293e-02	-1.283746e-02	-1.194822e-02	-1.112060e-02	-1.035035e-02	-9.633485e-03	-8.966313e-03	-8.345390e-03	-7.767515e-03	-7.229707e-03	-6.729190e-03	-6.263384e-03	-5.829886e-03	-5.426460e-03	-5.051025e-03	-4.701644e-03	-4.376514e-03	-4.073960e-03	-3.792420e-03	-3.530442e-03	-3.286675e-03	-3.059862e-03	-2.848831e-03	-2.652496e-03	-2.469842e-03	-2.299929e-03	-2.141879e-03	-1.994877e-03	-1.858166e-03	-1.731039e-03	-1.612841e-03	-1.502963e-03	-1.400837e-03	-1.305937e-03	-1.217773e-03	-1.135891e-03	-1.059868e-03	-9.893115e-04	-9.238584e-04	-8.631709e-04	-8.069357e-04	-7.548629e-04	-7.066839e-04	-6.621500e-04	-6.210317e-04	-5.831167e-04	-5.482096e-04	-5.161303e-04	-4.867133e-04	-4.598068e-04	-4.352721e-04	-4.129827e-04	-3.928235e-04	-3.746905e-04	-3.584903e-04	-3.441393e-04	-3.315634e-04	-3.206977e-04	-3.114863e-04	-3.038816e-04	-2.978444e-04	-2.933436e-04	-2.903558e-04	-2.888658e-04	
-4.559905e-02	-4.243985e-02	-3.949957e-02	-3.676303e-02	-3.421613e-02	-3.184571e-02	-2.963957e-02	-2.758631e-02	-2.567535e-02	-2.389683e-02	-2.224157e-02	-2.070104e-02	-1.926729e-02	-1.793292e-02	-1.669106e-02	-1.553529e-02	-1.445965e-02	-1.345860e-02	-1.252697e-02	-1.165996e-02	-1.085310e-02	-1.010222e-02	-9.403442e-03	-8.753173e-03	-8.148054e-03	-7.584965e-03	-7.061001e-03	-6.573459e-03	-6.119824e-03	-5.697756e-03	-5.305079e-03	-4.939766e-03	-4.599934e-03	-4.283829e-03	-3.989821e-03	-3.716393e-03	-3.462135e-03	-3.225735e-03	-3.005975e-03	-2.801720e-03	-2.611916e-03	-2.435586e-03	-2.271819e-03	-2.119770e-03	-1.978655e-03	-1.847747e-03	-1.726370e-03	-1.613898e-03	-1.509751e-03	-1.413391e-03	-1.324322e-03	-1.242084e-03	-1.166253e-03	-1.096437e-03	-1.032278e-03	-9.734426e-04	-9.196288e-04	-8.705586e-04	-8.259790e-04	-7.856599e-04	-7.493934e-04	-7.169925e-04	-6.882899e-04	-6.631377e-04	-6.414061e-04	-6.229829e-04	-6.077733e-04	-5.956987e-04	-5.866968e-04	-5.807212e-04	-5.777411e-04	
-6.840044e-02	-6.366152e-02	-5.925097e-02	-5.514606e-02	-5.132559e-02	-4.776988e-02	-4.446057e-02	-4.138060e-02	-3.851408e-02	-3.584622e-02	-3.336327e-02	-3.105241e-02	-2.890172e-02	-2.690012e-02	-2.503727e-02	-2.330357e-02	-2.169007e-02	-2.018846e-02	-1.879098e-02	-1.749043e-02	-1.628009e-02	-1.515374e-02	-1.410555e-02	-1.313012e-02	-1.222242e-02	-1.137776e-02	-1.059179e-02	-9.860459e-03	-9.179988e-03	-8.546869e-03	-7.957836e-03	-7.409852e-03	-6.900090e-03	-6.425919e-03	-5.984895e-03	-5.574742e-03	-5.193344e-03	-4.838735e-03	-4.509086e-03	-4.202695e-03	-3.917982e-03	-3.653479e-03	-3.407821e-03	-3.179742e-03	-2.968065e-03	-2.771697e-03	-2.589626e-03	-2.420913e-03	-2.264688e-03	-2.120145e-03	-1.986537e-03	-1.863177e-03	-1.749427e-03	-1.644701e-03	-1.548459e-03	-1.460204e-03	-1.379481e-03	-1.305874e-03	-1.239002e-03	-1.178522e-03	-1.124121e-03	-1.075518e-03	-1.032463e-03	-9.947338e-04	-9.621355e-04	-9.345000e-04	-9.116849e-04	-8.935725e-04	-8.800693e-04	-8.711057e-04	-8.666354e-04	
-9.120409e-02	-8.488528e-02	-7.900433e-02	-7.353089e-02	-6.843675e-02	-6.369562e-02	-5.928304e-02	-5.517625e-02	-5.135408e-02	-4.779680e-02	-4.448606e-02	-4.140480e-02	-3.853711e-02	-3.586820e-02	-3.338430e-02	-3.107261e-02	-2.892120e-02	-2.691897e-02	-2.505560e-02	-2.332146e-02	-2.170762e-02	-2.020576e-02	-1.880812e-02	-1.750750e-02	-1.629718e-02	-1.517093e-02	-1.412293e-02	-1.314778e-02	-1.224045e-02	-1.139626e-02	-1.061086e-02	-9.880182e-03	-9.200472e-03	-8.568221e-03	-7.980166e-03	-7.433274e-03	-6.924725e-03	-6.451895e-03	-6.012345e-03	-5.603808e-03	-5.224176e-03	-4.871492e-03	-4.543936e-03	-4.239819e-03	-3.957571e-03	-3.695738e-03	-3.452967e-03	-3.228008e-03	-3.019700e-03	-2.826968e-03	-2.648818e-03	-2.484331e-03	-2.332659e-03	-2.193019e-03	-2.064691e-03	-1.947013e-03	-1.839378e-03	-1.741232e-03	-1.652067e-03	-1.571423e-03	-1.498885e-03	-1.434079e-03	-1.376670e-03	-1.326363e-03	-1.282896e-03	-1.246048e-03	-1.215626e-03	-1.191476e-03	-1.173471e-03	-1.161519e-03	-1.155558e-03	
-1.140107e-01	-1.061118e-01	-9.876026e-02	-9.191814e-02	-8.555014e-02	-7.962344e-02	-7.410744e-02	-6.897371e-02	-6.419575e-02	-5.974894e-02	-5.561032e-02	-5.175854e-02	-4.817375e-02	-4.483745e-02	-4.173243e-02	-3.884268e-02	-3.615328e-02	-3.365037e-02	-3.132104e-02	-2.915326e-02	-2.713587e-02	-2.525844e-02	-2.351131e-02	-2.188545e-02	-2.037248e-02	-1.896459e-02	-1.765453e-02	-1.643554e-02	-1.530132e-02	-1.424603e-02	-1.326422e-02	-1.235083e-02	-1.150116e-02	-1.071080e-02	-9.975698e-03	-9.292050e-03	-8.656332e-03	-8.065265e-03	-7.515800e-03	-7.005104e-03	-6.530541e-03	-6.089665e-03	-5.680199e-03	-5.300034e-03	-4.947207e-03	-4.619899e-03	-4.316422e-03	-4.035209e-03	-3.774811e-03	-3.533884e-03	-3.311185e-03	-3.105566e-03	-2.915967e-03	-2.741408e-03	-2.580991e-03	-2.433886e-03	-2.299336e-03	-2.176647e-03	-2.065185e-03	-1.964375e-03	-1.873699e-03	-1.792687e-03	-1.720922e-03	-1.658035e-03	-1.603699e-03	-1.557636e-03	-1.519608e-03	-1.489418e-03	-1.466911e-03	-1.451970e-03	-1.444519e-03	
-1.368211e-01	-1.273418e-01	-1.185194e-01	-1.103084e-01	-1.026663e-01	-9.555385e-02	-8.893426e-02	-8.277341e-02	-7.703953e-02	-7.170302e-02	-6.673638e-02	-6.211398e-02	-5.781197e-02	-5.380817e-02	-5.008192e-02	-4.661401e-02	-4.338654e-02	-4.038287e-02	-3.758750e-02	-3.498601e-02	-3.256499e-02	-3.031195e-02	-2.821526e-02	-2.626411e-02	-2.444844e-02	-2.275888e-02	-2.118671e-02	-1.972383e-02	-1.836268e-02	-1.709626e-02	-1.591802e-02	-1.482189e-02	-1.380222e-02	-1.285373e-02	-1.197156e-02	-1.115113e-02	-1.038822e-02	-9.678898e-03	-9.019502e-03	-8.406629e-03	-7.837120e-03	-7.308036e-03	-6.816648e-03	-6.360422e-03	-5.937005e-03	-5.544212e-03	-5.180017e-03	-4.842541e-03	-4.530044e-03	-4.240915e-03	-3.973660e-03	-3.726903e-03	-3.499370e-03	-3.289887e-03	-3.097374e-03	-2.920838e-03	-2.759369e-03	-2.612133e-03	-2.478370e-03	-2.357392e-03	-2.248573e-03	-2.151354e-03	-2.065231e-03	-1.989761e-03	-1.924555e-03	-1.869276e-03	-1.823639e-03	-1.787409e-03	-1.760398e-03	-1.742468e-03	-1.733526e-03	
-1.596359e-01	-1.485760e-01	-1.382824e-01	-1.287022e-01	-1.197859e-01	-1.114874e-01	-1.037640e-01	-9.657581e-02	-8.988580e-02	-8.365944e-02	-7.786462e-02	-7.247143e-02	-6.745207e-02	-6.278064e-02	-5.843304e-02	-5.438686e-02	-5.062121e-02	-4.711668e-02	-4.385518e-02	-4.081990e-02	-3.799518e-02	-3.536644e-02	-3.292013e-02	-3.064363e-02	-2.852520e-02	-2.655390e-02	-2.471957e-02	-2.301276e-02	-2.142465e-02	-1.994705e-02	-1.857234e-02	-1.729343e-02	-1.610372e-02	-1.499708e-02	-1.396780e-02	-1.301057e-02	-1.212045e-02	-1.129285e-02	-1.052350e-02	-9.808427e-03	-9.143953e-03	-8.526645e-03	-7.953319e-03	-7.421017e-03	-6.926995e-03	-6.468704e-03	-6.043780e-03	-5.650031e-03	-5.285425e-03	-4.948084e-03	-4.636265e-03	-4.348361e-03	-4.082887e-03	-3.838473e-03	-3.613859e-03	-3.407886e-03	-3.219491e-03	-3.047704e-03	-2.891636e-03	-2.750485e-03	-2.623521e-03	-2.510090e-03	-2.409606e-03	-2.321552e-03	-2.245473e-03	-2.180976e-03	-2.127729e-03	-2.085457e-03	-2.053943e-03	-2.033023e-03	-2.022591e-03	
-1.824558e-01	-1.698149e-01	-1.580499e-01	-1.471002e-01	-1.369093e-01	-1.274245e-01	-1.185970e-01	-1.103813e-01	-1.027350e-01	-9.561857e-02	-8.899537e-02	-8.283123e-02	-7.709435e-02	-7.175514e-02	-6.678605e-02	-6.216146e-02	-5.785752e-02	-5.385201e-02	-5.012428e-02	-4.665511e-02	-4.342659e-02	-4.042208e-02	-3.762607e-02	-3.502414e-02	-3.260287e-02	-3.034978e-02	-2.825324e-02	-2.630243e-02	-2.448730e-02	-2.279848e-02	-2.122725e-02	-1.976553e-02	-1.840575e-02	-1.714092e-02	-1.596450e-02	-1.487043e-02	-1.385307e-02	-1.290716e-02	-1.202783e-02	-1.121054e-02	-1.045108e-02	-9.745529e-03	-9.090246e-03	-8.481852e-03	-7.917210e-03	-7.393406e-03	-6.907739e-03	-6.457703e-03	-6.040977e-03	-5.655412e-03	-5.299019e-03	-4.969960e-03	-4.666536e-03	-4.387183e-03	-4.130460e-03	-3.895043e-03	-3.679718e-03	-3.483373e-03	-3.304996e-03	-3.143667e-03	-2.998554e-03	-2.868908e-03	-2.754060e-03	-2.653418e-03	-2.566463e-03	-2.492747e-03	-2.431888e-03	-2.383574e-03	-2.347554e-03	-2.323644e-03	-2.311720e-03	
-2.052816e-01	-1.910593e-01	-1.778225e-01	-1.655029e-01	-1.540371e-01	-1.433657e-01	-1.334339e-01	-1.241904e-01	-1.155875e-01	-1.075808e-01	-1.001290e-01	-9.319369e-02	-8.673910e-02	-8.073194e-02	-7.514121e-02	-6.993807e-02	-6.509568e-02	-6.058907e-02	-5.639500e-02	-5.249182e-02	-4.885940e-02	-4.547901e-02	-4.233321e-02	-3.940577e-02	-3.668160e-02	-3.414664e-02	-3.178781e-02	-2.959295e-02	-2.755074e-02	-2.565064e-02	-2.388285e-02	-2.223826e-02	-2.070837e-02	-1.928530e-02	-1.796171e-02	-1.673077e-02	-1.558613e-02	-1.452189e-02	-1.353255e-02	-1.261302e-02	-1.175855e-02	-1.096473e-02	-1.022747e-02	-9.542960e-03	-8.907679e-03	-8.318345e-03	-7.771920e-03	-7.265583e-03	-6.796724e-03	-6.362923e-03	-5.961944e-03	-5.591718e-03	-5.250335e-03	-4.936034e-03	-4.647195e-03	-4.382326e-03	-4.140063e-03	-3.919154e-03	-3.718462e-03	-3.536950e-03	-3.373683e-03	-3.227817e-03	-3.098602e-03	-2.985369e-03	-2.887536e-03	-2.804597e-03	-2.736125e-03	-2.681767e-03	-2.641241e-03	-2.614340e-03	-2.600924e-03	
