2.146385e-17	1.269879e-17	8.382285e-18	6.360757e-18	5.392630e-18	4.907054e-18	4.650821e-18	4.509288e-18	4.428205e-18	4.380490e-18	4.351883e-18	4.334517e-18	4.323890e-18	4.317353e-18	4.313318e-18	4.310823e-18	4.309278e-18	4.308321e-18	4.307727e-18	4.307359e-18	4.307131e-18	4.306989e-18	4.306901e-18	4.306847e-18	4.306813e-18	4.306792e-18	4.306779e-18	4.306771e-18	4.306766e-18	4.306763e-18	4.306761e-18	4.306760e-18	4.306759e-18	4.306758e-18	4.306758e-18	4.306758e-18	4.306758e-18	4.306758e-18	4.306758e-18	4.306758e-18	4.306758e-18	4.306758e-18	4.306758e-18	4.306758e-18	4.306758e-18	4.306758e-18	4.306758e-18	4.306758e-18	4.306758e-18	4.306758e-18	4.306758e-18	4.306759e-18	4.306760e-18	4.306761e-18	4.306763e-18	4.306766e-18	4.306771e-18	4.306780e-18	4.306793e-18	4.306815e-18	4.306850e-18	4.306907e-18	4.306999e-18	4.307147e-18	4.307387e-18	4.307776e-18	4.308411e-18	4.309453e-18	4.311182e-18	4.314100e-18	4.319139e-18	4.328140e-18	4.344947e-18	4.378110e-18	4.448030e-18	4.608164e-18	5.020930e-18	6.300089e-18	1.138732e-17	
-2.270149e-03	-1.408646e-03	-8.740769e-04	-5.423720e-04	-3.365464e-04	-2.088298e-04	-1.295807e-04	-8.040588e-05	-4.989252e-05	-3.095873e-05	-1.921015e-05	-1.192006e-05	-7.396495e-06	-4.589587e-06	-2.847877e-06	-1.767132e-06	-1.096520e-06	-6.803997e-07	-4.221937e-07	-2.619747e-07	-1.625575e-07	-1.008683e-07	-6.258963e-08	-3.883740e-08	-2.409895e-08	-1.495363e-08	-9.278898e-09	-5.757709e-09	-3.572828e-09	-2.217165e-09	-1.376084e-09	-8.543786e-10	-5.309663e-10	-3.307860e-10	-2.073779e-10	-1.321002e-10	-8.748164e-11	-6.316672e-11	-5.351219e-11	-5.627731e-11	-7.210384e-11	-1.046650e-10	-1.615178e-10	-2.558573e-10	-4.095789e-10	-6.583596e-10	-1.059939e-09	-1.707520e-09	-2.751400e-09	-4.433853e-09	-7.145360e-09	-1.151523e-08	-1.855768e-08	-2.990719e-08	-4.819785e-08	-7.767477e-08	-1.251792e-07	-2.017366e-07	-3.251150e-07	-5.239495e-07	-8.443875e-07	-1.360799e-06	-2.193040e-06	-3.534263e-06	-5.695754e-06	-9.179174e-06	-1.479299e-05	-2.384011e-05	-3.842030e-05	-6.191745e-05	-9.978504e-05	-1.608118e-04	-2.591613e-04	-4.176597e-04	-6.730927e-04	-1.084744e-03	-1.748154e-03	-2.817293e-03	-4.540298e-03	
-4.540668e-03	-2.817522e-03	-1.748296e-03	-1.084832e-03	-6.731475e-04	-4.176937e-04	-2.591824e-04	-1.608248e-04	-9.979316e-05	-6.192249e-05	-3.842342e-05	-2.384206e-05	-1.479419e-05	-9.179921e-06	-5.696218e-06	-3.534551e-06	-2.193218e-06	-1.360910e-06	-8.444562e-07	-5.239921e-07	-3.251415e-07	-2.017530e-07	-1.251895e-07	-7.768112e-08	-4.820182e-08	-2.990969e-08	-1.855931e-08	-1.151636e-08	-7.146237e-09	-4.434690e-09	-2.752392e-09	-1.708896e-09	-1.062019e-09	-6.616258e-10	-4.147896e-10	-2.642219e-10	-1.749775e-10	-1.263437e-10	-1.070331e-10	-1.125638e-10	-1.442194e-10	-2.093470e-10	-3.230619e-10	-5.117564e-10	-8.192244e-10	-1.316826e-09	-2.120051e-09	-3.415319e-09	-5.503248e-09	-8.868428e-09	-1.429188e-08	-2.303234e-08	-3.711839e-08	-5.981924e-08	-9.640356e-08	-1.553622e-07	-2.503789e-07	-4.035060e-07	-6.502830e-07	-1.047984e-06	-1.688912e-06	-2.721821e-06	-4.386437e-06	-7.069102e-06	-1.139244e-05	-1.835984e-05	-2.958839e-05	-4.768411e-05	-7.684685e-05	-1.238450e-04	-1.995863e-04	-3.216497e-04	-5.183648e-04	-8.353873e-04	-1.346295e-03	-2.169665e-03	-3.496592e-03	-5.635044e-03	-9.081335e-03	
-6.811925e-03	-4.226857e-03	-2.622800e-03	-1.627469e-03	-1.009858e-03	-6.266255e-04	-3.888263e-04	-2.412700e-04	-1.497100e-04	-9.289634e-05	-5.764295e-05	-3.576793e-05	-2.219430e-05	-1.377175e-05	-8.545486e-06	-5.302545e-06	-3.290274e-06	-2.041642e-06	-1.266856e-06	-7.860948e-07	-4.877784e-07	-3.026706e-07	-1.878096e-07	-1.165375e-07	-7.231254e-08	-4.487062e-08	-2.784274e-08	-1.727688e-08	-1.072081e-08	-6.652938e-09	-4.129148e-09	-2.563692e-09	-1.593245e-09	-9.925733e-10	-6.222687e-10	-3.963866e-10	-2.625019e-10	-1.895413e-10	-1.605714e-10	-1.688686e-10	-2.163585e-10	-3.140631e-10	-4.846586e-10	-7.677387e-10	-1.229003e-09	-1.975508e-09	-3.180508e-09	-5.123673e-09	-8.255992e-09	-1.330445e-08	-2.144073e-08	-3.455320e-08	-5.568513e-08	-8.974103e-08	-1.446249e-07	-2.330749e-07	-3.756192e-07	-6.053411e-07	-9.755568e-07	-1.572190e-06	-2.533712e-06	-4.083285e-06	-6.580547e-06	-1.060509e-05	-1.709097e-05	-2.754350e-05	-4.438860e-05	-7.153587e-05	-1.152859e-04	-1.857927e-04	-2.994201e-04	-4.825400e-04	-7.776527e-04	-1.253251e-03	-2.019716e-03	-3.254938e-03	-5.245600e-03	-8.453713e-03	-1.362385e-02	
-9.084291e-03	-5.636879e-03	-3.497730e-03	-2.170371e-03	-1.346733e-03	-8.356592e-04	-5.185335e-04	-3.217544e-04	-1.996513e-04	-1.238853e-04	-7.687186e-05	-4.769963e-05	-2.959802e-05	-1.836582e-05	-1.139614e-05	-7.071402e-06	-4.387864e-06	-2.722706e-06	-1.689462e-06	-1.048325e-06	-6.504947e-07	-4.036374e-07	-2.504604e-07	-1.554128e-07	-9.643502e-08	-5.983885e-08	-3.713069e-08	-2.304021e-08	-1.429713e-08	-8.872267e-09	-5.506575e-09	-3.418905e-09	-2.124729e-09	-1.323682e-09	-8.298491e-10	-5.286158e-10	-3.500690e-10	-2.527697e-10	-2.141359e-10	-2.252008e-10	-2.885327e-10	-4.188302e-10	-6.463341e-10	-1.023846e-09	-1.638982e-09	-2.634510e-09	-4.241482e-09	-6.832861e-09	-1.101008e-08	-1.774263e-08	-2.859307e-08	-4.607968e-08	-7.426093e-08	-1.196774e-07	-1.928699e-07	-3.108255e-07	-5.009207e-07	-8.072747e-07	-1.300989e-06	-2.096651e-06	-3.378924e-06	-5.445413e-06	-8.775729e-06	-1.414280e-05	-2.279229e-05	-3.673164e-05	-5.919604e-05	-9.539926e-05	-1.537437e-04	-2.477706e-04	-3.993026e-04	-6.435088e-04	-1.037067e-03	-1.671318e-03	-2.693467e-03	-4.340742e-03	-6.995461e-03	-1.127376e-02	-1.816858e-02	
-1.135813e-02	-7.047817e-03	-4.373229e-03	-2.713625e-03	-1.683827e-03	-1.044829e-03	-6.483250e-04	-4.022911e-04	-2.496250e-04	-1.548944e-04	-9.611327e-05	-5.963908e-05	-3.700655e-05	-2.296287e-05	-1.424865e-05	-8.841409e-06	-5.486168e-06	-3.404213e-06	-2.112343e-06	-1.310726e-06	-8.133167e-07	-5.046698e-07	-3.131519e-07	-1.943134e-07	-1.205732e-07	-7.481681e-08	-4.642469e-08	-2.880728e-08	-1.787577e-08	-1.109304e-08	-6.884898e-09	-4.274674e-09	-2.656560e-09	-1.655007e-09	-1.037564e-09	-6.609309e-10	-4.376930e-10	-3.160392e-10	-2.677351e-10	-2.815697e-10	-3.607539e-10	-5.236655e-10	-8.081148e-10	-1.280120e-09	-2.049228e-09	-3.293941e-09	-5.303146e-09	-8.543159e-09	-1.376596e-08	-2.218370e-08	-3.575006e-08	-5.761365e-08	-9.284881e-08	-1.496333e-07	-2.411462e-07	-3.886267e-07	-6.263037e-07	-1.009340e-06	-1.626633e-06	-2.621453e-06	-4.224686e-06	-6.808427e-06	-1.097234e-05	-1.768282e-05	-2.849731e-05	-4.592575e-05	-7.401310e-05	-1.192782e-04	-1.922265e-04	-3.097888e-04	-4.992500e-04	-8.045822e-04	-1.296650e-03	-2.089658e-03	-3.367654e-03	-5.427251e-03	-8.746459e-03	-1.409563e-02	-2.271627e-02	
-1.363382e-02	-8.459901e-03	-5.249439e-03	-3.257321e-03	-2.021195e-03	-1.254168e-03	-7.782219e-04	-4.828932e-04	-2.996393e-04	-1.859287e-04	-1.153703e-04	-7.158823e-05	-4.442109e-05	-2.756366e-05	-1.710348e-05	-1.061285e-05	-6.585364e-06	-4.086273e-06	-2.535567e-06	-1.573340e-06	-9.762709e-07	-6.057842e-07	-3.758942e-07	-2.332456e-07	-1.447309e-07	-8.980693e-08	-5.572623e-08	-3.457904e-08	-2.145731e-08	-1.331561e-08	-8.264340e-09	-5.131137e-09	-3.188821e-09	-1.986600e-09	-1.245448e-09	-7.933534e-10	-5.253881e-10	-3.793601e-10	-3.213779e-10	-3.379844e-10	-4.330337e-10	-6.285859e-10	-9.700267e-10	-1.536601e-09	-2.459806e-09	-3.953907e-09	-6.365672e-09	-1.025485e-08	-1.652407e-08	-2.662837e-08	-4.291285e-08	-6.915698e-08	-1.114518e-07	-1.796134e-07	-2.894616e-07	-4.664910e-07	-7.517884e-07	-1.211568e-06	-1.952542e-06	-3.146681e-06	-5.071133e-06	-8.172547e-06	-1.317073e-05	-2.122571e-05	-3.420696e-05	-5.512732e-05	-8.884219e-05	-1.431765e-04	-2.307406e-04	-3.718573e-04	-5.992785e-04	-9.657864e-04	-1.556444e-03	-2.508337e-03	-4.042390e-03	-6.514642e-03	-1.049888e-02	-1.691980e-02	-2.726765e-02	
-1.591172e-02	-9.873358e-03	-6.126501e-03	-3.801545e-03	-2.358890e-03	-1.463711e-03	-9.082450e-04	-5.635736e-04	-3.497022e-04	-2.169931e-04	-1.346460e-04	-8.354899e-05	-5.184285e-05	-3.216892e-05	-1.996108e-05	-1.238602e-05	-7.685628e-06	-4.768997e-06	-2.959202e-06	-1.836210e-06	-1.139383e-06	-7.069970e-07	-4.386976e-07	-2.722156e-07	-1.689122e-07	-1.048116e-07	-6.503681e-08	-4.035641e-08	-2.504234e-08	-1.554035e-08	-9.645123e-09	-5.988433e-09	-3.721601e-09	-2.318515e-09	-1.453534e-09	-9.259047e-10	-6.131684e-10	-4.427425e-10	-3.750728e-10	-3.944539e-10	-5.053837e-10	-7.336083e-10	-1.132096e-09	-1.793332e-09	-2.870783e-09	-4.614515e-09	-7.429231e-09	-1.196820e-08	-1.928487e-08	-3.107736e-08	-5.008261e-08	-8.071154e-08	-1.300728e-07	-2.096228e-07	-3.378241e-07	-5.444310e-07	-8.773951e-07	-1.413994e-06	-2.278767e-06	-3.672419e-06	-5.918404e-06	-9.537993e-06	-1.537126e-05	-2.477204e-05	-3.992217e-05	-6.433784e-05	-1.036857e-04	-1.670980e-04	-2.692921e-04	-4.339862e-04	-6.994043e-04	-1.127147e-03	-1.816490e-03	-2.927422e-03	-4.717781e-03	-7.603090e-03	-1.225300e-02	-1.974672e-02	-3.182345e-02	
-1.819220e-02	-1.128842e-02	-7.004556e-03	-4.346385e-03	-2.696968e-03	-1.673491e-03	-1.038415e-03	-6.443455e-04	-3.998217e-04	-2.480927e-04	-1.539436e-04	-9.552330e-05	-5.927300e-05	-3.677939e-05	-2.282192e-05	-1.416119e-05	-8.787139e-06	-5.452493e-06	-3.383317e-06	-2.099377e-06	-1.302681e-06	-8.083244e-07	-5.015721e-07	-3.112298e-07	-1.931208e-07	-1.198333e-07	-7.435794e-08	-4.614033e-08	-2.863143e-08	-1.776761e-08	-1.102747e-08	-6.846700e-09	-4.254984e-09	-2.650807e-09	-1.661856e-09	-1.058606e-09	-7.010482e-10	-5.061968e-10	-4.288286e-10	-4.509873e-10	-5.778158e-10	-8.387496e-10	-1.294349e-09	-2.050354e-09	-3.282226e-09	-5.275871e-09	-8.493994e-09	-1.368349e-08	-2.204879e-08	-3.553140e-08	-5.726049e-08	-9.227919e-08	-1.487150e-07	-2.396661e-07	-3.862413e-07	-6.224593e-07	-1.003144e-06	-1.616649e-06	-2.605362e-06	-4.198753e-06	-6.766635e-06	-1.090499e-05	-1.757428e-05	-2.832239e-05	-4.564384e-05	-7.355879e-05	-1.185460e-04	-1.910466e-04	-3.078872e-04	-4.961855e-04	-7.996435e-04	-1.288691e-03	-2.076831e-03	-3.346983e-03	-5.393937e-03	-8.692771e-03	-1.400911e-02	-2.257683e-02	-3.638441e-02	
-2.047563e-02	-1.270530e-02	-7.883745e-03	-4.891930e-03	-3.035483e-03	-1.883543e-03	-1.168754e-03	-7.252216e-04	-4.500061e-04	-2.792325e-04	-1.732661e-04	-1.075131e-04	-6.671276e-05	-4.139583e-05	-2.568646e-05	-1.593866e-05	-9.890072e-06	-6.136872e-06	-3.807980e-06	-2.362884e-06	-1.466189e-06	-9.097826e-07	-5.645278e-07	-3.502943e-07	-2.173607e-07	-1.348744e-07	-8.369111e-08	-5.193171e-08	-3.222515e-08	-1.999774e-08	-1.241160e-08	-7.706076e-09	-4.789055e-09	-2.983527e-09	-1.870447e-09	-1.191479e-09	-7.890415e-10	-5.697329e-10	-4.826537e-10	-5.075938e-10	-6.503413e-10	-9.440267e-10	-1.456811e-09	-2.307708e-09	-3.694201e-09	-5.938081e-09	-9.560132e-09	-1.540100e-08	-2.481628e-08	-3.999118e-08	-6.444764e-08	-1.038618e-07	-1.673812e-07	-2.697482e-07	-4.347210e-07	-7.005884e-07	-1.129055e-06	-1.819565e-06	-2.932378e-06	-4.725767e-06	-7.615961e-06	-1.227374e-05	-1.978014e-05	-3.187732e-05	-5.137291e-05	-8.279165e-05	-1.334255e-04	-2.150261e-04	-3.465322e-04	-5.584651e-04	-9.000121e-04	-1.450443e-03	-2.337508e-03	-3.767085e-03	-6.070966e-03	-9.783859e-03	-1.576749e-02	-2.541060e-02	-4.095126e-02	
