1.44404e-16 	1.39830e-16 	1.30057e-16 	1.14042e-16 	9.73720e-17 	
2.16898e-02 	6.90404e-02 	1.24080e-01 	1.81652e-01 	2.46914e-01 	
4.32790e-02 	1.38047e-01 	2.48156e-01 	3.63321e-01 	4.93827e-01 	
6.46691e-02 	2.06986e-01 	3.72227e-01 	5.45022e-01 	7.40741e-01 	
8.57654e-02 	2.75826e-01 	4.96290e-01 	7.26771e-01 	9.87654e-01 	
1.06479e-01 	3.44537e-01 	6.20341e-01 	9.08581e-01 	1.23457e+00 	
1.26730e-01 	4.13092e-01 	7.44379e-01 	1.09047e+00 	1.48148e+00 	
1.46445e-01 	4.81465e-01 	8.68402e-01 	1.27244e+00 	1.72840e+00 	
1.65561e-01 	5.49637e-01 	9.92407e-01 	1.45451e+00 	1.97531e+00 	
1.84025e-01 	6.17589e-01 	1.11639e+00 	1.63669e+00 	2.22222e+00 	
2.01796e-01 	6.85306e-01 	1.24036e+00 	1.81898e+00 	2.46914e+00 	
2.18842e-01 	7.52779e-01 	1.36431e+00 	2.00138e+00 	2.71605e+00 	
2.35140e-01 	8.20000e-01 	1.48823e+00 	2.18391e+00 	2.96296e+00 	
2.50679e-01 	8.86964e-01 	1.61213e+00 	2.36656e+00 	3.20988e+00 	
2.65453e-01 	9.53670e-01 	1.73601e+00 	2.54934e+00 	3.45679e+00 	
2.79467e-01 	1.02012e+00 	1.85987e+00 	2.73224e+00 	3.70370e+00 	
2.92731e-01 	1.08632e+00 	1.98371e+00 	2.91526e+00 	3.95062e+00 	
3.05260e-01 	1.15226e+00 	2.10752e+00 	3.09840e+00 	4.19753e+00 	
3.17053e-01 	1.21789e+00 	2.23116e+00 	3.28142e+00 	4.44444e+00 	
3.26041e-01 	1.27480e+00 	2.33919e+00 	3.44163e+00 	4.69136e+00 	
1.74612e-01 	6.92342e-01 	1.27200e+00 	1.87203e+00 	2.61156e+00 	
-3.12546e-01 	-1.23219e+00 	-2.26268e+00 	-3.32964e+00 	-4.58434e+00 	
-3.22505e-01 	-1.24987e+00 	-2.29161e+00 	-3.37098e+00 	-4.56790e+00 	
-3.11253e-01 	-1.18514e+00 	-2.16941e+00 	-3.18999e+00 	-4.32099e+00 	
-2.99086e-01 	-1.11932e+00 	-2.04562e+00 	-3.00682e+00 	-4.07407e+00 	
-2.86192e-01 	-1.05325e+00 	-1.92179e+00 	-2.82373e+00 	-3.82716e+00 	
