0.00000e+00 	1.25066e+00 	
2.46914e-01 	1.18301e+00 	
4.93827e-01 	1.00121e+00 	
7.40741e-01 	7.58089e-01 	
9.87654e-01 	5.13472e-01 	
1.23457e+00 	3.11059e-01 	
1.48148e+00 	1.68504e-01 	
1.72840e+00 	8.16032e-02 	
1.97531e+00 	3.53196e-02 	
2.22222e+00 	1.36584e-02 	
2.46914e+00 	4.71755e-03 	
2.71605e+00 	1.45483e-03 	
2.96296e+00 	4.00432e-04 	
3.20988e+00 	9.83344e-05 	
3.45679e+00 	2.15366e-05 	
3.70370e+00 	4.20515e-06 	
3.95062e+00 	7.31739e-07 	
4.19753e+00 	1.13434e-07 	
4.44444e+00 	1.56602e-08 	
4.69136e+00 	1.93066e-09 	
4.93827e+00 	2.77118e-10 	
5.18519e+00 	6.66313e-10 	
5.43210e+00 	5.57205e-09 	
5.67901e+00 	4.27628e-08 	
5.92593e+00 	2.92303e-07 	
6.17284e+00 	1.77964e-06 	
