-1.17470e-02 	-1.26865e-02 	-1.34912e-02 	-1.41570e-02 	-1.46799e-02 	-1.50564e-02 	-1.52838e-02 	-1.53608e-02 	-1.52868e-02 	-1.50624e-02 	-1.46892e-02 	-1.41700e-02 	-1.35082e-02 	-1.27083e-02 	-1.17744e-02 	
1.43044e+11 	1.34241e+11 	1.26941e+11 	1.21069e+11 	1.16565e+11 	1.13381e+11 	1.11484e+11 	1.10854e+11 	1.11484e+11 	1.13381e+11 	1.16565e+11 	1.21069e+11 	1.26941e+11 	1.34241e+11 	1.43044e+11 	
2.82864e+11 	2.65468e+11 	2.51041e+11 	2.39436e+11 	2.30534e+11 	2.24241e+11 	2.20492e+11 	2.19246e+11 	2.20492e+11 	2.24241e+11 	2.30534e+11 	2.39436e+11 	2.51041e+11 	2.65468e+11 	2.82864e+11 	
4.16364e+11 	3.90784e+11 	3.69568e+11 	3.52502e+11 	3.39409e+11 	3.30154e+11 	3.24640e+11 	3.22808e+11 	3.24640e+11 	3.30154e+11 	3.39409e+11 	3.52502e+11 	3.69568e+11 	3.90784e+11 	4.16364e+11 	
5.40691e+11 	5.07520e+11 	4.80006e+11 	4.57872e+11 	4.40891e+11 	4.28886e+11 	4.21733e+11 	4.19357e+11 	4.21733e+11 	4.28886e+11 	4.40891e+11 	4.57872e+11 	4.80006e+11 	5.07520e+11 	5.40691e+11 	
6.53339e+11 	6.13332e+11 	5.80144e+11 	5.53443e+11 	5.32955e+11 	5.18471e+11 	5.09840e+11 	5.06973e+11 	5.09840e+11 	5.18471e+11 	5.32955e+11 	5.53443e+11 	5.80144e+11 	6.13332e+11 	6.53339e+11 	
7.52240e+11 	7.06283e+11 	6.68153e+11 	6.37470e+11 	6.13926e+11 	5.97280e+11 	5.87361e+11 	5.84066e+11 	5.87361e+11 	5.97280e+11 	6.13926e+11 	6.37470e+11 	6.68153e+11 	7.06283e+11 	7.52240e+11 	
8.35822e+11 	7.84898e+11 	7.42638e+11 	7.08628e+11 	6.82527e+11 	6.64072e+11 	6.53074e+11 	6.49420e+11 	6.53074e+11 	6.64072e+11 	6.82527e+11 	7.08628e+11 	7.42638e+11 	7.84898e+11 	8.35822e+11 	
9.03048e+11 	8.48202e+11 	8.02678e+11 	7.66033e+11 	7.37907e+11 	7.18018e+11 	7.06164e+11 	7.02227e+11 	7.06164e+11 	7.18018e+11 	7.37907e+11 	7.66033e+11 	8.02678e+11 	8.48202e+11 	9.03048e+11 	
9.53424e+11 	8.95727e+11 	8.47824e+11 	8.09258e+11 	7.79652e+11 	7.58714e+11 	7.46234e+11 	7.42088e+11 	7.46234e+11 	7.58714e+11 	7.79652e+11 	8.09258e+11 	8.47824e+11 	8.95727e+11 	9.53424e+11 	
9.86986e+11 	9.27500e+11 	8.78098e+11 	8.38316e+11 	8.07772e+11 	7.86167e+11 	7.73289e+11 	7.69011e+11 	7.73289e+11 	7.86167e+11 	8.07772e+11 	8.38316e+11 	8.78098e+11 	9.27500e+11 	9.86986e+11 	
1.00426e+12 	9.44005e+11 	8.93951e+11 	8.53633e+11 	8.22671e+11 	8.00768e+11 	7.87711e+11 	7.83373e+11 	7.87711e+11 	8.00768e+11 	8.22671e+11 	8.53633e+11 	8.93951e+11 	9.44005e+11 	1.00426e+12 	
1.00620e+12 	9.46132e+11 	8.96213e+11 	8.55995e+11 	8.25103e+11 	8.03245e+11 	7.90215e+11 	7.85885e+11 	7.90215e+11 	8.03245e+11 	8.25103e+11 	8.55995e+11 	8.96213e+11 	9.46132e+11 	1.00620e+12 	
9.94131e+11 	9.35105e+11 	8.86037e+11 	8.46493e+11 	8.16111e+11 	7.94612e+11 	7.81793e+11 	7.77533e+11 	7.81793e+11 	7.94612e+11 	8.16111e+11 	8.46493e+11 	8.86037e+11 	9.35105e+11 	9.94131e+11 	
9.69641e+11 	9.12412e+11 	8.64820e+11 	8.26452e+11 	7.96967e+11 	7.76099e+11 	7.63655e+11 	7.59520e+11 	7.63655e+11 	7.76099e+11 	7.96967e+11 	8.26452e+11 	8.64820e+11 	9.12412e+11 	9.69641e+11 	
9.34518e+11 	8.79718e+11 	8.34127e+11 	7.97361e+11 	7.69099e+11 	7.49093e+11 	7.37161e+11 	7.33196e+11 	7.37161e+11 	7.49093e+11 	7.69099e+11 	7.97361e+11 	8.34127e+11 	8.79718e+11 	9.34518e+11 	
8.90654e+11 	8.38791e+11 	7.95625e+11 	7.60801e+11 	7.34025e+11 	7.15067e+11 	7.03759e+11 	7.00001e+11 	7.03759e+11 	7.15067e+11 	7.34025e+11 	7.60801e+11 	7.95625e+11 	8.38791e+11 	8.90654e+11 	
8.39968e+11 	7.91424e+11 	7.51001e+11 	7.18379e+11 	6.93289e+11 	6.75520e+11 	6.64919e+11 	6.61396e+11 	6.64919e+11 	6.75520e+11 	6.93289e+11 	7.18379e+11 	7.51001e+11 	7.91424e+11 	8.39968e+11 	
7.84329e+11 	7.39367e+11 	7.01909e+11 	6.71667e+11 	6.48400e+11 	6.31918e+11 	6.22084e+11 	6.18816e+11 	6.22084e+11 	6.31918e+11 	6.48400e+11 	6.71667e+11 	7.01909e+11 	7.39367e+11 	7.84329e+11 	
7.25505e+11 	6.84275e+11 	6.49909e+11 	6.22151e+11 	6.00788e+11 	5.85652e+11 	5.76620e+11 	5.73617e+11 	5.76620e+11 	5.85652e+11 	6.00788e+11 	6.22151e+11 	6.49909e+11 	6.84275e+11 	7.25505e+11 	
6.65107e+11 	6.27659e+11 	5.96428e+11 	5.71192e+11 	5.51764e+11 	5.37994e+11 	5.29776e+11 	5.27044e+11 	5.29776e+11 	5.37994e+11 	5.51764e+11 	5.71192e+11 	5.96428e+11 	6.27659e+11 	6.65107e+11 	
6.04559e+11 	5.70856e+11 	5.42733e+11 	5.19998e+11 	5.02488e+11 	4.90076e+11 	4.82666e+11 	4.80203e+11 	4.82666e+11 	4.90076e+11 	5.02488e+11 	5.19998e+11 	5.42733e+11 	5.70856e+11 	6.04559e+11 	
5.45076e+11 	5.15009e+11 	4.89905e+11 	4.69601e+11 	4.53958e+11 	4.42866e+11 	4.36243e+11 	4.34041e+11 	4.36243e+11 	4.42866e+11 	4.53958e+11 	4.69601e+11 	4.89905e+11 	5.15009e+11 	5.45076e+11 	
4.87656e+11 	4.61058e+11 	4.38836e+11 	4.20855e+11 	4.06996e+11 	3.97165e+11 	3.91295e+11 	3.89343e+11 	3.91295e+11 	3.97165e+11 	4.06996e+11 	4.20855e+11 	4.38836e+11 	4.61058e+11 	4.87656e+11 	
4.33081e+11 	4.09740e+11 	3.90229e+11 	3.74431e+11 	3.62251e+11 	3.53609e+11 	3.48447e+11 	3.46730e+11 	3.48447e+11 	3.53609e+11 	3.62251e+11 	3.74431e+11 	3.90229e+11 	4.09740e+11 	4.33081e+11 	
3.81926e+11 	3.61603e+11 	3.44602e+11 	3.30831e+11 	3.20208e+11 	3.12668e+11 	3.08164e+11 	3.06666e+11 	3.08164e+11 	3.12668e+11 	3.20208e+11 	3.30831e+11 	3.44602e+11 	3.61603e+11 	3.81926e+11 	
3.34579e+11 	3.17014e+11 	3.02310e+11 	2.90393e+11 	2.81197e+11 	2.74668e+11 	2.70767e+11 	2.69469e+11 	2.70767e+11 	2.74668e+11 	2.81197e+11 	2.90393e+11 	3.02310e+11 	3.17014e+11 	3.34579e+11 	
2.91259e+11 	2.76185e+11 	2.63559e+11 	2.53320e+11 	2.45415e+11 	2.39800e+11 	2.36445e+11 	2.35329e+11 	2.36445e+11 	2.39800e+11 	2.45415e+11 	2.53320e+11 	2.63559e+11 	2.76185e+11 	2.91259e+11 	
2.52043e+11 	2.39195e+11 	2.28426e+11 	2.19687e+11 	2.12938e+11 	2.08142e+11 	2.05276e+11 	2.04322e+11 	2.05276e+11 	2.08142e+11 	2.12938e+11 	2.19687e+11 	2.28426e+11 	2.39195e+11 	2.52043e+11 	
2.16889e+11 	2.06009e+11 	1.96883e+11 	1.89473e+11 	1.83747e+11 	1.79678e+11 	1.77245e+11 	1.76435e+11 	1.77245e+11 	1.79678e+11 	1.83747e+11 	1.89473e+11 	1.96883e+11 	2.06009e+11 	2.16889e+11 	
1.85663e+11 	1.76505e+11 	1.68819e+11 	1.62575e+11 	1.57747e+11 	1.54315e+11 	1.52263e+11 	1.51579e+11 	1.52263e+11 	1.54315e+11 	1.57747e+11 	1.62575e+11 	1.68819e+11 	1.76505e+11 	1.85663e+11 	
1.58158e+11 	1.50496e+11 	1.44060e+11 	1.38829e+11 	1.34782e+11 	1.31904e+11 	1.30183e+11 	1.29610e+11 	1.30183e+11 	1.31904e+11 	1.34782e+11 	1.38829e+11 	1.44060e+11 	1.50496e+11 	1.58158e+11 	
1.34121e+11 	1.27746e+11 	1.22387e+11 	1.18028e+11 	1.14655e+11 	1.12255e+11 	1.10819e+11 	1.10341e+11 	1.10819e+11 	1.12255e+11 	1.14655e+11 	1.18028e+11 	1.22387e+11 	1.27746e+11 	1.34121e+11 	
1.13269e+11 	1.07991e+11 	1.03552e+11 	9.99389e+10 	9.71415e+10 	9.51505e+10 	9.39588e+10 	9.35621e+10 	9.39588e+10 	9.51505e+10 	9.71415e+10 	9.99389e+10 	1.03552e+11 	1.07991e+11 	1.13269e+11 	
9.52999e+10 	9.09529e+10 	8.72932e+10 	8.43129e+10 	8.20042e+10 	8.03604e+10 	7.93763e+10 	7.90487e+10 	7.93763e+10 	8.03604e+10 	8.20042e+10 	8.43129e+10 	8.72932e+10 	9.09529e+10 	9.52999e+10 	
7.99130e+10 	7.63483e+10 	7.33451e+10 	7.08978e+10 	6.90011e+10 	6.76501e+10 	6.68411e+10 	6.65717e+10 	6.68411e+10 	6.76501e+10 	6.90011e+10 	7.08978e+10 	7.33451e+10 	7.63483e+10 	7.99130e+10 	
6.68125e+10 	6.39017e+10 	6.14474e+10 	5.94462e+10 	5.78944e+10 	5.67887e+10 	5.61264e+10 	5.59058e+10 	5.61264e+10 	5.67887e+10 	5.78944e+10 	5.94462e+10 	6.14474e+10 	6.39017e+10 	6.68125e+10 	
5.57176e+10 	5.33497e+10 	5.13517e+10 	4.97215e+10 	4.84568e+10 	4.75552e+10 	4.70151e+10 	4.68352e+10 	4.70151e+10 	4.75552e+10 	4.84568e+10 	4.97215e+10 	5.13517e+10 	5.33497e+10 	5.57176e+10 	
4.63662e+10 	4.44465e+10 	4.28256e+10 	4.15022e+10 	4.04750e+10 	3.97425e+10 	3.93035e+10 	3.91573e+10 	3.93035e+10 	3.97425e+10 	4.04750e+10 	4.15022e+10 	4.28256e+10 	4.44465e+10 	4.63662e+10 	
3.85183e+10 	3.69669e+10 	3.56559e+10 	3.45850e+10 	3.37532e+10 	3.31599e+10 	3.28042e+10 	3.26857e+10 	3.28042e+10 	3.31599e+10 	3.37532e+10 	3.45850e+10 	3.56559e+10 	3.69669e+10 	3.85183e+10 	
3.19578e+10 	3.07073e+10 	2.96498e+10 	2.87855e+10 	2.81138e+10 	2.76346e+10 	2.73472e+10 	2.72514e+10 	2.73472e+10 	2.76346e+10 	2.81138e+10 	2.87855e+10 	2.96498e+10 	3.07073e+10 	3.19578e+10 	
