-6.290023e-06	1.516441e-05	3.474990e-05	5.254895e-05	6.886851e-05	8.409445e-05	9.862356e-05	1.128342e-04	1.270756e-04	1.416642e-04	1.568811e-04	1.729663e-04	1.901055e-04	2.084051e-04	2.278457e-04	2.482031e-04	2.689105e-04	2.888213e-04	3.057977e-04	
-1.150427e+11	-9.892629e+10	-8.510586e+10	-7.326065e+10	-6.311576e+10	-5.443571e+10	-4.701907e+10	-4.069369e+10	-3.531278e+10	-3.075144e+10	-2.690381e+10	-2.368059e+10	-2.100697e+10	-1.882091e+10	-1.707166e+10	-1.571863e+10	-1.473041e+10	-1.408407e+10	-1.376461e+10	
-2.297945e+11	-1.976024e+11	-1.699965e+11	-1.463361e+11	-1.260719e+11	-1.087338e+11	-9.391925e+10	-8.128449e+10	-7.053626e+10	-6.142512e+10	-5.373959e+10	-4.730130e+10	-4.196083e+10	-3.759423e+10	-3.410015e+10	-3.139751e+10	-2.942357e+10	-2.813252e+10	-2.749441e+10	
-3.439655e+11	-2.957791e+11	-2.544575e+11	-2.190416e+11	-1.887094e+11	-1.627570e+11	-1.405820e+11	-1.216698e+11	-1.055815e+11	-9.194354e+10	-8.043953e+10	-7.080245e+10	-6.280862e+10	-5.627252e+10	-5.104245e+10	-4.699703e+10	-4.404236e+10	-4.210987e+10	-4.115471e+10	
-4.572676e+11	-3.932087e+11	-3.382757e+11	-2.911938e+11	-2.508703e+11	-2.163691e+11	-1.868897e+11	-1.617478e+11	-1.403600e+11	-1.222297e+11	-1.069363e+11	-9.412476e+10	-8.349777e+10	-7.480868e+10	-6.785583e+10	-6.247784e+10	-5.854991e+10	-5.598086e+10	-5.471106e+10	
-5.694159e+11	-4.896460e+11	-4.212404e+11	-3.626113e+11	-3.123981e+11	-2.694353e+11	-2.327258e+11	-2.014177e+11	-1.747843e+11	-1.522075e+11	-1.331632e+11	-1.172096e+11	-1.039762e+11	-9.315607e+10	-8.449798e+10	-7.780100e+10	-7.290971e+10	-6.971058e+10	-6.812936e+10	
-6.801291e+11	-5.848494e+11	-5.031434e+11	-4.331149e+11	-3.731385e+11	-3.218224e+11	-2.779754e+11	-2.405800e+11	-2.087681e+11	-1.818016e+11	-1.590545e+11	-1.399990e+11	-1.241926e+11	-1.112687e+11	-1.009272e+11	-9.292808e+10	-8.708576e+10	-8.326461e+10	-8.137595e+10	
-7.891309e+11	-6.785810e+11	-5.837803e+11	-5.025286e+11	-4.329401e+11	-3.733997e+11	-3.225255e+11	-2.791368e+11	-2.422266e+11	-2.109383e+11	-1.845456e+11	-1.624361e+11	-1.440965e+11	-1.291013e+11	-1.171024e+11	-1.078213e+11	-1.010427e+11	-9.660912e+10	-9.441778e+10	
-8.961506e+11	-7.706082e+11	-6.629509e+11	-5.706801e+11	-4.916542e+11	-4.240390e+11	-3.662655e+11	-3.169925e+11	-2.750767e+11	-2.395451e+11	-2.095732e+11	-1.844652e+11	-1.636385e+11	-1.466096e+11	-1.329835e+11	-1.224437e+11	-1.147458e+11	-1.097110e+11	-1.072224e+11	
-1.000924e+12	-8.607039e+11	-7.404599e+11	-6.374012e+11	-5.491359e+11	-4.736156e+11	-4.090874e+11	-3.540538e+11	-3.072373e+11	-2.675516e+11	-2.340754e+11	-2.060320e+11	-1.827703e+11	-1.637505e+11	-1.485313e+11	-1.367593e+11	-1.281613e+11	-1.225378e+11	-1.197584e+11	
-1.103195e+12	-9.486476e+11	-8.161174e+11	-7.025286e+11	-6.052447e+11	-5.220080e+11	-4.508865e+11	-3.902297e+11	-3.386297e+11	-2.948890e+11	-2.579924e+11	-2.270836e+11	-2.014451e+11	-1.804820e+11	-1.637077e+11	-1.507328e+11	-1.412564e+11	-1.350583e+11	-1.319948e+11	
-1.202715e+12	-1.034226e+12	-8.897400e+11	-7.659042e+11	-6.598443e+11	-5.690987e+11	-4.915613e+11	-4.254326e+11	-3.691778e+11	-3.214912e+11	-2.812661e+11	-2.475689e+11	-2.196176e+11	-1.967634e+11	-1.784758e+11	-1.643305e+11	-1.539992e+11	-1.472420e+11	-1.439022e+11	
-1.299245e+12	-1.117233e+12	-9.611507e+11	-8.273758e+11	-7.128035e+11	-6.147746e+11	-5.310141e+11	-4.595779e+11	-3.988080e+11	-3.472941e+11	-3.038406e+11	-2.674389e+11	-2.372442e+11	-2.125556e+11	-1.928003e+11	-1.775197e+11	-1.663592e+11	-1.590597e+11	-1.554518e+11	
