1.54787e-16 	9.66498e-17 	8.90241e-17 	1.07384e-16 	1.91857e-16 	
-1.96231e-02 	-6.59774e-03 	-2.22499e-03 	-7.62513e-04 	-3.07563e-04 	
-3.90386e-02 	-1.31254e-02 	-4.42627e-03 	-1.51672e-03 	-6.11326e-04 	
-5.80035e-02 	-1.95011e-02 	-6.57613e-03 	-2.25295e-03 	-9.06993e-04 	
-7.61984e-02 	-2.56171e-02 	-8.63823e-03 	-2.95863e-03 	-1.18918e-03 	
-9.31743e-02 	-3.13226e-02 	-1.05616e-02 	-3.61623e-03 	-1.45068e-03 	
-1.08285e-01 	-3.64002e-02 	-1.22731e-02 	-4.20069e-03 	-1.68143e-03 	
-1.20604e-01 	-4.05386e-02 	-1.36676e-02 	-4.67616e-03 	-1.86732e-03 	
-1.28838e-01 	-4.33032e-02 	-1.45988e-02 	-4.99278e-03 	-1.98894e-03 	
-1.31285e-01 	-4.41227e-02 	-1.48742e-02 	-5.08501e-03 	-2.02093e-03 	
-1.25929e-01 	-4.23203e-02 	-1.42658e-02 	-4.87530e-03 	-1.93341e-03 	
-1.10821e-01 	-3.72413e-02 	-1.25532e-02 	-4.28871e-03 	-1.69765e-03 	
-8.48682e-02 	-2.85186e-02 	-9.61261e-03 	-3.28333e-03 	-1.29782e-03 	
-4.88988e-02 	-1.64312e-02 	-5.53826e-03 	-1.89139e-03 	-7.46921e-04 	
-6.39037e-03 	-2.14731e-03 	-7.23757e-04 	-2.47158e-04 	-9.75676e-05 	
3.70172e-02 	1.24387e-02 	4.19252e-03 	1.43176e-03 	5.65318e-04 	
7.53607e-02 	2.53236e-02 	8.53560e-03 	2.91531e-03 	1.15197e-03 	
1.04417e-01 	3.50885e-02 	1.18274e-02 	4.04045e-03 	1.59863e-03 	
1.22623e-01 	4.12086e-02 	1.38909e-02 	4.74673e-03 	1.88134e-03 	
1.30627e-01 	4.39009e-02 	1.47992e-02 	5.05882e-03 	2.00921e-03 	
1.30229e-01 	4.37699e-02 	1.47559e-02 	5.04593e-03 	2.00872e-03 	
