3	252.61966168544768
5	369.26299311952477
7	494.80543605929773
9	622.371992757382
11	747.688264662946
13	868.2345714710527
15	982.511964425633
17	1089.6417390638585
19	1189.1529761283855
21	1280.8625392767497
23	1364.7986122112777
25	1441.1464001152294
27	1510.2075154703214
29	1572.3662005577255
31	1628.061718186684
33	1677.7658195566817
35	1721.963423901514
37	1761.1393649169431
39	1795.764965421821
41	1826.2920035799132
43	1853.1460658640508
45	1876.7224568553943
47	1897.3856566989432
49	1915.4683176601743
51	1931.271965052534
53	1945.067831519744
55	1957.0987553638938
57	1967.5811219890932
59	1976.707950358551
61	1984.6483293629747
63	1991.552732809816
65	1997.5537084104922
67	2002.7667477925984
69	2007.2937416178675
71	2011.223481953903
73	2014.6341110417766
75	2017.5931722824826
77	2020.1603369093502
79	2022.3865620490901
81	2024.3169900209223
83	2025.9907436035328
85	2027.4419641275467
