3	230.58649324261162
5	291.0110518205267
7	-729.9425231529718
9	-10262.398788750404
11	687.1839024588141
13	1247.9602254965812
15	1172.4872432561876
17	1197.083613765353
19	1251.8282212601814
21	1317.8059716246255
23	1386.6558107825495
25	1454.0929705399928
27	1517.8370568072096
29	1576.9118232737778
31	1630.7548445979473
33	1700.222514130266
35	1722.9090421516444
37	1761.700827676826
39	1796.098755026032
41	1826.4911251747972
43	1853.2653333611902
45	1876.7946613804554
47	1897.4296747751805
49	1915.4953169418725
51	1931.2888925321738
53	1945.0685924769286
55	1957.203965578899
57	1968.1663698833822
59	1813.8838198620858
61	664.165823161569
63	539.3140299920033
65	478.5698802692323
67	439.76074582323645
69	411.9687281373277
71	390.7607563925318
73	373.93415394809847
75	360.21873134274995
77	348.81976677797985
79	339.178935340271
81	330.9343374585333
83	323.8412091165015
85	317.6830460826787
