-1.198436e+17	-4.137605e+16	2.866537e+16	8.900264e+16	1.400031e+17	1.826917e+17	2.182700e+17	2.478980e+17	2.726066e+17	2.932756e+17	3.106391e+17	3.253036e+17	3.377678e+17	3.484425e+17	3.576675e+17	3.657261e+17	3.728572e+17	3.792646e+17	3.851256e+17	3.905971e+17	3.958214e+17	4.009305e+17	4.060509e+17	4.113062e+17	4.168215e+17	4.227257e+17	4.291550e+17	4.362560e+17	4.441887e+17	4.531299e+17	4.632766e+17	4.748493e+17	4.880960e+17	5.032962e+17	5.207641e+17	5.408526e+17	5.639564e+17	5.905140e+17	6.210079e+17	6.559624e+17	6.959358e+17	7.415061e+17	7.932428e+17	8.516609e+17	9.171415e+17	9.898002e+17	1.069268e+18	1.154323e+18	1.242271e+18	1.327880e+18	1.401546e+18	
-3.587299e+32	-3.080837e+32	-2.645879e+32	-2.272329e+32	-1.951518e+32	-1.675999e+32	-1.439379e+32	-1.236165e+32	-1.061642e+32	-9.117580e+31	-7.830352e+31	-6.724859e+31	-5.775443e+31	-4.960069e+31	-4.259814e+31	-3.658425e+31	-3.141944e+31	-2.698385e+31	-2.317453e+31	-1.990306e+31	-1.709352e+31	-1.468071e+31	-1.260863e+31	-1.082918e+31	-9.301058e+30	-7.988809e+30	-6.861972e+30	-5.894395e+30	-5.063621e+30	-4.350369e+30	-3.738084e+30	-3.212557e+30	-2.761590e+30	-2.374717e+30	-2.042959e+30	-1.758616e+30	-1.515088e+30	-1.306725e+30	-1.128689e+30	-9.768487e+29	-8.476803e+29	-7.381857e+29	-6.458237e+29	-5.684506e+29	-5.042706e+29	-4.517944e+29	-4.098038e+29	-3.773243e+29	-3.536022e+29	-3.380869e+29	-3.304182e+29	
-7.167326e+32	-6.155430e+32	-5.286395e+32	-4.540053e+32	-3.899080e+32	-3.348602e+32	-2.875841e+32	-2.469825e+32	-2.121132e+32	-1.821668e+32	-1.564483e+32	-1.343609e+32	-1.153918e+32	-9.910085e+31	-8.510994e+31	-7.309435e+31	-6.277520e+31	-5.391301e+31	-4.630208e+31	-3.976578e+31	-3.415240e+31	-2.933167e+31	-2.519170e+31	-2.163640e+31	-1.858326e+31	-1.596143e+31	-1.371004e+31	-1.177684e+31	-1.011698e+31	-8.691920e+30	-7.468592e+30	-6.418603e+30	-5.517583e+30	-4.744621e+30	-4.081777e+30	-3.513667e+30	-3.027106e+30	-2.610801e+30	-2.255090e+30	-1.951718e+30	-1.693643e+30	-1.474875e+30	-1.290338e+30	-1.135749e+30	-1.007519e+30	-9.026730e+29	-8.187770e+29	-7.538839e+29	-7.064878e+29	-6.754885e+29	-6.601667e+29	
-1.073283e+33	-9.217553e+32	-7.916203e+32	-6.798579e+32	-5.838744e+32	-5.014420e+32	-4.306476e+32	-3.698482e+32	-3.176325e+32	-2.727888e+32	-2.342762e+32	-2.012010e+32	-1.727954e+32	-1.484003e+32	-1.274493e+32	-1.094564e+32	-9.400379e+31	-8.073295e+31	-6.933584e+31	-5.954794e+31	-5.114210e+31	-4.392321e+31	-3.772374e+31	-3.239980e+31	-2.782783e+31	-2.390171e+31	-2.053033e+31	-1.763543e+31	-1.514984e+31	-1.301586e+31	-1.118397e+31	-9.611646e+30	-8.262399e+30	-7.104914e+30	-6.112327e+30	-5.261601e+30	-4.532991e+30	-3.909588e+30	-3.376923e+30	-2.922633e+30	-2.536174e+30	-2.208577e+30	-1.932239e+30	-1.700747e+30	-1.508727e+30	-1.351723e+30	-1.226091e+30	-1.128916e+30	-1.057942e+30	-1.011522e+30	-9.885779e+29	
-1.427662e+33	-1.226102e+33	-1.052998e+33	-9.043343e+32	-7.766588e+32	-6.670088e+32	-5.728395e+32	-4.919651e+32	-4.225088e+32	-3.628585e+32	-3.116298e+32	-2.676338e+32	-2.298492e+32	-1.973992e+32	-1.695307e+32	-1.455968e+32	-1.250421e+32	-1.073895e+32	-9.222924e+31	-7.920956e+31	-6.802826e+31	-5.842584e+31	-5.017941e+31	-4.309761e+31	-3.701605e+31	-3.179361e+31	-2.730906e+31	-2.345833e+31	-2.015204e+31	-1.731346e+31	-1.487671e+31	-1.278523e+31	-1.099049e+31	-9.450824e+30	-8.130503e+30	-6.998883e+30	-6.029700e+30	-5.200461e+30	-4.491920e+30	-3.887631e+30	-3.373571e+30	-2.937808e+30	-2.570228e+30	-2.262301e+30	-2.006880e+30	-1.798037e+30	-1.630924e+30	-1.501663e+30	-1.407255e+30	-1.345507e+30	-1.314988e+30	
-1.779153e+33	-1.527969e+33	-1.312247e+33	-1.126982e+33	-9.678727e+32	-8.312268e+32	-7.138729e+32	-6.130872e+32	-5.265308e+32	-4.521945e+32	-3.883533e+32	-3.335254e+32	-2.864382e+32	-2.459991e+32	-2.112693e+32	-1.814429e+32	-1.558275e+32	-1.338288e+32	-1.149361e+32	-9.871101e+31	-8.477687e+31	-7.281031e+31	-6.253362e+31	-5.370827e+31	-4.612943e+31	-3.962121e+31	-3.403256e+31	-2.923378e+31	-2.511348e+31	-2.157604e+31	-1.853936e+31	-1.593296e+31	-1.369635e+31	-1.177762e+31	-1.013224e+31	-8.722013e+30	-7.514217e+30	-6.480818e+30	-5.597833e+30	-4.844769e+30	-4.204146e+30	-3.661098e+30	-3.203020e+30	-2.819281e+30	-2.500975e+30	-2.240715e+30	-2.032459e+30	-1.871374e+30	-1.753722e+30	-1.676772e+30	-1.638739e+30	
-2.127051e+33	-1.826750e+33	-1.568846e+33	-1.347354e+33	-1.157132e+33	-9.937662e+32	-8.534647e+32	-7.329713e+32	-6.294894e+32	-5.406174e+32	-4.642925e+32	-3.987435e+32	-3.424488e+32	-2.941021e+32	-2.525812e+32	-2.169225e+32	-1.862983e+32	-1.599979e+32	-1.374109e+32	-1.180131e+32	-1.013543e+32	-8.704776e+31	-7.476154e+31	-6.421046e+31	-5.514965e+31	-4.736881e+31	-4.068735e+31	-3.495020e+31	-3.002421e+31	-2.579506e+31	-2.216458e+31	-1.904852e+31	-1.637456e+31	-1.408064e+31	-1.211351e+31	-1.042753e+31	-8.983558e+30	-7.748088e+30	-6.692442e+30	-5.792122e+30	-5.026232e+30	-4.376995e+30	-3.829344e+30	-3.370568e+30	-2.990020e+30	-2.678867e+30	-2.429889e+30	-2.237305e+30	-2.096647e+30	-2.004651e+30	-1.959180e+30	
-2.470661e+33	-2.121849e+33	-1.822282e+33	-1.565009e+33	-1.344059e+33	-1.154302e+33	-9.913359e+32	-8.513776e+32	-7.311790e+32	-6.279503e+32	-5.392957e+32	-4.631577e+32	-3.977690e+32	-3.416122e+32	-2.933839e+32	-2.519648e+32	-2.163935e+32	-1.858444e+32	-1.596087e+32	-1.370773e+32	-1.177273e+32	-1.011097e+32	-8.683874e+31	-7.458321e+31	-6.405869e+31	-5.502090e+31	-4.726010e+31	-4.059616e+31	-3.487441e+31	-2.996207e+31	-2.574511e+31	-2.212568e+31	-1.901976e+31	-1.635527e+31	-1.407036e+31	-1.211202e+31	-1.043479e+31	-8.999737e+30	-7.773559e+30	-6.727799e+30	-5.838184e+30	-5.084068e+30	-4.447947e+30	-3.915060e+30	-3.473037e+30	-3.111620e+30	-2.822420e+30	-2.598726e+30	-2.435346e+30	-2.328488e+30	-2.275672e+30	
-2.809300e+33	-2.412678e+33	-2.072052e+33	-1.779516e+33	-1.528281e+33	-1.312516e+33	-1.127213e+33	-9.680710e+32	-8.313974e+32	-7.140198e+32	-6.132138e+32	-5.266400e+32	-4.522889e+32	-3.884350e+32	-3.335963e+32	-2.865001e+32	-2.460532e+32	-2.113171e+32	-1.814853e+32	-1.558657e+32	-1.338635e+32	-1.149682e+32	-9.874122e+31	-8.480590e+31	-7.283884e+31	-6.256230e+31	-5.373777e+31	-4.616043e+31	-3.965444e+31	-3.406879e+31	-2.927384e+31	-2.515831e+31	-2.162668e+31	-1.859699e+31	-1.599891e+31	-1.377215e+31	-1.186502e+31	-1.023328e+31	-8.839035e+30	-7.649939e+30	-6.638390e+30	-5.780911e+30	-5.057601e+30	-4.451674e+30	-3.949066e+30	-3.538111e+30	-3.209273e+30	-2.954918e+30	-2.769145e+30	-2.647640e+30	-2.587585e+30	
-3.142300e+33	-2.698664e+33	-2.317662e+33	-1.990450e+33	-1.709435e+33	-1.468094e+33	-1.260826e+33	-1.082821e+33	-9.299469e+32	-7.986559e+32	-6.859009e+32	-5.890651e+32	-5.059008e+32	-4.344781e+32	-3.731391e+32	-3.204603e+32	-2.752191e+32	-2.363655e+32	-2.029976e+32	-1.743412e+32	-1.497310e+32	-1.285959e+32	-1.104455e+32	-9.485834e+31	-8.147277e+31	-6.997810e+31	-6.010756e+31	-5.163205e+31	-4.435487e+31	-3.810713e+31	-3.274381e+31	-2.814045e+31	-2.419019e+31	-2.080137e+31	-1.789533e+31	-1.540462e+31	-1.327144e+31	-1.144628e+31	-9.886768e+30	-8.556722e+30	-7.425269e+30	-6.466149e+30	-5.657103e+30	-4.979352e+30	-4.417167e+30	-3.957500e+30	-3.589683e+30	-3.305179e+30	-3.097384e+30	-2.961478e+30	-2.894304e+30	
