-1.96403e-14 	-1.87629e-14 	-1.78863e-14 	-1.70105e-14 	-1.61355e-14 	-1.52611e-14 	-1.43875e-14 	-1.35144e-14 	-1.26419e-14 	-1.17699e-14 	-1.08985e-14 	-1.00275e-14 	-9.15702e-15 	-8.28693e-15 	-7.41724e-15 	-6.54795e-15 	-5.67904e-15 	-4.81048e-15 	-3.94229e-15 	-3.07443e-15 	-2.20692e-15 	-1.33975e-15 	-4.72910e-16 	3.93591e-16 	1.25975e-15 	2.12557e-15 	2.99104e-15 	3.85616e-15 	4.72090e-15 	5.58528e-15 	6.44926e-15 	7.31283e-15 	8.17599e-15 	9.03871e-15 	9.90097e-15 	1.07628e-14 	1.16241e-14 	1.24849e-14 	1.33451e-14 	1.42049e-14 	1.50641e-14 	1.59229e-14 	1.67812e-14 	1.76392e-14 	1.84968e-14 	
5.95685e-02 	6.59518e-02 	7.23350e-02 	7.87183e-02 	8.51015e-02 	9.14848e-02 	9.78680e-02 	1.04251e-01 	1.10635e-01 	1.17018e-01 	1.23401e-01 	1.29784e-01 	1.36168e-01 	1.42551e-01 	1.48934e-01 	1.55317e-01 	1.61701e-01 	1.68084e-01 	1.74467e-01 	1.80850e-01 	1.87234e-01 	1.93617e-01 	2.00000e-01 	2.06383e-01 	2.12766e-01 	2.19150e-01 	2.25533e-01 	2.31916e-01 	2.38299e-01 	2.44683e-01 	2.51066e-01 	2.57449e-01 	2.63832e-01 	2.70216e-01 	2.76599e-01 	2.82982e-01 	2.89365e-01 	2.95749e-01 	3.02132e-01 	3.08515e-01 	3.14898e-01 	3.21282e-01 	3.27665e-01 	3.34048e-01 	3.40431e-01 	
1.19142e-01 	1.31909e-01 	1.44675e-01 	1.57441e-01 	1.70207e-01 	1.82974e-01 	1.95740e-01 	2.08506e-01 	2.21272e-01 	2.34039e-01 	2.46805e-01 	2.59571e-01 	2.72337e-01 	2.85104e-01 	2.97870e-01 	3.10636e-01 	3.23402e-01 	3.36169e-01 	3.48935e-01 	3.61701e-01 	3.74467e-01 	3.87234e-01 	4.00000e-01 	4.12766e-01 	4.25533e-01 	4.38299e-01 	4.51065e-01 	4.63831e-01 	4.76598e-01 	4.89364e-01 	5.02130e-01 	5.14896e-01 	5.27663e-01 	5.40429e-01 	5.53195e-01 	5.65961e-01 	5.78728e-01 	5.91494e-01 	6.04260e-01 	6.17026e-01 	6.29793e-01 	6.42559e-01 	6.55325e-01 	6.68091e-01 	6.80858e-01 	
1.78727e-01 	1.97876e-01 	2.17025e-01 	2.36173e-01 	2.55322e-01 	2.74471e-01 	2.93620e-01 	3.12768e-01 	3.31917e-01 	3.51066e-01 	3.70215e-01 	3.89364e-01 	4.08512e-01 	4.27661e-01 	4.46810e-01 	4.65959e-01 	4.85107e-01 	5.04256e-01 	5.23405e-01 	5.42554e-01 	5.61702e-01 	5.80851e-01 	6.00000e-01 	6.19149e-01 	6.38298e-01 	6.57446e-01 	6.76595e-01 	6.95744e-01 	7.14893e-01 	7.34041e-01 	7.53190e-01 	7.72339e-01 	7.91488e-01 	8.10636e-01 	8.29785e-01 	8.48934e-01 	8.68083e-01 	8.87232e-01 	9.06380e-01 	9.25529e-01 	9.44678e-01 	9.63827e-01 	9.82975e-01 	1.00212e+00 	1.02127e+00 	
2.38328e-01 	2.63858e-01 	2.89389e-01 	3.14919e-01 	3.40450e-01 	3.65981e-01 	3.91511e-01 	4.17042e-01 	4.42572e-01 	4.68103e-01 	4.93633e-01 	5.19164e-01 	5.44694e-01 	5.70225e-01 	5.95756e-01 	6.21286e-01 	6.46817e-01 	6.72347e-01 	6.97878e-01 	7.23408e-01 	7.48939e-01 	7.74469e-01 	8.00000e-01 	8.25531e-01 	8.51061e-01 	8.76592e-01 	9.02122e-01 	9.27653e-01 	9.53183e-01 	9.78714e-01 	1.00424e+00 	1.02978e+00 	1.05531e+00 	1.08084e+00 	1.10637e+00 	1.13190e+00 	1.15743e+00 	1.18296e+00 	1.20849e+00 	1.23402e+00 	1.25955e+00 	1.28508e+00 	1.31061e+00 	1.33614e+00 	1.36167e+00 	
2.97950e-01 	3.29861e-01 	3.61773e-01 	3.93684e-01 	4.25595e-01 	4.57507e-01 	4.89418e-01 	5.21330e-01 	5.53241e-01 	5.85152e-01 	6.17064e-01 	6.48975e-01 	6.80886e-01 	7.12798e-01 	7.44709e-01 	7.76620e-01 	8.08532e-01 	8.40443e-01 	8.72355e-01 	9.04266e-01 	9.36177e-01 	9.68089e-01 	1.00000e+00 	1.03191e+00 	1.06382e+00 	1.09573e+00 	1.12765e+00 	1.15956e+00 	1.19147e+00 	1.22338e+00 	1.25529e+00 	1.28720e+00 	1.31911e+00 	1.35103e+00 	1.38294e+00 	1.41485e+00 	1.44676e+00 	1.47867e+00 	1.51058e+00 	1.54249e+00 	1.57440e+00 	1.60632e+00 	1.63823e+00 	1.67014e+00 	1.70205e+00 	
3.57599e-01 	3.95890e-01 	4.34181e-01 	4.72472e-01 	5.10763e-01 	5.49054e-01 	5.87345e-01 	6.25636e-01 	6.63927e-01 	7.02218e-01 	7.40509e-01 	7.78800e-01 	8.17090e-01 	8.55381e-01 	8.93672e-01 	9.31963e-01 	9.70254e-01 	1.00855e+00 	1.04684e+00 	1.08513e+00 	1.12342e+00 	1.16171e+00 	1.20000e+00 	1.23829e+00 	1.27658e+00 	1.31487e+00 	1.35316e+00 	1.39145e+00 	1.42975e+00 	1.46804e+00 	1.50633e+00 	1.54462e+00 	1.58291e+00 	1.62120e+00 	1.65949e+00 	1.69778e+00 	1.73607e+00 	1.77436e+00 	1.81266e+00 	1.85095e+00 	1.88924e+00 	1.92753e+00 	1.96582e+00 	2.00411e+00 	2.04240e+00 	
4.17280e-01 	4.61950e-01 	5.06619e-01 	5.51288e-01 	5.95957e-01 	6.40626e-01 	6.85295e-01 	7.29964e-01 	7.74633e-01 	8.19302e-01 	8.63971e-01 	9.08640e-01 	9.53309e-01 	9.97978e-01 	1.04265e+00 	1.08732e+00 	1.13199e+00 	1.17665e+00 	1.22132e+00 	1.26599e+00 	1.31066e+00 	1.35533e+00 	1.40000e+00 	1.44467e+00 	1.48934e+00 	1.53401e+00 	1.57868e+00 	1.62335e+00 	1.66801e+00 	1.71268e+00 	1.75735e+00 	1.80202e+00 	1.84669e+00 	1.89136e+00 	1.93603e+00 	1.98070e+00 	2.02537e+00 	2.07004e+00 	2.11471e+00 	2.15937e+00 	2.20404e+00 	2.24871e+00 	2.29338e+00 	2.33805e+00 	2.38272e+00 	
4.76999e-01 	5.28045e-01 	5.79090e-01 	6.30136e-01 	6.81181e-01 	7.32227e-01 	7.83272e-01 	8.34318e-01 	8.85363e-01 	9.36409e-01 	9.87454e-01 	1.03850e+00 	1.08955e+00 	1.14059e+00 	1.19164e+00 	1.24268e+00 	1.29373e+00 	1.34477e+00 	1.39582e+00 	1.44686e+00 	1.49791e+00 	1.54895e+00 	1.60000e+00 	1.65105e+00 	1.70209e+00 	1.75314e+00 	1.80418e+00 	1.85523e+00 	1.90627e+00 	1.95732e+00 	2.00836e+00 	2.05941e+00 	2.11045e+00 	2.16150e+00 	2.21255e+00 	2.26359e+00 	2.31464e+00 	2.36568e+00 	2.41673e+00 	2.46777e+00 	2.51882e+00 	2.56986e+00 	2.62091e+00 	2.67196e+00 	2.72300e+00 	
5.36762e-01 	5.94182e-01 	6.51602e-01 	7.09021e-01 	7.66441e-01 	8.23861e-01 	8.81281e-01 	9.38701e-01 	9.96121e-01 	1.05354e+00 	1.11096e+00 	1.16838e+00 	1.22580e+00 	1.28322e+00 	1.34064e+00 	1.39806e+00 	1.45548e+00 	1.51290e+00 	1.57032e+00 	1.62774e+00 	1.68516e+00 	1.74258e+00 	1.80000e+00 	1.85742e+00 	1.91484e+00 	1.97226e+00 	2.02968e+00 	2.08710e+00 	2.14452e+00 	2.20194e+00 	2.25936e+00 	2.31678e+00 	2.37420e+00 	2.43162e+00 	2.48904e+00 	2.54646e+00 	2.60388e+00 	2.66130e+00 	2.71872e+00 	2.77614e+00 	2.83356e+00 	2.89098e+00 	2.94840e+00 	3.00582e+00 	3.06324e+00 	
