-6.222165e-16	-6.240456e-16	-6.270936e-16	
-6.996493e-03	-6.622494e-03	-6.347396e-03	
-1.398608e-02	-1.323814e-02	-1.268789e-02	
-2.096185e-02	-1.984007e-02	-1.901455e-02	
-2.791686e-02	-2.642139e-02	-2.532044e-02	
-3.484411e-02	-3.297517e-02	-3.159856e-02	
-4.173656e-02	-3.949441e-02	-3.784187e-02	
-4.858710e-02	-4.597207e-02	-4.404326e-02	
-5.538854e-02	-5.240100e-02	-5.019552e-02	
-6.213356e-02	-5.877396e-02	-5.629136e-02	
-6.881477e-02	-6.508358e-02	-6.232336e-02	
-7.542461e-02	-7.132240e-02	-6.828398e-02	
-8.195539e-02	-7.748277e-02	-7.416554e-02	
-8.839927e-02	-8.355691e-02	-7.996019e-02	
-9.474821e-02	-8.953684e-02	-8.565989e-02	
-1.009940e-01	-9.541442e-02	-9.125643e-02	
-1.071281e-01	-1.011813e-01	-9.674136e-02	
-1.131420e-01	-1.068287e-01	-1.021060e-01	
-1.190266e-01	-1.123480e-01	-1.073415e-01	
-1.247728e-01	-1.177300e-01	-1.124386e-01	
-1.303711e-01	-1.229652e-01	-1.173878e-01	
-1.358116e-01	-1.280439e-01	-1.221794e-01	
-1.410841e-01	-1.329560e-01	-1.268031e-01	
-1.461783e-01	-1.376911e-01	-1.312485e-01	
-1.510831e-01	-1.422385e-01	-1.355047e-01	
-1.557872e-01	-1.465867e-01	-1.395604e-01	
-1.602788e-01	-1.507242e-01	-1.434039e-01	
-1.645457e-01	-1.546389e-01	-1.470228e-01	
-1.685750e-01	-1.583179e-01	-1.504045e-01	
-1.723536e-01	-1.617483e-01	-1.535357e-01	
-1.758674e-01	-1.649161e-01	-1.564026e-01	
-1.791021e-01	-1.678070e-01	-1.589906e-01	
-1.820423e-01	-1.704060e-01	-1.612847e-01	
-1.846723e-01	-1.726974e-01	-1.632691e-01	
-1.869754e-01	-1.746646e-01	-1.649271e-01	
-1.889343e-01	-1.762905e-01	-1.662415e-01	
-1.905307e-01	-1.775569e-01	-1.671940e-01	
-1.917453e-01	-1.784449e-01	-1.677656e-01	
-1.925582e-01	-1.789345e-01	-1.679362e-01	
-1.929481e-01	-1.790048e-01	-1.676847e-01	
-1.928929e-01	-1.786337e-01	-1.669889e-01	
-1.923691e-01	-1.777980e-01	-1.658256e-01	
-1.913521e-01	-1.764733e-01	-1.641701e-01	
-1.898160e-01	-1.746338e-01	-1.619966e-01	
-1.877333e-01	-1.722525e-01	-1.592779e-01	
-1.850751e-01	-1.693007e-01	-1.559849e-01	
-1.818111e-01	-1.657481e-01	-1.520874e-01	
-1.779089e-01	-1.615627e-01	-1.475532e-01	
-1.733345e-01	-1.567108e-01	-1.423483e-01	
-1.680519e-01	-1.511567e-01	-1.364367e-01	
-1.620229e-01	-1.448624e-01	-1.297803e-01	
-1.552071e-01	-1.377879e-01	-1.223388e-01	
-1.475617e-01	-1.298906e-01	-1.140694e-01	
-1.390413e-01	-1.211255e-01	-1.049267e-01	
-1.295976e-01	-1.114447e-01	-9.486251e-02	
