-2.814112e-15	-3.067309e-15	-3.434700e-15	
-4.792143e+00	-4.759358e+00	-4.837034e+00	
-9.574341e+00	-9.508877e+00	-9.664105e+00	
-1.433668e+01	-1.423875e+01	-1.447128e+01	
-1.906930e+01	-1.893921e+01	-1.924868e+01	
-2.376244e+01	-2.360061e+01	-2.398652e+01	
-2.840644e+01	-2.821338e+01	-2.867512e+01	
-3.299179e+01	-3.276812e+01	-3.330496e+01	
-3.750915e+01	-3.725558e+01	-3.786668e+01	
-4.194939e+01	-4.166673e+01	-4.235111e+01	
-4.630359e+01	-4.599273e+01	-4.674932e+01	
-5.056308e+01	-5.022502e+01	-5.105262e+01	
-5.471949e+01	-5.435528e+01	-5.525261e+01	
-5.876472e+01	-5.837553e+01	-5.934116e+01	
-6.269102e+01	-6.227805e+01	-6.331050e+01	
-6.649095e+01	-6.605551e+01	-6.715315e+01	
-7.015745e+01	-6.970091e+01	-7.086205e+01	
-7.368387e+01	-7.320764e+01	-7.443049e+01	
-7.706392e+01	-7.656949e+01	-7.785216e+01	
-8.029174e+01	-7.978064e+01	-8.112117e+01	
-8.336192e+01	-8.283573e+01	-8.423207e+01	
-8.626948e+01	-8.572981e+01	-8.717984e+01	
-8.900989e+01	-8.845840e+01	-8.995994e+01	
-9.157912e+01	-9.101748e+01	-9.256826e+01	
-9.397359e+01	-9.340350e+01	-9.500121e+01	
-9.619020e+01	-9.561338e+01	-9.725565e+01	
-9.822637e+01	-9.764454e+01	-9.932894e+01	
-1.000800e+02	-9.949488e+01	-1.012189e+02	
-1.017494e+02	-1.011628e+02	-1.029240e+02	
-1.032336e+02	-1.026471e+02	-1.044430e+02	
-1.045319e+02	-1.039473e+02	-1.057752e+02	
-1.056443e+02	-1.050632e+02	-1.069205e+02	
-1.065709e+02	-1.059950e+02	-1.078792e+02	
-1.073128e+02	-1.067437e+02	-1.086521e+02	
-1.078713e+02	-1.073106e+02	-1.092405e+02	
-1.082481e+02	-1.076973e+02	-1.096461e+02	
-1.084454e+02	-1.079061e+02	-1.098712e+02	
-1.084661e+02	-1.079397e+02	-1.099184e+02	
-1.083132e+02	-1.078010e+02	-1.097907e+02	
-1.079903e+02	-1.074936e+02	-1.094917e+02	
-1.075012e+02	-1.070214e+02	-1.090254e+02	
-1.068504e+02	-1.063885e+02	-1.083958e+02	
-1.060426e+02	-1.055998e+02	-1.076078e+02	
-1.050827e+02	-1.046600e+02	-1.066663e+02	
-1.039761e+02	-1.035745e+02	-1.055767e+02	
-1.027286e+02	-1.023489e+02	-1.043446e+02	
-1.013461e+02	-1.009890e+02	-1.029759e+02	
-9.983476e+01	-9.950108e+01	-1.014767e+02	
-9.820109e+01	-9.789138e+01	-9.985364e+01	
-9.645176e+01	-9.616652e+01	-9.811322e+01	
-9.459362e+01	-9.433328e+01	-9.626231e+01	
-9.263371e+01	-9.239858e+01	-9.430792e+01	
-9.057921e+01	-9.036951e+01	-9.225720e+01	
-8.843738e+01	-8.825326e+01	-9.011741e+01	
-8.621562e+01	-8.605712e+01	-8.789593e+01	
-8.392136e+01	-8.378844e+01	-8.560018e+01	
-8.156209e+01	-8.145462e+01	-8.323763e+01	
-7.914532e+01	-7.906307e+01	-8.081580e+01	
-7.667853e+01	-7.662120e+01	-7.834217e+01	
-7.416918e+01	-7.413638e+01	-7.582421e+01	
-7.162469e+01	-7.161594e+01	-7.326932e+01	
-6.905237e+01	-6.906712e+01	-7.068486e+01	
-6.645946e+01	-6.649709e+01	-6.807806e+01	
-6.385305e+01	-6.391287e+01	-6.545604e+01	
-6.124012e+01	-6.132135e+01	-6.282579e+01	
-5.862745e+01	-5.872927e+01	-6.019414e+01	
-5.602166e+01	-5.614318e+01	-5.756772e+01	
-5.342916e+01	-5.356943e+01	-5.495300e+01	
-5.085614e+01	-5.101417e+01	-5.235619e+01	
-4.830857e+01	-4.848332e+01	-4.978332e+01	
-4.579216e+01	-4.598254e+01	-4.724013e+01	
-4.331236e+01	-4.351724e+01	-4.473212e+01	
-4.087433e+01	-4.109258e+01	-4.226454e+01	
-3.848297e+01	-3.871339e+01	-3.984231e+01	
-3.614287e+01	-3.638426e+01	-3.747009e+01	
-3.385830e+01	-3.410944e+01	-3.515223e+01	
-3.163324e+01	-3.189291e+01	-3.289278e+01	
-2.947134e+01	-2.973829e+01	-3.069544e+01	
-2.737592e+01	-2.764892e+01	-2.856362e+01	
-2.534998e+01	-2.562779e+01	-2.650039e+01	
-2.339619e+01	-2.367758e+01	-2.450851e+01	
-2.151689e+01	-2.180065e+01	-2.259039e+01	
-1.971407e+01	-1.999901e+01	-2.074812e+01	
-1.798942e+01	-1.827437e+01	-1.898345e+01	
-1.634429e+01	-1.662810e+01	-1.729783e+01	
-1.477970e+01	-1.506125e+01	-1.569236e+01	
-1.329636e+01	-1.357458e+01	-1.416785e+01	
-1.189466e+01	-1.216851e+01	-1.272478e+01	
-1.057471e+01	-1.084320e+01	-1.136334e+01	
-9.336298e+00	-9.598468e+00	-1.008341e+01	
-8.178937e+00	-8.433892e+00	-8.884590e+00	
-7.101863e+00	-7.348757e+00	-7.766209e+00	
-6.104047e+00	-6.342089e+00	-6.727324e+00	
-5.184208e+00	-5.412663e+00	-5.766741e+00	
-4.340825e+00	-4.559019e+00	-4.883024e+00	
-3.572148e+00	-3.779469e+00	-4.074508e+00	
-2.876216e+00	-3.072115e+00	-3.339314e+00	
-2.250871e+00	-2.434862e+00	-2.675363e+00	
-1.693770e+00	-1.865433e+00	-2.080391e+00	
-1.202402e+00	-1.361383e+00	-1.551961e+00	
-7.741054e-01	-9.201174e-01	-1.087484e+00	
-4.060819e-01	-5.389027e-01	-6.842308e-01	
-9.541322e-02	-2.148870e-01	-3.393480e-01	
1.609226e-01	5.488623e-02	-4.987625e-02	
3.660346e-01	2.734616e-01	1.872353e-01	
5.231032e-01	4.439558e-01	3.751122e-01	
6.353633e-01	5.695421e-01	5.169394e-01	
7.060891e-01	6.534341e-01	6.159446e-01	
7.385776e-01	6.988703e-01	6.753832e-01	
7.361337e-01	7.090994e-01	6.985226e-01	
7.020548e-01	6.873647e-01	6.886276e-01	
6.396162e-01	6.368901e-01	6.489457e-01	
5.520571e-01	5.608663e-01	5.826925e-01	
4.425668e-01	4.624366e-01	4.930391e-01	
3.142714e-01	3.446849e-01	3.830981e-01	
1.702221e-01	2.106228e-01	2.559118e-01	
1.338258e-02	6.317826e-02	1.144402e-01	
-1.533814e-01	-9.481531e-02	-3.844983e-02	
-3.273124e-01	-2.606294e-01	-1.999953e-01	
-5.057712e-01	-4.316495e-01	-3.675460e-01	
-6.862448e-01	-6.053842e-01	-5.385740e-01	
-8.663550e-01	-7.794725e-01	-7.106809e-01	
-1.043865e+00	-9.516911e-01	-8.816053e-01	
-1.216684e+00	-1.119960e+00	-1.049229e+00	
-1.382878e+00	-1.282349e+00	-1.211583e+00	
-1.540665e+00	-1.437080e+00	-1.366849e+00	
-1.688427e+00	-1.582534e+00	-1.513369e+00	
-1.824708e+00	-1.717247e+00	-1.649642e+00	
-1.948218e+00	-1.839922e+00	-1.774329e+00	
-2.057831e+00	-1.949420e+00	-1.886253e+00	
-2.152587e+00	-2.044765e+00	-1.984400e+00	
-2.231692e+00	-2.125144e+00	-2.067918e+00	
-2.294515e+00	-2.189903e+00	-2.136116e+00	
-2.340584e+00	-2.238544e+00	-2.188459e+00	
-2.369585e+00	-2.270727e+00	-2.224571e+00	
-2.381357e+00	-2.286259e+00	-2.244223e+00	
-2.375890e+00	-2.285097e+00	-2.247337e+00	
-2.353315e+00	-2.267335e+00	-2.233976e+00	
-2.313901e+00	-2.233205e+00	-2.204339e+00	
-2.258047e+00	-2.183067e+00	-2.158753e+00	
-2.186278e+00	-2.117404e+00	-2.097673e+00	
-2.099232e+00	-2.036813e+00	-2.021667e+00	
-1.997658e+00	-1.941999e+00	-1.931412e+00	
-1.882403e+00	-1.833764e+00	-1.827684e+00	
-1.754406e+00	-1.713001e+00	-1.711353e+00	
-1.614689e+00	-1.580687e+00	-1.583372e+00	
-1.464345e+00	-1.437869e+00	-1.444765e+00	
-1.304530e+00	-1.285658e+00	-1.296625e+00	
-1.136456e+00	-1.125220e+00	-1.140099e+00	
-9.613784e-01	-9.577640e-01	-9.763783e-01	
-7.805867e-01	-7.845364e-01	-8.066943e-01	
