5.968265e+20	5.413677e+20	4.967438e+20	4.592495e+20	4.269040e+20	3.986045e+20	3.736885e+20	3.517118e+20	3.323383e+20	3.152876e+20	3.003111e+20	2.871818e+20	2.756904e+20	2.656444e+20	2.568672e+20	2.491976e+20	2.424900e+20	2.366125e+20	2.314467e+20	2.268859e+20	2.228339e+20	2.192041e+20	2.159174e+20	2.129014e+20	2.100888e+20	2.074163e+20	2.048231e+20	2.022498e+20	1.996369e+20	1.969234e+20	1.940458e+20	1.909361e+20	1.875200e+20	1.837158e+20	1.794312e+20	1.745615e+20	1.689866e+20	1.625671e+20	1.551409e+20	1.465172e+20	1.364712e+20	1.247359e+20	1.109930e+20	9.486053e+19	7.587783e+19	5.348571e+19	2.700054e+19	-4.420309e+18	-4.182554e+19	-8.653562e+19	-1.402368e+20	-2.051194e+20	-2.840887e+20	-3.810934e+20	-5.016568e+20	
-1.014547e+35	-8.714783e+34	-7.486358e+34	-6.431684e+34	-5.526283e+34	-4.749141e+34	-4.082223e+34	-3.510049e+34	-3.019340e+34	-2.598706e+34	-2.238386e+34	-1.930017e+34	-1.666442e+34	-1.441543e+34	-1.250101e+34	-1.087672e+34	-9.504874e+33	-8.353626e+33	-7.396257e+33	-6.610548e+33	-5.978263e+33	-5.484728e+33	-5.118489e+33	-4.871044e+33	-4.736651e+33	-4.712192e+33	-4.797098e+33	-4.993340e+33	-5.305472e+33	-5.740739e+33	-6.309243e+33	-7.024179e+33	-7.902138e+33	-8.963499e+33	-1.023289e+34	-1.173978e+34	-1.351914e+34	-1.561227e+34	-1.806774e+34	-2.094254e+34	-2.430340e+34	-2.822832e+34	-3.280839e+34	-3.814992e+34	-4.437686e+34	-5.163375e+34	-6.008900e+34	-6.993886e+34	-8.141194e+34	-9.477450e+34	-1.103367e+35	-1.284597e+35	-1.495641e+35	-1.741398e+35	-2.027570e+35	
-2.027099e+35	-1.741243e+35	-1.495799e+35	-1.285072e+35	-1.104170e+35	-9.488943e+34	-8.156417e+34	-7.013194e+34	-6.032741e+34	-5.192301e+34	-4.472370e+34	-3.856238e+34	-3.329606e+34	-2.880250e+34	-2.497743e+34	-2.173205e+34	-1.899105e+34	-1.669082e+34	-1.477797e+34	-1.320809e+34	-1.194477e+34	-1.095867e+34	-1.022691e+34	-9.732508e+33	-9.463987e+33	-9.415116e+33	-9.584761e+33	-9.976859e+33	-1.060051e+34	-1.147019e+34	-1.260608e+34	-1.403454e+34	-1.578874e+34	-1.790937e+34	-2.044566e+34	-2.345648e+34	-2.701170e+34	-3.119383e+34	-3.609994e+34	-4.184390e+34	-4.855901e+34	-5.640113e+34	-6.555226e+34	-7.622480e+34	-8.866644e+34	-1.031659e+35	-1.200598e+35	-1.397402e+35	-1.626638e+35	-1.893626e+35	-2.204564e+35	-2.566667e+35	-2.988341e+35	-3.479371e+35	-4.051153e+35	
-3.035665e+35	-2.607584e+35	-2.240022e+35	-1.924449e+35	-1.653541e+35	-1.421009e+35	-1.221458e+35	-1.050255e+35	-9.034283e+34	-7.775690e+34	-6.697562e+34	-5.774879e+34	-4.986225e+34	-4.313296e+34	-3.740475e+34	-3.254466e+34	-2.843990e+34	-2.499521e+34	-2.213063e+34	-1.977968e+34	-1.788779e+34	-1.641107e+34	-1.531523e+34	-1.457484e+34	-1.417272e+34	-1.409953e+34	-1.435358e+34	-1.494077e+34	-1.587471e+34	-1.717709e+34	-1.887813e+34	-2.101732e+34	-2.364429e+34	-2.682003e+34	-3.061824e+34	-3.512706e+34	-4.045115e+34	-4.671407e+34	-5.406118e+34	-6.266300e+34	-7.271916e+34	-8.446306e+34	-9.816727e+34	-1.141498e+35	-1.327817e+35	-1.544953e+35	-1.797946e+35	-2.092668e+35	-2.435958e+35	-2.835785e+35	-3.301427e+35	-3.843692e+35	-4.475166e+35	-5.210504e+35	-6.066772e+35	
-4.038269e+35	-3.468803e+35	-2.979845e+35	-2.560046e+35	-2.199663e+35	-1.890332e+35	-1.624874e+35	-1.397128e+35	-1.201808e+35	-1.034380e+35	-8.909598e+34	-7.682176e+34	-6.633049e+34	-5.737869e+34	-4.975859e+34	-4.329334e+34	-3.783288e+34	-3.325049e+34	-2.943981e+34	-2.631241e+34	-2.379568e+34	-2.183123e+34	-2.037346e+34	-1.938854e+34	-1.885361e+34	-1.875625e+34	-1.909421e+34	-1.987532e+34	-2.111772e+34	-2.285025e+34	-2.511310e+34	-2.795881e+34	-3.145341e+34	-3.567801e+34	-4.073067e+34	-4.672865e+34	-5.381115e+34	-6.214255e+34	-7.191622e+34	-8.335900e+34	-9.673646e+34	-1.123591e+35	-1.305894e+35	-1.518507e+35	-1.766362e+35	-2.055212e+35	-2.391763e+35	-2.783823e+35	-3.240494e+35	-3.772373e+35	-4.391805e+35	-5.113167e+35	-5.953200e+35	-6.931401e+35	-8.070474e+35	
-5.032949e+35	-4.323216e+35	-3.713821e+35	-3.190620e+35	-2.741470e+35	-2.355947e+35	-2.025103e+35	-1.741259e+35	-1.497829e+35	-1.289162e+35	-1.110415e+35	-9.574398e+34	-8.266857e+34	-7.151182e+34	-6.201479e+34	-5.395707e+34	-4.715163e+34	-4.144053e+34	-3.669123e+34	-3.279350e+34	-2.965687e+34	-2.720855e+34	-2.539172e+34	-2.416420e+34	-2.349751e+34	-2.337617e+34	-2.379737e+34	-2.477088e+34	-2.631930e+34	-2.847857e+34	-3.129879e+34	-3.484543e+34	-3.920080e+34	-4.446598e+34	-5.076318e+34	-5.823853e+34	-6.706555e+34	-7.744909e+34	-8.963015e+34	-1.038914e+35	-1.205639e+35	-1.400346e+35	-1.627554e+35	-1.892535e+35	-2.201440e+35	-2.561439e+35	-2.980886e+35	-3.469516e+35	-4.038671e+35	-4.701559e+35	-5.473565e+35	-6.372608e+35	-7.419553e+35	-8.638698e+35	-1.005834e+36	
-6.017766e+35	-5.169157e+35	-4.440519e+35	-3.814941e+35	-3.277904e+35	-2.816944e+35	-2.421363e+35	-2.081979e+35	-1.790915e+35	-1.541418e+35	-1.327694e+35	-1.144786e+35	-9.884466e+34	-8.550483e+34	-7.414948e+34	-6.451506e+34	-5.637798e+34	-4.954937e+34	-4.387075e+34	-3.921034e+34	-3.545995e+34	-3.253256e+34	-3.036022e+34	-2.889250e+34	-2.809536e+34	-2.795028e+34	-2.845389e+34	-2.961790e+34	-3.146930e+34	-3.405108e+34	-3.742315e+34	-4.166378e+34	-4.687138e+34	-5.316682e+34	-6.069621e+34	-6.963430e+34	-8.018853e+34	-9.260386e+34	-1.071684e+35	-1.242203e+35	-1.441552e+35	-1.674358e+35	-1.946024e+35	-2.262855e+35	-2.632205e+35	-3.062646e+35	-3.564167e+35	-4.148410e+35	-4.828933e+35	-5.621531e+35	-6.544600e+35	-7.619562e+35	-8.871366e+35	-1.032907e+36	-1.202649e+36	
-6.990810e+35	-6.004985e+35	-5.158530e+35	-4.431799e+35	-3.807926e+35	-3.272431e+35	-2.812886e+35	-2.418625e+35	-2.080498e+35	-1.790658e+35	-1.542376e+35	-1.329892e+35	-1.148274e+35	-9.933056e+34	-8.613910e+34	-7.494684e+34	-6.549403e+34	-5.756127e+34	-5.096445e+34	-4.555046e+34	-4.119366e+34	-3.779292e+34	-3.526932e+34	-3.356429e+34	-3.263824e+34	-3.246970e+34	-3.305475e+34	-3.440697e+34	-3.655774e+34	-3.955698e+34	-4.347430e+34	-4.840062e+34	-5.445026e+34	-6.176365e+34	-7.051050e+34	-8.089384e+34	-9.315464e+34	-1.075775e+35	-1.244971e+35	-1.443061e+35	-1.674644e+35	-1.945093e+35	-2.260686e+35	-2.628748e+35	-3.057820e+35	-3.557861e+35	-4.140477e+35	-4.819189e+35	-5.609749e+35	-6.530507e+35	-7.602831e+35	-8.851609e+35	-1.030582e+36	-1.199923e+36	-1.397112e+36	
-7.950206e+35	-6.829089e+35	-5.866469e+35	-5.040004e+35	-4.330513e+35	-3.721528e+35	-3.198917e+35	-2.750549e+35	-2.366019e+35	-2.036401e+35	-1.754047e+35	-1.512402e+35	-1.305859e+35	-1.129624e+35	-9.796054e+34	-8.523230e+34	-7.448221e+34	-6.546079e+34	-5.795864e+34	-5.180166e+34	-4.684694e+34	-4.297950e+34	-4.010957e+34	-3.817054e+34	-3.711741e+34	-3.692574e+34	-3.759108e+34	-3.912887e+34	-4.157481e+34	-4.498565e+34	-4.944057e+34	-5.504296e+34	-6.192284e+34	-7.023988e+34	-8.018713e+34	-9.199544e+34	-1.059389e+35	-1.223410e+35	-1.415826e+35	-1.641102e+35	-1.904466e+35	-2.212031e+35	-2.570935e+35	-2.989508e+35	-3.477465e+35	-4.046130e+35	-4.708702e+35	-5.480558e+35	-6.379613e+35	-7.426732e+35	-8.646218e+35	-1.006637e+36	-1.172016e+36	-1.364596e+36	-1.588847e+36	
-8.894115e+35	-7.639891e+35	-6.562981e+35	-5.638392e+35	-4.844664e+35	-4.163376e+35	-3.578716e+35	-3.077115e+35	-2.646930e+35	-2.278179e+35	-1.962301e+35	-1.691966e+35	-1.460901e+35	-1.263741e+35	-1.095912e+35	-9.535173e+34	-8.332531e+34	-7.323279e+34	-6.483993e+34	-5.795195e+34	-5.240897e+34	-4.808235e+34	-4.487168e+34	-4.270243e+34	-4.152427e+34	-4.130984e+34	-4.205418e+34	-4.377455e+34	-4.651088e+34	-5.032669e+34	-5.531053e+34	-6.157808e+34	-6.927479e+34	-7.857930e+34	-8.970756e+34	-1.029178e+35	-1.185167e+35	-1.368663e+35	-1.583924e+35	-1.835946e+35	-2.130579e+35	-2.474661e+35	-2.876177e+35	-3.344446e+35	-3.890336e+35	-4.526518e+35	-5.267755e+35	-6.131252e+35	-7.137049e+35	-8.308490e+35	-9.672763e+35	-1.126153e+36	-1.311167e+36	-1.526612e+36	-1.777487e+36	
