-9.836184e-16	-9.818139e-16	-9.801392e-16	-9.785923e-16	-9.771711e-16	-9.758737e-16	-9.746982e-16	-9.736426e-16	-9.727052e-16	-9.718841e-16	-9.711777e-16	-9.705841e-16	-9.701019e-16	-9.697293e-16	-9.694648e-16	-9.693070e-16	-9.692544e-16	-9.693056e-16	-9.694592e-16	-9.697140e-16	-9.700687e-16	-9.705221e-16	-9.710730e-16	-9.717204e-16	-9.724632e-16	-9.733004e-16	-9.742309e-16	-9.752541e-16	-9.763689e-16	-9.775745e-16	-9.788703e-16	-9.802554e-16	-9.817293e-16	-9.832914e-16	-9.849410e-16	-9.866776e-16	-9.885009e-16	-9.904104e-16	-9.924057e-16	-9.944865e-16	-9.966526e-16	-9.989037e-16	-1.001240e-15	-1.003660e-15	-1.006166e-15	-1.008756e-15	-1.011431e-15	-1.014191e-15	-1.017036e-15	-1.019966e-15	-1.022981e-15	-1.026082e-15	-1.029269e-15	-1.032543e-15	-1.035903e-15	-1.039351e-15	-1.042887e-15	-1.046512e-15	-1.050225e-15	-1.054029e-15	-1.057924e-15	-1.061910e-15	-1.065989e-15	-1.070161e-15	-1.074428e-15	-1.078790e-15	-1.083249e-15	-1.087805e-15	-1.092461e-15	-1.097217e-15	-1.102075e-15	-1.107036e-15	-1.112102e-15	
-6.245910e-02	-6.072305e-02	-5.898708e-02	-5.725120e-02	-5.551540e-02	-5.377968e-02	-5.204404e-02	-5.030848e-02	-4.857299e-02	-4.683757e-02	-4.510223e-02	-4.336695e-02	-4.163174e-02	-3.989659e-02	-3.816150e-02	-3.642648e-02	-3.469151e-02	-3.295659e-02	-3.122173e-02	-2.948691e-02	-2.775214e-02	-2.601742e-02	-2.428273e-02	-2.254809e-02	-2.081348e-02	-1.907891e-02	-1.734436e-02	-1.560985e-02	-1.387535e-02	-1.214089e-02	-1.040644e-02	-8.672005e-03	-6.937587e-03	-5.203180e-03	-3.468782e-03	-1.734390e-03	-9.981229e-16	1.734390e-03	3.468782e-03	5.203180e-03	6.937587e-03	8.672005e-03	1.040644e-02	1.214089e-02	1.387535e-02	1.560985e-02	1.734436e-02	1.907891e-02	2.081348e-02	2.254809e-02	2.428273e-02	2.601742e-02	2.775214e-02	2.948691e-02	3.122173e-02	3.295659e-02	3.469151e-02	3.642648e-02	3.816150e-02	3.989659e-02	4.163174e-02	4.336695e-02	4.510223e-02	4.683757e-02	4.857299e-02	5.030848e-02	5.204404e-02	5.377968e-02	5.551540e-02	5.725120e-02	5.898708e-02	6.072305e-02	6.245910e-02	
-1.249273e-01	-1.214550e-01	-1.179828e-01	-1.145108e-01	-1.110389e-01	-1.075672e-01	-1.040957e-01	-1.006243e-01	-9.715311e-02	-9.368202e-02	-9.021108e-02	-8.674027e-02	-8.326960e-02	-7.979905e-02	-7.632863e-02	-7.285832e-02	-6.938813e-02	-6.591804e-02	-6.244806e-02	-5.897817e-02	-5.550838e-02	-5.203867e-02	-4.856905e-02	-4.509951e-02	-4.163003e-02	-3.816063e-02	-3.469128e-02	-3.122200e-02	-2.775276e-02	-2.428356e-02	-2.081441e-02	-1.734529e-02	-1.387620e-02	-1.040713e-02	-6.938077e-03	-3.469036e-03	-1.169996e-15	3.469036e-03	6.938077e-03	1.040713e-02	1.387620e-02	1.734529e-02	2.081441e-02	2.428356e-02	2.775276e-02	3.122200e-02	3.469128e-02	3.816063e-02	4.163003e-02	4.509951e-02	4.856905e-02	5.203867e-02	5.550838e-02	5.897817e-02	6.244806e-02	6.591804e-02	6.938813e-02	7.285832e-02	7.632863e-02	7.979905e-02	8.326960e-02	8.674027e-02	9.021108e-02	9.368202e-02	9.715311e-02	1.006243e-01	1.040957e-01	1.075672e-01	1.110389e-01	1.145108e-01	1.179828e-01	1.214550e-01	1.249273e-01	
-1.874138e-01	-1.822047e-01	-1.769958e-01	-1.717871e-01	-1.665787e-01	-1.613706e-01	-1.561627e-01	-1.509550e-01	-1.457475e-01	-1.405402e-01	-1.353332e-01	-1.301263e-01	-1.249197e-01	-1.197132e-01	-1.145070e-01	-1.093009e-01	-1.040950e-01	-9.888919e-02	-9.368358e-02	-8.847812e-02	-8.327279e-02	-7.806760e-02	-7.286253e-02	-6.765758e-02	-6.245273e-02	-5.724798e-02	-5.204333e-02	-4.683876e-02	-4.163426e-02	-3.642983e-02	-3.122546e-02	-2.602114e-02	-2.081686e-02	-1.561262e-02	-1.040840e-02	-5.204194e-03	-1.025011e-15	5.204194e-03	1.040840e-02	1.561262e-02	2.081686e-02	2.602114e-02	3.122546e-02	3.642983e-02	4.163426e-02	4.683876e-02	5.204333e-02	5.724798e-02	6.245273e-02	6.765758e-02	7.286253e-02	7.806760e-02	8.327279e-02	8.847812e-02	9.368358e-02	9.888919e-02	1.040950e-01	1.093009e-01	1.145070e-01	1.197132e-01	1.249197e-01	1.301263e-01	1.353332e-01	1.405402e-01	1.457475e-01	1.509550e-01	1.561627e-01	1.613706e-01	1.665787e-01	1.717871e-01	1.769958e-01	1.822047e-01	1.874138e-01	
-2.499277e-01	-2.429810e-01	-2.360346e-01	-2.290886e-01	-2.221429e-01	-2.151975e-01	-2.082525e-01	-2.013077e-01	-1.943632e-01	-1.874191e-01	-1.804752e-01	-1.735315e-01	-1.665882e-01	-1.596450e-01	-1.527022e-01	-1.457595e-01	-1.388171e-01	-1.318749e-01	-1.249329e-01	-1.179911e-01	-1.110495e-01	-1.041080e-01	-9.716674e-02	-9.022562e-02	-8.328463e-02	-7.634378e-02	-6.940304e-02	-6.246242e-02	-5.552190e-02	-4.858147e-02	-4.164111e-02	-3.470082e-02	-2.776059e-02	-2.082040e-02	-1.388025e-02	-6.940120e-03	-1.008516e-15	6.940120e-03	1.388025e-02	2.082040e-02	2.776059e-02	3.470082e-02	4.164111e-02	4.858147e-02	5.552190e-02	6.246242e-02	6.940304e-02	7.634378e-02	8.328463e-02	9.022562e-02	9.716674e-02	1.041080e-01	1.110495e-01	1.179911e-01	1.249329e-01	1.318749e-01	1.388171e-01	1.457595e-01	1.527022e-01	1.596450e-01	1.665882e-01	1.735315e-01	1.804752e-01	1.874191e-01	1.943632e-01	2.013077e-01	2.082525e-01	2.151975e-01	2.221429e-01	2.290886e-01	2.360346e-01	2.429810e-01	2.499277e-01	
-3.124780e-01	-3.037928e-01	-2.951080e-01	-2.864236e-01	-2.777396e-01	-2.690560e-01	-2.603727e-01	-2.516899e-01	-2.430074e-01	-2.343253e-01	-2.256436e-01	-2.169621e-01	-2.082810e-01	-1.996002e-01	-1.909198e-01	-1.822396e-01	-1.735596e-01	-1.648800e-01	-1.562006e-01	-1.475214e-01	-1.388425e-01	-1.301638e-01	-1.214853e-01	-1.128069e-01	-1.041288e-01	-9.545081e-02	-8.677298e-02	-7.809529e-02	-6.941772e-02	-6.074026e-02	-5.206290e-02	-4.338562e-02	-3.470841e-02	-2.603126e-02	-1.735415e-02	-8.677069e-03	-1.207913e-15	8.677069e-03	1.735415e-02	2.603126e-02	3.470841e-02	4.338562e-02	5.206290e-02	6.074026e-02	6.941772e-02	7.809529e-02	8.677298e-02	9.545081e-02	1.041288e-01	1.128069e-01	1.214853e-01	1.301638e-01	1.388425e-01	1.475214e-01	1.562006e-01	1.648800e-01	1.735596e-01	1.822396e-01	1.909198e-01	1.996002e-01	2.082810e-01	2.169621e-01	2.256436e-01	2.343253e-01	2.430074e-01	2.516899e-01	2.603727e-01	2.690560e-01	2.777396e-01	2.864236e-01	2.951080e-01	3.037928e-01	3.124780e-01	
-3.750738e-01	-3.646488e-01	-3.542243e-01	-3.438003e-01	-3.333767e-01	-3.229537e-01	-3.125310e-01	-3.021089e-01	-2.916872e-01	-2.812659e-01	-2.708450e-01	-2.604245e-01	-2.500044e-01	-2.395847e-01	-2.291653e-01	-2.187463e-01	-2.083276e-01	-1.979092e-01	-1.874912e-01	-1.770734e-01	-1.666559e-01	-1.562386e-01	-1.458216e-01	-1.354048e-01	-1.249882e-01	-1.145719e-01	-1.041557e-01	-9.373963e-02	-8.332374e-02	-7.290798e-02	-6.249234e-02	-5.207680e-02	-4.166134e-02	-3.124595e-02	-2.083060e-02	-1.041529e-02	-1.446831e-15	1.041529e-02	2.083060e-02	3.124595e-02	4.166134e-02	5.207680e-02	6.249234e-02	7.290798e-02	8.332374e-02	9.373963e-02	1.041557e-01	1.145719e-01	1.249882e-01	1.354048e-01	1.458216e-01	1.562386e-01	1.666559e-01	1.770734e-01	1.874912e-01	1.979092e-01	2.083276e-01	2.187463e-01	2.291653e-01	2.395847e-01	2.500044e-01	2.604245e-01	2.708450e-01	2.812659e-01	2.916872e-01	3.021089e-01	3.125310e-01	3.229537e-01	3.333767e-01	3.438003e-01	3.542243e-01	3.646488e-01	3.750738e-01	
-4.377241e-01	-4.255578e-01	-4.133921e-01	-4.012270e-01	-3.890624e-01	-3.768984e-01	-3.647349e-01	-3.525719e-01	-3.404094e-01	-3.282475e-01	-3.160860e-01	-3.039249e-01	-2.917643e-01	-2.796041e-01	-2.674444e-01	-2.552850e-01	-2.431261e-01	-2.309675e-01	-2.188092e-01	-2.066513e-01	-1.944937e-01	-1.823364e-01	-1.701793e-01	-1.580225e-01	-1.458660e-01	-1.337097e-01	-1.215536e-01	-1.093977e-01	-9.724199e-02	-8.508641e-02	-7.293096e-02	-6.077562e-02	-4.862038e-02	-3.646522e-02	-2.431012e-02	-1.215505e-02	-9.526512e-16	1.215505e-02	2.431012e-02	3.646522e-02	4.862038e-02	6.077562e-02	7.293096e-02	8.508641e-02	9.724199e-02	1.093977e-01	1.215536e-01	1.337097e-01	1.458660e-01	1.580225e-01	1.701793e-01	1.823364e-01	1.944937e-01	2.066513e-01	2.188092e-01	2.309675e-01	2.431261e-01	2.552850e-01	2.674444e-01	2.796041e-01	2.917643e-01	3.039249e-01	3.160860e-01	3.282475e-01	3.404094e-01	3.525719e-01	3.647349e-01	3.768984e-01	3.890624e-01	4.012270e-01	4.133921e-01	4.255578e-01	4.377241e-01	
-5.004379e-01	-4.865286e-01	-4.726199e-01	-4.587120e-01	-4.448046e-01	-4.308979e-01	-4.169917e-01	-4.030862e-01	-3.891812e-01	-3.752768e-01	-3.613729e-01	-3.474696e-01	-3.335667e-01	-3.196644e-01	-3.057625e-01	-2.918610e-01	-2.779600e-01	-2.640594e-01	-2.501592e-01	-2.362594e-01	-2.223599e-01	-2.084607e-01	-1.945619e-01	-1.806634e-01	-1.667651e-01	-1.528671e-01	-1.389694e-01	-1.250718e-01	-1.111745e-01	-9.727728e-02	-8.338024e-02	-6.948334e-02	-5.558654e-02	-4.168983e-02	-2.779318e-02	-1.389658e-02	-1.421293e-15	1.389658e-02	2.779318e-02	4.168983e-02	5.558654e-02	6.948334e-02	8.338024e-02	9.727728e-02	1.111745e-01	1.250718e-01	1.389694e-01	1.528671e-01	1.667651e-01	1.806634e-01	1.945619e-01	2.084607e-01	2.223599e-01	2.362594e-01	2.501592e-01	2.640594e-01	2.779600e-01	2.918610e-01	3.057625e-01	3.196644e-01	3.335667e-01	3.474696e-01	3.613729e-01	3.752768e-01	3.891812e-01	4.030862e-01	4.169917e-01	4.308979e-01	4.448046e-01	4.587120e-01	4.726199e-01	4.865286e-01	5.004379e-01	
-5.632239e-01	-5.475696e-01	-5.319161e-01	-5.162633e-01	-5.006112e-01	-4.849598e-01	-4.693090e-01	-4.536589e-01	-4.380095e-01	-4.223606e-01	-4.067124e-01	-3.910647e-01	-3.754176e-01	-3.597710e-01	-3.441250e-01	-3.284794e-01	-3.128344e-01	-2.971897e-01	-2.815456e-01	-2.659018e-01	-2.502585e-01	-2.346155e-01	-2.189728e-01	-2.033305e-01	-1.876885e-01	-1.720468e-01	-1.564054e-01	-1.407642e-01	-1.251232e-01	-1.094823e-01	-9.384170e-02	-7.820119e-02	-6.256081e-02	-4.692052e-02	-3.128031e-02	-1.564014e-02	-1.485803e-15	1.564014e-02	3.128031e-02	4.692052e-02	6.256081e-02	7.820119e-02	9.384170e-02	1.094823e-01	1.251232e-01	1.407642e-01	1.564054e-01	1.720468e-01	1.876885e-01	2.033305e-01	2.189728e-01	2.346155e-01	2.502585e-01	2.659018e-01	2.815456e-01	2.971897e-01	3.128344e-01	3.284794e-01	3.441250e-01	3.597710e-01	3.754176e-01	3.910647e-01	4.067124e-01	4.223606e-01	4.380095e-01	4.536589e-01	4.693090e-01	4.849598e-01	5.006112e-01	5.162633e-01	5.319161e-01	5.475696e-01	5.632239e-01	
