1.730905e+13	1.022926e+13	6.772167e+12	5.172569e+12	4.417513e+12	4.044513e+12	3.850444e+12	3.744505e+12	3.684358e+12	3.649191e+12	3.628199e+12	3.615492e+12	3.607731e+12	3.602962e+12	3.600022e+12	3.598204e+12	3.597079e+12	3.596382e+12	3.595949e+12	3.595681e+12	3.595515e+12	3.595412e+12	3.595348e+12	3.595308e+12	3.595284e+12	3.595269e+12	3.595259e+12	3.595254e+12	3.595251e+12	3.595249e+12	3.595249e+12	3.595251e+12	3.595254e+12	3.595260e+12	3.595270e+12	3.595286e+12	3.595311e+12	3.595353e+12	3.595420e+12	3.595528e+12	3.595702e+12	3.595983e+12	3.596436e+12	3.597169e+12	3.598357e+12	3.600287e+12	3.603437e+12	3.608620e+12	3.617246e+12	3.631862e+12	3.657282e+12	3.703174e+12	3.790469e+12	3.969460e+12	4.382159e+12	5.536869e+12	9.795458e+12	
-2.394203e+27	-1.485623e+27	-9.218414e+26	-5.720103e+26	-3.549372e+26	-2.202415e+26	-1.366617e+26	-8.479971e+25	-5.261893e+25	-3.265049e+25	-2.025990e+25	-1.257144e+25	-7.800685e+24	-4.840394e+24	-3.003511e+24	-1.863713e+24	-1.156464e+24	-7.176202e+23	-4.453285e+23	-2.763933e+23	-1.716062e+23	-1.066472e+23	-6.644001e+22	-4.165288e+22	-2.653298e+22	-1.757112e+22	-1.268735e+22	-1.074819e+22	-1.130358e+22	-1.448242e+22	-2.102248e+22	-3.244166e+22	-5.139022e+22	-8.226595e+22	-1.322348e+23	-2.128941e+23	-3.429640e+23	-5.526324e+23	-8.905614e+23	-1.435181e+24	-2.312892e+24	-3.727403e+24	-6.007007e+24	-9.680779e+24	-1.560136e+25	-2.514287e+25	-4.051980e+25	-6.530097e+25	-1.052379e+26	-1.695994e+26	-2.733233e+26	-4.404829e+26	-7.098743e+26	-1.144021e+27	-1.843683e+27	-2.971246e+27	-4.788406e+27	
-4.783106e+27	-2.967958e+27	-1.841642e+27	-1.142755e+27	-7.090887e+26	-4.399955e+26	-2.730209e+26	-1.694117e+26	-1.051214e+26	-6.522871e+25	-4.047496e+25	-2.511505e+25	-1.558410e+25	-9.670074e+24	-6.000374e+24	-3.723301e+24	-2.310369e+24	-1.433652e+24	-8.896714e+23	-5.521748e+23	-3.428326e+23	-2.130584e+23	-1.327330e+23	-8.321357e+22	-5.300724e+22	-3.510336e+22	-2.534662e+22	-2.147259e+22	-2.258214e+22	-2.893278e+22	-4.199843e+22	-6.481151e+22	-1.026667e+23	-1.643498e+23	-2.641769e+23	-4.253169e+23	-6.851688e+23	-1.104042e+24	-1.779152e+24	-2.867186e+24	-4.620665e+24	-7.446556e+24	-1.200072e+25	-1.934013e+25	-3.116820e+25	-5.023010e+25	-8.094991e+25	-1.304574e+26	-2.102428e+26	-3.388235e+26	-5.460417e+26	-8.799910e+26	-1.418177e+27	-2.285509e+27	-3.683285e+27	-5.935915e+27	-9.566213e+27	
-7.161428e+27	-4.443726e+27	-2.757369e+27	-1.710971e+27	-1.061672e+27	-6.587761e+26	-4.087761e+26	-2.536490e+26	-1.573913e+26	-9.766262e+25	-6.060047e+25	-3.760310e+25	-2.333305e+25	-1.447836e+25	-8.983962e+24	-5.574651e+24	-3.459163e+24	-2.146512e+24	-1.332046e+24	-8.267348e+23	-5.133005e+23	-3.189982e+23	-1.987323e+23	-1.245902e+23	-7.936422e+22	-5.255793e+22	-3.794982e+22	-3.214949e+22	-3.381074e+22	-4.331913e+22	-6.288147e+22	-9.703798e+22	-1.537160e+23	-2.460701e+23	-3.955346e+23	-6.367989e+23	-1.025858e+24	-1.653008e+24	-2.663806e+24	-4.292847e+24	-6.918216e+24	-1.114923e+25	-1.796788e+25	-2.895670e+25	-4.666608e+25	-7.520620e+25	-1.212009e+26	-1.953252e+26	-3.147826e+26	-5.072979e+26	-8.175521e+26	-1.317552e+27	-2.123343e+27	-3.421941e+27	-5.514738e+27	-8.887452e+27	-1.432286e+28	
-9.523919e+27	-5.909671e+27	-3.667000e+27	-2.275404e+27	-1.411907e+27	-8.761003e+26	-5.436276e+26	-3.373255e+26	-2.093133e+26	-1.298806e+26	-8.059202e+25	-5.000803e+25	-3.103041e+25	-1.925464e+25	-1.194769e+25	-7.413678e+24	-4.600309e+24	-2.854627e+24	-1.771476e+24	-1.099467e+24	-6.826336e+23	-4.242328e+23	-2.642923e+23	-1.656913e+23	-1.055458e+23	-6.989631e+22	-5.046912e+22	-4.275531e+22	-4.496459e+22	-5.760972e+22	-8.362549e+22	-1.290499e+23	-2.044256e+23	-3.272464e+23	-5.260179e+23	-8.468730e+23	-1.364279e+24	-2.198321e+24	-3.542572e+24	-5.709018e+24	-9.200472e+24	-1.482727e+25	-2.389532e+25	-3.850925e+25	-6.206079e+25	-1.000160e+26	-1.611840e+26	-2.597613e+26	-4.186265e+26	-6.746509e+26	-1.087255e+27	-1.752201e+27	-2.823815e+27	-4.550809e+27	-7.334001e+27	-1.181934e+28	-1.904784e+28	
-1.186538e+28	-7.362565e+27	-4.568533e+27	-2.834813e+27	-1.759025e+27	-1.091490e+27	-6.772785e+26	-4.202570e+26	-2.607730e+26	-1.618118e+26	-1.004056e+26	-6.230251e+25	-3.865924e+25	-2.398840e+25	-1.488503e+25	-9.236333e+24	-5.731296e+24	-3.556438e+24	-2.206994e+24	-1.369771e+24	-8.504593e+23	-5.285305e+23	-3.292686e+23	-2.064266e+23	-1.314942e+23	-8.708034e+22	-6.287696e+22	-5.326672e+22	-5.601915e+22	-7.177308e+22	-1.041848e+23	-1.607769e+23	-2.546837e+23	-4.077000e+23	-6.553395e+23	-1.055077e+24	-1.699687e+24	-2.738779e+24	-4.413514e+24	-7.112582e+24	-1.146241e+25	-1.847255e+25	-2.976999e+25	-4.797676e+25	-7.731845e+25	-1.246050e+26	-2.008112e+26	-3.236236e+26	-5.215460e+26	-8.405140e+26	-1.354557e+27	-2.182980e+27	-3.518050e+27	-5.669626e+27	-9.137066e+27	-1.472513e+28	-2.373075e+28	
-1.418067e+28	-8.799221e+27	-5.459990e+27	-3.387970e+27	-2.102263e+27	-1.304472e+27	-8.094358e+26	-5.022617e+26	-3.116576e+26	-1.933861e+26	-1.199977e+26	-7.445959e+25	-4.620281e+25	-2.866925e+25	-1.778955e+25	-1.103862e+25	-6.849644e+24	-4.250405e+24	-2.637644e+24	-1.637055e+24	-1.016409e+24	-6.316626e+23	-3.935187e+23	-2.467066e+23	-1.571527e+23	-1.040723e+23	-7.514614e+22	-6.366064e+22	-6.695016e+22	-8.577815e+22	-1.245144e+23	-1.921492e+23	-3.043800e+23	-4.872545e+23	-7.832159e+23	-1.260954e+24	-2.031347e+24	-3.273196e+24	-5.274722e+24	-8.500459e+24	-1.369907e+25	-2.207710e+25	-3.557901e+25	-5.733845e+25	-9.240559e+25	-1.489192e+26	-2.399954e+26	-3.867723e+26	-6.233151e+26	-1.004523e+27	-1.618872e+27	-2.608944e+27	-4.204527e+27	-6.775939e+27	-1.091998e+28	-1.759844e+28	-2.836133e+28	
-1.646473e+28	-1.021650e+28	-6.339426e+27	-3.933667e+27	-2.440873e+27	-1.514582e+27	-9.398108e+26	-5.831605e+26	-3.618560e+26	-2.245346e+26	-1.393256e+26	-8.645273e+25	-5.364466e+25	-3.328698e+25	-2.065489e+25	-1.281660e+25	-7.952909e+24	-4.935014e+24	-3.062487e+24	-1.900733e+24	-1.180121e+24	-7.334039e+23	-4.569024e+23	-2.864434e+23	-1.824651e+23	-1.208351e+23	-8.724985e+22	-7.391440e+22	-7.773376e+22	-9.959435e+22	-1.445698e+23	-2.230985e+23	-3.534062e+23	-5.657361e+23	-9.093677e+23	-1.464055e+24	-2.358534e+24	-3.800407e+24	-6.124316e+24	-9.869619e+24	-1.590556e+25	-2.563304e+25	-4.130968e+25	-6.657390e+25	-1.072893e+26	-1.729054e+26	-2.786512e+26	-4.490693e+26	-7.237119e+26	-1.166321e+27	-1.879622e+27	-3.029164e+27	-4.881746e+27	-7.867333e+27	-1.267885e+28	-2.043301e+28	-3.292946e+28	
-1.871262e+28	-1.161133e+28	-7.204930e+27	-4.470719e+27	-2.774119e+27	-1.721364e+27	-1.068121e+27	-6.627778e+26	-4.112592e+26	-2.551897e+26	-1.583474e+26	-9.825588e+25	-6.096861e+25	-3.783156e+25	-2.347485e+25	-1.456641e+25	-9.038698e+24	-5.608778e+24	-3.480600e+24	-2.160235e+24	-1.341240e+24	-8.335335e+23	-5.192820e+23	-3.255507e+23	-2.073765e+23	-1.373324e+23	-9.916183e+22	-8.400573e+22	-8.834653e+22	-1.131917e+23	-1.643075e+23	-2.535576e+23	-4.016558e+23	-6.429744e+23	-1.033521e+24	-1.663938e+24	-2.680538e+24	-4.319266e+24	-6.960452e+24	-1.121709e+25	-1.807711e+25	-2.913264e+25	-4.694958e+25	-7.566305e+25	-1.219372e+26	-1.965117e+26	-3.166947e+26	-5.103795e+26	-8.225183e+26	-1.325556e+27	-2.136241e+27	-3.442728e+27	-5.548237e+27	-8.941439e+27	-1.440986e+28	-2.322267e+28	-3.742523e+28	
-2.091947e+28	-1.298071e+28	-8.054637e+27	-4.997970e+27	-3.101282e+27	-1.924371e+27	-1.194088e+27	-7.409419e+26	-4.597606e+26	-2.852853e+26	-1.770219e+26	-1.098436e+26	-6.815889e+25	-4.229319e+25	-2.624333e+25	-1.628429e+25	-1.010467e+25	-6.270244e+24	-3.891081e+24	-2.415001e+24	-1.499418e+24	-9.318356e+23	-5.805230e+23	-3.639442e+23	-2.318333e+23	-1.535286e+23	-1.108564e+23	-9.391287e+22	-9.876560e+22	-1.265409e+23	-1.836850e+23	-2.834607e+23	-4.490247e+23	-7.188031e+23	-1.155409e+24	-1.860173e+24	-2.996665e+24	-4.828654e+24	-7.781327e+24	-1.253997e+25	-2.020902e+25	-3.256838e+25	-5.248654e+25	-8.458631e+25	-1.363177e+26	-2.196872e+26	-3.540438e+26	-5.705706e+26	-9.195213e+26	-1.481884e+27	-2.388177e+27	-3.848743e+27	-6.202564e+27	-9.995939e+27	-1.610927e+28	-2.596141e+28	-4.183894e+28	
