-3.789916e-02	-3.691864e-02	-3.628447e-02	-3.591528e-02	-3.574762e-02	-3.573200e-02	-3.582994e-02	-3.601162e-02	-3.625416e-02	-3.654031e-02	-3.685750e-02	-3.719711e-02	-3.755400e-02	-3.792629e-02	-3.831523e-02	-3.872533e-02	-3.916466e-02	-3.964537e-02	-4.018450e-02	-4.080507e-02	-4.153766e-02	
-3.507275e+13	-3.399099e+13	-3.308457e+13	-3.234880e+13	-3.177990e+13	-3.137492e+13	-3.113178e+13	-3.104923e+13	-3.112683e+13	-3.136500e+13	-3.176495e+13	-3.232875e+13	-3.305930e+13	-3.396039e+13	-3.503665e+13	-3.629363e+13	-3.773783e+13	-3.937668e+13	-4.121865e+13	-4.327323e+13	-4.555103e+13	
-7.008342e+13	-6.792182e+13	-6.611058e+13	-6.464036e+13	-6.350356e+13	-6.269432e+13	-6.220848e+13	-6.204352e+13	-6.219859e+13	-6.267450e+13	-6.347369e+13	-6.460029e+13	-6.606012e+13	-6.786069e+13	-7.001131e+13	-7.252306e+13	-7.540890e+13	-7.868371e+13	-8.236439e+13	-8.646992e+13	-9.102148e+13	
-1.049701e+14	-1.017325e+14	-9.901965e+13	-9.681756e+13	-9.511488e+13	-9.390283e+13	-9.317514e+13	-9.292807e+13	-9.316034e+13	-9.387315e+13	-9.507018e+13	-9.675760e+13	-9.894411e+13	-1.016410e+14	-1.048622e+14	-1.086242e+14	-1.129466e+14	-1.178516e+14	-1.233645e+14	-1.295137e+14	-1.363310e+14	
-1.396712e+14	-1.353633e+14	-1.317537e+14	-1.288236e+14	-1.265581e+14	-1.249454e+14	-1.239771e+14	-1.236484e+14	-1.239574e+14	-1.249059e+14	-1.264987e+14	-1.287439e+14	-1.316533e+14	-1.352417e+14	-1.395277e+14	-1.445335e+14	-1.502848e+14	-1.568113e+14	-1.641466e+14	-1.723287e+14	-1.813997e+14	
-1.741257e+14	-1.687551e+14	-1.642550e+14	-1.606022e+14	-1.577778e+14	-1.557673e+14	-1.545602e+14	-1.541504e+14	-1.545357e+14	-1.557181e+14	-1.577038e+14	-1.605030e+14	-1.641300e+14	-1.686037e+14	-1.739470e+14	-1.801876e+14	-1.873577e+14	-1.954942e+14	-2.046391e+14	-2.148395e+14	-2.261482e+14	
-2.082731e+14	-2.018493e+14	-1.964668e+14	-1.920976e+14	-1.887193e+14	-1.863145e+14	-1.848708e+14	-1.843806e+14	-1.848415e+14	-1.862558e+14	-1.886309e+14	-1.919790e+14	-1.963174e+14	-2.016684e+14	-2.080597e+14	-2.155242e+14	-2.241003e+14	-2.338325e+14	-2.447708e+14	-2.569717e+14	-2.704981e+14	
-2.420538e+14	-2.345881e+14	-2.283326e+14	-2.232548e+14	-2.193286e+14	-2.165338e+14	-2.148559e+14	-2.142862e+14	-2.148219e+14	-2.164657e+14	-2.192261e+14	-2.231173e+14	-2.281593e+14	-2.343783e+14	-2.418062e+14	-2.504814e+14	-2.604486e+14	-2.717593e+14	-2.844718e+14	-2.986517e+14	-3.143720e+14	
-2.754091e+14	-2.669148e+14	-2.597972e+14	-2.540198e+14	-2.495526e+14	-2.463726e+14	-2.444635e+14	-2.438154e+14	-2.444250e+14	-2.462953e+14	-2.494361e+14	-2.538636e+14	-2.596005e+14	-2.666764e+14	-2.751280e+14	-2.849987e+14	-2.963395e+14	-3.092089e+14	-3.236732e+14	-3.398072e+14	-3.576939e+14	
-3.082816e+14	-2.987734e+14	-2.908064e+14	-2.843394e+14	-2.793391e+14	-2.757796e+14	-2.736427e+14	-2.729173e+14	-2.735996e+14	-2.756933e+14	-2.792090e+14	-2.841649e+14	-2.905867e+14	-2.985073e+14	-3.079677e+14	-3.190166e+14	-3.317111e+14	-3.461166e+14	-3.623075e+14	-3.803672e+14	-4.003890e+14	
-3.406151e+14	-3.301097e+14	-3.213071e+14	-3.141619e+14	-3.086371e+14	-3.047044e+14	-3.023434e+14	-3.015420e+14	-3.022960e+14	-3.046093e+14	-3.084938e+14	-3.139696e+14	-3.210649e+14	-3.298164e+14	-3.402691e+14	-3.524769e+14	-3.665030e+14	-3.824195e+14	-4.003086e+14	-4.202626e+14	-4.423844e+14	
-3.723546e+14	-3.608704e+14	-3.512476e+14	-3.434366e+14	-3.373971e+14	-3.330980e+14	-3.305171e+14	-3.296411e+14	-3.304654e+14	-3.329943e+14	-3.372409e+14	-3.432270e+14	-3.509836e+14	-3.605506e+14	-3.719774e+14	-3.853230e+14	-4.006561e+14	-4.180559e+14	-4.376121e+14	-4.594256e+14	-4.836089e+14	
-4.034470e+14	-3.910039e+14	-3.805777e+14	-3.721146e+14	-3.655709e+14	-3.609129e+14	-3.581165e+14	-3.571674e+14	-3.580606e+14	-3.608008e+14	-3.654021e+14	-3.718882e+14	-3.802926e+14	-3.906586e+14	-4.030396e+14	-4.174997e+14	-4.341133e+14	-4.529661e+14	-4.741555e+14	-4.977906e+14	-5.239934e+14	
-4.338408e+14	-4.204604e+14	-4.092488e+14	-4.001482e+14	-3.931116e+14	-3.881028e+14	-3.850959e+14	-3.840754e+14	-3.850360e+14	-3.879827e+14	-3.929307e+14	-3.999056e+14	-4.089432e+14	-4.200903e+14	-4.334042e+14	-4.489538e+14	-4.668191e+14	-4.870924e+14	-5.098782e+14	-5.352941e+14	-5.634711e+14	
-4.634862e+14	-4.491916e+14	-4.372139e+14	-4.274916e+14	-4.199743e+14	-4.146233e+14	-4.114110e+14	-4.103209e+14	-4.113473e+14	-4.144955e+14	-4.197818e+14	-4.272334e+14	-4.368887e+14	-4.487976e+14	-4.630215e+14	-4.796338e+14	-4.987201e+14	-5.203789e+14	-5.447219e+14	-5.718747e+14	-6.019774e+14	
-4.923355e+14	-4.771512e+14	-4.644282e+14	-4.541008e+14	-4.461157e+14	-4.404318e+14	-4.370197e+14	-4.358619e+14	-4.369523e+14	-4.402966e+14	-4.459120e+14	-4.538276e+14	-4.640841e+14	-4.767344e+14	-4.918439e+14	-5.094903e+14	-5.297648e+14	-5.527720e+14	-5.786305e+14	-6.074736e+14	-6.394502e+14	
-5.203430e+14	-5.042950e+14	-4.908484e+14	-4.799336e+14	-4.714944e+14	-4.654873e+14	-4.618813e+14	-4.606577e+14	-4.618103e+14	-4.653451e+14	-4.712801e+14	-4.796462e+14	-4.904863e+14	-5.038565e+14	-5.198256e+14	-5.384762e+14	-5.599043e+14	-5.842205e+14	-6.115502e+14	-6.420345e+14	-6.758304e+14	
-5.474652e+14	-5.305809e+14	-5.164335e+14	-5.049500e+14	-4.960711e+14	-4.897510e+14	-4.859572e+14	-4.846701e+14	-4.858829e+14	-4.896021e+14	-4.958467e+14	-5.046490e+14	-5.160544e+14	-5.301217e+14	-5.469235e+14	-5.665464e+14	-5.890916e+14	-6.146756e+14	-6.434301e+14	-6.755036e+14	-7.110615e+14	
-5.736609e+14	-5.559690e+14	-5.411448e+14	-5.291120e+14	-5.198084e+14	-5.131861e+14	-5.092109e+14	-5.078624e+14	-5.091335e+14	-5.130308e+14	-5.195744e+14	-5.287981e+14	-5.407495e+14	-5.554902e+14	-5.730961e+14	-5.936583e+14	-6.172826e+14	-6.440910e+14	-6.742218e+14	-7.078303e+14	-7.450900e+14	
-5.988914e+14	-5.804215e+14	-5.649456e+14	-5.523837e+14	-5.426711e+14	-5.357578e+14	-5.316080e+14	-5.302004e+14	-5.315276e+14	-5.355965e+14	-5.424282e+14	-5.520578e+14	-5.645351e+14	-5.799243e+14	-5.983050e+14	-6.197717e+14	-6.444354e+14	-6.724233e+14	-7.038796e+14	-7.389667e+14	-7.778655e+14	
