-1.955562e+13	-1.879048e+13	-1.811905e+13	-1.752953e+13	-1.701212e+13	-1.655867e+13	-1.616237e+13	-1.581753e+13	-1.551938e+13	-1.526392e+13	-1.504781e+13	-1.486831e+13	-1.472314e+13	-1.461049e+13	-1.452893e+13	-1.447739e+13	-1.445516e+13	-1.446185e+13	-1.449739e+13	-1.456202e+13	-1.465634e+13	-1.478130e+13	-1.493824e+13	-1.512894e+13	-1.535569e+13	-1.562136e+13	-1.592955e+13	-1.628472e+13	-1.669236e+13	-1.715933e+13	-1.769410e+13	-1.830729e+13	-1.901218e+13	-1.982556e+13	-2.076866e+13	-2.186854e+13	-2.315984e+13	-2.468711e+13	-2.650791e+13	-2.869687e+13	-3.135110e+13	
-5.135824e+27	-4.782167e+27	-4.453176e+27	-4.147156e+27	-3.862528e+27	-3.597824e+27	-3.351678e+27	-3.122821e+27	-2.910071e+27	-2.712333e+27	-2.528585e+27	-2.357880e+27	-2.199338e+27	-2.052140e+27	-1.915528e+27	-1.788796e+27	-1.671292e+27	-1.562408e+27	-1.461583e+27	-1.368298e+27	-1.282070e+27	-1.202456e+27	-1.129044e+27	-1.061456e+27	-9.993435e+26	-9.423856e+26	-8.902887e+26	-8.427841e+26	-7.996267e+26	-7.605940e+26	-7.254846e+26	-6.941173e+26	-6.663305e+26	-6.419808e+26	-6.209425e+26	-6.031071e+26	-5.883827e+26	-5.766933e+26	-5.679787e+26	-5.621937e+26	-5.593087e+26	
-1.026287e+28	-9.556156e+27	-8.898738e+27	-8.287222e+27	-7.718452e+27	-7.189496e+27	-6.697625e+27	-6.240302e+27	-5.815167e+27	-5.420028e+27	-5.052847e+27	-4.711729e+27	-4.394915e+27	-4.100772e+27	-3.827781e+27	-3.574534e+27	-3.339726e+27	-3.122144e+27	-2.920667e+27	-2.734256e+27	-2.561948e+27	-2.402856e+27	-2.256158e+27	-2.121098e+27	-1.996978e+27	-1.883160e+27	-1.779055e+27	-1.684127e+27	-1.597886e+27	-1.519887e+27	-1.449729e+27	-1.387048e+27	-1.331522e+27	-1.282864e+27	-1.240823e+27	-1.205183e+27	-1.175759e+27	-1.152401e+27	-1.134986e+27	-1.123426e+27	-1.117661e+27	
-1.537237e+28	-1.431381e+28	-1.332909e+28	-1.241312e+28	-1.156119e+28	-1.076888e+28	-1.003213e+28	-9.347118e+27	-8.710324e+27	-8.118460e+27	-7.568473e+27	-7.057525e+27	-6.582982e+27	-6.142395e+27	-5.733492e+27	-5.354163e+27	-5.002452e+27	-4.676545e+27	-4.374760e+27	-4.095541e+27	-3.837448e+27	-3.599149e+27	-3.379416e+27	-3.177114e+27	-2.991200e+27	-2.820716e+27	-2.664781e+27	-2.522592e+27	-2.393415e+27	-2.276583e+27	-2.171495e+27	-2.077608e+27	-1.994437e+27	-1.921554e+27	-1.858583e+27	-1.805199e+27	-1.761127e+27	-1.726138e+27	-1.700054e+27	-1.682739e+27	-1.674103e+27	
-2.045562e+28	-1.904703e+28	-1.773668e+28	-1.651783e+28	-1.538417e+28	-1.432988e+28	-1.334949e+28	-1.243797e+28	-1.159061e+28	-1.080303e+28	-1.007117e+28	-9.391269e+27	-8.759806e+27	-8.173528e+27	-7.629411e+27	-7.124648e+27	-6.656635e+27	-6.222959e+27	-5.821381e+27	-5.449832e+27	-5.106394e+27	-4.789296e+27	-4.496902e+27	-4.227704e+27	-3.980314e+27	-3.753454e+27	-3.545956e+27	-3.356749e+27	-3.184856e+27	-3.029391e+27	-2.889553e+27	-2.764620e+27	-2.653947e+27	-2.556963e+27	-2.473169e+27	-2.402133e+27	-2.343486e+27	-2.296928e+27	-2.262218e+27	-2.239177e+27	-2.227686e+27	
-2.550397e+28	-2.374775e+28	-2.211401e+28	-2.059435e+28	-1.918092e+28	-1.786642e+28	-1.664409e+28	-1.550760e+28	-1.445111e+28	-1.346917e+28	-1.255669e+28	-1.170899e+28	-1.092169e+28	-1.019072e+28	-9.512314e+27	-8.882978e+27	-8.299462e+27	-7.758756e+27	-7.258072e+27	-6.794826e+27	-6.366629e+27	-5.971272e+27	-5.606717e+27	-5.271082e+27	-4.962637e+27	-4.679790e+27	-4.421082e+27	-4.185179e+27	-3.970864e+27	-3.777031e+27	-3.602682e+27	-3.446915e+27	-3.308929e+27	-3.188010e+27	-3.083536e+27	-2.994968e+27	-2.921848e+27	-2.863800e+27	-2.820523e+27	-2.791796e+27	-2.777469e+27	
-3.050888e+28	-2.840801e+28	-2.645367e+28	-2.463579e+28	-2.294498e+28	-2.137253e+28	-1.991032e+28	-1.855082e+28	-1.728700e+28	-1.611236e+28	-1.502082e+28	-1.400676e+28	-1.306496e+28	-1.219054e+28	-1.137901e+28	-1.062617e+28	-9.928149e+27	-9.281335e+27	-8.682396e+27	-8.128243e+27	-7.616017e+27	-7.143075e+27	-6.706980e+27	-6.305480e+27	-5.936505e+27	-5.598152e+27	-5.288675e+27	-5.006479e+27	-4.750106e+27	-4.518236e+27	-4.309672e+27	-4.123338e+27	-3.958273e+27	-3.813626e+27	-3.688650e+27	-3.582701e+27	-3.495232e+27	-3.425792e+27	-3.374023e+27	-3.339658e+27	-3.322520e+27	
-3.546189e+28	-3.301995e+28	-3.074833e+28	-2.863532e+28	-2.667002e+28	-2.484229e+28	-2.314270e+28	-2.156248e+28	-2.009349e+28	-1.872814e+28	-1.745940e+28	-1.628071e+28	-1.518601e+28	-1.416964e+28	-1.322635e+28	-1.235130e+28	-1.153995e+28	-1.078813e+28	-1.009195e+28	-9.447835e+27	-8.852450e+27	-8.302729e+27	-7.795834e+27	-7.329153e+27	-6.900276e+27	-6.506992e+27	-6.147273e+27	-5.819263e+27	-5.521270e+27	-5.251756e+27	-5.009332e+27	-4.792748e+27	-4.600885e+27	-4.432754e+27	-4.287489e+27	-4.164339e+27	-4.062670e+27	-3.981957e+27	-3.921784e+27	-3.881840e+27	-3.861920e+27	
-4.035470e+28	-3.757583e+28	-3.499079e+28	-3.258625e+28	-3.034978e+28	-2.826987e+28	-2.633578e+28	-2.453754e+28	-2.286586e+28	-2.131213e+28	-1.986834e+28	-1.852702e+28	-1.728128e+28	-1.612467e+28	-1.505124e+28	-1.405545e+28	-1.313216e+28	-1.227661e+28	-1.148438e+28	-1.075139e+28	-1.007386e+28	-9.448288e+27	-8.871455e+27	-8.340383e+27	-7.852333e+27	-7.404787e+27	-6.995436e+27	-6.622169e+27	-6.283060e+27	-5.976361e+27	-5.700489e+27	-5.454021e+27	-5.235686e+27	-5.044358e+27	-4.879050e+27	-4.738909e+27	-4.623212e+27	-4.531363e+27	-4.462887e+27	-4.417432e+27	-4.394763e+27	
-4.517916e+28	-4.206808e+28	-3.917399e+28	-3.648198e+28	-3.397814e+28	-3.164957e+28	-2.948426e+28	-2.747103e+28	-2.559951e+28	-2.386003e+28	-2.224362e+28	-2.074196e+28	-1.934728e+28	-1.805240e+28	-1.685064e+28	-1.573580e+28	-1.470213e+28	-1.374429e+28	-1.285735e+28	-1.203673e+28	-1.127820e+28	-1.057784e+28	-9.932050e+27	-9.337488e+27	-8.791091e+27	-8.290039e+27	-7.831750e+27	-7.413858e+27	-7.034209e+27	-6.690843e+27	-6.381990e+27	-6.106057e+27	-5.861620e+27	-5.647418e+27	-5.462347e+27	-5.305452e+27	-5.175924e+27	-5.073094e+27	-4.996432e+27	-4.945543e+27	-4.920163e+27	
