-1.701040e+14	-1.703353e+14	-1.705849e+14	-1.708526e+14	-1.711382e+14	-1.714414e+14	-1.717621e+14	-1.720999e+14	-1.724547e+14	-1.728263e+14	-1.732144e+14	-1.736189e+14	-1.740396e+14	-1.744763e+14	-1.749289e+14	-1.753971e+14	-1.758809e+14	-1.763800e+14	-1.768944e+14	-1.774239e+14	-1.779684e+14	-1.785278e+14	-1.791019e+14	-1.796907e+14	-1.802941e+14	-1.809120e+14	-1.815442e+14	-1.821908e+14	-1.828517e+14	-1.835267e+14	-1.842160e+14	-1.849193e+14	-1.856367e+14	-1.863681e+14	-1.871135e+14	-1.878730e+14	-1.886464e+14	-1.894337e+14	-1.902351e+14	-1.910504e+14	-1.918796e+14	
-6.144553e+27	-5.837267e+27	-5.529990e+27	-5.222721e+27	-4.915461e+27	-4.608207e+27	-4.300961e+27	-3.993722e+27	-3.686489e+27	-3.379261e+27	-3.072039e+27	-2.764822e+27	-2.457609e+27	-2.150400e+27	-1.843194e+27	-1.535991e+27	-1.228790e+27	-9.215917e+26	-6.143946e+26	-3.071985e+26	-2.773133e+21	3.071929e+26	6.143891e+26	9.215862e+26	1.228785e+27	1.535985e+27	1.843188e+27	2.150394e+27	2.457603e+27	2.764816e+27	3.072034e+27	3.379256e+27	3.686483e+27	3.993717e+27	4.300956e+27	4.608202e+27	4.915455e+27	5.222716e+27	5.529984e+27	5.837261e+27	6.144547e+27	
-1.227887e+28	-1.166481e+28	-1.105077e+28	-1.043674e+28	-9.822731e+27	-9.208737e+27	-8.594757e+27	-7.980790e+27	-7.366836e+27	-6.752893e+27	-6.138961e+27	-5.525038e+27	-4.911123e+27	-4.297217e+27	-3.683317e+27	-3.069423e+27	-2.455534e+27	-1.841648e+27	-1.227766e+27	-6.138852e+26	-5.540550e+21	6.138741e+26	1.227755e+27	1.841637e+27	2.455523e+27	3.069412e+27	3.683306e+27	4.297206e+27	4.911112e+27	5.525027e+27	6.138950e+27	6.752882e+27	7.366825e+27	7.980779e+27	8.594746e+27	9.208726e+27	9.822720e+27	1.043673e+28	1.105075e+28	1.166480e+28	1.227886e+28	
-1.839273e+28	-1.747292e+28	-1.655314e+28	-1.563338e+28	-1.471364e+28	-1.379393e+28	-1.287424e+28	-1.195457e+28	-1.103491e+28	-1.011528e+28	-9.195659e+27	-8.276053e+27	-7.356460e+27	-6.436878e+27	-5.517307e+27	-4.597744e+27	-3.678188e+27	-2.758638e+27	-1.839092e+27	-9.195496e+26	-8.296550e+21	9.195330e+26	1.839076e+27	2.758621e+27	3.678171e+27	4.597727e+27	5.517290e+27	6.436862e+27	7.356443e+27	8.276036e+27	9.195642e+27	1.011526e+28	1.103490e+28	1.195455e+28	1.287422e+28	1.379391e+28	1.471363e+28	1.563336e+28	1.655312e+28	1.747290e+28	1.839271e+28	
-2.447597e+28	-2.325195e+28	-2.202795e+28	-2.080399e+28	-1.958006e+28	-1.835617e+28	-1.713229e+28	-1.590845e+28	-1.468463e+28	-1.346083e+28	-1.223705e+28	-1.101330e+28	-9.789554e+27	-8.565828e+27	-7.342115e+27	-6.118414e+27	-4.894722e+27	-3.671037e+27	-2.447359e+27	-1.223684e+27	-1.103546e+22	1.223662e+27	2.447337e+27	3.671015e+27	4.894700e+27	6.118392e+27	7.342093e+27	8.565806e+27	9.789532e+27	1.101327e+28	1.223703e+28	1.346081e+28	1.468461e+28	1.590843e+28	1.713227e+28	1.835614e+28	1.958004e+28	2.080397e+28	2.202793e+28	2.325192e+28	2.447595e+28	
-3.051852e+28	-2.899231e+28	-2.746614e+28	-2.594002e+28	-2.441393e+28	-2.288788e+28	-2.136186e+28	-1.983588e+28	-1.830993e+28	-1.678400e+28	-1.525810e+28	-1.373223e+28	-1.220637e+28	-1.068054e+28	-9.154717e+27	-7.628912e+27	-6.103118e+27	-4.577334e+27	-3.051556e+27	-1.525784e+27	-1.375166e+22	1.525756e+27	3.051529e+27	4.577306e+27	6.103090e+27	7.628884e+27	9.154690e+27	1.068051e+28	1.220635e+28	1.373220e+28	1.525808e+28	1.678398e+28	1.830990e+28	1.983585e+28	2.136184e+28	2.288785e+28	2.441390e+28	2.593999e+28	2.746612e+28	2.899228e+28	3.051849e+28	
-3.651038e+28	-3.468452e+28	-3.285872e+28	-3.103296e+28	-2.920725e+28	-2.738159e+28	-2.555596e+28	-2.373037e+28	-2.190482e+28	-2.007930e+28	-1.825382e+28	-1.642836e+28	-1.460292e+28	-1.277751e+28	-1.095212e+28	-9.126742e+27	-7.301380e+27	-5.476030e+27	-3.650687e+27	-1.825350e+27	-1.643958e+22	1.825318e+27	3.650654e+27	5.475997e+27	7.301348e+27	9.126710e+27	1.095209e+28	1.277748e+28	1.460289e+28	1.642833e+28	1.825378e+28	2.007927e+28	2.190479e+28	2.373034e+28	2.555593e+28	2.738155e+28	2.920722e+28	3.103293e+28	3.285868e+28	3.468449e+28	3.651034e+28	
-4.244169e+28	-4.031922e+28	-3.819680e+28	-3.607445e+28	-3.395214e+28	-3.182989e+28	-2.970768e+28	-2.758552e+28	-2.546340e+28	-2.334131e+28	-2.121927e+28	-1.909725e+28	-1.697526e+28	-1.485330e+28	-1.273136e+28	-1.060944e+28	-8.487538e+27	-6.365647e+27	-4.243766e+27	-2.121891e+27	-1.909373e+22	2.121853e+27	4.243727e+27	6.365609e+27	8.487500e+27	1.060940e+28	1.273132e+28	1.485326e+28	1.697522e+28	1.909721e+28	2.121923e+28	2.334128e+28	2.546336e+28	2.758548e+28	2.970764e+28	3.182985e+28	3.395210e+28	3.607441e+28	3.819676e+28	4.031918e+28	4.244165e+28	
-4.830274e+28	-4.588717e+28	-4.347166e+28	-4.105622e+28	-3.864083e+28	-3.622550e+28	-3.381023e+28	-3.139501e+28	-2.897983e+28	-2.656469e+28	-2.414960e+28	-2.173454e+28	-1.931951e+28	-1.690451e+28	-1.448953e+28	-1.207458e+28	-9.659649e+27	-7.244729e+27	-4.829821e+27	-2.414919e+27	-2.170871e+22	2.414876e+27	4.829777e+27	7.244686e+27	9.659605e+27	1.207454e+28	1.448949e+28	1.690447e+28	1.931946e+28	2.173449e+28	2.414955e+28	2.656465e+28	2.897978e+28	3.139496e+28	3.381019e+28	3.622546e+28	3.864079e+28	4.105617e+28	4.347162e+28	4.588712e+28	4.830270e+28	
-5.408400e+28	-5.137932e+28	-4.867471e+28	-4.597017e+28	-4.326570e+28	-4.056129e+28	-3.785693e+28	-3.515264e+28	-3.244839e+28	-2.974419e+28	-2.704004e+28	-2.433592e+28	-2.163184e+28	-1.892780e+28	-1.622378e+28	-1.351978e+28	-1.081581e+28	-8.111847e+27	-5.407899e+27	-2.703960e+27	-2.427923e+22	2.703911e+27	5.407851e+27	8.111798e+27	1.081576e+28	1.351973e+28	1.622373e+28	1.892775e+28	2.163180e+28	2.433588e+28	2.703999e+28	2.974415e+28	3.244834e+28	3.515259e+28	3.785689e+28	4.056124e+28	4.326565e+28	4.597012e+28	4.867466e+28	5.137927e+28	5.408395e+28	
