0.00000e+00 	-6.94243e+01 	
2.50000e-01 	-6.94394e+01 	
5.00000e-01 	-6.94823e+01 	
7.50000e-01 	-6.95464e+01 	
1.00000e+00 	-6.96233e+01 	
1.25000e+00 	-6.97043e+01 	
1.50000e+00 	-6.97823e+01 	
1.75000e+00 	-6.98517e+01 	
2.00000e+00 	-6.99085e+01 	
2.25000e+00 	-6.99499e+01 	
2.50000e+00 	-6.99740e+01 	
2.75000e+00 	-6.99798e+01 	
3.00000e+00 	-6.99663e+01 	
3.25000e+00 	-6.99332e+01 	
3.50000e+00 	-6.98800e+01 	
3.75000e+00 	-6.98067e+01 	
4.00000e+00 	-6.97130e+01 	
4.25000e+00 	-6.95988e+01 	
4.50000e+00 	-6.94642e+01 	
4.75000e+00 	-6.93091e+01 	
5.00000e+00 	-6.91334e+01 	
5.25000e+00 	-6.89372e+01 	
5.50000e+00 	-6.87203e+01 	
5.75000e+00 	-6.84828e+01 	
6.00000e+00 	-6.82247e+01 	
6.25000e+00 	-6.79460e+01 	
6.50000e+00 	-6.76465e+01 	
6.75000e+00 	-6.73263e+01 	
7.00000e+00 	-6.69853e+01 	
7.25000e+00 	-6.66236e+01 	
7.50000e+00 	-6.62409e+01 	
7.75000e+00 	-6.58374e+01 	
8.00000e+00 	-6.54129e+01 	
8.25000e+00 	-6.49675e+01 	
8.50000e+00 	-6.45010e+01 	
8.75000e+00 	-6.40134e+01 	
9.00000e+00 	-6.35046e+01 	
9.25000e+00 	-6.29746e+01 	
9.50000e+00 	-6.24233e+01 	
9.75000e+00 	-6.18507e+01 	
1.00000e+01 	-6.12567e+01 	
1.02500e+01 	-6.06412e+01 	
1.05000e+01 	-6.00042e+01 	
1.07500e+01 	-5.93456e+01 	
1.10000e+01 	-5.86654e+01 	
1.12500e+01 	-5.79636e+01 	
1.15000e+01 	-5.72399e+01 	
1.17500e+01 	-5.64945e+01 	
1.20000e+01 	-5.57272e+01 	
1.22500e+01 	-5.49380e+01 	
1.25000e+01 	-5.41269e+01 	
1.27500e+01 	-5.32938e+01 	
1.30000e+01 	-5.24387e+01 	
1.32500e+01 	-5.15615e+01 	
1.35000e+01 	-5.06621e+01 	
1.37500e+01 	-4.97407e+01 	
1.40000e+01 	-4.87970e+01 	
1.42500e+01 	-4.78312e+01 	
1.45000e+01 	-4.68431e+01 	
1.47500e+01 	-4.58328e+01 	
1.50000e+01 	-4.48001e+01 	
