-7.900253e-16	-7.866309e-16	-7.834292e-16	-7.804173e-16	-7.775923e-16	-7.749515e-16	-7.724922e-16	
-8.618204e-03	-5.802789e-03	-2.987418e-03	-1.720690e-04	2.643277e-03	5.458640e-03	8.274040e-03	
-1.724288e-02	-1.160990e-02	-5.977005e-03	-3.441545e-04	5.288691e-03	1.092157e-02	1.655452e-02	
-2.588053e-02	-1.742567e-02	-8.970938e-03	-5.162725e-04	7.938385e-03	1.639309e-02	2.484791e-02	
-3.453769e-02	-2.325446e-02	-1.197140e-02	-6.884386e-04	1.059452e-02	2.187754e-02	3.316071e-02	
-4.322093e-02	-2.910066e-02	-1.498061e-02	-8.606675e-04	1.325926e-02	2.737927e-02	4.149947e-02	
-5.193692e-02	-3.496872e-02	-1.800078e-02	-1.032973e-03	1.593482e-02	3.290271e-02	4.987082e-02	
-6.069241e-02	-4.086315e-02	-2.103418e-02	-1.205367e-03	1.862343e-02	3.845234e-02	5.828150e-02	
-6.949428e-02	-4.678853e-02	-2.408311e-02	-1.377861e-03	2.132736e-02	4.403272e-02	6.673836e-02	
-7.834953e-02	-5.274953e-02	-2.714990e-02	-1.550462e-03	2.404895e-02	4.964851e-02	7.524839e-02	
-8.726533e-02	-5.875093e-02	-3.023695e-02	-1.723176e-03	2.679057e-02	5.530447e-02	8.381873e-02	
-9.624900e-02	-6.479763e-02	-3.334670e-02	-1.896007e-03	2.955465e-02	6.100549e-02	9.245672e-02	
-1.053081e-01	-7.089465e-02	-3.648167e-02	-2.068955e-03	3.234373e-02	6.675661e-02	1.011699e-01	
-1.144504e-01	-7.704717e-02	-3.964446e-02	-2.242014e-03	3.516040e-02	7.256301e-02	1.099661e-01	
-1.236839e-01	-8.326056e-02	-4.283772e-02	-2.415177e-03	3.800733e-02	7.843006e-02	1.188533e-01	
-1.330170e-01	-8.954034e-02	-4.606423e-02	-2.588431e-03	4.088733e-02	8.436333e-02	1.278398e-01	
-1.424583e-01	-9.589227e-02	-4.932685e-02	-2.761756e-03	4.380330e-02	9.036860e-02	1.369344e-01	
-1.520167e-01	-1.023223e-01	-5.262856e-02	-2.935127e-03	4.675826e-02	9.645190e-02	1.461461e-01	
-1.617017e-01	-1.088367e-01	-5.597246e-02	-3.108511e-03	4.975539e-02	1.026195e-01	1.554843e-01	
-1.715230e-01	-1.154420e-01	-5.936178e-02	-3.281867e-03	5.279800e-02	1.088781e-01	1.649588e-01	
-1.814909e-01	-1.221450e-01	-6.279991e-02	-3.455146e-03	5.588957e-02	1.152346e-01	1.745801e-01	
-1.916161e-01	-1.289529e-01	-6.629041e-02	-3.628286e-03	5.903379e-02	1.216961e-01	1.843591e-01	
-2.019100e-01	-1.358732e-01	-6.983700e-02	-3.801215e-03	6.223452e-02	1.282705e-01	1.943072e-01	
-2.123847e-01	-1.429138e-01	-7.344362e-02	-3.973848e-03	6.549587e-02	1.349659e-01	2.044365e-01	
-2.230526e-01	-1.500831e-01	-7.711441e-02	-4.146083e-03	6.882219e-02	1.417907e-01	2.147599e-01	
-2.339272e-01	-1.573901e-01	-8.085376e-02	-4.317802e-03	7.221810e-02	1.487543e-01	2.252911e-01	
-2.450227e-01	-1.648441e-01	-8.466631e-02	-4.488867e-03	7.568852e-02	1.558662e-01	2.360445e-01	
-2.563542e-01	-1.724552e-01	-8.855699e-02	-4.659118e-03	7.923870e-02	1.631368e-01	2.470355e-01	
-2.679379e-01	-1.802341e-01	-9.253106e-02	-4.828369e-03	8.287427e-02	1.705772e-01	2.582807e-01	
-2.797909e-01	-1.881922e-01	-9.659412e-02	-4.996406e-03	8.660125e-02	1.781992e-01	2.697977e-01	
-2.919318e-01	-1.963416e-01	-1.007521e-01	-5.162981e-03	9.042612e-02	1.860155e-01	2.816054e-01	
-3.043802e-01	-2.046956e-01	-1.050115e-01	-5.327810e-03	9.435585e-02	1.940397e-01	2.937242e-01	
-3.171575e-01	-2.132680e-01	-1.093791e-01	-5.490564e-03	9.839797e-02	2.022867e-01	3.061760e-01	
-3.302866e-01	-2.220742e-01	-1.138624e-01	-5.650865e-03	1.025606e-01	2.107723e-01	3.189844e-01	
-3.437922e-01	-2.311305e-01	-1.184693e-01	-5.808280e-03	1.068526e-01	2.195138e-01	3.321753e-01	
-3.577012e-01	-2.404545e-01	-1.232083e-01	-5.962307e-03	1.112836e-01	2.285297e-01	3.457762e-01	
-3.720426e-01	-2.500656e-01	-1.280889e-01	-6.112372e-03	1.158641e-01	2.378407e-01	3.598175e-01	
-3.868481e-01	-2.599845e-01	-1.331211e-01	-6.257810e-03	1.206054e-01	2.474687e-01	3.743322e-01	
-4.021523e-01	-2.702340e-01	-1.383159e-01	-6.397856e-03	1.255201e-01	2.574382e-01	3.893563e-01	
-4.179929e-01	-2.808390e-01	-1.436853e-01	-6.531626e-03	1.306220e-01	2.677757e-01	4.049294e-01	
-4.344112e-01	-2.918269e-01	-1.492425e-01	-6.658099e-03	1.359263e-01	2.785106e-01	4.210949e-01	
-4.514530e-01	-3.032275e-01	-1.550018e-01	-6.776091e-03	1.414496e-01	2.896752e-01	4.379006e-01	
-4.691682e-01	-3.150738e-01	-1.609791e-01	-6.884228e-03	1.472106e-01	3.013053e-01	4.553997e-01	
-4.876126e-01	-3.274024e-01	-1.671918e-01	-6.980912e-03	1.532299e-01	3.134406e-01	4.736507e-01	
-5.068477e-01	-3.402537e-01	-1.736592e-01	-7.064281e-03	1.595306e-01	3.261252e-01	4.927192e-01	
-5.269422e-01	-3.536729e-01	-1.804027e-01	-7.132158e-03	1.661384e-01	3.394086e-01	5.126781e-01	
-5.479730e-01	-3.677102e-01	-1.874463e-01	-7.181990e-03	1.730824e-01	3.533463e-01	5.336092e-01	
-5.700260e-01	-3.824220e-01	-1.948167e-01	-7.210775e-03	1.803952e-01	3.680006e-01	5.556048e-01	
-5.931983e-01	-3.978718e-01	-2.025438e-01	-7.214971e-03	1.881139e-01	3.834421e-01	5.787689e-01	
-6.175998e-01	-4.141315e-01	-2.106614e-01	-7.190381e-03	1.962807e-01	3.997510e-01	6.032196e-01	
-6.433550e-01	-4.312825e-01	-2.192078e-01	-7.132014e-03	2.049438e-01	4.170188e-01	6.290917e-01	
-6.706066e-01	-4.494178e-01	-2.282265e-01	-7.033905e-03	2.141588e-01	4.353504e-01	6.565397e-01	
-6.995181e-01	-4.686441e-01	-2.377673e-01	-6.888891e-03	2.239896e-01	4.548668e-01	6.857414e-01	
-7.302786e-01	-4.890846e-01	-2.478873e-01	-6.688326e-03	2.345108e-01	4.757086e-01	7.169033e-01	
